2#app#app11#app1169/I  -0.021 1.709  -0.021 1.639  -0.021 1.569  -0.021 1.499  -0.021 1.428  -0.021 1.358  -0.021 1.288  -0.021 1.218  -0.021 1.148  -0.021 1.078  -0.021 1.008  -0.021 0.938  -0.021 0.868  -0.021 0.797  -0.021 0.727  -0.021 0.657  -0.021 0.587  -0.021 0.517  -0.021 0.447  -0.021 0.377  -0.021 0.307  -0.021 0.237  -0.021 0.166  -0.021 0.096  -0.021 0.026  -0.021 -0.044  -0.021 -0.114  -0.021 -0.184  -0.021 -0.254  -0.021 -0.324  -0.021 -0.394  -0.021 -0.465  -0.021 -0.535  -0.021 -0.605  -0.021 -0.675  -0.021 -0.745  -0.021 -0.815  -0.021 -0.885  -0.021 -0.955  -0.021 -1.026  -0.021 -1.096  -0.021 -1.166  0.019 -1.219  0.068 -1.269  0.118 -1.318  0.139 -1.380  0.139 -1.450  0.139 -1.520  0.139 -1.590  0.139 -1.660
2#kai#kai1#kclee6/I  0.244 -0.212  0.121 -0.170  0.029 -0.079  -0.062 0.013  -0.142 0.113  -0.200 0.229  -0.244 0.348  -0.244 0.478  -0.244 0.607  -0.244 0.737  -0.244 0.866  -0.206 0.984  -0.146 1.098  -0.090 1.213  -0.013 1.317  0.097 1.382  0.219 1.414  0.346 1.394  0.443 1.319  0.499 1.204  0.528 1.078  0.528 0.949  0.528 0.819  0.509 0.691  0.488 0.563  0.486 0.434  0.445 0.311  0.414 0.185  0.392 0.058  0.374 -0.071  0.349 -0.198  0.325 -0.324  0.313 -0.452  0.266 -0.573  0.208 -0.689  0.166 -0.811  0.125 -0.934  0.055 -1.043  -0.021 -1.147  -0.105 -1.245  -0.208 -1.323  -0.315 -1.397  -0.434 -1.431  -0.556 -1.398  -0.667 -1.334  -0.759 -1.242  -0.808 -1.124  -0.835 -0.998  -0.854 -0.870  -0.854 -0.740
2#kai#kai1#kclee6/I  0.067 0.098  -0.048 0.110  -0.115 0.211  -0.182 0.311  -0.236 0.420  -0.253 0.537  -0.253 0.658  -0.253 0.779  -0.253 0.900  -0.253 1.021  -0.227 1.137  -0.166 1.242  -0.074 1.315  0.030 1.377  0.145 1.413  0.260 1.398  0.346 1.312  0.379 1.197  0.401 1.078  0.421 0.959  0.422 0.838  0.422 0.717  0.422 0.596  0.412 0.476  0.389 0.357  0.387 0.236  0.376 0.116  0.352 -0.002  0.329 -0.121  0.305 -0.240  0.281 -0.358  0.257 -0.477  0.231 -0.595  0.202 -0.712  0.172 -0.830  0.124 -0.941  0.077 -1.052  0.036 -1.166  -0.016 -1.275  -0.070 -1.384  -0.139 -1.473  -0.256 -1.500  -0.360 -1.438  -0.454 -1.365  -0.526 -1.268  -0.570 -1.156  -0.608 -1.041  -0.644 -0.926  -0.644 -0.805  -0.644 -0.684
1b#apb#apb12#app1201/I  -0.480 1.626  -0.476 1.558  -0.454 1.492  -0.432 1.426  -0.410 1.360  -0.388 1.294  -0.367 1.228  -0.353 1.160  -0.339 1.092  -0.326 1.024  -0.312 0.956  -0.298 0.887  -0.285 0.819  -0.271 0.751  -0.258 0.683  -0.236 0.617  -0.213 0.552  -0.190 0.486  -0.167 0.421  -0.144 0.355  -0.121 0.289  -0.098 0.224  -0.075 0.158  -0.052 0.093  -0.029 0.027  -0.006 -0.038  0.017 -0.104  0.040 -0.170  0.063 -0.235  0.086 -0.301  0.109 -0.366  0.132 -0.432  0.155 -0.497  0.177 -0.563  0.200 -0.629  0.223 -0.694  0.246 -0.760  0.269 -0.825  0.292 -0.891  0.315 -0.956  0.338 -1.022  0.361 -1.087  0.384 -1.153  0.407 -1.219  0.430 -1.284  0.453 -1.350  0.476 -1.415  0.499 -1.481  0.522 -1.546  0.582 -1.559
1b#apb#apb12#app1201/I  -0.375 1.278  -0.426 1.329  -0.441 1.395  -0.441 1.467  -0.421 1.416  -0.398 1.348  -0.375 1.279  -0.343 1.215  -0.311 1.150  -0.279 1.086  -0.246 1.021  -0.217 0.955  -0.188 0.889  -0.158 0.824  -0.129 0.758  -0.100 0.692  -0.070 0.626  -0.041 0.560  -0.012 0.494  0.018 0.428  0.029 0.357  0.038 0.286  0.048 0.214  0.057 0.143  0.066 0.071  0.075 -0.001  0.084 -0.072  0.094 -0.144  0.103 -0.215  0.112 -0.287  0.121 -0.358  0.131 -0.430  0.140 -0.501  0.149 -0.573  0.158 -0.644  0.168 -0.716  0.177 -0.787  0.186 -0.859  0.195 -0.931  0.204 -1.002  0.214 -1.074  0.223 -1.145  0.232 -1.217  0.241 -1.288  0.251 -1.360  0.260 -1.431  0.269 -1.503  0.278 -1.574  0.300 -1.610  0.351 -1.559
3#apa#apa02#app0264/I  0.313 0.793  0.313 0.809  0.188 0.625  0.188 0.390  0.188 0.155  0.134 -0.067  0.063 -0.285  -0.020 -0.500  -0.063 -0.725  -0.063 -0.960  -0.123 -0.735  -0.184 -0.508  -0.244 -0.281  -0.305 -0.054  -0.365 0.173  -0.426 0.400  -0.486 0.627  -0.547 0.855  -0.439 0.962  -0.330 1.152  -0.102 1.169  0.133 1.169  0.368 1.169  0.603 1.169  0.838 1.169  1.070 1.163  1.256 1.043  1.182 0.930  1.003 0.778  0.824 0.625  0.645 0.473  0.465 0.321  0.286 0.169  0.107 0.017  -0.072 -0.135  -0.251 -0.288  -0.430 -0.440  -0.609 -0.592  -0.788 -0.744  -0.967 -0.896  -1.146 -1.049  -1.065 -1.138  -0.904 -1.212  -0.669 -1.212  -0.434 -1.212  -0.199 -1.212  -0.016 -1.086  0.188 -1.055  0.329 -0.961  0.564 -0.961
3#apa#apa02#app0264/I  0.369 1.021  0.329 0.809  0.238 0.610  0.238 0.389  0.238 0.168  0.238 -0.053  0.238 -0.274  0.205 -0.487  0.106 -0.685  0.106 -0.906  0.053 -0.774  -0.013 -0.563  -0.079 -0.352  -0.145 -0.141  -0.211 0.070  -0.277 0.280  -0.343 0.491  -0.409 0.702  -0.475 0.913  -0.541 1.124  -0.412 1.283  -0.191 1.283  0.030 1.283  0.251 1.283  0.442 1.210  0.639 1.152  0.860 1.152  1.024 1.095  0.927 0.911  0.781 0.746  0.634 0.581  0.487 0.416  0.340 0.251  0.193 0.086  0.047 -0.079  -0.100 -0.245  -0.247 -0.410  -0.394 -0.575  -0.541 -0.740  -0.687 -0.905  -0.834 -1.070  -0.981 -1.236  -0.993 -1.340  -0.822 -1.219  -0.605 -1.209  -0.384 -1.209  -0.163 -1.209  0.058 -1.209  0.279 -1.209  0.500 -1.209
3#apa#apa02#app0264/I  0.240 0.909  0.135 0.771  0.102 0.560  0.102 0.316  0.102 0.072  0.102 -0.172  0.102 -0.416  0.102 -0.660  0.091 -0.899  -0.036 -1.091  -0.082 -1.002  -0.147 -0.767  -0.212 -0.532  -0.278 -0.297  -0.343 -0.062  -0.408 0.173  -0.473 0.408  -0.539 0.643  -0.604 0.878  -0.669 1.113  -0.703 1.324  -0.590 1.194  -0.354 1.186  -0.167 1.047  0.077 1.047  0.321 1.047  0.510 0.916  0.751 0.909  0.995 0.909  1.239 0.909  1.244 0.819  1.061 0.657  0.878 0.496  0.695 0.335  0.512 0.173  0.330 0.012  0.147 -0.150  -0.036 -0.311  -0.219 -0.472  -0.402 -0.634  -0.585 -0.795  -0.768 -0.956  -0.951 -1.118  -0.842 -1.189  -0.646 -1.304  -0.402 -1.304  -0.203 -1.194  0.029 -1.165  0.273 -1.165  0.517 -1.165
3#apa#apa02#app0264/I  0.550 1.610  0.550 1.531  0.550 1.453  0.550 1.375  0.550 1.297  0.550 1.218  0.550 1.140  0.537 1.067  0.482 1.012  0.426 0.956  0.371 0.901  0.316 0.846  0.285 0.780  0.285 0.702  0.285 0.624  0.285 0.546  0.285 0.467  0.285 0.389  0.285 0.311  0.232 0.286  0.154 0.286  0.076 0.286  0.020 0.263  0.020 0.184  0.020 0.106  0.020 0.028  0.020 -0.050  0.020 -0.129  0.020 -0.207  -0.009 -0.273  -0.064 -0.328  -0.119 -0.384  -0.175 -0.439  -0.230 -0.494  -0.270 -0.561  -0.305 -0.631  -0.340 -0.701  -0.375 -0.771  -0.410 -0.841  -0.445 -0.911  -0.480 -0.980  -0.509 -1.052  -0.509 -1.130  -0.509 -1.208  -0.509 -1.287  -0.553 -1.347  -0.608 -1.402  -0.664 -1.458  -0.719 -1.513  -0.774 -1.568
3#apa#apa02#app0264/I  0.417 0.753  0.548 0.883  0.417 0.749  0.417 0.485  0.318 0.261  0.224 0.035  0.154 -0.201  0.035 -0.416  -0.109 -0.621  -0.240 -0.755  -0.371 -0.965  -0.503 -1.098  -0.485 -1.071  -0.454 -0.808  -0.424 -0.545  -0.393 -0.282  -0.362 -0.019  -0.331 0.244  -0.300 0.507  -0.269 0.770  -0.223 1.016  0.041 1.016  0.306 1.016  0.526 0.907  0.781 0.885  0.991 0.753  1.256 0.753  1.521 0.753  1.678 0.733  1.432 0.634  1.187 0.536  0.941 0.438  0.695 0.339  0.449 0.241  0.204 0.143  -0.042 0.045  -0.288 -0.054  -0.534 -0.152  -0.780 -0.250  -1.025 -0.349  -1.271 -0.447  -1.517 -0.545  -1.382 -0.691  -1.248 -0.822  -0.984 -0.822  -0.719 -0.822  -0.454 -0.822  -0.190 -0.822  0.075 -0.822  0.285 -0.691
2#apa#apa14#app1440/I  -0.148 1.741  -0.148 1.668  -0.148 1.594  -0.148 1.520  -0.148 1.447  -0.148 1.373  -0.148 1.299  -0.148 1.225  -0.148 1.152  -0.148 1.078  -0.148 1.004  -0.148 0.931  -0.148 0.857  -0.148 0.783  -0.148 0.710  -0.148 0.636  -0.148 0.562  -0.148 0.488  -0.148 0.415  -0.148 0.341  -0.148 0.267  -0.115 0.201  -0.082 0.135  -0.049 0.069  -0.016 0.003  0.016 -0.063  0.049 -0.128  0.082 -0.194  0.115 -0.260  0.148 -0.326  0.148 -0.400  0.148 -0.474  0.148 -0.548  0.148 -0.621  0.148 -0.695  0.148 -0.769  0.148 -0.842  0.148 -0.916  0.148 -0.990  0.148 -1.063  0.148 -1.137  0.148 -1.211  0.148 -1.285  0.148 -1.358  0.148 -1.432  0.148 -1.505  0.148 -1.431  0.148 -1.358  0.148 -1.284  0.148 -1.210
1b#tos#t3#t3073065/I  -0.729 1.226  -0.820 1.118  -0.684 1.090  -0.520 1.090  -0.356 1.090  -0.192 1.090  -0.028 1.090  0.136 1.090  0.300 1.090  0.464 1.090  0.472 1.044  0.399 1.135  0.235 1.135  0.071 1.135  -0.093 1.135  -0.185 1.063  -0.185 0.899  -0.185 0.735  -0.185 0.571  -0.185 0.407  -0.185 0.243  -0.185 0.079  -0.185 -0.085  -0.185 -0.249  -0.185 -0.412  -0.170 -0.573  -0.071 -0.701  -0.049 -0.856  -0.049 -1.020  -0.007 -0.945  -0.098 -0.808  -0.189 -0.672  -0.276 -0.551  -0.310 -0.690  -0.464 -0.745  -0.616 -0.806  -0.653 -0.905  -0.489 -0.905  -0.325 -0.905  -0.161 -0.905  -0.006 -0.876  0.139 -0.814  0.303 -0.814  0.465 -0.789  0.627 -0.769  0.791 -0.769  0.955 -0.769  1.119 -0.769  1.283 -0.769  1.447 -0.769
2#apb#apb28#app2835/I  1.150 1.252  1.097 1.206  1.044 1.159  0.991 1.113  0.938 1.066  0.885 1.020  0.832 0.973  0.779 0.927  0.725 0.881  0.672 0.834  0.619 0.788  0.566 0.741  0.513 0.695  0.460 0.648  0.407 0.602  0.354 0.555  0.301 0.509  0.248 0.463  0.195 0.416  0.142 0.370  0.088 0.323  0.046 0.269  0.017 0.205  -0.013 0.141  -0.042 0.077  -0.072 0.012  -0.102 -0.052  -0.131 -0.116  -0.161 -0.180  -0.190 -0.244  -0.220 -0.308  -0.249 -0.372  -0.279 -0.436  -0.308 -0.500  -0.338 -0.564  -0.380 -0.619  -0.430 -0.669  -0.480 -0.719  -0.530 -0.769  -0.580 -0.819  -0.630 -0.868  -0.680 -0.918  -0.729 -0.968  -0.779 -1.018  -0.829 -1.068  -0.879 -1.118  -0.929 -1.168  -0.979 -1.218  -1.029 -1.267  -1.099 -1.269
1b#app#app40#app4067/I  0.053 0.765  0.217 0.601  0.366 0.431  0.366 0.199  0.195 0.138  0.053 0.049  0.053 -0.183  0.053 -0.415  0.053 -0.646  0.053 -0.878  0.053 -1.110  -0.073 -0.925  -0.202 -0.732  -0.330 -0.540  -0.459 -0.347  -0.587 -0.154  -0.716 0.039  -0.844 0.232  -0.973 0.425  -1.102 0.617  -1.145 0.765  -0.913 0.765  -0.682 0.765  -0.450 0.765  -0.231 0.795  -0.067 0.958  0.116 1.078  0.347 1.078  0.579 1.078  0.811 1.078  1.043 1.078  1.274 1.078  1.175 0.926  1.024 0.750  0.874 0.574  0.723 0.398  0.572 0.222  0.421 0.046  0.270 -0.130  0.120 -0.306  -0.031 -0.482  -0.182 -0.658  -0.333 -0.834  -0.484 -1.010  -0.573 -1.208  -0.561 -1.427  -0.329 -1.427  -0.097 -1.427  0.134 -1.427  0.366 -1.427
1b#app#app37#app3778/I  0.069 1.751  0.069 1.677  0.069 1.603  0.069 1.529  0.069 1.455  0.069 1.381  0.069 1.307  0.069 1.233  0.069 1.159  0.069 1.085  0.069 1.011  0.053 0.941  0.020 0.875  -0.013 0.808  -0.042 0.741  -0.042 0.667  -0.042 0.593  -0.042 0.519  -0.042 0.445  -0.042 0.371  -0.042 0.297  -0.042 0.223  -0.042 0.149  -0.042 0.075  -0.042 0.001  -0.042 -0.073  -0.042 -0.147  -0.042 -0.221  -0.042 -0.295  -0.042 -0.369  -0.042 -0.443  -0.042 -0.517  -0.042 -0.591  -0.042 -0.665  -0.042 -0.739  -0.042 -0.813  -0.042 -0.887  -0.042 -0.961  -0.042 -1.035  -0.042 -1.109  -0.042 -1.183  -0.042 -1.257  -0.042 -1.331  -0.009 -1.392  0.043 -1.444  0.069 -1.433  0.069 -1.359  0.069 -1.285  0.069 -1.211  0.069 -1.137
3#app#app08#app0822/I  0.124 1.682  0.124 1.612  0.124 1.542  0.124 1.472  0.124 1.403  0.124 1.333  0.124 1.263  0.112 1.196  0.081 1.133  0.050 1.071  0.019 1.008  -0.013 0.946  -0.029 0.880  -0.029 0.810  -0.029 0.740  -0.029 0.671  -0.029 0.601  -0.029 0.531  -0.029 0.461  -0.029 0.391  -0.029 0.321  -0.029 0.251  -0.029 0.182  -0.029 0.112  -0.029 0.042  -0.029 -0.028  -0.029 -0.098  -0.029 -0.168  -0.029 -0.238  -0.029 -0.307  -0.029 -0.377  -0.029 -0.447  -0.029 -0.517  -0.029 -0.587  -0.029 -0.657  -0.029 -0.726  -0.029 -0.796  -0.029 -0.866  -0.029 -0.936  -0.029 -1.006  -0.029 -1.076  -0.029 -1.146  -0.029 -1.215  -0.029 -1.285  -0.029 -1.355  -0.029 -1.425  -0.029 -1.495  -0.029 -1.565  -0.029 -1.635  -0.029 -1.704
3#app#app08#app0822/I  0.278 1.342  0.278 1.420  0.278 1.497  0.278 1.526  0.278 1.448  0.278 1.371  0.257 1.299  0.222 1.230  0.188 1.161  0.153 1.092  0.119 1.023  0.084 0.954  0.071 0.880  0.071 0.803  0.071 0.726  0.071 0.649  0.071 0.572  0.071 0.495  0.071 0.418  0.071 0.341  0.071 0.263  0.071 0.186  0.071 0.109  0.004 0.099  -0.073 0.099  -0.136 0.085  -0.136 0.008  -0.136 -0.069  -0.136 -0.146  -0.136 -0.223  -0.136 -0.300  -0.136 -0.378  -0.136 -0.455  -0.136 -0.532  -0.136 -0.609  -0.136 -0.686  -0.136 -0.763  -0.136 -0.840  -0.136 -0.917  -0.136 -0.995  -0.136 -1.072  -0.136 -1.149  -0.136 -1.226  -0.136 -1.303  -0.136 -1.380  -0.136 -1.457  -0.136 -1.534  -0.136 -1.611  -0.136 -1.689  -0.136 -1.766
3#app#app08#app0822/I  0.032 1.412  0.032 1.484  0.032 1.556  0.032 1.541  0.032 1.470  0.032 1.398  0.032 1.326  0.032 1.254  0.032 1.183  0.032 1.111  0.032 1.039  0.032 0.967  0.032 0.896  0.032 0.824  0.032 0.752  0.032 0.680  0.032 0.609  0.032 0.537  0.032 0.465  0.032 0.393  0.032 0.322  0.032 0.250  0.032 0.178  0.032 0.106  0.032 0.035  0.032 -0.037  0.032 -0.109  0.032 -0.181  0.032 -0.252  0.032 -0.324  0.032 -0.396  0.032 -0.468  0.032 -0.540  0.032 -0.611  0.032 -0.683  0.032 -0.755  0.032 -0.827  0.032 -0.898  0.032 -0.970  0.002 -1.029  -0.049 -1.080  -0.099 -1.131  -0.140 -1.186  -0.140 -1.257  -0.140 -1.329  -0.140 -1.401  -0.140 -1.473  -0.140 -1.544  -0.140 -1.616  -0.140 -1.688
2#uqb#re/I  -0.183 0.745  -0.236 0.906  -0.131 0.713  -0.075 0.496  -0.075 0.265  -0.075 0.035  -0.075 -0.196  -0.050 -0.424  0.037 -0.633  0.107 -0.848  0.196 -1.058  0.138 -1.028  -0.047 -0.891  -0.144 -0.687  -0.214 -0.468  -0.284 -0.248  -0.354 -0.029  -0.424 0.191  -0.494 0.410  -0.565 0.630  -0.635 0.849  -0.705 1.069  -0.775 1.288  -0.772 1.306  -0.546 1.262  -0.317 1.246  -0.086 1.246  0.144 1.246  0.372 1.231  0.598 1.210  0.556 1.137  0.465 0.926  0.373 0.715  0.281 0.503  0.189 0.292  0.098 0.080  0.006 -0.131  -0.086 -0.342  -0.178 -0.554  -0.269 -0.765  -0.361 -0.977  -0.290 -1.057  -0.119 -1.175  0.103 -1.211  0.334 -1.223  0.564 -1.235  0.789 -1.194  1.013 -1.192  1.204 -1.249  0.996 -1.184
2#uqb#re/I  -0.187 1.116  -0.222 0.964  -0.178 0.736  -0.156 0.509  -0.181 0.277  -0.198 0.045  -0.233 -0.186  -0.255 -0.417  -0.232 -0.643  -0.136 -0.854  -0.076 -1.079  -0.165 -1.001  -0.237 -0.780  -0.317 -0.561  -0.397 -0.342  -0.477 -0.123  -0.556 0.096  -0.636 0.315  -0.716 0.534  -0.796 0.753  -0.876 0.972  -0.741 0.878  -0.518 0.934  -0.290 0.984  -0.059 1.017  0.173 1.033  0.406 1.052  0.638 1.076  0.870 1.076  1.099 1.048  1.266 0.934  1.101 0.819  0.942 0.649  0.782 0.479  0.623 0.309  0.463 0.139  0.304 -0.032  0.144 -0.202  -0.015 -0.372  -0.175 -0.542  -0.334 -0.712  -0.494 -0.882  -0.600 -1.034  -0.428 -1.152  -0.198 -1.184  0.033 -1.213  0.251 -1.295  0.479 -1.335  0.706 -1.387  0.799 -1.417
2#uqb#re/I  0.084 1.090  0.116 1.047  0.085 0.823  0.025 0.603  -0.005 0.377  -0.019 0.150  -0.009 -0.078  -0.029 -0.305  -0.037 -0.532  -0.018 -0.759  -0.012 -0.986  -0.034 -0.963  -0.039 -0.736  -0.021 -0.509  -0.082 -0.289  -0.144 -0.070  -0.207 0.149  -0.270 0.369  -0.332 0.588  -0.395 0.807  -0.458 1.027  -0.520 1.246  -0.403 1.397  -0.177 1.392  0.036 1.322  0.249 1.246  0.477 1.236  0.705 1.238  0.792 1.188  0.663 0.999  0.535 0.811  0.407 0.622  0.278 0.434  0.150 0.245  0.021 0.057  -0.107 -0.132  -0.235 -0.321  -0.364 -0.509  -0.492 -0.698  -0.621 -0.886  -0.749 -1.075  -0.694 -1.166  -0.465 -1.166  -0.240 -1.203  -0.014 -1.232  0.207 -1.288  0.416 -1.368  0.641 -1.399  0.746 -1.339  0.563 -1.451
2#uqb#re/I  -0.333 0.873  -0.323 1.012  -0.334 1.149  -0.360 1.285  -0.349 1.331  -0.232 1.259  -0.100 1.232  0.039 1.232  0.173 1.206  0.310 1.185  0.445 1.156  0.448 1.215  0.314 1.222  0.188 1.174  0.151 1.090  0.178 0.955  0.178 0.816  0.160 0.679  0.136 0.543  0.133 0.404  0.126 0.265  0.096 0.132  0.045 0.003  0.051 -0.134  0.044 -0.273  0.061 -0.407  0.095 -0.541  0.120 -0.676  0.051 -0.752  -0.087 -0.738  -0.225 -0.726  -0.362 -0.701  -0.498 -0.674  -0.632 -0.703  -0.768 -0.726  -0.862 -0.730  -0.732 -0.778  -0.601 -0.825  -0.467 -0.861  -0.332 -0.891  -0.195 -0.917  -0.060 -0.948  0.075 -0.979  0.212 -1.006  0.348 -1.032  0.486 -1.051  0.623 -1.070  0.759 -1.101  0.886 -1.134  0.922 -1.044
2#uqb#re/I  -0.577 1.384  -0.612 1.390  -0.497 1.397  -0.380 1.404  -0.264 1.413  -0.148 1.422  -0.031 1.421  0.085 1.409  0.160 1.400  0.054 1.351  0.038 1.288  0.071 1.176  0.100 1.063  0.130 0.950  0.125 0.837  0.135 0.720  0.141 0.604  0.134 0.487  0.133 0.371  0.138 0.254  0.144 0.137  0.151 0.021  0.162 -0.095  0.171 -0.212  0.176 -0.328  0.180 -0.445  0.214 -0.555  0.217 -0.672  0.237 -0.785  0.271 -0.892  0.180 -0.883  0.064 -0.877  -0.053 -0.870  -0.170 -0.864  -0.286 -0.858  -0.403 -0.851  -0.520 -0.845  -0.636 -0.838  -0.553 -0.858  -0.438 -0.876  -0.322 -0.886  -0.207 -0.902  -0.091 -0.916  0.025 -0.927  0.142 -0.938  0.258 -0.930  0.374 -0.933  0.488 -0.959  0.602 -0.967  0.689 -0.938
2#uqb#re/I  -0.548 1.148  -0.523 1.210  -0.395 1.200  -0.267 1.190  -0.138 1.177  -0.010 1.169  0.119 1.169  0.247 1.176  0.376 1.189  0.502 1.212  0.596 1.231  0.469 1.223  0.345 1.188  0.221 1.153  0.146 1.071  0.105 0.950  0.111 0.824  0.153 0.705  0.205 0.591  0.214 0.464  0.209 0.335  0.209 0.206  0.179 0.081  0.146 -0.043  0.095 -0.161  0.043 -0.279  0.008 -0.403  -0.019 -0.528  -0.019 -0.657  -0.019 -0.786  -0.031 -0.904  -0.160 -0.904  -0.288 -0.910  -0.411 -0.948  -0.538 -0.962  -0.666 -0.978  -0.794 -0.993  -0.736 -0.999  -0.608 -0.986  -0.480 -0.974  -0.352 -0.962  -0.223 -0.947  -0.095 -0.935  0.033 -0.935  0.161 -0.949  0.284 -0.976  0.413 -0.976  0.541 -0.962  0.650 -0.935  0.540 -0.873
2#uqb#re/I  -0.560 1.112  -0.613 1.124  -0.476 1.124  -0.338 1.124  -0.201 1.117  -0.064 1.115  0.073 1.124  0.200 1.086  0.337 1.079  0.474 1.077  0.612 1.077  0.680 1.080  0.547 1.086  0.412 1.060  0.278 1.033  0.143 1.007  0.008 0.980  -0.080 0.940  -0.034 0.813  -0.003 0.680  0.006 0.543  0.006 0.406  0.006 0.269  -0.013 0.133  -0.028 -0.003  -0.041 -0.140  -0.028 -0.276  -0.010 -0.412  0.002 -0.549  0.031 -0.682  0.046 -0.815  0.042 -0.940  0.051 -1.051  -0.074 -0.993  -0.203 -0.948  -0.338 -0.924  -0.474 -0.929  -0.610 -0.946  -0.719 -0.987  -0.582 -0.995  -0.446 -1.011  -0.310 -1.032  -0.173 -1.040  -0.036 -1.049  0.100 -1.064  0.235 -1.087  0.371 -1.104  0.508 -1.095  0.644 -1.078  0.643 -1.034
2#uqb#re/I  -0.831 0.986  -0.852 1.055  -0.729 1.100  -0.597 1.115  -0.464 1.122  -0.332 1.136  -0.200 1.153  -0.067 1.151  0.066 1.150  0.197 1.172  0.327 1.156  0.450 1.112  0.428 1.128  0.297 1.105  0.166 1.082  0.035 1.061  -0.022 0.962  -0.016 0.830  0.027 0.704  0.076 0.580  0.159 0.477  0.180 0.352  0.180 0.219  0.180 0.086  0.147 -0.042  0.116 -0.171  0.116 -0.304  0.122 -0.437  0.147 -0.567  0.180 -0.696  0.224 -0.822  0.279 -0.943  0.183 -0.959  0.050 -0.953  -0.082 -0.942  -0.212 -0.915  -0.337 -0.875  -0.470 -0.875  -0.603 -0.886  -0.509 -0.925  -0.379 -0.950  -0.252 -0.990  -0.123 -1.026  0.004 -1.065  0.136 -1.078  0.269 -1.093  0.399 -1.116  0.530 -1.135  0.663 -1.140  0.744 -1.088
2#uqb#re/I  -0.866 0.883  -0.950 1.000  -0.836 1.001  -0.691 0.990  -0.546 0.990  -0.403 0.964  -0.262 0.931  -0.117 0.950  0.027 0.970  0.171 0.993  0.315 1.016  0.459 1.036  0.601 1.058  0.520 1.120  0.384 1.109  0.272 1.015  0.161 0.921  0.050 0.827  -0.043 0.906  -0.021 0.854  0.074 0.744  0.091 0.601  0.117 0.458  0.116 0.313  0.095 0.169  0.064 0.027  0.048 -0.117  0.021 -0.259  -0.035 -0.393  -0.043 -0.538  -0.050 -0.683  -0.053 -0.829  -0.011 -0.968  -0.003 -1.111  -0.079 -1.178  -0.184 -1.078  -0.311 -1.011  -0.432 -0.942  -0.524 -0.882  -0.391 -0.937  -0.253 -0.985  -0.115 -1.030  0.030 -1.037  0.176 -1.042  0.318 -1.074  0.446 -1.135  0.572 -1.201  0.708 -1.221  0.720 -1.165  0.664 -1.030
2#uqb#re/I  -1.069 0.931  -0.969 0.902  -0.817 0.890  -0.663 0.919  -0.510 0.910  -0.357 0.875  -0.207 0.830  -0.055 0.800  0.101 0.807  0.258 0.818  0.413 0.835  0.569 0.851  0.726 0.851  0.883 0.851  1.039 0.851  0.952 0.889  0.804 0.924  0.652 0.884  0.501 0.844  0.350 0.803  0.198 0.763  0.047 0.723  -0.073 0.658  -0.046 0.505  -0.023 0.353  -0.033 0.196  -0.056 0.041  -0.075 -0.114  -0.066 -0.267  -0.027 -0.419  0.000 -0.573  0.006 -0.724  -0.020 -0.879  -0.066 -0.982  -0.222 -1.002  -0.377 -1.021  -0.532 -1.046  -0.686 -1.050  -0.842 -1.035  -0.741 -1.046  -0.585 -1.061  -0.428 -1.061  -0.272 -1.058  -0.115 -1.049  0.040 -1.029  0.196 -1.027  0.352 -1.034  0.509 -1.026  0.666 -1.021  0.671 -0.981
2#app#app07#app0705/I  -0.268 1.692  -0.268 1.620  -0.268 1.548  -0.268 1.475  -0.268 1.403  -0.268 1.331  -0.268 1.258  -0.268 1.186  -0.268 1.113  -0.268 1.041  -0.268 0.969  -0.268 0.896  -0.268 0.824  -0.268 0.752  -0.268 0.679  -0.268 0.607  -0.268 0.534  -0.263 0.463  -0.230 0.399  -0.198 0.334  -0.165 0.269  -0.133 0.204  -0.101 0.140  -0.068 0.075  -0.036 0.010  -0.004 -0.055  0.029 -0.119  0.036 -0.190  0.036 -0.262  0.036 -0.335  0.036 -0.407  0.065 -0.467  0.116 -0.519  0.167 -0.570  0.219 -0.621  0.270 -0.672  0.321 -0.723  0.341 -0.788  0.341 -0.860  0.341 -0.932  0.341 -1.005  0.341 -1.077  0.341 -1.149  0.341 -1.222  0.341 -1.294  0.341 -1.367  0.341 -1.439  0.341 -1.511  0.341 -1.584  0.341 -1.656
2#app#app07#app0705/I  0.560 1.526  0.509 1.475  0.458 1.424  0.407 1.374  0.357 1.323  0.306 1.272  0.255 1.221  0.204 1.171  0.154 1.120  0.103 1.069  0.052 1.019  0.002 0.968  -0.049 0.917  -0.090 0.862  -0.090 0.790  -0.090 0.719  -0.090 0.647  -0.090 0.575  -0.090 0.503  -0.090 0.432  -0.090 0.360  -0.090 0.288  -0.090 0.216  -0.090 0.145  -0.090 0.073  -0.090 0.001  -0.090 -0.070  -0.090 -0.142  -0.090 -0.214  -0.090 -0.286  -0.090 -0.357  -0.090 -0.429  -0.090 -0.501  -0.090 -0.573  -0.090 -0.644  -0.090 -0.716  -0.090 -0.788  -0.090 -0.860  -0.090 -0.931  -0.090 -1.003  -0.090 -1.075  -0.090 -1.147  -0.090 -1.218  -0.090 -1.290  -0.090 -1.362  -0.090 -1.434  -0.090 -1.505  -0.090 -1.577  -0.090 -1.649  -0.090 -1.720
