2#app#app11#app1169/L  -0.459 1.835  -0.388 1.765  -0.324 1.691  -0.324 1.591  -0.324 1.491  -0.324 1.391  -0.324 1.292  -0.324 1.192  -0.324 1.092  -0.324 0.992  -0.324 0.892  -0.324 0.792  -0.324 0.692  -0.324 0.593  -0.324 0.493  -0.324 0.393  -0.324 0.293  -0.324 0.193  -0.324 0.093  -0.324 -0.007  -0.324 -0.107  -0.324 -0.206  -0.324 -0.306  -0.324 -0.406  -0.324 -0.506  -0.324 -0.606  -0.324 -0.706  -0.324 -0.806  -0.324 -0.905  -0.301 -0.982  -0.201 -0.982  -0.190 -0.893  -0.135 -0.848  -0.036 -0.848  0.064 -0.848  0.164 -0.848  0.212 -0.796  0.230 -0.714  0.330 -0.714  0.430 -0.714  0.515 -0.679  0.586 -0.608  0.674 -0.579  0.771 -0.568  0.860 -0.524  0.949 -0.479  1.041 -0.445  1.141 -0.445  1.215 -0.382  1.285 -0.311
1b#aga#nikkshmn/L  -0.147 1.811  -0.147 1.717  -0.159 1.623  -0.177 1.530  -0.196 1.438  -0.217 1.345  -0.238 1.253  -0.264 1.162  -0.283 1.070  -0.292 0.976  -0.303 0.882  -0.321 0.789  -0.340 0.696  -0.358 0.603  -0.365 0.510  -0.366 0.415  -0.386 0.323  -0.407 0.230  -0.409 0.136  -0.413 0.041  -0.420 -0.053  -0.427 -0.147  -0.431 -0.242  -0.431 -0.336  -0.459 -0.419  -0.474 -0.507  -0.433 -0.585  -0.431 -0.679  -0.387 -0.730  -0.414 -0.712  -0.375 -0.739  -0.290 -0.758  -0.198 -0.739  -0.103 -0.739  -0.009 -0.739  0.086 -0.739  0.180 -0.739  0.275 -0.739  0.368 -0.725  0.458 -0.697  0.549 -0.674  0.644 -0.674  0.738 -0.674  0.833 -0.674  0.927 -0.674  1.022 -0.674  1.117 -0.674  1.211 -0.674  1.306 -0.674  1.357 -0.718
1b#aga#nikkshmn/L  -0.218 1.426  -0.218 1.521  -0.218 1.615  -0.240 1.564  -0.196 1.483  -0.196 1.388  -0.196 1.294  -0.212 1.201  -0.233 1.109  -0.259 1.018  -0.263 0.924  -0.268 0.830  -0.294 0.739  -0.313 0.647  -0.325 0.553  -0.336 0.459  -0.346 0.366  -0.364 0.273  -0.390 0.182  -0.412 0.090  -0.432 -0.002  -0.440 -0.095  -0.446 -0.189  -0.472 -0.280  -0.494 -0.372  -0.506 -0.465  -0.518 -0.558  -0.548 -0.647  -0.528 -0.675  -0.460 -0.708  -0.368 -0.722  -0.274 -0.722  -0.179 -0.722  -0.085 -0.722  0.010 -0.722  0.104 -0.722  0.199 -0.722  0.293 -0.722  0.388 -0.722  0.482 -0.722  0.577 -0.722  0.671 -0.722  0.766 -0.722  0.860 -0.727  0.954 -0.734  1.048 -0.741  1.143 -0.744  1.199 -0.782  1.287 -0.789  1.266 -0.789
1b#aga#nikkshmn/L  -0.015 1.774  -0.055 1.725  -0.066 1.637  -0.095 1.553  -0.135 1.473  -0.147 1.385  -0.157 1.296  -0.157 1.207  -0.157 1.118  -0.162 1.029  -0.176 0.941  -0.190 0.853  -0.204 0.765  -0.217 0.677  -0.231 0.588  -0.245 0.500  -0.259 0.412  -0.273 0.324  -0.287 0.236  -0.300 0.148  -0.314 0.059  -0.340 -0.026  -0.371 -0.109  -0.379 -0.197  -0.403 -0.280  -0.441 -0.361  -0.456 -0.449  -0.461 -0.538  -0.461 -0.627  -0.461 -0.716  -0.455 -0.802  -0.369 -0.820  -0.280 -0.820  -0.192 -0.830  -0.109 -0.860  -0.021 -0.849  0.068 -0.840  0.157 -0.840  0.247 -0.840  0.336 -0.839  0.424 -0.825  0.512 -0.810  0.600 -0.800  0.689 -0.800  0.779 -0.800  0.868 -0.800  0.957 -0.800  1.046 -0.800  1.135 -0.800  1.221 -0.820
1b#aga#nikkshmn/L  -0.109 1.686  -0.141 1.635  -0.109 1.551  -0.131 1.461  -0.159 1.372  -0.184 1.282  -0.205 1.191  -0.226 1.100  -0.249 1.009  -0.273 0.919  -0.297 0.829  -0.320 0.738  -0.343 0.648  -0.366 0.557  -0.406 0.473  -0.448 0.389  -0.474 0.299  -0.505 0.212  -0.544 0.127  -0.584 0.042  -0.621 -0.044  -0.647 -0.132  -0.651 -0.225  -0.661 -0.316  -0.641 -0.407  -0.616 -0.497  -0.576 -0.580  -0.534 -0.661  -0.461 -0.711  -0.371 -0.728  -0.279 -0.741  -0.188 -0.735  -0.095 -0.728  -0.002 -0.728  0.092 -0.728  0.185 -0.728  0.278 -0.725  0.368 -0.700  0.460 -0.688  0.554 -0.688  0.646 -0.677  0.736 -0.654  0.819 -0.612  0.912 -0.608  1.004 -0.598  1.094 -0.572  1.187 -0.568  1.280 -0.568  1.373 -0.568  1.427 -0.608
1b#aga#nikkshmn/L  0.161 1.824  0.116 1.756  0.090 1.670  0.047 1.588  0.035 1.495  0.023 1.402  0.010 1.310  -0.006 1.218  -0.027 1.127  -0.044 1.035  -0.055 0.942  -0.074 0.851  -0.104 0.762  -0.134 0.674  -0.167 0.586  -0.200 0.499  -0.233 0.411  -0.266 0.324  -0.304 0.238  -0.342 0.153  -0.361 0.062  -0.372 -0.031  -0.393 -0.122  -0.415 -0.212  -0.432 -0.304  -0.441 -0.397  -0.441 -0.490  -0.486 -0.570  -0.494 -0.661  -0.550 -0.736  -0.565 -0.784  -0.491 -0.784  -0.398 -0.784  -0.304 -0.784  -0.211 -0.784  -0.117 -0.784  -0.024 -0.784  0.068 -0.802  0.160 -0.820  0.252 -0.829  0.346 -0.829  0.439 -0.833  0.532 -0.843  0.625 -0.851  0.719 -0.851  0.812 -0.851  0.906 -0.851  0.999 -0.851  1.057 -0.851  1.052 -0.851
2#app#app06#app0637/L  -0.229 1.715  -0.229 1.641  -0.229 1.567  -0.229 1.494  -0.229 1.420  -0.215 1.350  -0.182 1.284  -0.149 1.218  -0.116 1.152  -0.116 1.078  -0.116 1.004  -0.116 0.931  -0.116 0.857  -0.116 0.783  -0.116 0.710  -0.116 0.636  -0.097 0.570  -0.045 0.518  -0.003 0.462  -0.003 0.388  -0.003 0.314  -0.003 0.240  -0.003 0.167  -0.003 0.093  -0.003 0.019  -0.003 -0.054  -0.003 -0.128  -0.003 -0.202  -0.003 -0.275  -0.003 -0.349  -0.003 -0.423  -0.003 -0.496  -0.003 -0.570  -0.003 -0.644  0.044 -0.698  0.096 -0.750  0.109 -0.818  0.109 -0.892  0.109 -0.966  0.109 -1.039  0.109 -1.113  0.109 -1.187  0.156 -1.213  0.222 -1.222  0.222 -1.295  0.222 -1.369  0.226 -1.438  0.300 -1.438  0.334 -1.477  0.334 -1.551
2#apb#apb10#app1035/L  -0.138 0.877  -0.052 0.846  0.065 0.851  0.179 0.879  0.287 0.925  0.384 0.990  0.480 1.058  0.571 1.132  0.663 1.206  0.732 1.298  0.776 1.397  0.710 1.300  0.647 1.202  0.582 1.104  0.519 1.004  0.457 0.905  0.398 0.803  0.338 0.702  0.281 0.600  0.224 0.497  0.167 0.394  0.106 0.293  0.046 0.193  -0.014 0.092  -0.076 -0.008  -0.138 -0.108  -0.200 -0.208  -0.258 -0.310  -0.315 -0.412  -0.373 -0.515  -0.441 -0.610  -0.510 -0.706  -0.570 -0.806  -0.629 -0.908  -0.699 -1.002  -0.767 -1.098  -0.837 -1.191  -0.794 -1.114  -0.731 -1.016  -0.639 -0.946  -0.528 -0.908  -0.418 -0.870  -0.310 -0.830  -0.195 -0.846  -0.088 -0.895  0.015 -0.951  0.110 -1.020  0.215 -1.072  0.327 -1.099  0.444 -1.099
1b#tos#t1#t1078062/L  -0.410 1.481  -0.499 1.481  -0.515 1.408  -0.515 1.318  -0.515 1.229  -0.515 1.139  -0.515 1.050  -0.530 0.963  -0.558 0.878  -0.568 0.790  -0.568 0.700  -0.568 0.611  -0.568 0.521  -0.583 0.434  -0.612 0.349  -0.620 0.261  -0.620 0.172  -0.620 0.082  -0.620 -0.007  -0.620 -0.097  -0.620 -0.186  -0.620 -0.276  -0.620 -0.365  -0.620 -0.455  -0.595 -0.519  -0.505 -0.519  -0.416 -0.519  -0.326 -0.519  -0.237 -0.519  -0.147 -0.519  -0.058 -0.519  0.032 -0.519  0.121 -0.519  0.211 -0.519  0.300 -0.519  0.390 -0.519  0.479 -0.519  0.569 -0.519  0.658 -0.519  0.748 -0.519  0.837 -0.519  0.927 -0.519  1.016 -0.519  1.106 -0.519  1.195 -0.519  1.285 -0.519  1.374 -0.519  1.464 -0.519  1.553 -0.519  1.643 -0.519
3#apb#apb38#app3855/L  -0.094 1.005  -0.041 1.084  -0.007 1.173  0.023 1.263  0.054 1.354  0.063 1.448  0.053 1.474  0.027 1.382  0.001 1.290  -0.029 1.200  -0.059 1.109  -0.101 1.023  -0.144 0.938  -0.186 0.852  -0.224 0.765  -0.243 0.671  -0.261 0.578  -0.280 0.484  -0.312 0.394  -0.346 0.305  -0.381 0.216  -0.415 0.127  -0.445 0.037  -0.464 -0.057  -0.483 -0.151  -0.501 -0.244  -0.530 -0.335  -0.561 -0.426  -0.544 -0.517  -0.518 -0.609  -0.481 -0.696  -0.419 -0.765  -0.331 -0.803  -0.244 -0.841  -0.159 -0.885  -0.077 -0.933  0.007 -0.977  0.103 -0.977  0.198 -0.977  0.294 -0.977  0.389 -0.977  0.485 -0.977  0.578 -0.961  0.667 -0.928  0.757 -0.896  0.847 -0.863  0.940 -0.851  1.036 -0.851  1.131 -0.851  1.227 -0.851
2#tos#t3#t3073065/L  -0.426 1.239  -0.523 1.239  -0.619 1.239  -0.677 1.166  -0.708 1.074  -0.764 0.999  -0.815 0.923  -0.815 0.827  -0.815 0.730  -0.815 0.634  -0.815 0.537  -0.815 0.441  -0.815 0.345  -0.815 0.248  -0.815 0.152  -0.815 0.055  -0.815 -0.041  -0.815 -0.138  -0.806 -0.231  -0.752 -0.312  -0.693 -0.387  -0.625 -0.456  -0.554 -0.521  -0.474 -0.574  -0.387 -0.606  -0.291 -0.606  -0.195 -0.606  -0.098 -0.606  -0.002 -0.606  0.095 -0.606  0.191 -0.606  0.288 -0.606  0.372 -0.564  0.455 -0.514  0.538 -0.465  0.633 -0.460  0.729 -0.460  0.817 -0.437  0.893 -0.376  0.968 -0.316  1.044 -0.257  1.124 -0.204  1.205 -0.150  1.285 -0.097  1.374 -0.072  1.419 -0.021  1.368 0.025  1.272 0.025  1.176 0.025  1.128 -0.023
2#tos#t2#t2044064/L  -0.361 1.687  -0.399 1.633  -0.399 1.541  -0.399 1.449  -0.399 1.357  -0.399 1.265  -0.399 1.174  -0.399 1.082  -0.399 0.990  -0.399 0.898  -0.399 0.806  -0.399 0.714  -0.414 0.624  -0.437 0.535  -0.438 0.443  -0.442 0.351  -0.457 0.260  -0.472 0.170  -0.476 0.078  -0.490 -0.012  -0.515 -0.100  -0.515 -0.192  -0.515 -0.283  -0.515 -0.375  -0.515 -0.467  -0.515 -0.559  -0.515 -0.651  -0.472 -0.701  -0.381 -0.701  -0.289 -0.701  -0.197 -0.701  -0.105 -0.701  -0.013 -0.701  0.079 -0.701  0.171 -0.701  0.261 -0.681  0.350 -0.663  0.442 -0.663  0.532 -0.647  0.620 -0.624  0.711 -0.618  0.801 -0.600  0.892 -0.585  0.984 -0.585  1.076 -0.585  1.153 -0.562  1.212 -0.508  1.304 -0.508  1.396 -0.508  1.449 -0.470
2#pri#pri0#150/L  -0.184 1.659  -0.243 1.621  -0.263 1.541  -0.283 1.462  -0.305 1.382  -0.326 1.303  -0.346 1.223  -0.358 1.142  -0.371 1.060  -0.383 0.979  -0.395 0.898  -0.407 0.816  -0.418 0.735  -0.422 0.653  -0.422 0.571  -0.422 0.488  -0.422 0.406  -0.422 0.324  -0.422 0.242  -0.422 0.159  -0.422 0.077  -0.422 -0.005  -0.418 -0.087  -0.401 -0.168  -0.385 -0.248  -0.369 -0.329  -0.353 -0.410  -0.331 -0.489  -0.299 -0.564  -0.256 -0.634  -0.205 -0.698  -0.141 -0.750  -0.070 -0.788  0.009 -0.811  0.090 -0.818  0.173 -0.818  0.255 -0.818  0.337 -0.818  0.419 -0.818  0.502 -0.818  0.584 -0.811  0.665 -0.801  0.747 -0.791  0.828 -0.780  0.911 -0.778  0.993 -0.778  1.075 -0.778  1.157 -0.778  1.240 -0.778  1.322 -0.778
2#ibm#ibm0#r0309/L  -0.157 1.835  -0.157 1.742  -0.157 1.648  -0.157 1.555  -0.157 1.461  -0.157 1.367  -0.157 1.274  -0.165 1.182  -0.194 1.093  -0.224 1.004  -0.254 0.915  -0.283 0.827  -0.313 0.738  -0.315 0.645  -0.315 0.551  -0.315 0.458  -0.315 0.364  -0.315 0.271  -0.315 0.177  -0.320 0.084  -0.350 -0.005  -0.379 -0.093  -0.409 -0.182  -0.439 -0.271  -0.468 -0.359  -0.473 -0.452  -0.473 -0.546  -0.473 -0.639  -0.443 -0.720  -0.377 -0.787  -0.311 -0.853  -0.245 -0.919  -0.178 -0.985  -0.100 -0.977  -0.017 -0.936  0.067 -0.894  0.151 -0.852  0.243 -0.848  0.337 -0.848  0.430 -0.848  0.509 -0.813  0.575 -0.747  0.644 -0.684  0.728 -0.642  0.811 -0.600  0.895 -0.559  0.982 -0.532  1.076 -0.532  1.170 -0.532  1.263 -0.532
2#ibm#ibm0#r0309/L  -0.479 1.574  -0.479 1.491  -0.479 1.407  -0.479 1.323  -0.479 1.240  -0.479 1.156  -0.494 1.075  -0.521 0.995  -0.547 0.916  -0.574 0.836  -0.600 0.757  -0.627 0.677  -0.630 0.594  -0.630 0.511  -0.630 0.427  -0.630 0.343  -0.630 0.259  -0.630 0.176  -0.630 0.092  -0.630 0.008  -0.630 -0.076  -0.581 -0.139  -0.522 -0.198  -0.463 -0.257  -0.404 -0.317  -0.344 -0.376  -0.285 -0.435  -0.226 -0.494  -0.164 -0.550  -0.089 -0.587  -0.014 -0.625  0.060 -0.662  0.136 -0.695  0.220 -0.695  0.304 -0.695  0.388 -0.695  0.471 -0.695  0.555 -0.695  0.639 -0.695  0.722 -0.695  0.806 -0.695  0.889 -0.692  0.964 -0.655  1.039 -0.617  1.114 -0.580  1.189 -0.542  1.264 -0.505  1.338 -0.468  1.413 -0.430  1.488 -0.393
2#ibm#ibm0#r0309/L  -0.012 1.839  0.019 1.747  0.050 1.655  0.080 1.563  0.111 1.470  0.142 1.378  0.126 1.286  0.095 1.193  0.064 1.101  0.033 1.009  0.003 0.916  -0.035 0.827  -0.078 0.740  -0.122 0.653  -0.165 0.566  -0.209 0.479  -0.252 0.392  -0.296 0.305  -0.338 0.217  -0.369 0.125  -0.399 0.033  -0.430 -0.060  -0.461 -0.152  -0.492 -0.244  -0.522 -0.337  -0.553 -0.429  -0.584 -0.521  -0.615 -0.614  -0.646 -0.706  -0.611 -0.783  -0.542 -0.852  -0.464 -0.899  -0.367 -0.899  -0.270 -0.899  -0.172 -0.899  -0.075 -0.899  0.022 -0.899  0.120 -0.899  0.217 -0.899  0.314 -0.899  0.411 -0.899  0.498 -0.872  0.567 -0.803  0.636 -0.736  0.723 -0.692  0.810 -0.649  0.897 -0.605  0.978 -0.553  1.047 -0.484  1.116 -0.415
2#ibm#ibm0#r0309/L  0.067 1.821  0.067 1.721  0.067 1.621  0.067 1.521  0.067 1.421  0.059 1.322  0.028 1.227  -0.004 1.133  -0.035 1.038  -0.067 0.943  -0.102 0.849  -0.147 0.760  -0.191 0.671  -0.236 0.581  -0.281 0.492  -0.325 0.402  -0.370 0.313  -0.415 0.223  -0.460 0.134  -0.504 0.045  -0.549 -0.045  -0.585 -0.138  -0.617 -0.233  -0.649 -0.327  -0.680 -0.422  -0.712 -0.517  -0.695 -0.608  -0.650 -0.698  -0.605 -0.787  -0.555 -0.868  -0.455 -0.868  -0.355 -0.868  -0.255 -0.868  -0.155 -0.868  -0.055 -0.868  0.045 -0.868  0.137 -0.833  0.226 -0.788  0.316 -0.744  0.405 -0.699  0.494 -0.654  0.584 -0.609  0.673 -0.565  0.770 -0.551  0.870 -0.551  0.970 -0.551  1.064 -0.527  1.154 -0.483  1.243 -0.438  1.333 -0.393
2#ibm#ibm0#r0309/L  0.038 1.829  0.038 1.738  0.030 1.649  0.001 1.563  -0.027 1.477  -0.056 1.391  -0.085 1.305  -0.113 1.219  -0.132 1.130  -0.150 1.041  -0.168 0.952  -0.186 0.864  -0.203 0.775  -0.221 0.686  -0.239 0.597  -0.257 0.508  -0.276 0.420  -0.305 0.334  -0.334 0.248  -0.362 0.162  -0.391 0.076  -0.420 -0.010  -0.426 -0.100  -0.426 -0.190  -0.426 -0.281  -0.426 -0.371  -0.426 -0.462  -0.426 -0.553  -0.426 -0.643  -0.367 -0.709  -0.303 -0.773  -0.271 -0.851  -0.271 -0.942  -0.199 -0.960  -0.108 -0.960  -0.018 -0.960  0.063 -0.935  0.127 -0.871  0.191 -0.807  0.281 -0.805  0.371 -0.805  0.462 -0.805  0.553 -0.805  0.643 -0.805  0.734 -0.805  0.824 -0.805  0.915 -0.805  0.995 -0.778  1.059 -0.714  1.123 -0.650
2#ibm#ibm0#r0309/L  -0.406 1.659  -0.311 1.659  -0.245 1.629  -0.245 1.534  -0.245 1.439  -0.245 1.344  -0.245 1.249  -0.253 1.155  -0.283 1.065  -0.313 0.975  -0.343 0.885  -0.373 0.794  -0.403 0.704  -0.406 0.610  -0.406 0.515  -0.406 0.420  -0.406 0.325  -0.406 0.230  -0.406 0.135  -0.406 0.040  -0.406 -0.055  -0.406 -0.150  -0.406 -0.245  -0.406 -0.340  -0.406 -0.435  -0.406 -0.530  -0.406 -0.626  -0.406 -0.721  -0.406 -0.816  -0.401 -0.906  -0.306 -0.906  -0.211 -0.906  -0.116 -0.906  -0.028 -0.877  0.057 -0.835  0.142 -0.792  0.227 -0.750  0.312 -0.707  0.397 -0.665  0.482 -0.622  0.569 -0.585  0.664 -0.585  0.759 -0.585  0.854 -0.585  0.949 -0.585  1.044 -0.585  1.139 -0.585  1.223 -0.559  1.290 -0.492  1.357 -0.425
2#ibm#ibm0#r0309/L  -0.072 1.799  -0.072 1.711  -0.072 1.624  -0.100 1.541  -0.127 1.458  -0.155 1.375  -0.183 1.292  -0.210 1.209  -0.238 1.126  -0.246 1.039  -0.246 0.952  -0.246 0.864  -0.246 0.777  -0.246 0.689  -0.246 0.602  -0.246 0.514  -0.246 0.427  -0.267 0.342  -0.295 0.259  -0.322 0.176  -0.350 0.093  -0.378 0.010  -0.405 -0.073  -0.420 -0.158  -0.420 -0.245  -0.420 -0.333  -0.420 -0.421  -0.401 -0.504  -0.362 -0.582  -0.323 -0.660  -0.284 -0.738  -0.244 -0.816  -0.182 -0.878  -0.120 -0.940  -0.052 -0.988  0.035 -0.988  0.123 -0.988  0.210 -0.988  0.292 -0.973  0.354 -0.911  0.415 -0.849  0.488 -0.814  0.576 -0.814  0.663 -0.814  0.751 -0.814  0.834 -0.796  0.913 -0.757  0.991 -0.718  1.069 -0.679  1.147 -0.640
2#apa#apa03#app0377/L  0.255 1.525  0.357 1.525  0.415 1.507  0.342 1.434  0.270 1.362  0.198 1.290  0.125 1.217  0.053 1.145  -0.019 1.072  -0.092 1.000  -0.103 0.902  -0.110 0.803  -0.183 0.731  -0.255 0.658  -0.282 0.567  -0.282 0.464  -0.373 0.453  -0.460 0.438  -0.460 0.336  -0.460 0.234  -0.460 0.131  -0.507 0.048  -0.580 -0.024  -0.639 -0.102  -0.639 -0.204  -0.639 -0.307  -0.639 -0.409  -0.639 -0.511  -0.639 -0.614  -0.639 -0.716  -0.618 -0.798  -0.516 -0.798  -0.414 -0.798  -0.311 -0.798  -0.209 -0.798  -0.106 -0.798  -0.004 -0.798  0.098 -0.798  0.201 -0.798  0.303 -0.798  0.405 -0.798  0.508 -0.798  0.610 -0.798  0.712 -0.798  0.815 -0.798  0.917 -0.798  1.020 -0.798  1.122 -0.798  1.224 -0.798  1.327 -0.798
2#apa#apa03#app0377/L  0.270 1.507  0.345 1.431  0.420 1.356  0.448 1.261  0.448 1.155  0.345 1.151  0.239 1.151  0.132 1.151  0.092 1.085  0.092 0.978  -0.009 0.973  -0.086 0.943  -0.086 0.837  -0.132 0.749  -0.207 0.674  -0.276 0.594  -0.323 0.499  -0.371 0.403  -0.418 0.308  -0.480 0.223  -0.555 0.148  -0.620 0.068  -0.620 -0.038  -0.655 -0.130  -0.730 -0.206  -0.798 -0.284  -0.798 -0.391  -0.798 -0.497  -0.798 -0.604  -0.718 -0.630  -0.614 -0.636  -0.539 -0.711  -0.463 -0.786  -0.366 -0.808  -0.259 -0.808  -0.153 -0.808  -0.046 -0.808  0.060 -0.808  0.167 -0.808  0.273 -0.808  0.380 -0.808  0.486 -0.808  0.593 -0.808  0.699 -0.808  0.806 -0.808  0.912 -0.808  1.019 -0.808  1.125 -0.808  1.232 -0.808  1.338 -0.808
2#apa#apa03#app0377/L  0.209 1.370  0.313 1.370  0.311 1.370  0.207 1.370  0.103 1.370  0.015 1.331  -0.059 1.257  -0.133 1.183  -0.206 1.109  -0.272 1.030  -0.318 0.936  -0.365 0.843  -0.411 0.750  -0.412 0.646  -0.449 0.557  -0.522 0.483  -0.567 0.397  -0.567 0.293  -0.567 0.189  -0.567 0.085  -0.567 -0.020  -0.663 -0.028  -0.723 -0.073  -0.723 -0.177  -0.723 -0.281  -0.689 -0.372  -0.616 -0.445  -0.567 -0.530  -0.567 -0.634  -0.478 -0.649  -0.374 -0.649  -0.270 -0.649  -0.165 -0.649  -0.061 -0.649  0.043 -0.649  0.147 -0.649  0.252 -0.649  0.356 -0.649  0.460 -0.649  0.564 -0.649  0.668 -0.649  0.675 -0.747  0.722 -0.804  0.826 -0.804  0.930 -0.804  1.034 -0.804  1.139 -0.804  1.141 -0.906  1.192 -0.959  1.296 -0.959
1b#app#app40#app4073/L  0.154 1.784  0.154 1.696  0.154 1.607  0.154 1.519  0.154 1.431  0.154 1.342  0.154 1.254  0.154 1.166  0.154 1.077  0.154 0.989  0.154 0.901  0.154 0.812  0.154 0.724  0.154 0.636  0.097 0.603  0.009 0.603  -0.079 0.603  -0.168 0.603  -0.240 0.587  -0.240 0.499  -0.240 0.411  -0.240 0.322  -0.240 0.234  -0.240 0.146  -0.240 0.057  -0.240 -0.031  -0.240 -0.119  -0.240 -0.208  -0.240 -0.296  -0.240 -0.384  -0.240 -0.473  -0.240 -0.561  -0.240 -0.649  -0.240 -0.738  -0.240 -0.826  -0.240 -0.914  -0.208 -0.971  -0.120 -0.971  -0.031 -0.971  0.057 -0.971  0.146 -0.971  0.154 -1.051  0.154 -1.139  0.154 -1.228  0.154 -1.316  0.194 -1.364  0.282 -1.364  0.370 -1.364  0.459 -1.364  0.547 -1.364
1b#app#app40#app4073/L  0.007 1.784  0.007 1.696  0.007 1.609  0.007 1.521  0.007 1.433  0.007 1.346  0.007 1.258  0.007 1.170  0.007 1.083  0.007 0.995  0.007 0.907  0.007 0.820  0.007 0.732  0.007 0.644  0.007 0.557  -0.027 0.503  -0.115 0.503  -0.203 0.503  -0.290 0.503  -0.313 0.439  -0.313 0.351  -0.313 0.263  -0.313 0.175  -0.313 0.088  -0.313 0.000  -0.313 -0.088  -0.313 -0.175  -0.313 -0.263  -0.313 -0.351  -0.313 -0.438  -0.313 -0.526  -0.313 -0.614  -0.313 -0.701  -0.306 -0.786  -0.244 -0.848  -0.182 -0.910  -0.120 -0.972  -0.058 -1.034  0.004 -1.096  0.091 -1.098  0.179 -1.098  0.266 -1.098  0.354 -1.098  0.442 -1.098  0.529 -1.098  0.617 -1.098  0.705 -1.098  0.792 -1.098  0.880 -1.098  0.968 -1.098
2#app#app25#app2598/L  0.901 1.787  0.901 1.676  0.836 1.591  0.769 1.507  0.769 1.396  0.769 1.284  0.707 1.198  0.628 1.119  0.550 1.041  0.471 0.962  0.392 0.883  0.335 0.788  0.285 0.688  0.232 0.591  0.153 0.512  0.110 0.419  0.089 0.316  0.010 0.237  -0.069 0.158  -0.148 0.079  -0.227 0.001  -0.306 -0.078  -0.384 -0.157  -0.418 -0.255  -0.462 -0.322  -0.549 -0.346  -0.552 -0.457  -0.631 -0.535  -0.681 -0.626  -0.695 -0.732  -0.774 -0.811  -0.853 -0.889  -0.932 -0.968  -0.851 -0.981  -0.740 -0.981  -0.644 -0.944  -0.565 -0.865  -0.460 -0.849  -0.369 -0.800  -0.290 -0.722  -0.211 -0.643  -0.123 -0.586  -0.012 -0.586  0.100 -0.586  0.211 -0.586  0.323 -0.586  0.434 -0.586  0.546 -0.586  0.657 -0.586  0.769 -0.586
1b#app#app14#app1452/L  -0.291 1.532  -0.192 1.532  -0.145 1.532  -0.244 1.532  -0.291 1.479  -0.291 1.379  -0.291 1.280  -0.291 1.180  -0.291 1.081  -0.291 0.981  -0.291 0.881  -0.291 0.782  -0.291 0.682  -0.351 0.608  -0.422 0.537  -0.464 0.455  -0.464 0.356  -0.464 0.256  -0.464 0.157  -0.464 0.057  -0.464 -0.043  -0.464 -0.142  -0.464 -0.242  -0.464 -0.341  -0.464 -0.441  -0.464 -0.540  -0.464 -0.640  -0.446 -0.732  -0.375 -0.802  -0.305 -0.873  -0.291 -0.807  -0.284 -0.714  -0.185 -0.714  -0.085 -0.714  0.014 -0.714  0.114 -0.714  0.213 -0.714  0.313 -0.714  0.412 -0.714  0.512 -0.714  0.612 -0.714  0.711 -0.714  0.811 -0.714  0.910 -0.714  0.983 -0.649  1.053 -0.579  1.137 -0.541  1.237 -0.541  1.337 -0.541  1.436 -0.541
2#apb#apb24#app2485/L  0.020 1.582  -0.017 1.630  -0.037 1.563  -0.057 1.496  -0.071 1.428  -0.076 1.358  -0.081 1.289  -0.087 1.219  -0.090 1.149  -0.094 1.079  -0.098 1.010  -0.101 0.940  -0.102 0.870  -0.096 0.801  -0.090 0.731  -0.084 0.661  -0.078 0.592  -0.072 0.522  -0.065 0.453  -0.057 0.383  -0.050 0.314  -0.042 0.244  -0.034 0.175  -0.026 0.106  -0.019 0.036  -0.013 -0.033  -0.008 -0.103  -0.003 -0.173  0.002 -0.242  0.007 -0.312  0.011 -0.382  0.016 -0.451  0.021 -0.521  0.026 -0.591  0.031 -0.660  0.037 -0.730  0.042 -0.800  0.047 -0.869  0.052 -0.939  0.059 -1.009  0.070 -1.078  0.081 -1.147  0.091 -1.216  0.102 -1.285  0.114 -1.353  0.125 -1.422  0.136 -1.491  0.154 -1.558  0.186 -1.620  0.215 -1.646
1b#syn#syn0#dg/L  -0.329 1.594  -0.382 1.522  -0.435 1.450  -0.440 1.360  -0.449 1.269  -0.462 1.180  -0.475 1.090  -0.486 1.000  -0.497 0.910  -0.507 0.820  -0.517 0.730  -0.526 0.640  -0.535 0.550  -0.544 0.460  -0.553 0.370  -0.561 0.279  -0.569 0.189  -0.577 0.099  -0.585 0.009  -0.593 -0.082  -0.601 -0.172  -0.612 -0.262  -0.624 -0.352  -0.636 -0.441  -0.648 -0.531  -0.559 -0.530  -0.469 -0.525  -0.378 -0.525  -0.288 -0.524  -0.197 -0.523  -0.106 -0.523  -0.016 -0.522  0.075 -0.522  0.165 -0.522  0.256 -0.524  0.346 -0.526  0.437 -0.529  0.528 -0.531  0.618 -0.534  0.709 -0.539  0.799 -0.544  0.889 -0.551  0.980 -0.559  1.070 -0.566  1.160 -0.565  1.251 -0.563  1.341 -0.571  1.431 -0.583  1.516 -0.614  1.588 -0.668
