1b#ced#cypl9614_s_jd/F  -0.327 0.775  -0.228 0.991  -0.195 1.180  -0.161 0.935  -0.124 0.690  -0.096 0.442  -0.058 0.195  -0.033 -0.054  -0.030 -0.304  -0.030 -0.555  -0.030 -0.805  -0.063 -1.053  -0.085 -1.302  -0.101 -1.551  -0.129 -1.798  -0.167 -1.880  -0.183 -1.630  -0.199 -1.380  -0.214 -1.130  -0.230 -0.880  -0.245 -0.630  -0.261 -0.380  -0.277 -0.130  -0.292 0.120  -0.308 0.370  -0.324 0.620  -0.426 0.841  -0.586 1.030  -0.622 1.171  -0.380 1.204  -0.131 1.220  0.117 1.237  0.368 1.237  0.618 1.241  0.866 1.270  0.837 1.101  0.719 0.880  0.602 0.659  0.485 0.437  0.368 0.216  0.209 0.025  0.017 -0.134  -0.189 -0.276  -0.316 -0.488  -0.307 -0.623  -0.070 -0.642  0.180 -0.642  0.430 -0.636  0.678 -0.609  0.926 -0.576
1b#apb#apb22#app2204/F  0.041 0.932  0.064 0.862  0.025 0.625  -0.025 0.391  -0.080 0.156  -0.129 -0.079  -0.186 -0.313  -0.244 -0.547  -0.302 -0.780  -0.373 -1.010  -0.515 -1.196  -0.728 -1.201  -0.915 -1.057  -1.038 -0.853  -1.143 -0.637  -1.035 -0.448  -0.794 -0.448  -0.554 -0.461  -0.314 -0.460  -0.074 -0.445  0.165 -0.414  0.402 -0.374  0.630 -0.298  0.858 -0.222  1.087 -0.146  1.312 -0.063  1.371 -0.038  1.201 -0.208  1.026 -0.373  0.851 -0.538  0.681 -0.708  0.487 -0.850  0.327 -0.708  0.173 -0.523  0.020 -0.337  -0.134 -0.152  -0.288 0.033  -0.442 0.218  -0.596 0.403  -0.750 0.588  -0.904 0.773  -0.819 0.953  -0.608 1.061  -0.384 1.151  -0.154 1.215  0.083 1.256  0.321 1.298  0.560 1.317  0.800 1.325  1.041 1.332
3#art#art03trn/F  -0.203 0.888  -0.203 0.671  -0.205 0.454  -0.248 0.241  -0.290 0.028  -0.333 -0.185  -0.375 -0.398  -0.414 -0.612  -0.460 -0.824  -0.529 -1.030  -0.589 -1.239  -0.637 -1.450  -0.668 -1.665  -0.640 -1.514  -0.602 -1.300  -0.564 -1.086  -0.525 -0.872  -0.487 -0.658  -0.449 -0.444  -0.411 -0.230  -0.373 -0.016  -0.334 0.197  -0.296 0.411  -0.258 0.625  -0.220 0.839  -0.095 0.988  0.106 1.068  0.310 1.144  0.505 1.240  0.703 1.330  0.900 1.420  1.103 1.496  1.002 1.325  0.885 1.142  0.768 0.958  0.651 0.775  0.534 0.592  0.417 0.409  0.300 0.226  0.183 0.043  0.067 -0.140  -0.050 -0.323  -0.167 -0.507  -0.284 -0.690  -0.103 -0.709  0.111 -0.678  0.310 -0.594  0.513 -0.518  0.719 -0.449  0.925 -0.380
3#art#art03trn/F  -0.095 0.868  -0.136 0.646  -0.177 0.423  -0.181 0.195  -0.193 -0.033  -0.206 -0.260  -0.219 -0.488  -0.291 -0.705  -0.355 -0.924  -0.423 -1.141  -0.495 -1.358  -0.553 -1.578  -0.582 -1.640  -0.564 -1.413  -0.547 -1.186  -0.529 -0.958  -0.511 -0.731  -0.493 -0.503  -0.475 -0.276  -0.458 -0.048  -0.440 0.179  -0.422 0.407  -0.404 0.634  -0.387 0.861  -0.236 0.991  -0.028 1.078  0.195 1.127  0.414 1.189  0.633 1.252  0.854 1.310  1.076 1.365  1.236 1.371  1.092 1.194  0.949 1.017  0.805 0.840  0.661 0.663  0.517 0.486  0.374 0.308  0.230 0.131  0.086 -0.046  -0.058 -0.223  -0.201 -0.400  -0.345 -0.577  -0.489 -0.755  -0.314 -0.721  -0.095 -0.661  0.121 -0.588  0.338 -0.518  0.552 -0.440  0.768 -0.365
3#ced#jekn5827_s_26/F  -0.370 -0.062  -0.377 -0.082  -0.398 -0.306  -0.336 -0.527  -0.288 -0.750  -0.239 -0.973  -0.206 -1.198  -0.239 -1.422  -0.307 -1.307  -0.393 -1.095  -0.480 -0.884  -0.567 -0.672  -0.654 -0.460  -0.741 -0.248  -0.928 -0.149  -1.131 -0.049  -1.206 0.130  -1.043 0.266  -0.849 0.379  -0.653 0.495  -0.443 0.584  -0.230 0.664  -0.023 0.763  0.189 0.848  0.402 0.933  0.615 1.018  0.824 1.110  1.029 1.212  1.242 1.293  1.460 1.363  1.326 1.196  1.179 1.020  1.032 0.844  0.885 0.668  0.739 0.492  0.592 0.317  0.445 0.141  0.298 -0.035  0.152 -0.211  0.005 -0.387  -0.142 -0.563  -0.294 -0.733  -0.508 -0.784  -0.545 -0.649  -0.347 -0.535  -0.132 -0.459  0.084 -0.381  0.303 -0.324  0.523 -0.267  0.746 -0.226
3#ced#jekn5827_s_26/F  -0.183 0.089  -0.286 -0.025  -0.270 -0.231  -0.294 -0.441  -0.275 -0.651  -0.267 -0.862  -0.267 -1.074  -0.239 -1.283  -0.235 -1.495  -0.172 -1.695  -0.199 -1.557  -0.252 -1.352  -0.305 -1.146  -0.358 -0.941  -0.410 -0.736  -0.463 -0.530  -0.516 -0.325  -0.623 -0.156  -0.790 -0.032  -0.981 0.058  -1.055 0.224  -0.913 0.379  -0.743 0.506  -0.571 0.630  -0.388 0.734  -0.194 0.819  -0.006 0.917  0.180 1.019  0.378 1.091  0.568 1.185  0.765 1.258  0.955 1.349  1.157 1.411  1.109 1.285  0.988 1.111  0.867 0.937  0.746 0.763  0.625 0.589  0.504 0.415  0.384 0.241  0.263 0.067  0.142 -0.107  -0.004 -0.254  -0.165 -0.390  -0.201 -0.439  -0.014 -0.343  0.190 -0.299  0.396 -0.254  0.606 -0.240  0.815 -0.216
3#ced#jekn5827_s_26/F  -0.170 0.153  -0.256 -0.046  -0.316 -0.257  -0.346 -0.473  -0.375 -0.689  -0.404 -0.905  -0.423 -1.122  -0.433 -1.341  -0.407 -1.527  -0.452 -1.312  -0.498 -1.097  -0.543 -0.882  -0.588 -0.667  -0.634 -0.452  -0.764 -0.278  -0.953 -0.171  -1.150 -0.073  -1.292 0.082  -1.248 0.286  -1.055 0.388  -0.863 0.493  -0.663 0.583  -0.453 0.644  -0.250 0.727  -0.050 0.817  0.155 0.899  0.356 0.986  0.560 1.066  0.763 1.146  0.966 1.228  1.165 1.307  1.124 1.143  1.029 0.945  0.933 0.747  0.838 0.549  0.742 0.351  0.646 0.153  0.515 -0.014  0.353 -0.161  0.182 -0.295  -0.006 -0.404  -0.194 -0.517  -0.179 -0.455  0.030 -0.394  0.242 -0.336  0.455 -0.283  0.669 -0.229  0.874 -0.169  1.078 -0.094  1.291 -0.052
2#ced#mwbk4038_s_1l/F  -0.300 0.364  -0.357 0.197  -0.330 -0.029  -0.300 -0.256  -0.261 -0.481  -0.228 -0.707  -0.191 -0.933  -0.166 -1.160  -0.116 -1.384  -0.108 -1.613  -0.093 -1.841  -0.098 -1.865  -0.132 -1.640  -0.169 -1.414  -0.219 -1.189  -0.269 -0.965  -0.312 -0.743  -0.358 -0.518  -0.388 -0.290  -0.415 -0.063  -0.415 0.167  -0.415 0.391  -0.453 0.615  -0.472 0.843  -0.490 1.070  -0.299 1.150  -0.069 1.150  0.161 1.150  0.389 1.169  0.618 1.188  0.843 1.227  1.069 1.262  1.018 1.185  0.840 1.038  0.663 0.892  0.485 0.746  0.308 0.599  0.130 0.453  -0.047 0.307  -0.225 0.160  -0.403 0.014  -0.580 -0.133  -0.501 -0.212  -0.276 -0.166  -0.052 -0.123  0.158 -0.030  0.373 0.048  0.593 0.098  0.818 0.141  1.043 0.133
2#ced#mwbk4038_s_1l/F  -0.088 0.922  -0.242 0.791  -0.191 0.556  -0.191 0.316  -0.181 0.076  -0.165 -0.164  -0.150 -0.403  -0.130 -0.642  -0.113 -0.882  -0.088 -1.120  -0.088 -1.361  -0.088 -1.602  -0.062 -1.839  -0.069 -1.814  -0.114 -1.579  -0.154 -1.344  -0.202 -1.109  -0.226 -0.870  -0.270 -0.633  -0.313 -0.396  -0.378 -0.165  -0.426 0.071  -0.474 0.307  -0.506 0.545  -0.525 0.784  -0.576 1.017  -0.524 1.205  -0.297 1.139  -0.060 1.102  0.181 1.102  0.422 1.102  0.656 1.103  0.896 1.102  1.137 1.102  1.348 1.002  1.155 0.867  0.955 0.732  0.756 0.597  0.556 0.462  0.357 0.327  0.157 0.192  -0.043 0.057  -0.242 -0.077  -0.442 -0.212  -0.636 -0.349  -0.531 -0.465  -0.297 -0.466  -0.063 -0.414  0.166 -0.362  0.400 -0.311
3#app#app37#app3731/F  -0.446 0.997  -0.446 0.744  -0.446 0.490  -0.446 0.237  -0.446 -0.016  -0.446 -0.269  -0.446 -0.522  -0.318 -0.722  -0.318 -0.975  -0.318 -1.228  -0.318 -1.481  -0.446 -1.509  -0.461 -1.259  -0.546 -1.020  -0.632 -0.782  -0.717 -0.544  -0.802 -0.305  -0.887 -0.067  -0.972 0.171  -1.057 0.410  -0.963 0.607  -0.712 0.613  -0.459 0.613  -0.218 0.664  0.017 0.741  0.217 0.869  0.470 0.869  0.680 0.973  0.897 1.062  1.124 1.124  1.342 1.159  1.237 1.132  1.071 0.941  0.904 0.751  0.737 0.560  0.571 0.370  0.404 0.179  0.237 -0.011  0.071 -0.201  -0.096 -0.392  -0.263 -0.582  -0.429 -0.773  -0.217 -0.792  -0.017 -0.664  0.223 -0.634  0.436 -0.536  0.636 -0.408  0.836 -0.281  1.087 -0.278  1.087 -0.025
2#tos#t1#t1020062/F  -0.639 0.939  -0.797 0.837  -0.677 0.834  -0.450 0.834  -0.222 0.834  0.006 0.834  0.233 0.834  0.461 0.834  0.689 0.834  0.916 0.834  1.128 0.872  1.166 0.933  0.939 0.916  0.712 0.899  0.485 0.882  0.258 0.865  0.031 0.848  -0.168 0.805  -0.372 0.781  -0.535 0.717  -0.535 0.489  -0.535 0.261  -0.535 0.034  -0.535 -0.194  -0.535 -0.422  -0.535 -0.649  -0.535 -0.877  -0.535 -1.105  -0.535 -1.332  -0.535 -1.560  -0.534 -1.785  -0.485 -1.563  -0.436 -1.340  -0.386 -1.118  -0.337 -0.896  -0.287 -0.674  -0.238 -0.451  -0.366 -0.371  -0.476 -0.371  -0.248 -0.371  -0.020 -0.371  0.207 -0.371  0.435 -0.371  0.663 -0.371  0.812 -0.233  0.902 -0.024  0.788 0.028  0.693 -0.102  0.723 -0.323  0.775 -0.529
1b#ced#gyen4328_s_2c/F  0.793 1.422  0.770 1.436  0.646 1.359  0.510 1.309  0.368 1.275  0.227 1.240  0.084 1.211  -0.052 1.163  -0.197 1.151  -0.334 1.104  -0.473 1.060  -0.613 1.019  -0.739 0.947  -0.761 0.832  -0.650 0.738  -0.561 0.623  -0.492 0.495  -0.434 0.362  -0.430 0.216  -0.402 0.073  -0.397 -0.072  -0.397 -0.218  -0.379 -0.362  -0.365 -0.507  -0.343 -0.650  -0.341 -0.796  -0.325 -0.940  -0.307 -1.084  -0.282 -1.226  -0.252 -1.368  -0.212 -1.505  -0.132 -1.425  -0.053 -1.303  0.027 -1.181  0.106 -1.058  0.185 -0.936  0.265 -0.814  0.344 -0.691  0.423 -0.569  0.503 -0.447  0.582 -0.324  0.661 -0.202  0.772 -0.138  0.814 -0.150  0.669 -0.156  0.523 -0.156  0.379 -0.174  0.235 -0.183  0.090 -0.195  -0.054 -0.210
1b#ced#gyen4328_s_2c/F  0.753 1.284  0.827 1.429  0.794 1.485  0.629 1.434  0.461 1.391  0.292 1.360  0.121 1.341  -0.049 1.322  -0.222 1.310  -0.390 1.298  -0.328 1.145  -0.274 0.989  -0.271 0.818  -0.310 0.649  -0.330 0.478  -0.344 0.306  -0.375 0.135  -0.390 -0.038  -0.390 -0.211  -0.390 -0.385  -0.390 -0.559  -0.390 -0.732  -0.390 -0.906  -0.371 -1.077  -0.333 -1.244  -0.333 -1.418  -0.325 -1.590  -0.296 -1.496  -0.215 -1.342  -0.133 -1.189  -0.052 -1.035  0.029 -0.882  0.110 -0.728  0.192 -0.575  0.273 -0.421  0.354 -0.268  0.443 -0.122  0.611 -0.087  0.781 -0.086  0.907 -0.106  0.750 -0.146  0.576 -0.146  0.403 -0.146  0.229 -0.146  0.057 -0.163  -0.117 -0.165  -0.291 -0.165  -0.464 -0.167  -0.636 -0.184  -0.790 -0.250
1b#ced#gyen4328_s_2c/F  0.600 0.966  0.752 1.026  0.872 1.140  0.929 1.289  0.864 1.265  0.697 1.258  0.531 1.238  0.364 1.222  0.197 1.208  0.032 1.175  -0.132 1.142  -0.296 1.101  -0.442 1.019  -0.589 0.938  -0.586 0.791  -0.534 0.632  -0.528 0.465  -0.498 0.301  -0.486 0.134  -0.469 -0.033  -0.450 -0.199  -0.450 -0.367  -0.435 -0.534  -0.431 -0.702  -0.431 -0.870  -0.431 -1.039  -0.450 -1.205  -0.454 -1.373  -0.469 -1.539  -0.475 -1.573  -0.390 -1.428  -0.304 -1.283  -0.219 -1.138  -0.134 -0.993  -0.049 -0.848  0.036 -0.703  0.121 -0.557  0.206 -0.412  0.291 -0.267  0.376 -0.122  0.461 0.023  0.602 0.027  0.751 -0.032  0.707 -0.123  0.543 -0.153  0.375 -0.158  0.208 -0.172  0.040 -0.172  -0.128 -0.172  -0.294 -0.191
3#apa#apa01#app0157/F  -0.573 0.964  -0.452 0.779  -0.452 0.544  -0.452 0.309  -0.333 0.123  -0.332 -0.112  -0.332 -0.347  -0.332 -0.582  -0.212 -0.767  -0.183 -0.991  -0.091 -1.188  -0.091 -1.423  0.003 -1.564  0.007 -1.599  -0.052 -1.372  -0.112 -1.144  -0.171 -0.917  -0.231 -0.689  -0.290 -0.461  -0.349 -0.234  -0.409 -0.006  -0.468 0.221  -0.527 0.449  -0.587 0.676  -0.646 0.904  -0.645 1.085  -0.410 1.085  -0.175 1.085  0.044 1.153  0.267 1.205  0.502 1.205  0.706 1.280  0.923 1.326  1.113 1.281  1.013 1.080  0.866 0.897  0.719 0.713  0.572 0.529  0.425 0.346  0.278 0.162  0.132 -0.021  -0.015 -0.205  -0.162 -0.389  -0.309 -0.572  -0.212 -0.679  -0.040 -0.773  0.167 -0.842  0.402 -0.842  0.637 -0.842  0.872 -0.842
1b#apb#apb38#app3823/F  -0.455 -1.938  -0.335 -1.960  -0.275 -1.796  -0.242 -1.624  -0.235 -1.450  -0.243 -1.275  -0.261 -1.101  -0.287 -0.928  -0.313 -0.755  -0.340 -0.582  -0.368 -0.409  -0.393 -0.236  -0.416 -0.062  -0.440 0.111  -0.487 0.280  -0.537 0.448  -0.596 0.613  -0.659 0.776  -0.711 0.930  -0.542 0.914  -0.368 0.930  -0.196 0.895  -0.024 0.893  0.148 0.923  0.323 0.930  0.497 0.938  0.669 0.974  0.843 0.982  1.017 0.994  1.189 1.030  1.080 0.935  0.942 0.826  0.805 0.717  0.668 0.608  0.531 0.499  0.394 0.390  0.257 0.281  0.119 0.172  -0.018 0.063  -0.155 -0.046  -0.292 -0.155  -0.429 -0.264  -0.558 -0.376  -0.423 -0.468  -0.248 -0.470  -0.073 -0.470  0.102 -0.469  0.275 -0.440  0.447 -0.409  0.617 -0.366
2#kai#kai0#ykryu1/F  -0.541 0.960  -0.368 0.994  -0.195 1.021  -0.019 1.028  0.158 1.028  0.333 1.043  0.508 1.062  0.683 1.072  0.857 1.096  0.929 1.096  0.767 1.051  0.592 1.027  0.416 1.004  0.241 0.980  0.066 0.956  -0.109 0.933  -0.285 0.909  -0.388 0.841  -0.366 0.667  -0.338 0.494  -0.325 0.318  -0.304 0.143  -0.276 -0.030  -0.270 -0.206  -0.252 -0.381  -0.236 -0.557  -0.203 -0.729  -0.203 -0.906  -0.203 -1.083  -0.203 -1.260  -0.248 -1.430  -0.270 -1.605  -0.271 -1.779  -0.304 -1.608  -0.224 -1.464  -0.222 -1.297  -0.246 -1.122  -0.270 -0.947  -0.293 -0.771  -0.317 -0.596  -0.341 -0.421  -0.364 -0.246  -0.251 -0.190  -0.080 -0.156  0.097 -0.156  0.274 -0.156  0.451 -0.156  0.628 -0.156  0.805 -0.156  0.982 -0.156
3#app#app12#app1284/F  -0.234 0.713  -0.353 0.524  -0.353 0.284  -0.353 0.045  -0.353 -0.195  -0.353 -0.434  -0.385 -0.666  -0.473 -0.885  -0.473 -1.125  -0.473 -1.364  -0.473 -1.604  -0.428 -1.799  -0.353 -1.634  -0.353 -1.395  -0.353 -1.155  -0.353 -0.916  -0.353 -0.676  -0.353 -0.437  -0.353 -0.197  -0.353 0.042  -0.353 0.282  -0.353 0.521  -0.353 0.761  -0.353 1.000  -0.353 1.240  -0.305 1.431  -0.114 1.383  0.054 1.312  0.244 1.192  0.484 1.192  0.723 1.192  0.963 1.192  1.007 1.098  0.858 0.911  0.708 0.724  0.558 0.537  0.409 0.350  0.259 0.163  0.110 -0.024  -0.040 -0.211  -0.190 -0.398  -0.339 -0.585  -0.256 -0.483  -0.016 -0.483  0.173 -0.363  0.399 -0.329  0.603 -0.243  0.842 -0.243  0.963 -0.124  1.202 -0.124
1b#aga#greghunt/F  1.031 1.370  0.921 1.307  0.792 1.268  0.655 1.264  0.518 1.257  0.381 1.279  0.245 1.300  0.107 1.302  -0.031 1.302  -0.166 1.283  -0.279 1.209  -0.345 1.090  -0.360 0.953  -0.362 0.815  -0.362 0.677  -0.362 0.539  -0.362 0.401  -0.362 0.263  -0.362 0.125  -0.362 -0.013  -0.355 -0.151  -0.348 -0.288  -0.360 -0.424  -0.379 -0.560  -0.390 -0.696  -0.430 -0.826  -0.430 -0.964  -0.454 -1.098  -0.464 -1.234  -0.481 -1.371  -0.494 -1.496  -0.409 -1.388  -0.325 -1.279  -0.240 -1.170  -0.155 -1.061  -0.071 -0.952  0.014 -0.843  0.099 -0.734  0.184 -0.625  0.268 -0.516  0.353 -0.407  0.438 -0.298  0.523 -0.189  0.607 -0.080  0.692 0.027  0.599 -0.048  0.473 -0.091  0.335 -0.091  0.198 -0.087  0.063 -0.057
1b#aga#greghunt/F  1.061 1.434  1.018 1.418  0.883 1.378  0.744 1.338  0.603 1.303  0.461 1.275  0.320 1.244  0.179 1.209  0.037 1.181  -0.105 1.155  -0.247 1.124  -0.382 1.073  -0.493 0.986  -0.515 0.847  -0.515 0.702  -0.502 0.559  -0.462 0.419  -0.449 0.277  -0.428 0.134  -0.409 -0.010  -0.400 -0.154  -0.400 -0.299  -0.376 -0.442  -0.350 -0.584  -0.335 -0.728  -0.325 -0.871  -0.302 -1.014  -0.298 -1.158  -0.286 -1.303  -0.285 -1.447  -0.239 -1.529  -0.170 -1.401  -0.102 -1.273  -0.033 -1.146  0.035 -1.018  0.104 -0.890  0.172 -0.763  0.241 -0.635  0.309 -0.507  0.378 -0.380  0.446 -0.252  0.515 -0.125  0.583 0.003  0.469 -0.076  0.330 -0.116  0.189 -0.149  0.048 -0.180  -0.095 -0.191  -0.239 -0.208  -0.384 -0.208
1b#aga#greghunt/F  1.002 1.435  0.876 1.445  0.750 1.419  0.624 1.402  0.499 1.375  0.372 1.348  0.246 1.323  0.121 1.292  0.004 1.238  -0.104 1.168  -0.219 1.110  -0.321 1.043  -0.369 0.940  -0.354 0.814  -0.357 0.685  -0.368 0.556  -0.370 0.427  -0.375 0.299  -0.390 0.171  -0.406 0.043  -0.421 -0.086  -0.432 -0.214  -0.435 -0.343  -0.445 -0.471  -0.468 -0.597  -0.468 -0.726  -0.468 -0.855  -0.468 -0.984  -0.450 -1.111  -0.435 -1.239  -0.399 -1.361  -0.307 -1.406  -0.229 -1.303  -0.151 -1.201  -0.072 -1.098  0.006 -0.996  0.084 -0.893  0.162 -0.790  0.241 -0.688  0.319 -0.585  0.397 -0.483  0.475 -0.380  0.553 -0.278  0.632 -0.175  0.629 -0.149  0.510 -0.183  0.384 -0.209  0.258 -0.232  0.129 -0.232  0.006 -0.264
1b#app#app08#app0826/F  -0.583 0.587  -0.583 0.576  -0.489 0.381  -0.472 0.154  -0.472 -0.080  -0.418 -0.301  -0.361 -0.522  -0.361 -0.755  -0.361 -0.989  -0.361 -1.223  -0.361 -1.457  -0.376 -1.595  -0.450 -1.373  -0.524 -1.151  -0.598 -0.929  -0.672 -0.707  -0.746 -0.485  -0.820 -0.263  -0.894 -0.041  -0.968 0.181  -1.029 0.405  -0.977 0.587  -0.789 0.698  -0.596 0.797  -0.367 0.810  -0.134 0.810  0.100 0.810  0.334 0.810  0.568 0.810  0.802 0.810  1.030 0.783  1.244 0.698  1.461 0.659  1.665 0.587  1.624 0.534  1.406 0.447  1.189 0.360  0.972 0.273  0.755 0.186  0.538 0.099  0.320 0.012  0.103 -0.075  -0.114 -0.161  -0.331 -0.248  -0.390 -0.305  -0.156 -0.305  0.078 -0.305  0.288 -0.203  0.520 -0.193  0.754 -0.193
1b#apb#apb08#app0894/F  -0.670 -0.581  -0.478 -0.543  -0.291 -0.487  -0.097 -0.461  0.096 -0.435  0.287 -0.393  0.479 -0.354  0.663 -0.291  0.524 -0.206  0.348 -0.119  0.173 -0.032  -0.002 0.055  -0.178 0.141  -0.353 0.228  -0.528 0.315  -0.700 0.377  -0.690 0.182  -0.671 -0.013  -0.644 -0.207  -0.611 -0.399  -0.560 -0.588  -0.510 -0.777  -0.460 -0.966  -0.410 -1.155  -0.351 -1.342  -0.299 -1.418  -0.308 -1.223  -0.328 -1.028  -0.354 -0.835  -0.401 -0.645  -0.449 -0.455  -0.490 -0.264  -0.528 -0.072  -0.558 0.121  -0.575 0.316  -0.543 0.505  -0.458 0.677  -0.309 0.797  -0.129 0.871  0.061 0.920  0.251 0.965  0.446 0.972  0.642 0.979  0.837 0.979  1.033 0.979  1.229 0.979  1.424 0.979  1.620 0.979  1.815 0.979  2.003 0.994
1b#apb#apb08#app0894/F  -0.612 -0.290  -0.420 -0.290  -0.227 -0.290  -0.034 -0.290  0.158 -0.279  0.347 -0.243  0.538 -0.217  0.727 -0.184  0.913 -0.131  0.721 -0.110  0.529 -0.090  0.338 -0.069  0.146 -0.049  -0.046 -0.029  -0.237 -0.008  -0.429 0.012  -0.621 0.033  -0.734 0.100  -0.678 -0.073  -0.643 -0.262  -0.628 -0.454  -0.612 -0.646  -0.590 -0.838  -0.561 -1.028  -0.526 -1.218  -0.488 -1.407  -0.506 -1.324  -0.512 -1.132  -0.555 -0.944  -0.599 -0.757  -0.633 -0.567  -0.664 -0.377  -0.687 -0.186  -0.696 0.007  -0.656 0.189  -0.567 0.359  -0.440 0.504  -0.308 0.643  -0.141 0.739  0.026 0.835  0.209 0.895  0.393 0.951  0.581 0.991  0.771 1.024  0.962 1.052  1.153 1.075  1.345 1.093  1.538 1.093  1.731 1.093  1.923 1.093
2#ced#jtkr3293_s_04/F  -0.069 0.843  -0.154 0.953  -0.198 0.729  -0.201 0.497  -0.228 0.267  -0.231 0.035  -0.254 -0.196  -0.279 -0.427  -0.315 -0.657  -0.333 -0.888  -0.358 -1.119  -0.376 -1.349  -0.386 -1.581  -0.413 -1.810  -0.408 -1.852  -0.398 -1.620  -0.387 -1.387  -0.376 -1.155  -0.365 -0.922  -0.354 -0.689  -0.343 -0.457  -0.333 -0.224  -0.322 0.008  -0.311 0.241  -0.300 0.473  -0.289 0.706  -0.323 0.896  -0.436 0.934  -0.207 0.964  0.020 1.011  0.249 1.055  0.477 1.100  0.700 1.166  0.929 1.208  1.159 1.240  1.158 1.140  0.997 0.972  0.836 0.803  0.675 0.635  0.514 0.467  0.354 0.299  0.193 0.131  0.020 -0.023  -0.156 -0.174  -0.309 -0.350  -0.227 -0.457  0.001 -0.425  0.229 -0.387  0.456 -0.342  0.672 -0.281
2#ced#jtkr3293_s_04/F  -0.583 0.725  -0.583 0.956  -0.605 0.853  -0.605 0.615  -0.605 0.377  -0.605 0.139  -0.605 -0.099  -0.605 -0.337  -0.605 -0.575  -0.628 -0.812  -0.628 -1.050  -0.642 -1.286  -0.674 -1.519  -0.663 -1.509  -0.628 -1.276  -0.605 -1.041  -0.583 -0.805  -0.583 -0.567  -0.583 -0.329  -0.603 -0.093  -0.647 0.141  -0.681 0.375  -0.719 0.607  -0.590 0.672  -0.357 0.634  -0.122 0.611  0.116 0.611  0.353 0.627  0.589 0.611  0.825 0.630  1.061 0.657  1.293 0.701  1.524 0.745  1.739 0.815  1.535 0.693  1.330 0.570  1.126 0.448  0.922 0.326  0.718 0.204  0.514 0.081  0.309 -0.041  0.105 -0.163  -0.094 -0.293  -0.297 -0.417  -0.295 -0.511  -0.069 -0.439  0.162 -0.382  0.396 -0.346  0.622 -0.289  0.853 -0.243
2#ced#jtkr3293_s_04/F  -0.554 0.617  -0.610 0.770  -0.610 0.522  -0.582 0.278  -0.582 0.030  -0.554 -0.214  -0.554 -0.462  -0.526 -0.707  -0.505 -0.953  -0.485 -1.199  -0.470 -1.445  -0.443 -1.688  -0.415 -1.615  -0.415 -1.367  -0.443 -1.123  -0.460 -0.877  -0.483 -0.632  -0.534 -0.390  -0.586 -0.148  -0.638 0.093  -0.686 0.334  -0.762 0.569  -0.730 0.809  -0.525 0.897  -0.280 0.925  -0.034 0.910  0.211 0.889  0.457 0.863  0.700 0.862  0.945 0.841  1.188 0.878  1.431 0.908  1.437 0.882  1.231 0.743  1.026 0.605  0.820 0.467  0.615 0.329  0.409 0.191  0.203 0.053  -0.002 -0.085  -0.214 -0.211  -0.442 -0.305  -0.422 -0.333  -0.181 -0.289  0.062 -0.250  0.306 -0.222  0.552 -0.196  0.799 -0.194  1.047 -0.194  1.291 -0.166
2#app#app40#app4065/F  -0.430 0.255  -0.430 0.070  -0.521 -0.077  -0.651 -0.207  -0.671 -0.384  -0.671 -0.568  -0.671 -0.752  -0.671 -0.937  -0.671 -1.121  -0.671 -1.306  -0.671 -1.490  -0.671 -1.672  -0.635 -1.491  -0.598 -1.310  -0.562 -1.129  -0.526 -0.948  -0.490 -0.767  -0.454 -0.586  -0.417 -0.405  -0.381 -0.224  -0.345 -0.044  -0.309 0.137  -0.273 0.318  -0.237 0.499  -0.200 0.680  -0.062 0.736  0.102 0.786  0.232 0.917  0.391 0.977  0.576 0.977  0.760 0.977  0.945 0.977  1.129 0.977  1.257 1.034  1.256 1.218  1.126 1.088  0.996 0.957  0.865 0.827  0.735 0.696  0.604 0.566  0.474 0.435  0.343 0.305  0.213 0.175  0.082 0.044  -0.048 -0.086  -0.178 -0.217  -0.020 -0.227  0.165 -0.227  0.349 -0.227  0.534 -0.227
3#ced#snsn5548_s_j5/F  0.729 0.906  0.777 0.999  0.921 1.032  1.070 1.050  1.200 1.083  1.212 1.127  1.065 1.105  0.911 1.083  0.761 1.047  0.608 1.021  0.465 0.973  0.315 0.930  0.162 0.906  0.014 0.884  -0.143 0.884  -0.269 0.884  -0.331 0.790  -0.410 0.686  -0.452 0.587  -0.375 0.458  -0.353 0.306  -0.331 0.154  -0.309 0.001  -0.286 -0.153  -0.248 -0.306  -0.220 -0.459  -0.198 -0.613  -0.177 -0.768  -0.176 -0.925  -0.154 -1.079  -0.134 -1.231  -0.132 -1.388  -0.173 -1.525  -0.124 -1.491  -0.188 -1.347  -0.252 -1.204  -0.316 -1.061  -0.380 -0.917  -0.444 -0.774  -0.508 -0.631  -0.572 -0.487  -0.699 -0.418  -0.772 -0.308  -0.621 -0.285  -0.464 -0.285  -0.310 -0.263  -0.155 -0.247  -0.000 -0.252  0.152 -0.241  0.309 -0.241
