2#app#app25#app2545/b  0.575 1.633  0.575 1.832  0.575 1.791  0.575 1.592  0.575 1.393  0.414 1.355  0.297 1.274  0.297 1.075  0.297 0.876  0.175 0.800  0.020 0.757  0.020 0.558  -0.144 0.523  -0.258 0.438  -0.258 0.240  -0.258 0.041  -0.347 -0.121  -0.487 -0.261  -0.627 -0.402  -0.768 -0.542  -0.813 -0.722  -0.813 -0.809  -0.813 -0.610  -0.813 -0.412  -0.716 -0.310  -0.523 -0.297  -0.382 -0.157  -0.235 -0.032  -0.036 -0.032  0.020 0.110  0.020 0.309  0.020 0.508  0.149 0.393  0.290 0.253  0.485 0.245  0.575 0.136  0.575 -0.063  0.575 -0.261  0.575 -0.460  0.524 -0.638  0.384 -0.778  0.297 -0.941  0.297 -1.140  0.297 -1.338  0.180 -1.420  -0.018 -1.420  -0.217 -1.420  -0.258 -1.262  -0.337 -1.142  -0.535 -1.142
2#lav#lav2#pc_0009/b  -1.484 -0.967  -1.324 -1.003  -1.177 -0.880  -1.032 -0.754  -0.887 -0.627  -0.750 -0.492  -0.616 -0.354  -0.483 -0.215  -0.362 -0.066  -0.242 0.084  -0.126 0.238  -0.014 0.394  0.078 0.563  0.164 0.735  0.237 0.912  0.304 1.092  0.374 1.271  0.447 1.450  0.337 1.436  0.191 1.323  0.103 1.152  0.017 0.980  -0.067 0.807  -0.150 0.634  -0.227 0.458  -0.303 0.281  -0.368 0.100  -0.434 -0.081  -0.499 -0.262  -0.540 -0.447  -0.545 -0.640  -0.538 -0.831  -0.507 -1.018  -0.362 -1.135  -0.197 -1.081  -0.040 -0.971  0.075 -0.817  0.179 -0.656  0.272 -0.487  0.347 -0.310  0.400 -0.126  0.375 0.024  0.504 -0.039  0.695 -0.023  0.885 0.005  1.076 0.031  1.267 0.052  1.458 0.070  1.650 0.077  1.839 0.114
2#lav#lav2#pc_0009/b  -1.334 -1.304  -1.207 -1.137  -1.065 -0.982  -0.920 -0.830  -0.765 -0.687  -0.624 -0.531  -0.488 -0.371  -0.363 -0.202  -0.245 -0.028  -0.130 0.149  -0.037 0.337  0.046 0.530  0.120 0.727  0.186 0.927  0.254 1.126  0.340 1.318  0.407 1.517  0.459 1.721  0.308 1.611  0.194 1.434  0.088 1.253  -0.001 1.062  -0.078 0.866  -0.135 0.664  -0.198 0.463  -0.257 0.261  -0.313 0.058  -0.374 -0.143  -0.454 -0.337  -0.521 -0.534  -0.528 -0.745  -0.533 -0.955  -0.490 -1.155  -0.297 -1.175  -0.133 -1.051  -0.028 -0.870  0.082 -0.691  0.179 -0.504  0.264 -0.312  0.354 -0.122  0.449 0.066  0.516 0.256  0.452 0.057  0.456 -0.152  0.577 -0.313  0.771 -0.375  0.978 -0.362  1.176 -0.301  1.353 -0.188  1.508 -0.045
2#lav#lav2#pc_0009/b  -1.355 -1.592  -1.227 -1.473  -1.112 -1.341  -0.997 -1.210  -0.880 -1.080  -0.770 -0.945  -0.678 -0.796  -0.587 -0.647  -0.496 -0.498  -0.406 -0.348  -0.316 -0.198  -0.231 -0.045  -0.146 0.108  -0.065 0.263  0.008 0.421  0.081 0.581  0.139 0.745  0.198 0.910  0.241 1.079  0.278 1.250  0.305 1.423  0.350 1.591  0.301 1.543  0.223 1.388  0.173 1.221  0.130 1.051  0.085 0.882  0.055 0.710  0.014 0.541  -0.041 0.375  -0.103 0.211  -0.173 0.051  -0.230 -0.114  -0.271 -0.283  -0.304 -0.455  -0.274 -0.626  -0.190 -0.774  -0.035 -0.853  0.116 -0.765  0.243 -0.648  0.333 -0.498  0.420 -0.346  0.485 -0.186  0.520 -0.015  0.598 -0.092  0.771 -0.112  0.945 -0.114  1.120 -0.114  1.295 -0.114  1.460 -0.058
2#lav#lav2#pc_0009/b  -1.099 -1.388  -0.953 -1.232  -0.789 -1.095  -0.622 -0.962  -0.505 -0.787  -0.401 -0.600  -0.301 -0.412  -0.215 -0.217  -0.128 -0.021  -0.032 0.169  0.068 0.358  0.169 0.546  0.271 0.733  0.373 0.921  0.438 1.124  0.500 1.329  0.545 1.536  0.490 1.673  0.318 1.574  0.235 1.378  0.137 1.188  0.036 1.001  -0.081 0.822  -0.192 0.640  -0.295 0.453  -0.374 0.255  -0.465 0.062  -0.566 -0.126  -0.653 -0.319  -0.708 -0.526  -0.722 -0.733  -0.680 -0.943  -0.617 -1.136  -0.432 -1.227  -0.220 -1.257  -0.025 -1.189  0.089 -1.008  0.194 -0.822  0.251 -0.619  0.292 -0.409  0.327 -0.198  0.314 0.013  0.221 0.197  0.233 0.130  0.415 0.061  0.625 0.098  0.836 0.127  1.041 0.186  1.232 0.280  1.425 0.372
2#lav#lav2#pc_0009/b  -1.118 -1.120  -0.975 -0.965  -0.829 -0.813  -0.678 -0.665  -0.527 -0.518  -0.404 -0.347  -0.288 -0.170  -0.173 0.006  -0.057 0.183  0.052 0.364  0.153 0.549  0.245 0.739  0.332 0.932  0.414 1.126  0.494 1.321  0.538 1.528  0.572 1.680  0.378 1.595  0.230 1.458  0.130 1.273  0.053 1.076  -0.028 0.881  -0.115 0.689  -0.203 0.497  -0.298 0.308  -0.389 0.118  -0.473 -0.076  -0.558 -0.269  -0.609 -0.474  -0.660 -0.679  -0.692 -0.887  -0.708 -1.097  -0.629 -1.283  -0.448 -1.366  -0.238 -1.363  -0.058 -1.263  0.076 -1.103  0.188 -0.925  0.293 -0.741  0.374 -0.548  0.436 -0.346  0.489 -0.142  0.504 0.066  0.412 0.248  0.316 0.134  0.480 0.036  0.689 0.028  0.896 0.064  1.104 0.103  1.308 0.156
1c#apa#apa04#app0445/b  -0.232 1.526  -0.284 1.647  -0.353 1.543  -0.369 1.374  -0.446 1.219  -0.474 1.053  -0.474 0.879  -0.474 0.706  -0.474 0.533  -0.474 0.360  -0.474 0.187  -0.500 0.020  -0.578 -0.135  -0.595 -0.304  -0.595 -0.477  -0.513 -0.451  -0.474 -0.294  -0.425 -0.170  -0.353 -0.069  -0.353 0.105  -0.353 0.278  -0.232 0.330  -0.185 0.483  -0.062 0.606  0.010 0.749  0.133 0.799  0.306 0.799  0.479 0.799  0.531 0.678  0.616 0.590  0.679 0.432  0.737 0.272  0.804 0.127  0.858 -0.024  0.858 -0.197  0.858 -0.370  0.858 -0.543  0.815 -0.698  0.737 -0.839  0.656 -0.978  0.533 -1.101  0.376 -1.139  0.324 -1.260  0.151 -1.260  0.099 -1.381  -0.074 -1.381  -0.232 -1.366  -0.299 -1.260  -0.472 -1.260  -0.595 -1.139
2#apb#apb21#app2195/b  -1.287 -1.159  -1.127 -1.068  -0.998 -0.919  -0.881 -0.761  -0.787 -0.587  -0.691 -0.414  -0.591 -0.244  -0.462 -0.095  -0.337 0.056  -0.248 0.233  -0.156 0.407  -0.030 0.559  0.087 0.717  0.180 0.892  0.285 1.057  0.418 1.203  0.532 1.364  0.600 1.526  0.456 1.484  0.304 1.362  0.189 1.203  0.085 1.035  -0.019 0.867  -0.129 0.703  -0.238 0.539  -0.348 0.375  -0.441 0.201  -0.520 0.020  -0.588 -0.165  -0.646 -0.354  -0.648 -0.551  -0.640 -0.747  -0.573 -0.933  -0.436 -1.067  -0.257 -1.140  -0.067 -1.125  0.117 -1.058  0.270 -0.933  0.395 -0.785  0.483 -0.608  0.565 -0.429  0.636 -0.245  0.696 -0.057  0.677 0.064  0.607 -0.112  0.747 -0.201  0.934 -0.149  1.116 -0.071  1.295 0.012  1.474 0.096
2#tos#f2#f2051059/b  -0.088 2.025  -0.152 1.921  -0.321 1.921  -0.348 1.780  -0.417 1.628  -0.453 1.468  -0.453 1.299  -0.453 1.130  -0.453 0.962  -0.453 0.793  -0.453 0.624  -0.453 0.456  -0.453 0.287  -0.444 0.120  -0.386 -0.038  -0.348 -0.198  -0.348 -0.367  -0.348 -0.535  -0.244 -0.640  -0.196 -0.788  -0.140 -0.943  -0.140 -0.994  -0.117 -0.827  -0.086 -0.661  -0.055 -0.495  -0.024 -0.330  0.007 -0.164  -0.012 -0.003  -0.153 0.043  -0.241 0.147  -0.094 0.199  0.075 0.199  0.244 0.199  0.412 0.199  0.581 0.199  0.734 0.161  0.832 0.043  0.904 -0.094  0.904 -0.263  0.904 -0.431  0.818 -0.565  0.699 -0.684  0.576 -0.799  0.456 -0.905  0.314 -0.948  0.199 -1.053  0.124 -1.203  -0.033 -1.260  -0.183 -1.305  -0.244 -1.313
1c#apb#apb21#app2195/b  -1.287 -1.159  -1.127 -1.068  -0.998 -0.919  -0.881 -0.761  -0.787 -0.587  -0.691 -0.414  -0.591 -0.244  -0.462 -0.095  -0.337 0.056  -0.248 0.233  -0.156 0.407  -0.030 0.559  0.087 0.717  0.180 0.892  0.285 1.057  0.418 1.203  0.532 1.364  0.600 1.526  0.456 1.484  0.304 1.362  0.189 1.203  0.085 1.035  -0.019 0.867  -0.129 0.703  -0.238 0.539  -0.348 0.375  -0.441 0.201  -0.520 0.020  -0.588 -0.165  -0.646 -0.354  -0.648 -0.551  -0.640 -0.747  -0.573 -0.933  -0.436 -1.067  -0.257 -1.140  -0.067 -1.125  0.117 -1.058  0.270 -0.933  0.395 -0.785  0.483 -0.608  0.565 -0.429  0.636 -0.245  0.696 -0.057  0.677 0.064  0.607 -0.112  0.747 -0.201  0.934 -0.149  1.116 -0.071  1.295 0.012  1.474 0.096
2#tos#t3#t3072063/b  0.371 1.918  0.241 1.786  0.227 1.588  0.173 1.431  0.107 1.246  0.012 1.069  -0.025 0.866  -0.118 0.676  -0.183 0.479  -0.310 0.313  -0.356 0.120  -0.385 -0.063  -0.488 -0.172  -0.544 -0.327  -0.620 -0.463  -0.686 -0.609  -0.686 -0.821  -0.781 -0.988  -0.884 -1.135  -0.833 -1.033  -0.766 -0.832  -0.699 -0.631  -0.632 -0.430  -0.565 -0.229  -0.498 -0.028  -0.431 0.173  -0.364 0.374  -0.297 0.575  -0.234 0.597  -0.022 0.597  0.190 0.597  0.402 0.597  0.548 0.531  0.732 0.465  0.892 0.340  1.098 0.330  1.156 0.142  1.164 -0.067  1.164 -0.278  1.076 -0.415  0.882 -0.459  0.752 -0.591  0.675 -0.736  0.476 -0.790  0.264 -0.790  0.131 -0.909  -0.078 -0.922  -0.223 -0.988  -0.408 -1.054  -0.620 -1.054
1c#tos#t2#t2017063/b  -0.076 2.153  -0.211 2.071  -0.182 1.964  -0.182 1.794  -0.182 1.624  -0.182 1.454  -0.182 1.284  -0.182 1.114  -0.182 0.944  -0.266 0.800  -0.289 0.637  -0.289 0.467  -0.289 0.297  -0.289 0.127  -0.289 -0.044  -0.289 -0.214  -0.289 -0.384  -0.289 -0.554  -0.289 -0.724  -0.289 -0.894  -0.289 -1.064  -0.280 -1.083  -0.260 -0.914  -0.240 -0.746  -0.219 -0.577  -0.199 -0.408  -0.179 -0.239  -0.159 -0.070  -0.138 0.098  -0.210 0.137  -0.118 0.183  0.041 0.231  0.211 0.231  0.381 0.231  0.551 0.231  0.721 0.231  0.829 0.130  0.832 -0.039  0.832 -0.209  0.775 -0.365  0.707 -0.521  0.618 -0.651  0.466 -0.727  0.344 -0.846  0.245 -0.975  0.172 -1.124  0.039 -1.212  -0.129 -1.214  -0.226 -1.318  -0.396 -1.318
3#app#app06#app0681/b  0.173 2.258  0.261 2.170  0.261 1.993  0.261 1.816  0.261 1.640  0.226 1.466  0.191 1.293  0.173 1.118  0.136 0.950  0.085 0.786  0.085 0.609  0.017 0.448  -0.003 0.276  -0.003 0.099  -0.003 -0.077  -0.063 -0.240  -0.091 -0.410  -0.091 -0.587  -0.091 -0.763  -0.091 -0.940  -0.106 -1.067  -0.201 -0.918  -0.296 -0.769  -0.391 -0.620  -0.485 -0.470  -0.580 -0.321  -0.675 -0.172  -0.620 -0.093  -0.592 0.056  -0.450 0.138  -0.325 0.263  -0.172 0.320  0.005 0.320  0.181 0.316  0.339 0.237  0.466 0.115  0.528 -0.037  0.607 -0.195  0.613 -0.370  0.613 -0.547  0.613 -0.723  0.498 -0.852  0.373 -0.977  0.207 -1.002  0.045 -1.065  -0.116 -1.114  -0.266 -1.178  -0.443 -1.178  -0.531 -1.090  -0.532 -0.913
3#app#app12#app1225/b  -0.757 1.788  -0.757 1.610  -0.757 1.431  -0.757 1.252  -0.757 1.074  -0.757 0.895  -0.757 0.717  -0.757 0.538  -0.750 0.361  -0.670 0.201  -0.600 0.039  -0.600 -0.139  -0.600 -0.318  -0.600 -0.497  -0.600 -0.675  -0.600 -0.854  -0.493 -0.988  -0.336 -1.039  -0.286 -0.910  -0.286 -0.732  -0.286 -0.553  -0.286 -0.375  -0.286 -0.196  -0.286 -0.017  -0.286 0.161  -0.286 0.340  -0.184 0.476  -0.058 0.603  0.085 0.689  0.185 0.610  0.285 0.532  0.464 0.532  0.643 0.532  0.814 0.524  0.843 0.375  0.971 0.324  1.043 0.218  1.128 0.124  1.128 -0.055  1.128 -0.233  1.127 -0.412  1.001 -0.538  0.971 -0.704  0.859 -0.836  0.699 -0.882  0.521 -0.882  0.388 -0.993  0.229 -1.039  0.050 -1.039  -0.129 -1.039
1c#apa#apa13#app1353/b  -0.453 2.051  -0.453 1.890  -0.453 1.728  -0.453 1.566  -0.453 1.405  -0.453 1.243  -0.453 1.081  -0.453 0.920  -0.453 0.758  -0.453 0.596  -0.453 0.435  -0.453 0.273  -0.453 0.111  -0.453 -0.050  -0.453 -0.212  -0.453 -0.374  -0.453 -0.535  -0.453 -0.697  -0.453 -0.669  -0.453 -0.508  -0.453 -0.346  -0.453 -0.184  -0.453 -0.023  -0.453 0.139  -0.453 0.301  -0.400 0.335  -0.270 0.260  -0.108 0.260  0.053 0.260  0.207 0.240  0.324 0.132  0.485 0.132  0.625 0.078  0.739 -0.036  0.853 -0.151  0.973 -0.252  1.083 -0.304  1.083 -0.466  1.083 -0.627  1.083 -0.789  1.041 -0.933  0.915 -1.020  0.754 -1.020  0.592 -1.020  0.430 -1.020  0.269 -1.020  0.107 -1.020  -0.055 -1.020  -0.211 -1.006  -0.325 -0.892
1c#sie#char#oaba#oaba4647/b  -1.385 -1.163  -1.249 -1.049  -1.114 -0.931  -0.975 -0.818  -0.848 -0.693  -0.718 -0.569  -0.592 -0.442  -0.468 -0.313  -0.351 -0.178  -0.225 -0.051  -0.103 0.080  0.014 0.216  0.133 0.349  0.256 0.479  0.371 0.616  0.489 0.750  0.600 0.889  0.703 1.035  0.811 1.179  0.893 1.334  0.893 1.499  0.745 1.521  0.608 1.422  0.483 1.293  0.349 1.176  0.233 1.042  0.148 0.886  0.049 0.738  -0.050 0.588  -0.119 0.423  -0.187 0.258  -0.247 0.090  -0.306 -0.079  -0.346 -0.253  -0.384 -0.428  -0.392 -0.606  -0.392 -0.785  -0.371 -0.962  -0.320 -1.133  -0.215 -1.273  -0.044 -1.244  0.072 -1.111  0.191 -0.978  0.279 -0.822  0.350 -0.659  0.407 -0.493  0.429 -0.317  0.458 -0.176  0.631 -0.192  0.803 -0.147
2#apa#apa09#app0993/b  0.113 1.117  0.072 1.240  0.031 1.364  -0.010 1.487  -0.051 1.610  -0.067 1.577  -0.081 1.450  -0.139 1.334  -0.197 1.218  -0.252 1.101  -0.293 0.978  -0.334 0.855  -0.375 0.731  -0.416 0.608  -0.458 0.485  -0.499 0.362  -0.540 0.239  -0.581 0.116  -0.606 -0.010  -0.606 -0.139  -0.606 -0.269  -0.606 -0.399  -0.606 -0.529  -0.606 -0.659  -0.606 -0.788  -0.566 -0.901  -0.474 -0.993  -0.367 -1.060  -0.244 -1.101  -0.121 -1.142  0.002 -1.183  0.126 -1.220  0.256 -1.220  0.358 -1.154  0.450 -1.063  0.472 -0.942  0.472 -0.812  0.472 -0.683  0.472 -0.553  0.417 -0.446  0.326 -0.354  0.293 -0.238  0.322 -0.126  0.438 -0.068  0.554 -0.010  0.673 0.039  0.802 0.039  0.932 0.039  1.062 0.039  1.192 0.039
2#apa#apa09#app0993/b  -0.094 1.903  -0.140 1.812  -0.186 1.721  -0.231 1.629  -0.277 1.538  -0.305 1.443  -0.305 1.341  -0.305 1.238  -0.305 1.136  -0.305 1.034  -0.305 0.932  -0.305 0.830  -0.305 0.728  -0.305 0.626  -0.305 0.524  -0.305 0.422  -0.305 0.319  -0.305 0.217  -0.305 0.115  -0.305 0.013  -0.305 -0.089  -0.305 -0.191  -0.305 -0.293  -0.305 -0.395  -0.305 -0.498  -0.305 -0.600  -0.305 -0.702  -0.305 -0.804  -0.258 -0.886  -0.186 -0.959  -0.114 -1.031  -0.042 -1.103  0.030 -1.175  0.103 -1.248  0.175 -1.203  0.247 -1.131  0.319 -1.059  0.368 -0.970  0.414 -0.878  0.459 -0.787  0.505 -0.696  0.539 -0.601  0.539 -0.499  0.539 -0.397  0.539 -0.295  0.552 -0.206  0.654 -0.206  0.756 -0.206  0.858 -0.206  0.961 -0.206
3#apb#apb21#app2195/b  -1.287 -1.159  -1.127 -1.068  -0.998 -0.919  -0.881 -0.761  -0.787 -0.587  -0.691 -0.414  -0.591 -0.244  -0.462 -0.095  -0.337 0.056  -0.248 0.233  -0.156 0.407  -0.030 0.559  0.087 0.717  0.180 0.892  0.285 1.057  0.418 1.203  0.532 1.364  0.600 1.526  0.456 1.484  0.304 1.362  0.189 1.203  0.085 1.035  -0.019 0.867  -0.129 0.703  -0.238 0.539  -0.348 0.375  -0.441 0.201  -0.520 0.020  -0.588 -0.165  -0.646 -0.354  -0.648 -0.551  -0.640 -0.747  -0.573 -0.933  -0.436 -1.067  -0.257 -1.140  -0.067 -1.125  0.117 -1.058  0.270 -0.933  0.395 -0.785  0.483 -0.608  0.565 -0.429  0.636 -0.245  0.696 -0.057  0.677 0.064  0.607 -0.112  0.747 -0.201  0.934 -0.149  1.116 -0.071  1.295 0.012  1.474 0.096
2#aga#mlssdrry/b  -0.821 1.600  -0.821 1.530  -0.824 1.363  -0.834 1.196  -0.839 1.029  -0.822 0.863  -0.788 0.700  -0.753 0.536  -0.722 0.372  -0.691 0.208  -0.691 0.041  -0.674 -0.125  -0.636 -0.288  -0.603 -0.451  -0.579 -0.615  -0.542 -0.775  -0.525 -0.849  -0.482 -0.720  -0.428 -0.564  -0.382 -0.405  -0.357 -0.242  -0.295 -0.100  -0.226 0.045  -0.168 0.198  -0.078 0.339  0.020 0.457  0.119 0.592  0.236 0.709  0.395 0.746  0.563 0.746  0.714 0.697  0.841 0.590  0.959 0.474  1.037 0.327  1.090 0.170  1.123 0.009  1.143 -0.154  1.127 -0.319  1.100 -0.483  1.080 -0.647  0.990 -0.787  0.862 -0.883  0.712 -0.955  0.548 -0.979  0.380 -0.979  0.216 -0.959  0.053 -0.920  -0.106 -0.871  -0.246 -0.785  -0.375 -0.682
2#aga#mlssdrry/b  -0.745 1.669  -0.780 1.617  -0.727 1.473  -0.700 1.321  -0.654 1.172  -0.606 1.023  -0.606 0.867  -0.606 0.710  -0.606 0.554  -0.606 0.398  -0.606 0.241  -0.606 0.085  -0.614 -0.070  -0.641 -0.224  -0.662 -0.377  -0.698 -0.528  -0.662 -0.658  -0.656 -0.554  -0.545 -0.443  -0.457 -0.315  -0.369 -0.187  -0.294 -0.050  -0.210 0.082  -0.125 0.213  -0.032 0.338  0.071 0.456  0.181 0.565  0.320 0.633  0.457 0.696  0.593 0.627  0.701 0.514  0.781 0.381  0.842 0.238  0.921 0.103  0.967 -0.045  1.016 -0.193  1.055 -0.344  1.080 -0.497  1.080 -0.654  1.014 -0.792  0.908 -0.903  0.794 -1.003  0.654 -1.073  0.501 -1.104  0.346 -1.112  0.192 -1.084  0.040 -1.048  -0.104 -0.992  -0.237 -0.910  -0.362 -0.817
2#aga#mlssdrry/b  -0.389 1.678  -0.390 1.526  -0.467 1.397  -0.487 1.246  -0.505 1.095  -0.528 0.946  -0.585 0.805  -0.595 0.655  -0.608 0.504  -0.633 0.354  -0.647 0.203  -0.641 0.051  -0.632 -0.100  -0.649 -0.250  -0.669 -0.399  -0.688 -0.500  -0.580 -0.411  -0.535 -0.282  -0.455 -0.160  -0.405 -0.018  -0.337 0.118  -0.263 0.250  -0.193 0.384  -0.098 0.502  -0.002 0.620  0.081 0.747  0.201 0.818  0.327 0.738  0.447 0.646  0.565 0.551  0.665 0.437  0.758 0.319  0.837 0.190  0.919 0.062  0.957 -0.080  0.988 -0.226  0.997 -0.370  0.967 -0.520  0.911 -0.660  0.843 -0.795  0.750 -0.914  0.642 -1.020  0.515 -1.104  0.381 -1.173  0.238 -1.225  0.095 -1.275  -0.050 -1.322  -0.198 -1.352  -0.350 -1.352  -0.501 -1.333
3#kai#kai2#yslee5/b  0.238 2.206  0.226 2.029  0.179 1.856  0.151 1.681  0.117 1.506  0.074 1.333  0.020 1.162  -0.006 0.991  -0.081 0.832  -0.116 0.656  -0.151 0.480  -0.194 0.306  -0.224 0.130  -0.275 -0.039  -0.348 -0.203  -0.397 -0.375  -0.448 -0.547  -0.538 -0.700  -0.578 -0.873  -0.644 -1.038  -0.677 -1.210  -0.714 -1.086  -0.658 -0.916  -0.609 -0.744  -0.545 -0.578  -0.465 -0.418  -0.359 -0.273  -0.252 -0.130  -0.158 0.022  -0.065 0.173  0.047 0.313  0.186 0.426  0.333 0.528  0.503 0.548  0.629 0.421  0.756 0.295  0.856 0.146  0.934 -0.009  0.886 -0.174  0.799 -0.329  0.738 -0.497  0.640 -0.632  0.558 -0.779  0.434 -0.878  0.282 -0.971  0.111 -1.016  -0.068 -1.016  -0.232 -0.964  -0.394 -0.892  -0.502 -0.754
3#kai#kai2#yslee5/b  0.209 2.134  0.163 1.968  0.128 1.804  0.070 1.648  0.037 1.479  -0.018 1.314  -0.022 1.141  -0.089 0.983  -0.185 0.838  -0.253 0.687  -0.271 0.517  -0.336 0.355  -0.393 0.191  -0.448 0.026  -0.484 -0.142  -0.507 -0.314  -0.565 -0.477  -0.623 -0.637  -0.658 -0.802  -0.727 -0.962  -0.762 -1.073  -0.747 -0.906  -0.608 -0.802  -0.517 -0.658  -0.439 -0.502  -0.361 -0.347  -0.283 -0.191  -0.204 -0.037  -0.061 0.061  0.062 0.184  0.224 0.246  0.379 0.324  0.525 0.419  0.686 0.459  0.826 0.354  0.931 0.218  0.994 0.057  0.949 -0.109  0.930 -0.280  0.875 -0.445  0.775 -0.582  0.666 -0.717  0.542 -0.834  0.410 -0.947  0.262 -1.010  0.095 -1.048  -0.070 -1.009  -0.239 -0.967  -0.386 -0.875  -0.484 -0.732
3#kai#kai2#yslee5/b  -0.051 2.257  -0.051 2.079  -0.051 1.901  -0.051 1.723  -0.079 1.550  -0.096 1.375  -0.096 1.197  -0.096 1.019  -0.108 0.843  -0.140 0.670  -0.140 0.492  -0.184 0.321  -0.192 0.145  -0.244 -0.025  -0.273 -0.200  -0.273 -0.378  -0.354 -0.531  -0.414 -0.698  -0.470 -0.867  -0.527 -1.036  -0.497 -0.949  -0.474 -0.777  -0.393 -0.622  -0.362 -0.447  -0.326 -0.285  -0.229 -0.147  -0.181 0.017  -0.083 0.165  0.016 0.313  0.153 0.423  0.301 0.521  0.476 0.536  0.615 0.503  0.660 0.339  0.738 0.185  0.794 0.017  0.794 -0.161  0.794 -0.339  0.710 -0.491  0.693 -0.666  0.620 -0.826  0.507 -0.963  0.371 -1.077  0.207 -1.121  0.036 -1.165  -0.135 -1.121  -0.298 -1.075  -0.461 -1.008  -0.570 -0.897  -0.585 -0.721
3#kai#kai2#yslee5/b  0.090 2.125  0.090 1.953  0.068 1.783  0.048 1.614  -0.004 1.457  -0.037 1.295  -0.096 1.134  -0.121 0.966  -0.189 0.810  -0.266 0.656  -0.327 0.495  -0.342 0.326  -0.396 0.162  -0.451 -0.001  -0.524 -0.157  -0.591 -0.315  -0.626 -0.481  -0.695 -0.632  -0.746 -0.795  -0.795 -0.941  -0.778 -0.772  -0.711 -0.613  -0.622 -0.467  -0.530 -0.323  -0.444 -0.179  -0.323 -0.057  -0.201 0.065  -0.079 0.187  0.086 0.212  0.240 0.271  0.393 0.333  0.559 0.356  0.726 0.333  0.859 0.238  0.932 0.083  1.004 -0.071  1.017 -0.242  1.000 -0.411  0.923 -0.564  0.823 -0.703  0.723 -0.844  0.627 -0.987  0.486 -1.071  0.322 -1.119  0.153 -1.098  0.015 -1.002  -0.131 -0.919  -0.261 -0.811  -0.399 -0.709  -0.500 -0.571
3#kai#kai2#yslee5/b  0.083 2.137  0.037 1.976  0.037 1.807  0.025 1.641  -0.009 1.478  -0.027 1.312  -0.065 1.149  -0.140 0.998  -0.148 0.832  -0.148 0.663  -0.222 0.512  -0.280 0.355  -0.290 0.188  -0.343 0.029  -0.396 -0.131  -0.424 -0.295  -0.460 -0.452  -0.516 -0.604  -0.547 -0.767  -0.600 -0.927  -0.653 -1.086  -0.647 -0.928  -0.593 -0.768  -0.562 -0.605  -0.507 -0.454  -0.438 -0.302  -0.355 -0.157  -0.292 -0.002  -0.203 0.140  -0.058 0.222  0.086 0.310  0.193 0.435  0.339 0.477  0.508 0.477  0.669 0.435  0.733 0.285  0.824 0.144  0.867 -0.017  0.867 -0.186  0.841 -0.346  0.759 -0.492  0.696 -0.648  0.617 -0.796  0.514 -0.926  0.375 -1.021  0.241 -1.122  0.141 -1.257  -0.017 -1.275  -0.181 -1.258  -0.332 -1.183
3#kai#kai2#yslee5/b  -0.269 1.789  -0.223 1.616  -0.223 1.435  -0.223 1.254  -0.262 1.078  -0.273 0.899  -0.317 0.723  -0.360 0.548  -0.418 0.376  -0.453 0.201  -0.474 0.024  -0.531 -0.148  -0.588 -0.319  -0.591 -0.500  -0.685 -0.652  -0.768 -0.768  -0.711 -0.597  -0.633 -0.436  -0.552 -0.275  -0.499 -0.105  -0.473 0.072  -0.370 0.216  -0.282 0.368  -0.225 0.540  -0.084 0.651  0.064 0.754  0.231 0.821  0.411 0.823  0.592 0.823  0.753 0.756  0.886 0.635  0.982 0.484  1.019 0.312  1.064 0.138  1.019 -0.035  1.011 -0.214  0.954 -0.386  0.897 -0.557  0.808 -0.713  0.666 -0.823  0.579 -0.978  0.428 -1.060  0.348 -1.207  0.172 -1.247  -0.009 -1.247  -0.178 -1.200  -0.335 -1.110  -0.497 -1.032  -0.653 -0.944  -0.729 -0.787
1c#tos#t3#t3021066/b  -0.585 1.884  -0.573 1.928  -0.474 1.785  -0.447 1.607  -0.418 1.429  -0.418 1.245  -0.362 1.074  -0.362 0.889  -0.334 0.712  -0.306 0.534  -0.306 0.349  -0.306 0.165  -0.306 -0.019  -0.306 -0.204  -0.349 -0.378  -0.362 -0.559  -0.362 -0.744  -0.362 -0.928  -0.362 -1.112  -0.362 -1.077  -0.330 -0.900  -0.306 -0.721  -0.306 -0.537  -0.306 -0.353  -0.362 -0.191  -0.362 -0.007  -0.362 0.177  -0.288 0.321  -0.130 0.385  0.022 0.485  0.182 0.544  0.367 0.544  0.551 0.544  0.712 0.488  0.818 0.377  0.866 0.241  0.978 0.135  0.978 -0.049  0.978 -0.234  0.922 -0.362  0.866 -0.491  0.794 -0.645  0.737 -0.796  0.563 -0.820  0.433 -0.950  0.271 -1.038  0.106 -1.120  -0.070 -1.153  -0.241 -1.210  -0.418 -1.243
