1c#apa#apa03#app0358/g  0.149 0.823  0.262 0.886  0.262 1.062  0.186 1.162  0.017 1.144  -0.120 1.049  -0.191 0.944  -0.343 0.897  -0.468 0.773  -0.530 0.622  -0.643 0.559  -0.643 0.383  -0.757 0.254  -0.690 0.144  -0.514 0.144  -0.337 0.144  -0.161 0.144  0.015 0.144  0.146 0.254  0.274 0.370  0.375 0.445  0.488 0.509  0.576 0.597  0.639 0.710  0.714 0.811  0.714 0.885  0.601 0.822  0.601 0.646  0.587 0.484  0.488 0.407  0.488 0.230  0.488 0.054  0.488 -0.122  0.488 -0.298  0.375 -0.428  0.375 -0.604  0.375 -0.780  0.375 -0.956  0.343 -1.101  0.262 -1.196  0.149 -1.259  0.041 -1.327  -0.136 -1.327  -0.312 -1.327  -0.488 -1.327  -0.664 -1.327  -0.841 -1.327  -1.017 -1.327  -1.165 -1.258  -1.322 -1.214
1c#ced#rmnn2357_s_j4/g  0.162 0.974  0.262 1.030  0.342 1.110  0.356 1.223  0.263 1.284  0.148 1.288  0.039 1.247  -0.053 1.179  -0.120 1.085  -0.112 0.973  -0.024 0.902  0.091 0.899  0.196 0.938  0.284 1.006  0.362 1.091  0.369 1.104  0.328 0.996  0.288 0.888  0.259 0.775  0.239 0.661  0.209 0.549  0.193 0.434  0.179 0.319  0.156 0.205  0.132 0.092  0.109 -0.022  0.086 -0.136  0.064 -0.250  0.041 -0.364  0.021 -0.478  0.004 -0.593  -0.018 -0.707  -0.031 -0.822  -0.045 -0.937  -0.071 -1.051  -0.100 -1.163  -0.135 -1.273  -0.180 -1.381  -0.250 -1.472  -0.342 -1.533  -0.441 -1.488  -0.486 -1.385  -0.498 -1.270  -0.483 -1.155  -0.438 -1.049  -0.392 -0.942  -0.340 -0.838  -0.277 -0.741  -0.209 -0.646  -0.138 -0.555
2#mot#mot1#bs2/g  -0.986 -0.180  -0.876 0.054  -0.708 0.263  -0.548 0.479  -0.354 0.664  -0.137 0.821  0.106 0.936  0.352 1.042  0.606 1.131  0.861 1.214  0.735 1.245  0.484 1.153  0.247 1.033  0.050 0.852  -0.130 0.653  -0.285 0.434  -0.443 0.217  -0.584 -0.011  -0.562 -0.262  -0.318 -0.222  -0.103 -0.061  0.077 0.137  0.226 0.361  0.335 0.606  0.432 0.856  0.503 1.114  0.403 0.997  0.309 0.746  0.230 0.489  0.180 0.225  0.139 -0.041  0.103 -0.307  0.068 -0.573  0.028 -0.839  -0.025 -1.102  -0.108 -1.357  -0.213 -1.604  -0.358 -1.829  -0.565 -1.978  -0.646 -1.771  -0.565 -1.515  -0.445 -1.275  -0.311 -1.042  -0.168 -0.815  0.005 -0.610  0.184 -0.410  0.377 -0.223  0.576 -0.042  0.788 0.121  1.033 0.226
2#mot#mot1#bs2/g  0.720 1.445  0.575 1.445  0.414 1.372  0.265 1.273  0.136 1.150  0.013 1.019  -0.088 0.872  -0.172 0.714  -0.230 0.545  -0.248 0.368  -0.124 0.289  0.027 0.379  0.156 0.502  0.265 0.644  0.360 0.796  0.446 0.953  0.528 1.112  0.514 1.138  0.461 0.967  0.410 0.795  0.355 0.624  0.303 0.453  0.254 0.281  0.205 0.109  0.150 -0.062  0.096 -0.233  0.034 -0.401  -0.034 -0.566  -0.103 -0.732  -0.181 -0.893  -0.263 -1.052  -0.348 -1.210  -0.448 -1.359  -0.552 -1.504  -0.675 -1.634  -0.837 -1.688  -0.825 -1.512  -0.751 -1.349  -0.678 -1.185  -0.588 -1.031  -0.491 -0.880  -0.392 -0.731  -0.275 -0.595  -0.159 -0.459  -0.040 -0.325  0.092 -0.203  0.223 -0.082  0.358 0.036  0.499 0.147  0.640 0.257
2#mot#mot1#bs2/g  0.491 1.400  0.323 1.366  0.178 1.264  0.051 1.141  -0.065 1.009  -0.172 0.867  -0.251 0.710  -0.312 0.544  -0.317 0.374  -0.172 0.349  -0.021 0.442  0.104 0.567  0.215 0.704  0.312 0.851  0.386 1.012  0.442 1.180  0.448 1.356  0.378 1.247  0.345 1.074  0.314 0.899  0.282 0.725  0.248 0.552  0.211 0.378  0.175 0.205  0.131 0.033  0.087 -0.138  0.042 -0.309  -0.004 -0.480  -0.051 -0.651  -0.098 -0.822  -0.153 -0.990  -0.208 -1.158  -0.269 -1.324  -0.343 -1.485  -0.424 -1.642  -0.534 -1.780  -0.629 -1.678  -0.613 -1.505  -0.561 -1.335  -0.497 -1.171  -0.418 -1.012  -0.339 -0.854  -0.240 -0.707  -0.141 -0.560  -0.036 -0.418  0.086 -0.290  0.209 -0.162  0.331 -0.034  0.470 0.075  0.611 0.182
2#mot#mot1#bs2/g  0.504 1.223  0.438 1.288  0.280 1.216  0.152 1.102  0.033 0.975  -0.080 0.843  -0.183 0.704  -0.276 0.557  -0.340 0.399  -0.255 0.289  -0.095 0.343  0.049 0.439  0.184 0.548  0.313 0.664  0.433 0.790  0.539 0.926  0.618 1.081  0.656 1.248  0.576 1.289  0.502 1.134  0.441 0.971  0.377 0.809  0.317 0.647  0.258 0.483  0.200 0.320  0.144 0.155  0.088 -0.009  0.032 -0.174  -0.024 -0.338  -0.080 -0.502  -0.136 -0.667  -0.200 -0.828  -0.264 -0.990  -0.328 -1.151  -0.390 -1.313  -0.453 -1.475  -0.523 -1.634  -0.613 -1.776  -0.638 -1.656  -0.599 -1.487  -0.547 -1.322  -0.481 -1.162  -0.403 -1.007  -0.326 -0.851  -0.234 -0.704  -0.139 -0.558  -0.044 -0.413  0.063 -0.277  0.173 -0.142  0.283 -0.008
2#mot#mot1#bs2/g  0.833 1.191  0.739 1.254  0.595 1.194  0.467 1.104  0.352 0.998  0.246 0.883  0.146 0.762  0.055 0.634  -0.017 0.495  -0.008 0.363  0.135 0.410  0.259 0.506  0.372 0.614  0.473 0.734  0.572 0.855  0.649 0.992  0.688 1.144  0.652 1.143  0.575 1.009  0.515 0.864  0.463 0.716  0.416 0.567  0.372 0.416  0.319 0.269  0.262 0.123  0.204 -0.023  0.145 -0.168  0.080 -0.311  0.006 -0.449  -0.070 -0.586  -0.155 -0.719  -0.239 -0.851  -0.332 -0.977  -0.428 -1.101  -0.527 -1.223  -0.629 -1.342  -0.744 -1.448  -0.874 -1.529  -0.956 -1.448  -0.918 -1.296  -0.862 -1.150  -0.800 -1.006  -0.725 -0.868  -0.649 -0.731  -0.556 -0.605  -0.463 -0.478  -0.347 -0.373  -0.228 -0.270  -0.097 -0.186  0.037 -0.104
2#mot#mot1#bs2/g  0.925 1.329  0.741 1.343  0.558 1.283  0.396 1.179  0.242 1.062  0.094 0.939  -0.040 0.800  -0.171 0.658  -0.285 0.502  -0.393 0.342  -0.474 0.168  -0.399 0.039  -0.222 0.098  -0.060 0.201  0.092 0.320  0.232 0.453  0.360 0.597  0.477 0.750  0.575 0.915  0.601 1.106  0.526 1.274  0.396 1.149  0.309 0.977  0.245 0.795  0.186 0.611  0.131 0.426  0.078 0.240  0.026 0.054  -0.023 -0.133  -0.069 -0.320  -0.115 -0.508  -0.161 -0.695  -0.207 -0.883  -0.259 -1.069  -0.313 -1.254  -0.376 -1.436  -0.449 -1.615  -0.540 -1.785  -0.644 -1.764  -0.633 -1.572  -0.596 -1.383  -0.520 -1.205  -0.443 -1.028  -0.339 -0.866  -0.233 -0.705  -0.115 -0.552  0.012 -0.406  0.142 -0.265  0.293 -0.144  0.444 -0.023
2#mot#mot1#bs2/g  0.753 1.250  0.720 1.355  0.544 1.278  0.380 1.176  0.226 1.059  0.077 0.938  -0.060 0.801  -0.191 0.661  -0.314 0.511  -0.411 0.345  -0.353 0.224  -0.174 0.284  -0.007 0.380  0.155 0.485  0.299 0.614  0.430 0.755  0.546 0.910  0.628 1.082  0.549 1.220  0.449 1.058  0.383 0.877  0.327 0.692  0.275 0.506  0.226 0.320  0.178 0.133  0.125 -0.053  0.072 -0.238  0.014 -0.422  -0.050 -0.604  -0.114 -0.786  -0.191 -0.963  -0.268 -1.140  -0.361 -1.309  -0.459 -1.475  -0.586 -1.619  -0.739 -1.723  -0.858 -1.647  -0.831 -1.460  -0.769 -1.278  -0.676 -1.110  -0.582 -0.941  -0.465 -0.788  -0.347 -0.635  -0.225 -0.486  -0.090 -0.348  0.044 -0.209  0.194 -0.088  0.348 0.028  0.507 0.137  0.670 0.241
2#mot#mot1#bs2/g  0.703 1.194  0.648 1.283  0.488 1.193  0.332 1.095  0.186 0.984  0.047 0.865  -0.083 0.735  -0.191 0.586  -0.282 0.427  -0.156 0.369  0.014 0.433  0.168 0.532  0.308 0.650  0.437 0.780  0.556 0.919  0.626 1.088  0.658 1.265  0.604 1.105  0.525 0.939  0.449 0.772  0.384 0.601  0.325 0.427  0.269 0.252  0.208 0.078  0.143 -0.093  0.078 -0.265  0.007 -0.434  -0.064 -0.604  -0.138 -0.772  -0.217 -0.938  -0.296 -1.103  -0.376 -1.269  -0.473 -1.424  -0.576 -1.576  -0.706 -1.706  -0.839 -1.668  -0.850 -1.486  -0.806 -1.308  -0.755 -1.132  -0.676 -0.966  -0.597 -0.800  -0.501 -0.644  -0.401 -0.489  -0.295 -0.340  -0.173 -0.203  -0.051 -0.065  0.097 0.042  0.249 0.145  0.413 0.226  0.582 0.299
2#mot#mot1#bs2/g  0.951 1.163  0.897 1.310  0.708 1.274  0.526 1.207  0.363 1.101  0.209 0.983  0.066 0.852  -0.071 0.714  -0.205 0.574  -0.316 0.415  -0.372 0.236  -0.246 0.130  -0.062 0.190  0.107 0.285  0.268 0.394  0.421 0.514  0.542 0.665  0.641 0.831  0.686 1.017  0.632 1.168  0.527 1.007  0.443 0.831  0.359 0.656  0.275 0.481  0.194 0.304  0.117 0.126  0.041 -0.053  -0.032 -0.233  -0.105 -0.413  -0.181 -0.592  -0.258 -0.771  -0.338 -0.948  -0.419 -1.125  -0.502 -1.300  -0.586 -1.476  -0.699 -1.634  -0.861 -1.697  -0.929 -1.531  -0.900 -1.341  -0.835 -1.159  -0.742 -0.989  -0.648 -0.818  -0.513 -0.680  -0.373 -0.545  -0.215 -0.432  -0.055 -0.322  0.112 -0.222  0.281 -0.127  0.458 -0.047  0.637 0.028
2#mot#mot1#bs2/g  -1.285 -0.154  -1.060 -0.129  -0.811 0.009  -0.597 0.196  -0.413 0.415  -0.209 0.616  0.021 0.787  0.274 0.921  0.542 1.024  0.814 1.111  0.872 1.135  0.603 1.035  0.347 0.906  0.101 0.759  -0.115 0.571  -0.310 0.360  -0.487 0.135  -0.646 -0.102  -0.506 -0.219  -0.245 -0.101  0.002 0.045  0.235 0.211  0.426 0.423  0.560 0.676  0.686 0.934  0.727 1.139  0.558 0.910  0.424 0.657  0.325 0.388  0.241 0.114  0.163 -0.163  0.090 -0.440  0.002 -0.713  -0.104 -0.979  -0.237 -1.233  -0.398 -1.470  -0.586 -1.686  -0.816 -1.855  -0.925 -1.658  -0.841 -1.385  -0.712 -1.129  -0.551 -0.893  -0.360 -0.678  -0.149 -0.484  0.084 -0.318  0.331 -0.172  0.586 -0.042  0.848 0.075  1.116 0.176  1.386 0.275
2#mot#mot1#bs2/g  -1.576 -0.046  -1.336 -0.134  -1.083 -0.055  -0.849 0.075  -0.646 0.246  -0.457 0.434  -0.274 0.629  -0.066 0.796  0.175 0.910  0.427 0.998  0.687 1.060  0.952 1.088  1.049 1.074  0.786 1.028  0.535 0.937  0.294 0.823  0.074 0.673  -0.135 0.506  -0.326 0.320  -0.480 0.102  -0.465 -0.110  -0.208 -0.041  0.024 0.091  0.245 0.240  0.441 0.423  0.615 0.624  0.749 0.855  0.697 0.863  0.583 0.622  0.468 0.380  0.355 0.138  0.249 -0.107  0.139 -0.351  0.017 -0.589  -0.113 -0.822  -0.251 -1.052  -0.391 -1.279  -0.538 -1.503  -0.719 -1.697  -0.891 -1.643  -0.781 -1.401  -0.627 -1.184  -0.451 -0.983  -0.252 -0.805  -0.039 -0.645  0.185 -0.498  0.423 -0.378  0.669 -0.273  0.925 -0.196  1.188 -0.147
2#mot#mot1#bs2/g  0.759 0.797  0.893 0.939  0.959 1.116  0.822 1.223  0.629 1.194  0.450 1.112  0.282 1.010  0.116 0.904  -0.034 0.777  -0.184 0.649  -0.320 0.506  -0.448 0.358  -0.548 0.188  -0.445 0.075  -0.256 0.121  -0.077 0.201  0.094 0.299  0.240 0.431  0.370 0.578  0.480 0.740  0.553 0.922  0.570 1.117  0.524 1.082  0.472 0.892  0.414 0.704  0.354 0.516  0.285 0.332  0.215 0.148  0.135 -0.032  0.056 -0.212  -0.025 -0.392  -0.106 -0.572  -0.188 -0.751  -0.281 -0.924  -0.375 -1.098  -0.473 -1.268  -0.574 -1.437  -0.685 -1.600  -0.817 -1.742  -0.866 -1.616  -0.813 -1.426  -0.745 -1.241  -0.648 -1.071  -0.540 -0.906  -0.409 -0.760  -0.275 -0.615  -0.125 -0.488  0.029 -0.366  0.194 -0.258  0.361 -0.155
2#mot#mot1#bs2/g  0.778 1.078  0.723 1.210  0.549 1.158  0.382 1.078  0.223 0.985  0.068 0.884  -0.080 0.773  -0.223 0.656  -0.360 0.532  -0.494 0.404  -0.591 0.247  -0.504 0.150  -0.323 0.184  -0.147 0.240  0.014 0.330  0.172 0.426  0.319 0.538  0.459 0.658  0.582 0.796  0.688 0.947  0.757 1.117  0.709 1.229  0.633 1.061  0.580 0.884  0.515 0.711  0.448 0.538  0.375 0.369  0.301 0.199  0.228 0.029  0.155 -0.141  0.081 -0.310  0.006 -0.479  -0.069 -0.648  -0.146 -0.816  -0.226 -0.983  -0.305 -1.150  -0.394 -1.312  -0.486 -1.472  -0.597 -1.619  -0.722 -1.745  -0.777 -1.598  -0.743 -1.418  -0.683 -1.243  -0.599 -1.079  -0.503 -0.921  -0.400 -0.768  -0.289 -0.620  -0.174 -0.476  -0.029 -0.362  0.116 -0.247
2#mot#mot1#bs2/g  0.878 1.149  0.758 1.208  0.578 1.145  0.405 1.067  0.241 0.971  0.074 0.880  -0.090 0.783  -0.249 0.679  -0.407 0.574  -0.550 0.449  -0.671 0.304  -0.556 0.199  -0.368 0.211  -0.187 0.270  -0.009 0.337  0.158 0.428  0.312 0.539  0.460 0.659  0.587 0.799  0.682 0.962  0.716 1.147  0.667 1.191  0.613 1.009  0.553 0.828  0.501 0.645  0.451 0.462  0.390 0.281  0.326 0.103  0.254 -0.074  0.182 -0.250  0.104 -0.423  0.026 -0.597  -0.066 -0.763  -0.163 -0.927  -0.273 -1.081  -0.393 -1.229  -0.523 -1.368  -0.658 -1.501  -0.814 -1.610  -0.949 -1.563  -0.896 -1.388  -0.792 -1.231  -0.669 -1.085  -0.538 -0.947  -0.406 -0.810  -0.255 -0.695  -0.102 -0.582  0.056 -0.476  0.219 -0.380  0.392 -0.300
2#mot#mot1#bs2/g  0.931 1.145  0.767 1.235  0.552 1.207  0.344 1.141  0.138 1.071  -0.052 0.964  -0.237 0.849  -0.418 0.728  -0.583 0.586  -0.728 0.425  -0.829 0.236  -0.751 0.069  -0.539 0.068  -0.330 0.130  -0.135 0.222  0.050 0.339  0.227 0.465  0.391 0.608  0.530 0.775  0.618 0.974  0.621 1.187  0.511 1.060  0.467 0.847  0.429 0.632  0.393 0.418  0.352 0.204  0.305 -0.009  0.250 -0.220  0.183 -0.427  0.109 -0.632  0.023 -0.832  -0.066 -1.030  -0.182 -1.214  -0.306 -1.393  -0.454 -1.552  -0.633 -1.671  -0.841 -1.673  -0.899 -1.474  -0.856 -1.262  -0.751 -1.071  -0.629 -0.892  -0.490 -0.724  -0.332 -0.576  -0.163 -0.438  0.015 -0.314  0.200 -0.199  0.393 -0.097  0.590 -0.007  0.800 0.052  1.015 0.068
2#mot#mot1#bs2/g  0.606 1.172  0.537 1.299  0.352 1.240  0.175 1.158  0.007 1.058  -0.155 0.950  -0.296 0.815  -0.426 0.670  -0.526 0.505  -0.488 0.332  -0.300 0.326  -0.120 0.400  0.051 0.494  0.203 0.618  0.329 0.766  0.434 0.930  0.524 1.103  0.548 1.278  0.527 1.084  0.505 0.890  0.473 0.697  0.437 0.505  0.399 0.314  0.351 0.124  0.299 -0.064  0.235 -0.248  0.164 -0.430  0.089 -0.610  0.007 -0.788  -0.078 -0.963  -0.175 -1.133  -0.277 -1.299  -0.394 -1.455  -0.535 -1.587  -0.698 -1.677  -0.842 -1.572  -0.883 -1.384  -0.874 -1.192  -0.820 -1.004  -0.727 -0.834  -0.618 -0.672  -0.476 -0.539  -0.321 -0.422  -0.151 -0.326  0.026 -0.243  0.207 -0.171  0.392 -0.110  0.579 -0.053  0.768 -0.001  0.956 0.049
2#mot#mot1#bs2/g  0.813 1.241  0.703 1.313  0.533 1.242  0.374 1.145  0.226 1.034  0.087 0.910  -0.041 0.776  -0.168 0.639  -0.292 0.501  -0.406 0.355  -0.503 0.196  -0.501 0.020  -0.319 0.046  -0.159 0.142  -0.005 0.245  0.142 0.359  0.283 0.480  0.410 0.615  0.532 0.755  0.647 0.902  0.730 1.067  0.738 1.227  0.620 1.101  0.541 0.933  0.475 0.759  0.412 0.584  0.353 0.407  0.296 0.231  0.235 0.055  0.160 -0.115  0.084 -0.285  0.008 -0.455  -0.070 -0.624  -0.147 -0.793  -0.229 -0.960  -0.321 -1.121  -0.412 -1.283  -0.512 -1.440  -0.616 -1.594  -0.764 -1.704  -0.835 -1.588  -0.775 -1.413  -0.688 -1.248  -0.596 -1.087  -0.488 -0.935  -0.378 -0.786  -0.249 -0.651  -0.121 -0.517  0.022 -0.399  0.168 -0.282
2#mot#mot1#bs2/g  0.817 0.955  0.799 1.122  0.686 1.242  0.518 1.234  0.364 1.161  0.221 1.070  0.090 0.960  -0.034 0.843  -0.148 0.716  -0.262 0.588  -0.362 0.450  -0.463 0.312  -0.527 0.154  -0.562 -0.007  -0.470 -0.112  -0.310 -0.075  -0.171 0.023  -0.044 0.137  0.077 0.257  0.192 0.384  0.302 0.515  0.400 0.654  0.486 0.802  0.555 0.958  0.580 1.117  0.486 1.021  0.444 0.855  0.398 0.690  0.352 0.526  0.316 0.359  0.280 0.192  0.241 0.025  0.201 -0.141  0.161 -0.307  0.112 -0.471  0.062 -0.634  0.011 -0.797  -0.058 -0.954  -0.127 -1.110  -0.210 -1.259  -0.300 -1.404  -0.403 -1.540  -0.519 -1.663  -0.675 -1.692  -0.762 -1.566  -0.731 -1.406  -0.648 -1.256  -0.562 -1.109  -0.455 -0.975  -0.348 -0.842
2#mot#mot1#bs2/g  0.741 1.160  0.564 1.143  0.393 1.088  0.234 1.005  0.084 0.907  -0.062 0.803  -0.200 0.688  -0.332 0.567  -0.449 0.431  -0.384 0.360  -0.226 0.445  -0.083 0.553  0.057 0.665  0.194 0.781  0.323 0.906  0.441 1.041  0.562 1.173  0.663 1.320  0.580 1.214  0.520 1.046  0.474 0.873  0.425 0.700  0.372 0.528  0.320 0.356  0.267 0.185  0.215 0.013  0.162 -0.159  0.109 -0.330  0.055 -0.502  -0.003 -0.671  -0.070 -0.838  -0.137 -1.005  -0.214 -1.166  -0.303 -1.322  -0.394 -1.477  -0.497 -1.624  -0.631 -1.734  -0.728 -1.641  -0.723 -1.465  -0.692 -1.289  -0.622 -1.123  -0.553 -0.957  -0.461 -0.804  -0.367 -0.651  -0.266 -0.503  -0.141 -0.374  -0.016 -0.244  0.119 -0.128  0.266 -0.025  0.413 0.078
2#mot#mot1#bs2/g  0.925 1.168  0.847 1.263  0.683 1.212  0.529 1.134  0.377 1.052  0.233 0.958  0.090 0.861  -0.043 0.751  -0.159 0.623  -0.272 0.493  -0.373 0.353  -0.454 0.202  -0.356 0.117  -0.192 0.159  -0.035 0.229  0.109 0.323  0.246 0.428  0.375 0.543  0.495 0.667  0.606 0.799  0.693 0.948  0.685 1.116  0.589 1.052  0.533 0.889  0.476 0.726  0.417 0.564  0.354 0.403  0.291 0.242  0.226 0.082  0.158 -0.077  0.091 -0.236  0.024 -0.396  -0.042 -0.556  -0.107 -0.715  -0.187 -0.868  -0.271 -1.020  -0.355 -1.171  -0.453 -1.313  -0.552 -1.454  -0.675 -1.575  -0.823 -1.647  -0.875 -1.508  -0.823 -1.343  -0.750 -1.188  -0.654 -1.044  -0.551 -0.906  -0.442 -0.772  -0.328 -0.642  -0.203 -0.523  -0.078 -0.404
2#mot#mot1#bs2/g  0.807 1.086  0.718 1.190  0.544 1.172  0.376 1.123  0.225 1.031  0.078 0.935  -0.062 0.828  -0.195 0.715  -0.310 0.581  -0.407 0.436  -0.459 0.274  -0.359 0.183  -0.196 0.233  -0.040 0.316  0.110 0.407  0.253 0.509  0.378 0.633  0.498 0.762  0.615 0.894  0.728 1.028  0.806 1.184  0.695 1.068  0.606 0.916  0.525 0.760  0.445 0.603  0.366 0.446  0.287 0.288  0.210 0.130  0.133 -0.028  0.056 -0.187  -0.021 -0.345  -0.098 -0.503  -0.176 -0.661  -0.255 -0.819  -0.334 -0.976  -0.420 -1.130  -0.507 -1.283  -0.606 -1.428  -0.712 -1.568  -0.840 -1.673  -0.842 -1.520  -0.761 -1.364  -0.666 -1.217  -0.550 -1.084  -0.432 -0.953  -0.306 -0.831  -0.179 -0.709  -0.046 -0.594  0.091 -0.483  0.228 -0.373
2#mot#mot1#bs2/g  0.903 1.116  0.781 1.175  0.634 1.135  0.495 1.071  0.360 0.997  0.233 0.912  0.107 0.824  -0.010 0.725  -0.113 0.613  -0.179 0.480  -0.050 0.472  0.090 0.535  0.224 0.608  0.356 0.687  0.468 0.792  0.580 0.897  0.683 1.009  0.714 1.149  0.604 1.085  0.527 0.953  0.463 0.813  0.401 0.673  0.334 0.535  0.267 0.397  0.200 0.258  0.134 0.120  0.068 -0.019  0.004 -0.158  -0.058 -0.298  -0.120 -0.439  -0.182 -0.579  -0.242 -0.721  -0.301 -0.862  -0.362 -1.003  -0.428 -1.142  -0.494 -1.280  -0.565 -1.416  -0.640 -1.550  -0.731 -1.644  -0.765 -1.503  -0.747 -1.351  -0.701 -1.205  -0.649 -1.061  -0.582 -0.923  -0.515 -0.785  -0.429 -0.657  -0.343 -0.530  -0.249 -0.410  -0.140 -0.301  -0.032 -0.193
2#mot#mot1#bs2/g  0.725 1.118  0.587 1.214  0.408 1.198  0.234 1.145  0.068 1.074  -0.096 0.996  -0.243 0.890  -0.386 0.778  -0.514 0.649  -0.621 0.504  -0.492 0.435  -0.313 0.463  -0.146 0.531  0.017 0.611  0.174 0.703  0.327 0.801  0.476 0.904  0.610 1.027  0.653 1.198  0.596 1.038  0.544 0.864  0.481 0.694  0.418 0.523  0.353 0.354  0.288 0.184  0.223 0.014  0.159 -0.155  0.094 -0.325  0.025 -0.493  -0.046 -0.660  -0.117 -0.827  -0.201 -0.988  -0.287 -1.148  -0.376 -1.306  -0.474 -1.459  -0.576 -1.609  -0.698 -1.732  -0.748 -1.593  -0.691 -1.423  -0.617 -1.257  -0.515 -1.107  -0.413 -0.957  -0.301 -0.814  -0.187 -0.672  -0.070 -0.534  0.060 -0.408  0.191 -0.282  0.329 -0.163  0.473 -0.053  0.617 0.058
2#mot#mot1#bs2/g  1.011 1.107  0.879 1.178  0.715 1.156  0.563 1.091  0.414 1.017  0.271 0.933  0.133 0.839  0.002 0.737  -0.126 0.631  -0.249 0.520  -0.345 0.384  -0.274 0.302  -0.115 0.347  0.034 0.419  0.177 0.504  0.311 0.603  0.437 0.711  0.557 0.825  0.671 0.947  0.751 1.091  0.704 1.007  0.647 0.851  0.579 0.699  0.516 0.545  0.455 0.390  0.386 0.239  0.310 0.091  0.234 -0.056  0.157 -0.204  0.070 -0.346  -0.018 -0.486  -0.107 -0.627  -0.204 -0.762  -0.305 -0.894  -0.405 -1.027  -0.519 -1.148  -0.635 -1.267  -0.763 -1.372  -0.901 -1.465  -1.047 -1.470  -1.029 -1.314  -0.944 -1.171  -0.834 -1.046  -0.719 -0.927  -0.588 -0.824  -0.457 -0.722  -0.316 -0.635  -0.174 -0.547  -0.028 -0.467  0.118 -0.389
2#apa#apa13#app1391/g  0.363 1.139  0.314 1.216  0.216 1.285  0.094 1.294  -0.032 1.294  -0.142 1.256  -0.232 1.166  -0.321 1.077  -0.433 1.043  -0.511 0.946  -0.568 0.833  -0.570 0.707  -0.570 0.581  -0.508 0.517  -0.414 0.439  -0.288 0.439  -0.162 0.439  -0.035 0.439  0.091 0.439  0.191 0.501  0.281 0.590  0.285 0.715  0.207 0.737  0.164 0.629  0.130 0.517  0.130 0.391  0.130 0.265  0.130 0.138  0.181 0.024  0.207 -0.096  0.260 -0.210  0.285 -0.330  0.338 -0.444  0.363 -0.564  0.363 -0.690  0.368 -0.815  0.424 -0.928  0.440 -1.050  0.440 -1.176  0.418 -1.293  0.329 -1.383  0.221 -1.427  0.095 -1.427  -0.032 -1.427  -0.155 -1.409  -0.275 -1.370  -0.380 -1.306  -0.492 -1.271  -0.613 -1.250  -0.726 -1.193
3#apa#apa13#app1389/g  0.328 0.704  0.422 0.797  0.423 0.929  0.423 1.061  0.344 1.161  0.251 1.254  0.126 1.272  -0.006 1.272  -0.113 1.209  -0.223 1.138  -0.334 1.075  -0.366 0.956  -0.429 0.850  -0.486 0.741  -0.524 0.625  -0.524 0.493  -0.482 0.378  -0.371 0.325  -0.239 0.325  -0.107 0.325  0.025 0.325  0.124 0.405  0.250 0.420  0.367 0.458  0.476 0.514  0.427 0.514  0.423 0.386  0.373 0.275  0.328 0.161  0.328 0.029  0.328 -0.103  0.328 -0.236  0.328 -0.368  0.328 -0.500  0.328 -0.632  0.328 -0.764  0.328 -0.897  0.241 -0.993  0.233 -1.122  0.233 -1.254  0.133 -1.289  0.038 -1.379  -0.094 -1.379  -0.226 -1.379  -0.358 -1.379  -0.491 -1.379  -0.623 -1.379  -0.751 -1.360  -0.869 -1.301  -0.997 -1.284
1c#apa#apa13#app1373/g  0.334 1.274  0.187 1.274  0.040 1.274  -0.107 1.274  -0.230 1.217  -0.358 1.173  -0.497 1.152  -0.610 1.072  -0.678 0.993  -0.678 0.846  -0.678 0.699  -0.678 0.552  -0.618 0.465  -0.477 0.432  -0.337 0.385  -0.194 0.364  -0.047 0.364  0.100 0.364  0.247 0.364  0.393 0.364  0.509 0.438  0.637 0.473  0.584 0.566  0.437 0.566  0.334 0.523  0.244 0.465  0.233 0.330  0.289 0.207  0.334 0.078  0.362 -0.041  0.435 -0.114  0.435 -0.261  0.480 -0.389  0.536 -0.513  0.536 -0.660  0.536 -0.806  0.536 -0.953  0.536 -1.100  0.442 -1.153  0.336 -1.252  0.233 -1.356  0.086 -1.356  -0.061 -1.356  -0.193 -1.294  -0.331 -1.254  -0.477 -1.253  -0.583 -1.153  -0.729 -1.153  -0.848 -1.084  -0.981 -1.052
3#apb#apb32#app3221/g  -0.305 0.578  -0.224 0.682  -0.164 0.801  -0.077 0.885  -0.061 1.004  -0.191 0.983  -0.319 0.948  -0.432 0.879  -0.544 0.809  -0.657 0.739  -0.770 0.671  -0.884 0.603  -0.981 0.514  -1.060 0.412  -1.049 0.280  -1.002 0.173  -0.881 0.119  -0.750 0.113  -0.618 0.113  -0.488 0.137  -0.359 0.166  -0.233 0.202  -0.129 0.284  -0.026 0.367  0.078 0.449  0.183 0.530  0.288 0.611  0.376 0.710  0.450 0.699  0.476 0.569  0.502 0.439  0.518 0.307  0.529 0.175  0.541 0.043  0.552 -0.089  0.562 -0.221  0.572 -0.353  0.582 -0.485  0.590 -0.617  0.595 -0.749  0.600 -0.882  0.606 -1.014  0.591 -1.146  0.574 -1.277  0.557 -1.408  0.521 -1.534  0.466 -1.655  0.395 -1.765  0.302 -1.858  0.199 -1.942
