2#app#app25#app2545/p  0.046 0.475  -0.119 0.455  -0.119 0.270  -0.119 0.085  -0.175 -0.076  -0.305 -0.207  -0.436 -0.337  -0.448 -0.517  -0.464 -0.695  -0.595 -0.826  -0.772 -0.844  -0.792 -1.009  -0.943 -1.042  -0.943 -1.227  -0.943 -1.412  -0.943 -1.411  -0.830 -1.339  -0.778 -1.206  -0.670 -1.066  -0.509 -1.009  -0.448 -0.885  -0.347 -0.742  -0.284 -0.584  -0.202 -0.433  -0.119 -0.283  -0.119 -0.098  -0.119 0.086  0.007 0.145  0.046 0.291  0.046 0.476  0.067 0.640  0.211 0.680  0.272 0.804  0.376 0.885  0.376 1.069  0.496 1.134  0.541 1.274  0.700 1.299  0.720 1.134  0.905 1.134  1.035 1.080  1.035 0.895  1.035 0.710  1.035 0.525  0.901 0.475  0.870 0.321  0.697 0.310  0.520 0.290  0.390 0.159  0.211 0.145
2#apa#apa14#app1477/p  -0.224 0.364  -0.349 0.489  -0.415 0.471  -0.415 0.294  -0.415 0.117  -0.415 -0.061  -0.408 -0.237  -0.365 -0.409  -0.322 -0.581  -0.279 -0.753  -0.236 -0.925  -0.224 -1.101  -0.224 -1.278  -0.224 -1.456  -0.224 -1.633  -0.255 -1.676  -0.335 -1.517  -0.414 -1.359  -0.415 -1.182  -0.415 -1.004  -0.415 -0.827  -0.415 -0.650  -0.415 -0.473  -0.415 -0.295  -0.415 -0.118  -0.415 0.059  -0.415 0.237  -0.392 0.409  -0.313 0.567  -0.234 0.726  -0.155 0.884  -0.075 1.043  0.025 1.186  0.150 1.312  0.324 1.320  0.502 1.320  0.679 1.320  0.820 1.233  0.937 1.102  1.017 0.943  1.096 0.785  1.055 0.626  0.975 0.467  0.880 0.320  0.755 0.195  0.602 0.108  0.443 0.028  0.285 -0.051  0.126 -0.130  -0.032 -0.210
1c#tos#t2#t2064064/p  -0.008 1.353  -0.210 1.306  -0.227 1.103  -0.227 0.889  -0.227 0.676  -0.227 0.462  -0.227 0.249  -0.227 0.035  -0.227 -0.179  -0.227 -0.392  -0.227 -0.606  -0.227 -0.819  -0.227 -1.033  -0.218 -1.245  -0.172 -1.451  -0.117 -1.652  -0.062 -1.842  -0.008 -1.863  -0.008 -1.650  -0.008 -1.436  -0.008 -1.223  -0.008 -1.009  -0.008 -0.796  -0.008 -0.582  -0.008 -0.369  -0.008 -0.155  -0.008 0.059  -0.008 0.272  -0.014 0.483  -0.153 0.586  -0.328 0.657  -0.446 0.829  -0.500 1.020  -0.446 1.178  -0.254 1.257  -0.050 1.298  0.163 1.298  0.364 1.243  0.536 1.166  0.595 0.971  0.652 0.774  0.704 0.577  0.704 0.363  0.611 0.181  0.540 -0.016  0.452 -0.202  0.292 -0.293  0.178 -0.454  -0.013 -0.509  -0.227 -0.509
3#apa#apa03#app0313/p  -0.035 0.525  0.081 0.408  0.088 0.247  0.037 0.104  -0.035 -0.031  -0.035 -0.195  -0.035 -0.360  -0.063 -0.518  -0.137 -0.665  -0.159 -0.824  -0.159 -0.988  -0.211 -1.131  -0.282 -1.266  -0.282 -1.430  -0.298 -1.588  -0.405 -1.682  -0.429 -1.524  -0.503 -1.377  -0.529 -1.218  -0.529 -1.054  -0.529 -0.890  -0.529 -0.725  -0.529 -0.561  -0.529 -0.396  -0.529 -0.232  -0.529 -0.068  -0.499 0.090  -0.426 0.237  -0.405 0.397  -0.334 0.544  -0.260 0.691  -0.187 0.838  -0.159 0.996  -0.139 1.141  0.007 1.184  0.138 1.264  0.303 1.264  0.467 1.264  0.632 1.264  0.769 1.200  0.885 1.084  0.951 0.947  0.951 0.782  0.951 0.618  0.901 0.474  0.785 0.358  0.654 0.278  0.516 0.213  0.376 0.155  0.211 0.155
2#tos#f3#f3007066/p  -0.001 1.247  -0.132 1.261  -0.132 1.057  -0.132 0.853  -0.145 0.653  -0.208 0.460  -0.219 0.257  -0.219 0.053  -0.219 -0.151  -0.219 -0.355  -0.219 -0.559  -0.219 -0.763  -0.219 -0.967  -0.219 -1.171  -0.219 -1.375  -0.219 -1.579  -0.219 -1.783  -0.219 -1.894  -0.222 -1.690  -0.225 -1.486  -0.229 -1.282  -0.232 -1.078  -0.235 -0.874  -0.238 -0.670  -0.242 -0.466  -0.245 -0.262  -0.248 -0.058  -0.251 0.146  -0.255 0.350  -0.258 0.554  -0.261 0.758  -0.371 0.854  -0.317 1.012  -0.175 1.102  -0.075 1.247  0.129 1.247  0.333 1.247  0.523 1.234  0.656 1.094  0.720 0.919  0.817 0.742  0.829 0.541  0.873 0.348  0.873 0.144  0.711 0.068  0.545 -0.047  0.398 -0.188  0.197 -0.194  0.029 -0.281  -0.175 -0.281
3#apa#apa02#app0297/p  -0.162 0.746  -0.024 0.694  -0.024 0.504  -0.134 0.360  -0.162 0.182  -0.162 -0.007  -0.162 -0.197  -0.162 -0.387  -0.198 -0.568  -0.283 -0.737  -0.310 -0.919  -0.438 -1.055  -0.438 -1.245  -0.438 -1.435  -0.438 -1.624  -0.515 -1.737  -0.576 -1.608  -0.448 -1.471  -0.438 -1.286  -0.438 -1.096  -0.438 -0.907  -0.438 -0.717  -0.438 -0.527  -0.438 -0.338  -0.438 -0.148  -0.438 0.042  -0.421 0.227  -0.337 0.397  -0.300 0.578  -0.278 0.746  -0.162 0.819  -0.162 1.009  -0.024 1.061  0.067 1.159  0.256 1.159  0.446 1.159  0.635 1.159  0.825 1.159  0.941 1.086  1.066 1.022  1.079 0.845  1.079 0.655  0.979 0.507  0.844 0.373  0.710 0.239  0.539 0.194  0.402 0.068  0.252 0.022  0.165 -0.082  -0.024 -0.082
3#apa#apa02#app0297/p  -0.222 0.724  -0.222 0.543  -0.222 0.362  -0.222 0.180  -0.222 -0.001  -0.222 -0.183  -0.222 -0.364  -0.222 -0.545  -0.222 -0.727  -0.222 -0.908  -0.260 -1.081  -0.341 -1.243  -0.366 -1.418  -0.366 -1.600  -0.405 -1.686  -0.510 -1.548  -0.510 -1.367  -0.510 -1.186  -0.510 -1.004  -0.510 -0.823  -0.510 -0.642  -0.510 -0.460  -0.510 -0.279  -0.510 -0.097  -0.510 0.084  -0.457 0.253  -0.376 0.415  -0.356 0.590  -0.228 0.718  -0.209 0.894  -0.128 1.056  -0.008 1.157  0.173 1.157  0.312 1.258  0.476 1.301  0.653 1.291  0.781 1.162  0.952 1.136  1.075 1.006  1.075 0.824  1.018 0.667  0.931 0.521  0.863 0.368  0.735 0.240  0.597 0.125  0.435 0.044  0.355 -0.088  0.225 -0.140  0.093 -0.258  0.066 -0.429
2#apa#apa01#app0105/p  -0.067 1.022  -0.067 0.835  -0.167 0.689  -0.167 0.501  -0.167 0.314  -0.167 0.127  -0.167 -0.061  -0.208 -0.243  -0.254 -0.425  -0.267 -0.610  -0.267 -0.798  -0.267 -0.985  -0.267 -1.173  -0.267 -1.360  -0.267 -1.547  -0.267 -1.735  -0.267 -1.830  -0.262 -1.643  -0.256 -1.455  -0.250 -1.268  -0.243 -1.081  -0.237 -0.894  -0.231 -0.706  -0.225 -0.519  -0.218 -0.332  -0.212 -0.145  -0.206 0.043  -0.200 0.230  -0.193 0.417  -0.187 0.604  -0.181 0.792  -0.175 0.979  -0.168 1.166  -0.167 1.353  -0.048 1.422  0.140 1.422  0.327 1.422  0.473 1.322  0.623 1.232  0.733 1.090  0.733 0.902  0.733 0.715  0.733 0.528  0.733 0.340  0.684 0.173  0.551 0.041  0.419 -0.092  0.286 -0.224  0.121 -0.277  -0.067 -0.277
1c#aga#mlssdrry/p  -0.362 0.337  -0.336 0.207  -0.326 0.054  -0.326 -0.100  -0.326 -0.254  -0.338 -0.407  -0.338 -0.561  -0.349 -0.715  -0.340 -0.868  -0.338 -1.022  -0.338 -1.176  -0.337 -1.329  -0.288 -1.474  -0.285 -1.626  -0.260 -1.653  -0.240 -1.505  -0.229 -1.352  -0.212 -1.199  -0.190 -1.047  -0.182 -0.893  -0.184 -0.739  -0.193 -0.586  -0.207 -0.433  -0.220 -0.279  -0.228 -0.126  -0.230 0.028  -0.230 0.182  -0.230 0.336  -0.230 0.489  -0.230 0.643  -0.218 0.796  -0.182 0.945  -0.129 1.089  -0.081 1.228  0.003 1.356  0.119 1.438  0.268 1.423  0.402 1.352  0.513 1.248  0.636 1.158  0.740 1.045  0.844 0.935  0.910 0.796  0.925 0.648  0.839 0.521  0.756 0.392  0.641 0.291  0.514 0.204  0.379 0.131  0.237 0.073
1c#aga#mlssdrry/p  -0.266 0.246  -0.266 0.083  -0.266 -0.080  -0.230 -0.237  -0.221 -0.399  -0.218 -0.562  -0.193 -0.723  -0.182 -0.885  -0.182 -1.048  -0.168 -1.209  -0.154 -1.369  -0.158 -1.532  -0.170 -1.693  -0.185 -1.590  -0.228 -1.432  -0.279 -1.278  -0.324 -1.121  -0.365 -0.964  -0.384 -0.802  -0.410 -0.642  -0.428 -0.480  -0.438 -0.317  -0.446 -0.155  -0.446 0.008  -0.425 0.169  -0.411 0.332  -0.387 0.493  -0.342 0.649  -0.284 0.801  -0.223 0.952  -0.155 1.099  -0.058 1.230  0.035 1.363  0.173 1.449  0.332 1.470  0.486 1.417  0.621 1.329  0.715 1.199  0.780 1.051  0.838 0.898  0.898 0.747  0.909 0.585  0.821 0.458  0.715 0.335  0.616 0.206  0.490 0.103  0.348 0.025  0.200 -0.042  0.039 -0.058  -0.122 -0.078
1c#aga#mlssdrry/p  -0.283 0.245  -0.320 0.097  -0.324 -0.066  -0.345 -0.227  -0.326 -0.389  -0.320 -0.553  -0.297 -0.714  -0.271 -0.876  -0.259 -1.038  -0.246 -1.200  -0.246 -1.364  -0.234 -1.526  -0.314 -1.612  -0.299 -1.557  -0.343 -1.402  -0.390 -1.246  -0.419 -1.085  -0.427 -0.922  -0.444 -0.760  -0.444 -0.596  -0.444 -0.433  -0.444 -0.269  -0.431 -0.106  -0.404 0.055  -0.377 0.216  -0.347 0.378  -0.304 0.535  -0.251 0.690  -0.199 0.845  -0.144 0.999  -0.095 1.154  0.005 1.282  0.143 1.366  0.297 1.404  0.459 1.393  0.602 1.316  0.745 1.236  0.858 1.122  0.924 0.973  0.965 0.817  0.990 0.658  0.958 0.501  0.867 0.370  0.739 0.268  0.606 0.173  0.467 0.087  0.326 0.003  0.173 -0.049  0.015 -0.093  -0.147 -0.101
1c#aga#mlssdrry/p  -0.141 0.067  -0.179 -0.040  -0.184 -0.185  -0.192 -0.329  -0.192 -0.474  -0.192 -0.619  -0.192 -0.765  -0.216 -0.907  -0.217 -1.052  -0.233 -1.197  -0.242 -1.341  -0.242 -1.486  -0.293 -1.616  -0.344 -1.516  -0.353 -1.373  -0.404 -1.238  -0.417 -1.094  -0.441 -0.951  -0.458 -0.808  -0.458 -0.663  -0.458 -0.518  -0.458 -0.372  -0.458 -0.227  -0.433 -0.084  -0.411 0.059  -0.393 0.203  -0.366 0.346  -0.331 0.486  -0.286 0.624  -0.232 0.759  -0.194 0.899  -0.143 1.034  -0.081 1.165  -0.020 1.297  0.105 1.361  0.248 1.372  0.384 1.330  0.515 1.267  0.637 1.190  0.752 1.102  0.830 0.981  0.870 0.842  0.911 0.703  0.925 0.559  0.873 0.432  0.798 0.308  0.694 0.218  0.568 0.146  0.439 0.080  0.303 0.029
1c#aga#mlssdrry/p  -0.195 0.123  -0.195 -0.043  -0.159 -0.205  -0.140 -0.369  -0.128 -0.535  -0.108 -0.700  -0.079 -0.863  -0.064 -1.028  -0.044 -1.191  -0.021 -1.354  -0.049 -1.514  -0.116 -1.659  -0.236 -1.601  -0.291 -1.445  -0.304 -1.281  -0.361 -1.126  -0.388 -0.962  -0.415 -0.798  -0.434 -0.633  -0.441 -0.467  -0.441 -0.301  -0.441 -0.135  -0.441 0.031  -0.436 0.197  -0.396 0.358  -0.370 0.522  -0.328 0.682  -0.276 0.839  -0.231 0.999  -0.142 1.134  -0.076 1.280  0.047 1.391  0.190 1.469  0.352 1.488  0.512 1.446  0.643 1.348  0.750 1.221  0.845 1.088  0.872 0.925  0.862 0.760  0.794 0.612  0.691 0.482  0.577 0.361  0.466 0.238  0.355 0.114  0.232 0.002  0.105 -0.104  -0.039 -0.187  -0.178 -0.277  -0.332 -0.329
2#syn#syn0#spd/p  0.170 1.040  0.098 0.867  0.025 0.695  -0.046 0.521  -0.096 0.341  -0.128 0.156  -0.161 -0.029  -0.194 -0.213  -0.226 -0.398  -0.262 -0.582  -0.300 -0.766  -0.345 -0.947  -0.402 -1.126  -0.462 -1.303  -0.532 -1.477  -0.609 -1.648  -0.693 -1.767  -0.650 -1.584  -0.605 -1.402  -0.563 -1.219  -0.526 -1.036  -0.486 -0.852  -0.444 -0.670  -0.402 -0.487  -0.357 -0.305  -0.312 -0.123  -0.265 0.058  -0.211 0.238  -0.156 0.417  -0.101 0.596  -0.045 0.775  0.020 0.951  0.103 1.119  0.185 1.288  0.348 1.347  0.524 1.298  0.682 1.197  0.830 1.083  0.959 0.948  1.057 0.788  1.091 0.605  1.033 0.433  0.911 0.297  0.761 0.186  0.586 0.119  0.405 0.074  0.219 0.056  0.037 0.096  -0.142 0.150  -0.324 0.195
2#syn#syn0#spd/p  0.285 0.803  0.228 0.631  0.157 0.464  0.086 0.298  0.015 0.131  -0.052 -0.037  -0.120 -0.205  -0.186 -0.374  -0.246 -0.545  -0.305 -0.716  -0.364 -0.887  -0.420 -1.060  -0.477 -1.232  -0.538 -1.402  -0.600 -1.573  -0.659 -1.744  -0.644 -1.670  -0.594 -1.496  -0.552 -1.320  -0.511 -1.144  -0.465 -0.968  -0.419 -0.793  -0.374 -0.618  -0.330 -0.442  -0.286 -0.266  -0.242 -0.090  -0.198 0.085  -0.154 0.261  -0.110 0.437  -0.062 0.611  -0.012 0.785  0.039 0.959  0.089 1.133  0.147 1.305  0.257 1.449  0.398 1.458  0.540 1.346  0.669 1.219  0.785 1.081  0.883 0.931  0.942 0.761  0.936 0.580  0.863 0.416  0.740 0.290  0.586 0.198  0.411 0.151  0.232 0.150  0.055 0.182  -0.122 0.222  -0.301 0.245
2#syn#syn0#spd/p  0.207 0.872  0.144 0.690  0.069 0.512  -0.006 0.333  -0.080 0.155  -0.154 -0.023  -0.222 -0.204  -0.291 -0.384  -0.358 -0.565  -0.418 -0.749  -0.478 -0.932  -0.538 -1.116  -0.597 -1.300  -0.654 -1.484  -0.710 -1.669  -0.692 -1.707  -0.620 -1.528  -0.554 -1.347  -0.488 -1.165  -0.433 -0.980  -0.382 -0.794  -0.331 -0.608  -0.283 -0.421  -0.235 -0.234  -0.187 -0.046  -0.145 0.142  -0.104 0.331  -0.063 0.519  -0.023 0.708  0.017 0.897  0.058 1.086  0.108 1.273  0.157 1.459  0.311 1.501  0.487 1.427  0.625 1.294  0.758 1.153  0.863 0.994  0.942 0.818  0.964 0.627  0.956 0.438  0.882 0.260  0.775 0.104  0.636 -0.030  0.466 -0.113  0.283 -0.170  0.094 -0.127  -0.086 -0.062  -0.258 0.025  -0.414 0.138
2#syn#syn0#spd/p  0.206 0.972  0.184 0.791  0.137 0.614  0.086 0.439  0.029 0.265  -0.030 0.093  -0.090 -0.080  -0.150 -0.252  -0.210 -0.425  -0.270 -0.597  -0.329 -0.770  -0.387 -0.944  -0.445 -1.117  -0.502 -1.290  -0.559 -1.464  -0.613 -1.638  -0.659 -1.804  -0.606 -1.629  -0.557 -1.453  -0.511 -1.276  -0.467 -1.099  -0.423 -0.922  -0.381 -0.744  -0.339 -0.566  -0.296 -0.389  -0.252 -0.211  -0.208 -0.034  -0.164 0.143  -0.121 0.321  -0.077 0.498  -0.028 0.674  0.028 0.848  0.091 1.019  0.174 1.181  0.292 1.318  0.454 1.384  0.632 1.360  0.791 1.274  0.902 1.133  0.979 0.971  0.937 0.797  0.872 0.627  0.779 0.472  0.639 0.357  0.489 0.253  0.339 0.150  0.160 0.114  -0.017 0.130  -0.186 0.197  -0.324 0.312
2#syn#syn0#spd/p  -0.063 0.709  -0.057 0.524  -0.094 0.340  -0.143 0.159  -0.200 -0.019  -0.258 -0.198  -0.316 -0.377  -0.374 -0.555  -0.424 -0.736  -0.473 -0.917  -0.520 -1.099  -0.567 -1.281  -0.613 -1.462  -0.657 -1.645  -0.681 -1.655  -0.657 -1.469  -0.618 -1.285  -0.575 -1.103  -0.531 -0.920  -0.487 -0.737  -0.438 -0.556  -0.383 -0.377  -0.323 -0.199  -0.263 -0.021  -0.203 0.157  -0.143 0.334  -0.073 0.508  -0.001 0.682  0.074 0.854  0.172 1.014  0.274 1.170  0.416 1.293  0.586 1.353  0.765 1.324  0.922 1.228  1.047 1.089  1.131 0.922  1.165 0.739  1.133 0.560  1.044 0.398  0.914 0.262  0.762 0.156  0.595 0.070  0.415 0.022  0.231 -0.012  0.047 0.019  -0.133 0.070  -0.307 0.139  -0.479 0.213  -0.637 0.315
2#tos#t1#t1006065/p  0.143 1.061  -0.042 1.060  -0.039 0.876  0.145 0.879  0.307 0.938  0.492 0.938  0.678 0.938  0.851 0.906  0.998 0.815  1.065 0.696  1.127 0.536  1.127 0.350  1.127 0.164  1.028 0.077  1.004 -0.084  0.903 -0.169  0.717 -0.169  0.607 -0.292  0.422 -0.292  0.236 -0.292  0.076 -0.353  -0.090 -0.402  -0.194 -0.538  -0.289 -0.569  -0.296 -0.383  -0.303 -0.198  -0.310 -0.012  -0.317 0.173  -0.325 0.359  -0.332 0.544  -0.339 0.730  -0.346 0.915  -0.451 0.999  -0.472 0.835  -0.472 0.649  -0.472 0.464  -0.472 0.278  -0.472 0.092  -0.472 -0.094  -0.521 -0.230  -0.534 -0.403  -0.534 -0.589  -0.534 -0.775  -0.534 -0.960  -0.590 -1.137  -0.595 -1.322  -0.595 -1.507  -0.673 -1.661  -0.718 -1.828  -0.718 -2.014
1c#apa#apa15#app1560/p  -0.197 0.227  -0.247 0.077  -0.297 -0.073  -0.347 -0.223  -0.351 -0.381  -0.351 -0.539  -0.351 -0.697  -0.351 -0.856  -0.351 -1.014  -0.354 -1.171  -0.404 -1.322  -0.454 -1.472  -0.505 -1.622  -0.505 -1.467  -0.505 -1.309  -0.505 -1.151  -0.505 -0.992  -0.505 -0.834  -0.505 -0.676  -0.505 -0.518  -0.505 -0.359  -0.505 -0.201  -0.505 -0.043  -0.495 0.114  -0.456 0.267  -0.418 0.421  -0.380 0.574  -0.351 0.729  -0.331 0.883  -0.261 1.024  -0.181 1.152  -0.023 1.152  0.135 1.152  0.292 1.145  0.446 1.107  0.599 1.069  0.753 1.030  0.905 0.987  1.046 0.916  1.188 0.845  1.191 0.689  1.120 0.548  1.050 0.406  0.933 0.303  0.806 0.208  0.680 0.113  0.553 0.018  0.427 -0.077  0.270 -0.081  0.112 -0.081
1c#ibm#ibm0#r0309/p  0.005 1.464  -0.095 1.265  -0.180 1.060  -0.250 0.849  -0.293 0.633  -0.293 0.411  -0.293 0.188  -0.289 -0.034  -0.235 -0.250  -0.181 -0.466  -0.144 -0.684  -0.144 -0.907  -0.113 -1.122  -0.014 -1.321  0.005 -1.539  0.005 -1.762  0.153 -1.770  0.126 -1.551  0.069 -1.336  0.013 -1.121  -0.044 -0.906  -0.101 -0.690  -0.157 -0.475  -0.214 -0.260  -0.271 -0.044  -0.327 0.171  -0.384 0.386  -0.441 0.601  -0.497 0.817  -0.554 1.032  -0.507 1.167  -0.285 1.170  -0.074 1.240  0.137 1.311  0.349 1.251  0.560 1.180  0.727 1.039  0.884 0.881  0.896 0.664  0.896 0.441  0.896 0.218  0.802 0.034  0.645 -0.123  0.458 -0.240  0.257 -0.333  0.045 -0.403  -0.165 -0.477  -0.364 -0.576  -0.577 -0.615  -0.441 -0.466
1c#ibm#ibm0#r0309/p  -0.293 1.212  -0.293 1.013  -0.293 0.813  -0.293 0.614  -0.293 0.415  -0.293 0.215  -0.293 0.016  -0.293 -0.184  -0.293 -0.383  -0.293 -0.582  -0.293 -0.782  -0.262 -0.976  -0.199 -1.165  -0.136 -1.354  -0.131 -1.553  -0.176 -1.734  -0.293 -1.816  -0.293 -1.617  -0.293 -1.417  -0.245 -1.226  -0.182 -1.037  -0.131 -0.845  -0.131 -0.646  -0.131 -0.447  -0.131 -0.247  -0.131 -0.048  -0.131 0.151  -0.131 0.351  -0.131 0.550  -0.131 0.749  -0.131 0.949  -0.131 1.148  -0.131 1.348  -0.009 1.496  0.132 1.432  0.302 1.336  0.491 1.273  0.676 1.207  0.739 1.018  0.802 0.828  0.836 0.634  0.836 0.435  0.760 0.254  0.668 0.077  0.527 -0.064  0.386 -0.205  0.217 -0.306  0.038 -0.396  -0.104 -0.266  -0.293 -0.239
1c#ibm#ibm0#r0309/p  -0.246 1.059  -0.181 0.864  -0.119 0.669  -0.119 0.463  -0.119 0.258  -0.119 0.053  -0.119 -0.153  -0.115 -0.357  -0.075 -0.559  -0.035 -0.760  0.006 -0.961  0.008 -1.167  0.008 -1.372  0.008 -1.577  0.008 -1.783  0.095 -1.778  0.092 -1.596  0.033 -1.400  -0.027 -1.203  -0.087 -1.007  -0.147 -0.810  -0.207 -0.614  -0.266 -0.417  -0.326 -0.221  -0.386 -0.025  -0.446 0.172  -0.506 0.368  -0.565 0.565  -0.625 0.761  -0.685 0.958  -0.745 1.154  -0.582 1.186  -0.377 1.186  -0.172 1.186  0.033 1.186  0.239 1.186  0.444 1.186  0.648 1.182  0.793 1.037  0.898 0.875  0.898 0.670  0.898 0.464  0.872 0.270  0.727 0.125  0.571 -0.007  0.400 -0.121  0.224 -0.225  0.030 -0.290  -0.168 -0.340  -0.373 -0.340
1c#ibm#ibm0#r0309/p  -0.119 1.505  -0.119 1.294  -0.119 1.084  -0.119 0.873  -0.119 0.663  -0.119 0.452  -0.119 0.242  -0.119 0.031  -0.119 -0.179  -0.119 -0.390  -0.119 -0.600  -0.119 -0.811  -0.119 -1.021  -0.119 -1.232  -0.119 -1.442  -0.119 -1.653  -0.119 -1.863  -0.119 -1.760  -0.119 -1.549  -0.172 -1.347  -0.238 -1.148  -0.256 -0.940  -0.256 -0.729  -0.256 -0.519  -0.256 -0.308  -0.256 -0.098  -0.256 0.113  -0.256 0.323  -0.226 0.530  -0.175 0.734  -0.124 0.938  -0.013 1.116  0.104 1.291  0.261 1.421  0.449 1.494  0.637 1.400  0.702 1.230  0.702 1.019  0.702 0.809  0.702 0.598  0.652 0.396  0.585 0.196  0.484 0.014  0.367 -0.161  0.225 -0.308  0.037 -0.402  -0.172 -0.411  -0.382 -0.411  -0.529 -0.348  -0.529 -0.138
1c#ibm#ibm0#r0309/p  -0.318 1.246  -0.158 1.176  -0.092 0.977  -0.045 0.774  -0.045 0.564  -0.045 0.354  -0.048 0.144  -0.089 -0.062  -0.130 -0.269  -0.171 -0.475  -0.220 -0.679  -0.271 -0.883  -0.318 -1.087  -0.318 -1.298  -0.318 -1.508  -0.318 -1.718  -0.280 -1.890  -0.182 -1.778  -0.182 -1.568  -0.182 -1.358  -0.182 -1.148  -0.182 -0.938  -0.182 -0.727  -0.182 -0.517  -0.182 -0.307  -0.178 -0.097  -0.136 0.109  -0.095 0.315  -0.054 0.521  0.029 0.713  0.123 0.901  0.217 1.089  0.331 1.265  0.448 1.440  0.616 1.519  0.773 1.466  0.773 1.255  0.773 1.045  0.711 0.850  0.617 0.662  0.523 0.474  0.412 0.296  0.295 0.121  0.165 -0.043  0.017 -0.192  -0.155 -0.309  -0.338 -0.371  -0.454 -0.209  -0.454 0.002  -0.318 0.155
1c#ibm#ibm0#r0309/p  -0.382 1.392  -0.256 1.259  -0.256 1.073  -0.256 0.888  -0.256 0.703  -0.256 0.517  -0.256 0.332  -0.256 0.147  -0.256 -0.039  -0.256 -0.224  -0.256 -0.409  -0.256 -0.595  -0.256 -0.780  -0.256 -0.965  -0.256 -1.151  -0.256 -1.336  -0.256 -1.522  -0.232 -1.701  -0.149 -1.867  -0.125 -1.767  -0.080 -1.587  -0.035 -1.407  -0.002 -1.226  -0.002 -1.041  -0.002 -0.855  -0.002 -0.670  -0.002 -0.485  -0.002 -0.299  -0.002 -0.114  -0.002 0.071  -0.002 0.257  0.011 0.441  0.047 0.623  0.084 0.804  0.120 0.986  0.176 1.163  0.234 1.339  0.343 1.483  0.475 1.423  0.550 1.258  0.609 1.082  0.598 0.906  0.539 0.730  0.480 0.554  0.422 0.378  0.357 0.205  0.274 0.039  0.115 -0.004  -0.070 -0.004  -0.256 -0.004
1c#ibm#ibm0#r0309/p  -0.053 1.318  -0.132 1.140  -0.159 0.945  -0.187 0.751  -0.200 0.555  -0.200 0.359  -0.200 0.162  -0.200 -0.034  -0.200 -0.231  -0.200 -0.427  -0.200 -0.624  -0.200 -0.820  -0.200 -1.017  -0.200 -1.213  -0.200 -1.410  -0.200 -1.606  -0.200 -1.803  -0.063 -1.775  -0.081 -1.587  -0.110 -1.392  -0.139 -1.198  -0.169 -1.004  -0.198 -0.809  -0.227 -0.615  -0.256 -0.421  -0.285 -0.226  -0.314 -0.032  -0.343 0.162  -0.373 0.357  -0.402 0.551  -0.431 0.745  -0.460 0.939  -0.489 1.134  -0.336 1.171  -0.141 1.183  0.052 1.222  0.244 1.229  0.437 1.191  0.603 1.103  0.742 0.964  0.881 0.825  0.903 0.638  0.903 0.441  0.857 0.250  0.779 0.074  0.661 -0.083  0.502 -0.179  0.312 -0.227  0.129 -0.300  -0.053 -0.373
1c#ibm#ibm0#r0309/p  -0.213 1.676  -0.191 1.610  -0.169 1.544  -0.147 1.478  -0.125 1.412  -0.103 1.346  -0.081 1.280  -0.059 1.213  -0.037 1.147  -0.036 1.078  -0.036 1.008  -0.036 0.938  -0.036 0.869  -0.036 0.799  -0.036 0.729  -0.036 0.660  -0.036 0.590  -0.036 0.520  -0.036 0.451  -0.036 0.381  -0.036 0.311  -0.036 0.241  -0.036 0.172  -0.036 0.102  -0.036 0.032  -0.036 -0.037  -0.036 -0.107  -0.036 -0.177  -0.036 -0.246  -0.027 -0.315  -0.014 -0.384  -0.000 -0.452  0.013 -0.520  0.027 -0.589  0.041 -0.657  0.054 -0.725  0.068 -0.794  0.082 -0.862  0.095 -0.930  0.109 -0.999  0.123 -1.067  0.136 -1.136  0.141 -1.205  0.141 -1.274  0.141 -1.344  0.141 -1.414  0.141 -1.484  0.141 -1.553  0.141 -1.623  0.141 -1.693
1c#ibm#ibm0#r0309/p  -1.452 0.720  -1.354 0.720  -1.256 0.720  -1.158 0.720  -1.060 0.720  -0.962 0.720  -0.865 0.720  -0.767 0.720  -0.669 0.720  -0.571 0.720  -0.473 0.720  -0.375 0.720  -0.277 0.720  -0.180 0.720  -0.082 0.720  0.016 0.720  0.114 0.720  0.212 0.720  0.310 0.720  0.407 0.718  0.476 0.648  0.545 0.579  0.614 0.510  0.683 0.441  0.742 0.367  0.742 0.269  0.742 0.171  0.742 0.073  0.742 -0.024  0.742 -0.122  0.742 -0.220  0.742 -0.318  0.742 -0.416  0.704 -0.498  0.635 -0.567  0.566 -0.637  0.496 -0.706  0.427 -0.775  0.350 -0.834  0.268 -0.888  0.187 -0.943  0.105 -0.997  0.024 -1.051  -0.057 -1.105  -0.144 -1.149  -0.237 -1.180  -0.330 -1.211  -0.422 -1.242  -0.515 -1.273  -0.608 -1.304
