3#apa#apa13#app1334/<  1.113 1.052  1.221 1.052  1.194 1.052  1.085 1.052  0.977 1.052  0.896 0.984  0.819 0.907  0.713 0.903  0.604 0.903  0.495 0.903  0.387 0.903  0.305 0.839  0.228 0.762  0.123 0.754  0.031 0.714  -0.046 0.637  -0.078 0.542  -0.101 0.456  -0.209 0.456  -0.291 0.392  -0.368 0.315  -0.473 0.308  -0.525 0.250  -0.541 0.159  -0.650 0.159  -0.673 0.074  -0.718 0.010  -0.822 0.005  -0.822 -0.103  -0.822 -0.212  -0.822 -0.320  -0.822 -0.429  -0.722 -0.437  -0.673 -0.497  -0.659 -0.600  -0.583 -0.676  -0.498 -0.734  -0.389 -0.734  -0.309 -0.801  -0.232 -0.878  -0.126 -0.883  -0.035 -0.926  0.042 -1.003  0.119 -1.080  0.195 -1.157  0.294 -1.181  0.402 -1.181  0.511 -1.181  0.590 -1.253  0.666 -1.330
1d#app#app40#app4098/<  0.833 1.430  0.833 1.316  0.833 1.202  0.833 1.088  0.806 1.002  0.692 1.002  0.578 1.002  0.464 1.002  0.404 0.947  0.404 0.832  0.336 0.787  0.222 0.787  0.108 0.787  -0.007 0.787  -0.092 0.719  -0.173 0.638  -0.260 0.573  -0.374 0.573  -0.453 0.538  -0.453 0.424  -0.502 0.358  -0.616 0.358  -0.712 0.314  -0.792 0.234  -0.873 0.153  -0.882 0.042  -0.881 -0.071  -0.801 -0.152  -0.720 -0.233  -0.639 -0.313  -0.559 -0.394  -0.478 -0.475  -0.374 -0.499  -0.260 -0.499  -0.239 -0.592  -0.239 -0.706  -0.132 -0.714  -0.024 -0.720  -0.024 -0.834  -0.004 -0.928  0.110 -0.928  0.190 -0.962  0.190 -1.076  0.238 -1.143  0.352 -1.143  0.448 -1.186  0.528 -1.267  0.609 -1.347  0.719 -1.357  0.833 -1.357
1d#app#app07#app0715/<  1.580 0.506  1.501 0.585  1.403 0.618  1.291 0.618  1.179 0.618  1.130 0.682  1.067 0.731  0.955 0.731  0.861 0.687  0.778 0.618  0.665 0.618  0.553 0.618  0.441 0.618  0.329 0.618  0.219 0.613  0.119 0.562  0.018 0.512  -0.092 0.506  -0.204 0.506  -0.316 0.506  -0.400 0.438  -0.494 0.393  -0.606 0.393  -0.718 0.393  -0.830 0.393  -0.895 0.346  -0.941 0.281  -1.008 0.235  -0.975 0.136  -0.896 0.057  -0.895 -0.055  -0.785 -0.057  -0.782 -0.166  -0.706 -0.246  -0.626 -0.325  -0.547 -0.405  -0.468 -0.484  -0.389 -0.563  -0.332 -0.652  -0.310 -0.755  -0.231 -0.834  -0.220 -0.941  -0.123 -0.957  -0.107 -1.053  -0.040 -1.137  0.039 -1.216  0.119 -1.294  0.230 -1.295  0.230 -1.406  0.230 -1.294
2#ibm#ibm0#r0411/<  0.654 1.122  0.654 1.238  0.590 1.249  0.487 1.198  0.384 1.146  0.293 1.079  0.211 0.997  0.130 0.916  0.048 0.834  -0.042 0.764  -0.138 0.700  -0.234 0.636  -0.330 0.572  -0.426 0.508  -0.512 0.433  -0.593 0.351  -0.675 0.270  -0.756 0.188  -0.838 0.107  -0.919 0.026  -1.001 -0.056  -1.082 -0.137  -1.193 -0.148  -1.196 -0.148  -1.080 -0.148  -0.965 -0.148  -0.850 -0.148  -0.735 -0.148  -0.620 -0.148  -0.510 -0.184  -0.401 -0.220  -0.292 -0.257  -0.182 -0.293  -0.077 -0.339  0.026 -0.390  0.129 -0.442  0.232 -0.493  0.335 -0.545  0.438 -0.596  0.544 -0.641  0.653 -0.677  0.763 -0.714  0.872 -0.750  0.982 -0.784  1.097 -0.784  1.188 -0.841  1.270 -0.923  1.289 -1.030  1.246 -1.101  1.131 -1.101
2#ibm#ibm0#r0411/<  0.698 1.467  0.583 1.467  0.508 1.400  0.457 1.297  0.405 1.194  0.354 1.091  0.302 0.988  0.251 0.885  0.181 0.794  0.100 0.713  0.018 0.631  -0.063 0.550  -0.161 0.491  -0.264 0.439  -0.368 0.388  -0.471 0.336  -0.574 0.284  -0.677 0.233  -0.708 0.137  -0.748 0.061  -0.863 0.061  -0.864 -0.053  -0.938 -0.095  -1.020 -0.062  -1.020 0.053  -1.020 -0.046  -0.954 -0.095  -0.841 -0.106  -0.738 -0.158  -0.635 -0.209  -0.530 -0.258  -0.421 -0.295  -0.311 -0.331  -0.202 -0.367  -0.093 -0.404  0.017 -0.440  0.126 -0.477  0.236 -0.513  0.345 -0.550  0.446 -0.604  0.542 -0.668  0.638 -0.732  0.734 -0.795  0.830 -0.859  0.915 -0.937  0.996 -1.018  1.078 -1.100  1.160 -1.181  1.241 -1.263  1.323 -1.344
2#ibm#ibm0#r0411/<  0.931 1.600  0.855 1.524  0.778 1.447  0.701 1.370  0.624 1.293  0.547 1.216  0.478 1.134  0.430 1.037  0.381 0.940  0.333 0.843  0.284 0.745  0.214 0.663  0.138 0.587  0.061 0.510  -0.034 0.458  -0.131 0.409  -0.228 0.361  -0.325 0.312  -0.415 0.254  -0.492 0.177  -0.569 0.100  -0.661 0.061  -0.770 0.061  -0.879 0.061  -0.987 0.061  -1.014 0.027  -0.937 -0.050  -0.860 -0.127  -0.784 -0.203  -0.707 -0.280  -0.630 -0.357  -0.553 -0.434  -0.476 -0.511  -0.400 -0.587  -0.296 -0.599  -0.187 -0.599  -0.105 -0.662  -0.028 -0.739  0.049 -0.816  0.156 -0.819  0.265 -0.819  0.272 -0.921  0.272 -1.029  0.371 -1.039  0.479 -1.039  0.588 -1.039  0.697 -1.039  0.778 -1.105  0.855 -1.182  0.931 -1.259
2#ibm#ibm0#r0411/<  0.417 1.518  0.417 1.407  0.409 1.300  0.310 1.251  0.210 1.201  0.110 1.151  0.011 1.101  -0.010 1.003  -0.010 0.892  -0.078 0.809  -0.157 0.730  -0.236 0.651  -0.315 0.573  -0.393 0.494  -0.472 0.415  -0.551 0.337  -0.629 0.258  -0.708 0.179  -0.787 0.101  -0.865 0.022  -0.944 -0.057  -1.023 -0.136  -1.077 -0.224  -1.077 -0.336  -1.034 -0.403  -0.922 -0.403  -0.811 -0.403  -0.700 -0.403  -0.588 -0.403  -0.477 -0.403  -0.366 -0.403  -0.255 -0.403  -0.143 -0.403  -0.032 -0.403  0.070 -0.443  0.169 -0.493  0.269 -0.543  0.368 -0.592  0.474 -0.617  0.585 -0.617  0.697 -0.617  0.808 -0.617  0.919 -0.617  1.030 -0.617  1.058 -0.701  1.058 -0.812  1.151 -0.830  1.262 -0.830  1.373 -0.830  1.485 -0.830
2#ibm#ibm0#r0411/<  0.500 0.798  0.593 0.891  0.685 0.983  0.815 0.985  0.925 1.036  1.018 1.129  0.993 1.173  0.863 1.167  0.746 1.108  0.629 1.050  0.512 0.991  0.448 0.880  0.389 0.763  0.330 0.646  0.248 0.546  0.155 0.453  0.063 0.361  -0.030 0.268  -0.133 0.189  -0.242 0.116  -0.351 0.043  -0.460 -0.029  -0.569 -0.102  -0.682 -0.167  -0.799 -0.226  -0.916 -0.285  -1.026 -0.354  -1.119 -0.446  -1.222 -0.512  -1.353 -0.512  -1.260 -0.512  -1.129 -0.512  -0.998 -0.512  -0.867 -0.512  -0.736 -0.512  -0.605 -0.512  -0.475 -0.512  -0.344 -0.512  -0.213 -0.512  -0.082 -0.512  0.038 -0.562  0.155 -0.621  0.272 -0.679  0.398 -0.700  0.526 -0.712  0.643 -0.771  0.760 -0.830  0.877 -0.889  0.969 -0.981  1.062 -1.074
3#apa#apa04#app0406/<  0.961 1.564  0.961 1.456  0.880 1.430  0.828 1.375  0.807 1.277  0.732 1.201  0.656 1.125  0.580 1.049  0.561 0.950  0.507 0.897  0.408 0.877  0.332 0.801  0.256 0.725  0.180 0.649  0.104 0.574  0.029 0.498  -0.047 0.422  -0.123 0.346  -0.199 0.270  -0.289 0.229  -0.373 0.206  -0.373 0.099  -0.466 0.049  -0.562 0.002  -0.654 -0.052  -0.730 -0.128  -0.773 -0.217  -0.793 -0.304  -0.900 -0.304  -0.907 -0.405  -0.854 -0.490  -0.778 -0.566  -0.773 -0.671  -0.699 -0.704  -0.592 -0.704  -0.491 -0.720  -0.415 -0.796  -0.326 -0.838  -0.218 -0.838  -0.111 -0.838  -0.004 -0.838  0.103 -0.838  0.210 -0.838  0.318 -0.838  0.425 -0.838  0.427 -0.943  0.506 -0.971  0.561 -1.024  0.561 -1.131  0.561 -1.238
2#ibm#ibm0#r0116/<  1.489 1.146  1.400 1.102  1.309 1.063  1.216 1.026  1.124 0.989  1.032 0.952  0.939 0.915  0.847 0.878  0.756 0.838  0.665 0.797  0.574 0.756  0.484 0.715  0.393 0.673  0.302 0.632  0.212 0.591  0.132 0.532  0.052 0.472  -0.027 0.412  -0.107 0.353  -0.187 0.293  -0.267 0.235  -0.350 0.179  -0.433 0.124  -0.516 0.069  -0.599 0.014  -0.682 -0.041  -0.763 -0.099  -0.841 -0.161  -0.918 -0.223  -0.996 -0.285  -1.069 -0.353  -1.031 -0.441  -0.986 -0.530  -0.931 -0.611  -0.860 -0.681  -0.766 -0.705  -0.668 -0.722  -0.569 -0.738  -0.475 -0.768  -0.386 -0.812  -0.297 -0.857  -0.198 -0.859  -0.099 -0.859  0.001 -0.859  0.100 -0.859  0.200 -0.859  0.299 -0.859  0.399 -0.859  0.499 -0.859  0.598 -0.859
2#ibm#ibm0#r0116/<  1.484 1.144  1.393 1.106  1.302 1.068  1.210 1.030  1.119 0.992  1.028 0.954  0.936 0.916  0.845 0.878  0.755 0.838  0.665 0.797  0.575 0.756  0.485 0.715  0.394 0.675  0.304 0.634  0.214 0.593  0.133 0.538  0.054 0.478  -0.025 0.419  -0.104 0.359  -0.183 0.300  -0.263 0.241  -0.345 0.186  -0.427 0.131  -0.509 0.076  -0.592 0.021  -0.674 -0.033  -0.756 -0.088  -0.834 -0.150  -0.911 -0.211  -0.989 -0.273  -1.033 -0.346  -1.013 -0.443  -0.994 -0.540  -0.942 -0.609  -0.849 -0.644  -0.757 -0.679  -0.664 -0.714  -0.571 -0.749  -0.481 -0.789  -0.393 -0.833  -0.304 -0.874  -0.205 -0.874  -0.106 -0.874  -0.007 -0.874  0.092 -0.874  0.191 -0.874  0.290 -0.874  0.389 -0.874  0.488 -0.874  0.586 -0.874
3#app#app06#app0642/<  0.224 1.425  0.224 1.506  0.203 1.425  0.101 1.425  0.042 1.382  0.004 1.296  -0.049 1.216  -0.087 1.152  -0.140 1.104  -0.182 1.019  -0.246 0.941  -0.291 0.850  -0.333 0.757  -0.365 0.661  -0.397 0.564  -0.449 0.479  -0.505 0.401  -0.528 0.309  -0.596 0.235  -0.608 0.138  -0.680 0.066  -0.687 -0.033  -0.698 -0.124  -0.756 -0.124  -0.687 -0.156  -0.656 -0.245  -0.584 -0.317  -0.512 -0.390  -0.414 -0.397  -0.342 -0.469  -0.248 -0.488  -0.146 -0.488  -0.135 -0.579  -0.033 -0.579  0.066 -0.591  0.157 -0.637  0.251 -0.670  0.342 -0.697  0.417 -0.761  0.519 -0.761  0.588 -0.794  0.631 -0.852  0.733 -0.852  0.771 -0.917  0.846 -0.944  0.923 -1.004  1.012 -1.035  1.044 -1.104  1.124 -1.126  1.135 -1.217
1d#app#app25#app2590/<  0.978 1.339  0.858 1.339  0.753 1.303  0.668 1.218  0.576 1.150  0.457 1.150  0.411 1.076  0.406 0.961  0.286 0.961  0.182 0.921  0.097 0.837  0.013 0.752  -0.072 0.667  -0.157 0.582  -0.277 0.582  -0.397 0.582  -0.517 0.582  -0.607 0.511  -0.692 0.426  -0.724 0.319  -0.729 0.204  -0.849 0.204  -0.913 0.149  -0.913 0.029  -0.913 -0.091  -0.876 -0.174  -0.756 -0.174  -0.636 -0.174  -0.535 -0.193  -0.535 -0.312  -0.466 -0.363  -0.346 -0.363  -0.346 -0.483  -0.295 -0.552  -0.175 -0.552  -0.055 -0.552  0.055 -0.575  0.140 -0.660  0.226 -0.741  0.346 -0.741  0.411 -0.797  0.411 -0.917  0.517 -0.930  0.600 -0.967  0.600 -1.087  0.600 -1.207  0.618 -1.309  0.738 -1.309  0.858 -1.309  0.978 -1.309
2#uqb#re/<  0.677 1.531  0.764 1.524  0.768 1.442  0.704 1.358  0.638 1.276  0.563 1.201  0.491 1.124  0.423 1.044  0.355 0.964  0.280 0.889  0.205 0.814  0.131 0.740  0.056 0.665  -0.018 0.591  -0.097 0.520  -0.179 0.454  -0.261 0.387  -0.343 0.321  -0.417 0.246  -0.489 0.169  -0.561 0.092  -0.645 0.029  -0.732 -0.031  -0.816 -0.094  -0.887 -0.172  -0.962 -0.246  -1.045 -0.311  -1.018 -0.352  -0.919 -0.389  -0.820 -0.424  -0.722 -0.463  -0.625 -0.505  -0.525 -0.536  -0.423 -0.564  -0.322 -0.595  -0.221 -0.625  -0.125 -0.667  -0.027 -0.708  0.070 -0.749  0.172 -0.773  0.276 -0.794  0.379 -0.816  0.477 -0.851  0.581 -0.871  0.682 -0.896  0.784 -0.925  0.886 -0.952  0.936 -1.012  0.993 -1.059  0.908 -1.001
2#uqb#re/<  0.402 1.268  0.480 1.347  0.565 1.412  0.583 1.344  0.515 1.256  0.443 1.171  0.367 1.090  0.289 1.012  0.210 0.933  0.137 0.850  0.064 0.766  -0.013 0.686  -0.100 0.617  -0.187 0.547  -0.274 0.478  -0.358 0.404  -0.441 0.331  -0.525 0.258  -0.609 0.185  -0.705 0.129  -0.803 0.076  -0.901 0.023  -0.998 -0.030  -1.096 -0.082  -1.116 -0.140  -1.019 -0.169  -0.909 -0.181  -0.798 -0.180  -0.689 -0.172  -0.600 -0.236  -0.501 -0.286  -0.400 -0.331  -0.291 -0.353  -0.182 -0.377  -0.076 -0.410  0.020 -0.460  0.103 -0.535  0.194 -0.597  0.293 -0.647  0.393 -0.697  0.491 -0.749  0.587 -0.805  0.671 -0.876  0.745 -0.958  0.824 -1.037  0.902 -1.116  0.990 -1.184  1.083 -1.233  1.149 -1.208  1.092 -1.133
2#uqb#re/<  0.818 1.258  0.798 1.220  0.710 1.152  0.619 1.089  0.523 1.034  0.422 0.988  0.321 0.943  0.221 0.894  0.121 0.845  0.022 0.795  -0.071 0.736  -0.156 0.664  -0.240 0.592  -0.326 0.521  -0.407 0.446  -0.491 0.377  -0.588 0.323  -0.685 0.269  -0.789 0.230  -0.894 0.193  -1.000 0.160  -1.107 0.132  -1.199 0.077  -1.164 0.034  -1.066 -0.018  -0.969 -0.071  -0.875 -0.130  -0.783 -0.193  -0.692 -0.255  -0.596 -0.312  -0.499 -0.367  -0.398 -0.411  -0.290 -0.436  -0.182 -0.461  -0.074 -0.486  0.034 -0.514  0.140 -0.544  0.247 -0.575  0.354 -0.606  0.461 -0.636  0.570 -0.659  0.678 -0.681  0.787 -0.704  0.874 -0.773  0.960 -0.843  1.045 -0.914  1.127 -0.989  1.184 -1.076  1.250 -1.165  1.251 -1.152
2#uqb#re/<  0.698 1.330  0.767 1.330  0.754 1.254  0.682 1.181  0.617 1.101  0.555 1.018  0.463 0.973  0.370 0.928  0.277 0.884  0.185 0.836  0.094 0.789  0.002 0.741  -0.087 0.690  -0.176 0.637  -0.267 0.590  -0.361 0.546  -0.454 0.503  -0.548 0.459  -0.635 0.405  -0.723 0.350  -0.804 0.287  -0.885 0.223  -0.967 0.160  -1.035 0.116  -0.963 0.045  -0.874 -0.007  -0.785 -0.060  -0.713 -0.133  -0.640 -0.207  -0.583 -0.292  -0.526 -0.378  -0.455 -0.450  -0.370 -0.509  -0.285 -0.568  -0.202 -0.628  -0.121 -0.692  -0.039 -0.756  0.042 -0.819  0.124 -0.880  0.225 -0.898  0.327 -0.915  0.429 -0.933  0.530 -0.950  0.629 -0.979  0.728 -1.009  0.827 -1.039  0.925 -1.069  1.026 -1.081  1.129 -1.074  1.096 -1.048
2#uqb#re/<  0.858 1.188  0.946 1.200  0.954 1.169  0.865 1.119  0.770 1.078  0.676 1.036  0.581 0.995  0.489 0.950  0.397 0.904  0.305 0.858  0.212 0.813  0.119 0.768  0.026 0.724  -0.067 0.679  -0.157 0.629  -0.247 0.580  -0.338 0.530  -0.420 0.468  -0.501 0.404  -0.581 0.340  -0.670 0.288  -0.760 0.237  -0.852 0.191  -0.946 0.148  -1.009 0.079  -1.017 -0.020  -0.955 -0.101  -0.886 -0.178  -0.808 -0.244  -0.723 -0.303  -0.635 -0.356  -0.546 -0.408  -0.469 -0.476  -0.400 -0.552  -0.330 -0.628  -0.250 -0.691  -0.161 -0.744  -0.072 -0.796  0.018 -0.844  0.111 -0.890  0.203 -0.937  0.305 -0.951  0.407 -0.965  0.509 -0.979  0.610 -0.998  0.711 -1.018  0.812 -1.038  0.911 -1.067  1.009 -1.099  0.995 -1.090
2#uqb#re/<  0.681 1.070  0.740 1.157  0.797 1.245  0.761 1.240  0.683 1.169  0.594 1.113  0.506 1.057  0.417 1.001  0.334 0.936  0.260 0.862  0.174 0.802  0.085 0.747  -0.008 0.697  -0.102 0.650  -0.196 0.603  -0.290 0.555  -0.378 0.499  -0.467 0.442  -0.555 0.385  -0.644 0.328  -0.723 0.259  -0.802 0.189  -0.880 0.120  -0.960 0.051  -1.040 -0.017  -1.043 -0.075  -0.948 -0.117  -0.848 -0.148  -0.759 -0.203  -0.668 -0.255  -0.576 -0.307  -0.484 -0.359  -0.393 -0.411  -0.310 -0.473  -0.235 -0.547  -0.158 -0.618  -0.065 -0.667  0.028 -0.716  0.121 -0.765  0.215 -0.814  0.308 -0.863  0.403 -0.907  0.501 -0.944  0.599 -0.982  0.689 -1.036  0.780 -1.090  0.870 -1.144  0.942 -1.220  1.007 -1.293  1.037 -1.208
2#uqb#re/<  0.604 1.419  0.659 1.452  0.623 1.355  0.583 1.259  0.517 1.178  0.455 1.095  0.405 1.004  0.335 0.929  0.251 0.868  0.166 0.807  0.077 0.752  -0.011 0.698  -0.100 0.643  -0.189 0.589  -0.280 0.538  -0.371 0.487  -0.463 0.437  -0.554 0.386  -0.646 0.338  -0.738 0.289  -0.827 0.236  -0.901 0.162  -0.977 0.092  -1.061 0.044  -1.014 -0.045  -0.945 -0.122  -0.869 -0.193  -0.776 -0.239  -0.679 -0.277  -0.583 -0.316  -0.486 -0.356  -0.391 -0.397  -0.295 -0.439  -0.206 -0.492  -0.121 -0.552  -0.036 -0.613  0.050 -0.672  0.136 -0.730  0.222 -0.789  0.317 -0.833  0.412 -0.875  0.508 -0.917  0.605 -0.952  0.708 -0.967  0.811 -0.983  0.911 -1.012  1.007 -1.051  1.104 -1.090  1.066 -1.099  0.989 -1.044
2#uqb#re/<  0.785 1.106  0.809 1.208  0.847 1.301  0.792 1.252  0.714 1.183  0.629 1.121  0.562 1.044  0.490 0.968  0.416 0.894  0.334 0.831  0.241 0.783  0.149 0.734  0.059 0.681  -0.030 0.626  -0.119 0.571  -0.214 0.527  -0.310 0.486  -0.406 0.444  -0.501 0.402  -0.586 0.340  -0.671 0.279  -0.755 0.217  -0.838 0.153  -0.917 0.085  -0.994 0.014  -1.041 -0.076  -1.027 -0.175  -0.938 -0.214  -0.843 -0.255  -0.757 -0.315  -0.672 -0.375  -0.588 -0.437  -0.497 -0.490  -0.407 -0.542  -0.316 -0.595  -0.226 -0.646  -0.135 -0.698  -0.040 -0.743  0.056 -0.783  0.153 -0.822  0.253 -0.853  0.354 -0.882  0.454 -0.911  0.554 -0.943  0.646 -0.992  0.738 -1.040  0.837 -1.075  0.933 -1.115  1.023 -1.169  1.003 -1.107
2#uqb#re/<  0.692 1.390  0.774 1.385  0.722 1.302  0.658 1.223  0.589 1.150  0.511 1.085  0.433 1.019  0.356 0.954  0.271 0.899  0.183 0.850  0.094 0.801  0.005 0.752  -0.083 0.701  -0.170 0.649  -0.257 0.597  -0.345 0.546  -0.437 0.504  -0.529 0.461  -0.621 0.418  -0.710 0.369  -0.797 0.317  -0.862 0.244  -0.947 0.190  -0.949 0.135  -0.860 0.094  -0.776 0.036  -0.690 -0.011  -0.592 -0.040  -0.497 -0.073  -0.416 -0.134  -0.341 -0.200  -0.285 -0.286  -0.230 -0.371  -0.170 -0.452  -0.102 -0.528  -0.035 -0.604  0.034 -0.678  0.103 -0.752  0.173 -0.826  0.246 -0.897  0.320 -0.966  0.393 -1.036  0.462 -1.111  0.531 -1.185  0.603 -1.257  0.677 -1.325  0.757 -1.388  0.788 -1.373  0.706 -1.312  0.620 -1.263
2#uqb#re/<  0.568 1.221  0.617 1.231  0.546 1.159  0.452 1.136  0.350 1.129  0.260 1.087  0.174 1.034  0.087 0.981  -0.007 0.942  -0.101 0.903  -0.176 0.840  -0.237 0.760  -0.305 0.685  -0.381 0.617  -0.466 0.561  -0.550 0.505  -0.632 0.445  -0.718 0.392  -0.805 0.339  -0.890 0.285  -0.964 0.216  -1.039 0.146  -1.005 0.087  -0.934 0.015  -0.850 -0.037  -0.759 -0.080  -0.666 -0.121  -0.573 -0.162  -0.480 -0.203  -0.389 -0.248  -0.298 -0.293  -0.207 -0.338  -0.116 -0.384  -0.025 -0.428  0.067 -0.472  0.158 -0.516  0.249 -0.560  0.339 -0.607  0.430 -0.654  0.520 -0.701  0.607 -0.752  0.678 -0.823  0.750 -0.895  0.822 -0.967  0.889 -1.043  0.950 -1.124  0.982 -1.215  0.997 -1.316  1.021 -1.411  1.061 -1.366
2#uqb#re/<  0.832 1.170  0.808 1.207  0.708 1.168  0.608 1.129  0.509 1.087  0.415 1.034  0.321 0.981  0.231 0.922  0.141 0.864  0.050 0.805  -0.040 0.746  -0.130 0.688  -0.224 0.635  -0.319 0.585  -0.415 0.535  -0.508 0.480  -0.599 0.424  -0.691 0.367  -0.782 0.310  -0.868 0.245  -0.952 0.177  -1.035 0.109  -1.119 0.042  -1.138 -0.059  -1.063 -0.125  -0.966 -0.168  -0.859 -0.162  -0.757 -0.192  -0.666 -0.250  -0.576 -0.309  -0.484 -0.365  -0.388 -0.413  -0.291 -0.461  -0.195 -0.510  -0.097 -0.554  0.008 -0.579  0.113 -0.603  0.217 -0.628  0.321 -0.656  0.420 -0.699  0.519 -0.741  0.618 -0.784  0.717 -0.827  0.817 -0.866  0.918 -0.904  1.020 -0.938  1.124 -0.966  1.227 -0.994  1.275 -1.026  1.226 -0.931
2#uqb#re/<  0.598 1.265  0.682 1.308  0.755 1.352  0.703 1.261  0.631 1.191  0.540 1.140  0.452 1.084  0.364 1.027  0.282 0.962  0.202 0.895  0.119 0.831  0.033 0.772  -0.053 0.712  -0.137 0.650  -0.221 0.588  -0.305 0.525  -0.379 0.451  -0.453 0.378  -0.537 0.317  -0.627 0.263  -0.717 0.209  -0.806 0.154  -0.895 0.100  -0.972 0.030  -1.042 -0.048  -1.000 -0.116  -0.906 -0.159  -0.808 -0.196  -0.711 -0.236  -0.614 -0.275  -0.520 -0.318  -0.435 -0.380  -0.351 -0.442  -0.269 -0.506  -0.186 -0.571  -0.098 -0.627  -0.007 -0.678  0.085 -0.728  0.177 -0.779  0.274 -0.817  0.371 -0.854  0.469 -0.892  0.559 -0.942  0.637 -1.012  0.692 -1.100  0.761 -1.170  0.861 -1.199  0.958 -1.207  0.957 -1.147  0.891 -1.066
2#uqb#re/<  0.905 1.212  0.956 1.174  0.892 1.074  0.808 0.995  0.708 0.930  0.609 0.866  0.503 0.814  0.395 0.767  0.287 0.719  0.179 0.671  0.071 0.622  -0.037 0.573  -0.143 0.521  -0.249 0.468  -0.355 0.415  -0.461 0.363  -0.570 0.319  -0.680 0.275  -0.790 0.231  -0.901 0.190  -1.012 0.150  -1.124 0.110  -1.230 0.058  -1.334 0.003  -1.267 -0.018  -1.150 -0.033  -1.038 -0.066  -0.925 -0.104  -0.813 -0.141  -0.701 -0.180  -0.590 -0.221  -0.479 -0.262  -0.369 -0.303  -0.258 -0.345  -0.147 -0.386  -0.036 -0.426  0.075 -0.466  0.187 -0.506  0.294 -0.557  0.400 -0.608  0.507 -0.659  0.615 -0.706  0.725 -0.752  0.834 -0.797  0.935 -0.858  1.030 -0.927  1.120 -1.003  1.212 -1.078  1.231 -1.107  1.183 -1.010
2#uqb#re/<  0.662 1.315  0.666 1.350  0.615 1.265  0.563 1.182  0.487 1.119  0.408 1.060  0.325 1.007  0.242 0.954  0.158 0.903  0.068 0.861  -0.021 0.819  -0.110 0.778  -0.199 0.734  -0.282 0.681  -0.365 0.628  -0.448 0.574  -0.530 0.519  -0.610 0.463  -0.691 0.406  -0.775 0.355  -0.861 0.307  -0.926 0.240  -0.934 0.143  -0.898 0.052  -0.835 -0.025  -0.783 -0.106  -0.756 -0.201  -0.693 -0.261  -0.599 -0.290  -0.515 -0.341  -0.432 -0.394  -0.356 -0.457  -0.282 -0.522  -0.203 -0.580  -0.113 -0.621  -0.023 -0.661  0.065 -0.704  0.153 -0.750  0.240 -0.796  0.329 -0.838  0.420 -0.877  0.511 -0.915  0.604 -0.947  0.698 -0.977  0.792 -1.007  0.885 -1.040  0.978 -1.072  1.071 -1.104  1.165 -1.135  1.138 -1.091
2#uqb#re/<  0.637 1.312  0.612 1.237  0.541 1.168  0.468 1.101  0.388 1.042  0.303 0.990  0.219 0.938  0.128 0.899  0.035 0.864  -0.058 0.829  -0.149 0.790  -0.234 0.738  -0.318 0.686  -0.405 0.639  -0.496 0.599  -0.587 0.559  -0.675 0.512  -0.762 0.464  -0.848 0.416  -0.931 0.361  -1.010 0.302  -0.991 0.249  -0.904 0.203  -0.816 0.157  -0.723 0.121  -0.631 0.084  -0.546 0.032  -0.462 -0.021  -0.383 -0.080  -0.313 -0.150  -0.243 -0.220  -0.176 -0.294  -0.109 -0.367  -0.039 -0.437  0.031 -0.508  0.097 -0.582  0.163 -0.656  0.229 -0.730  0.302 -0.797  0.377 -0.862  0.452 -0.927  0.527 -0.992  0.611 -1.046  0.696 -1.096  0.782 -1.147  0.868 -1.196  0.956 -1.242  1.044 -1.289  1.132 -1.327  1.213 -1.327
2#uqb#re/<  0.473 1.323  0.556 1.371  0.526 1.309  0.459 1.236  0.386 1.170  0.309 1.108  0.232 1.046  0.148 0.995  0.064 0.943  -0.019 0.890  -0.100 0.833  -0.181 0.777  -0.259 0.717  -0.333 0.651  -0.406 0.585  -0.479 0.519  -0.551 0.452  -0.624 0.384  -0.695 0.316  -0.759 0.241  -0.823 0.167  -0.901 0.107  -0.983 0.052  -0.954 0.003  -0.872 -0.046  -0.784 -0.091  -0.698 -0.138  -0.614 -0.190  -0.531 -0.244  -0.450 -0.301  -0.369 -0.356  -0.286 -0.411  -0.204 -0.466  -0.123 -0.521  -0.042 -0.577  0.041 -0.631  0.125 -0.683  0.210 -0.734  0.294 -0.785  0.386 -0.820  0.479 -0.854  0.571 -0.888  0.664 -0.922  0.754 -0.962  0.844 -1.004  0.934 -1.045  1.025 -1.080  1.119 -1.111  1.209 -1.149  1.234 -1.187
2#uqb#re/<  0.664 1.609  0.693 1.523  0.707 1.419  0.722 1.316  0.677 1.222  0.632 1.127  0.587 1.033  0.518 0.956  0.441 0.886  0.360 0.820  0.277 0.756  0.194 0.693  0.110 0.630  0.027 0.567  -0.055 0.502  -0.137 0.438  -0.223 0.378  -0.310 0.320  -0.399 0.266  -0.494 0.221  -0.588 0.176  -0.682 0.130  -0.773 0.079  -0.864 0.028  -0.954 -0.026  -1.041 -0.084  -1.030 -0.134  -0.933 -0.171  -0.837 -0.213  -0.735 -0.235  -0.642 -0.282  -0.550 -0.332  -0.474 -0.402  -0.398 -0.473  -0.299 -0.508  -0.200 -0.542  -0.103 -0.579  -0.016 -0.637  0.071 -0.695  0.158 -0.754  0.244 -0.813  0.330 -0.872  0.412 -0.937  0.487 -1.009  0.564 -1.080  0.641 -1.151  0.718 -1.222  0.795 -1.292  0.853 -1.377  0.854 -1.276
