1d#app#app13#app1324/.  0.297 -1.787  0.297 -1.704  0.297 -1.622  0.297 -1.540  0.297 -1.458  0.297 -1.375  0.297 -1.293  0.297 -1.211  0.297 -1.128  0.297 -1.046  0.297 -0.964  0.297 -0.882  0.297 -0.799  0.297 -0.717  0.297 -0.635  0.297 -0.553  0.297 -0.470  0.297 -0.388  0.297 -0.306  0.245 -0.245  0.187 -0.187  0.129 -0.129  0.071 -0.071  0.012 -0.012  -0.046 0.046  -0.104 0.104  -0.162 0.162  -0.220 0.220  -0.278 0.279  -0.337 0.337  -0.395 0.395  -0.447 0.455  -0.447 0.538  -0.447 0.620  -0.447 0.702  -0.447 0.785  -0.447 0.867  -0.447 0.949  -0.447 1.031  -0.447 1.114  -0.443 1.192  -0.361 1.192  -0.278 1.192  -0.196 1.192  -0.114 1.192  -0.032 1.192  0.051 1.192  0.133 1.192  0.215 1.192  0.297 1.192
3#art#art03trn/.  1.698 0.000  1.629 0.000  1.559 0.000  1.490 0.000  1.420 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.144 0.000  1.074 0.000  1.005 0.000  0.935 0.000  0.866 0.000  0.797 0.000  0.727 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.451 0.000  0.381 0.000  0.312 0.000  0.242 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.242 0.000  -0.312 0.000  -0.381 0.000  -0.451 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.727 0.000  -0.797 0.000  -0.866 0.000  -0.935 0.000  -1.005 0.000  -1.074 0.000  -1.144 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.420 0.000  -1.490 0.000  -1.559 0.000  -1.629 0.000  -1.698 0.000
2#app#app07#app0791/.  -0.942 -1.683  -0.942 -1.560  -0.942 -1.436  -0.942 -1.313  -0.942 -1.189  -0.942 -1.065  -0.942 -0.942  -0.942 -0.818  -0.942 -0.695  -0.942 -0.571  -0.942 -0.448  -0.942 -0.324  -0.942 -0.201  -0.849 -0.170  -0.726 -0.170  -0.602 -0.170  -0.479 -0.170  -0.355 -0.170  -0.232 -0.170  -0.108 -0.170  0.015 -0.170  0.139 -0.170  0.263 -0.170  0.386 -0.170  0.510 -0.170  0.571 -0.108  0.571 0.015  0.571 0.139  0.571 0.262  0.571 0.386  0.571 0.510  0.571 0.633  0.571 0.757  0.571 0.880  0.571 1.004  0.571 1.127  0.571 1.251  0.571 1.313  0.571 1.189  0.571 1.065  0.571 0.942  0.571 0.818  0.571 0.695  0.571 0.571  0.571 0.448  0.571 0.324  0.571 0.201  0.571 0.077  0.571 -0.046  0.571 -0.170
1d#apb#apb31#app3165/.  1.519 0.759  1.457 0.728  1.395 0.697  1.333 0.666  1.271 0.635  1.209 0.604  1.147 0.573  1.085 0.542  1.023 0.511  0.961 0.480  0.899 0.449  0.837 0.418  0.775 0.387  0.713 0.356  0.651 0.325  0.589 0.294  0.527 0.263  0.465 0.232  0.403 0.201  0.341 0.170  0.279 0.139  0.217 0.108  0.155 0.077  0.093 0.047  0.031 0.015  -0.031 -0.015  -0.093 -0.047  -0.155 -0.077  -0.217 -0.108  -0.279 -0.139  -0.341 -0.170  -0.403 -0.201  -0.465 -0.232  -0.527 -0.263  -0.589 -0.294  -0.651 -0.325  -0.713 -0.356  -0.775 -0.387  -0.837 -0.418  -0.899 -0.449  -0.961 -0.480  -1.023 -0.511  -1.085 -0.542  -1.147 -0.573  -1.209 -0.604  -1.271 -0.635  -1.333 -0.666  -1.395 -0.697  -1.457 -0.728  -1.519 -0.759
1d#apb#apb31#app3165/.  1.123 1.314  1.066 1.265  1.010 1.217  0.954 1.168  0.898 1.119  0.841 1.071  0.785 1.022  0.729 0.973  0.673 0.924  0.617 0.876  0.560 0.827  0.504 0.778  0.448 0.729  0.392 0.681  0.335 0.632  0.279 0.583  0.223 0.535  0.167 0.486  0.111 0.437  0.054 0.388  -0.002 0.340  -0.058 0.291  -0.105 0.234  -0.148 0.173  -0.190 0.112  -0.233 0.051  -0.276 -0.010  -0.318 -0.071  -0.361 -0.132  -0.404 -0.193  -0.446 -0.254  -0.489 -0.315  -0.532 -0.376  -0.574 -0.437  -0.617 -0.498  -0.621 -0.565  -0.599 -0.636  -0.577 -0.707  -0.555 -0.778  -0.533 -0.849  -0.512 -0.920  -0.490 -0.991  -0.468 -1.063  -0.446 -1.134  -0.424 -1.205  -0.402 -1.276  -0.380 -1.347  -0.358 -1.418  -0.337 -1.489  -0.315 -1.560
1d#apb#apb31#app3165/.  0.759 1.498  0.709 1.449  0.660 1.399  0.611 1.350  0.561 1.301  0.512 1.251  0.464 1.201  0.435 1.138  0.406 1.075  0.376 1.011  0.347 0.948  0.318 0.885  0.289 0.821  0.260 0.758  0.230 0.695  0.201 0.631  0.172 0.568  0.143 0.505  0.113 0.441  0.084 0.378  0.055 0.315  0.026 0.251  -0.003 0.188  -0.033 0.125  -0.062 0.061  -0.091 -0.002  -0.120 -0.065  -0.137 -0.133  -0.154 -0.201  -0.170 -0.268  -0.187 -0.336  -0.204 -0.404  -0.221 -0.471  -0.238 -0.539  -0.255 -0.607  -0.272 -0.674  -0.289 -0.742  -0.306 -0.810  -0.323 -0.877  -0.340 -0.945  -0.356 -1.013  -0.373 -1.080  -0.390 -1.148  -0.407 -1.215  -0.424 -1.283  -0.441 -1.351  -0.458 -1.418  -0.475 -1.486  -0.492 -1.554  -0.509 -1.621
1d#app#app13#app1351/.  1.698 0.000  1.628 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.936 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.243 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.243 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.936 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.628 0.000  -1.698 0.000
3#apb#apb05#app0577/.  -1.491 -0.638  -1.416 -0.638  -1.342 -0.638  -1.267 -0.638  -1.192 -0.638  -1.117 -0.638  -1.042 -0.638  -0.968 -0.638  -0.893 -0.638  -0.818 -0.638  -0.743 -0.638  -0.668 -0.638  -0.594 -0.638  -0.519 -0.638  -0.444 -0.638  -0.369 -0.638  -0.294 -0.638  -0.220 -0.638  -0.162 -0.606  -0.120 -0.544  -0.079 -0.481  -0.038 -0.419  0.004 -0.357  0.045 -0.295  0.087 -0.232  0.128 -0.170  0.170 -0.108  0.211 -0.046  0.253 0.017  0.294 0.079  0.336 0.141  0.377 0.203  0.419 0.266  0.460 0.328  0.502 0.390  0.543 0.452  0.585 0.514  0.626 0.577  0.668 0.639  0.709 0.701  0.751 0.763  0.792 0.826  0.834 0.888  0.875 0.950  0.917 1.012  0.958 1.075  1.000 1.137  1.041 1.199  1.083 1.261  1.124 1.324
2#apa#apa15#app1594/.  1.698 0.000  1.629 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.935 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.242 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.242 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.935 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.629 0.000  -1.698 0.000
1d#app#app12#app1247/.  -1.698 0.000  -1.628 0.000  -1.559 0.000  -1.490 0.000  -1.421 0.000  -1.351 0.000  -1.282 0.000  -1.213 0.000  -1.143 0.000  -1.074 0.000  -1.005 0.000  -0.936 0.000  -0.866 0.000  -0.797 0.000  -0.728 0.000  -0.658 0.000  -0.589 0.000  -0.520 0.000  -0.450 0.000  -0.381 0.000  -0.312 0.000  -0.243 0.000  -0.173 0.000  -0.104 0.000  -0.035 0.000  0.035 0.000  0.104 0.000  0.173 0.000  0.243 0.000  0.312 0.000  0.381 0.000  0.450 0.000  0.520 0.000  0.589 0.000  0.658 0.000  0.728 0.000  0.797 0.000  0.866 0.000  0.936 0.000  1.005 0.000  1.074 0.000  1.143 0.000  1.213 0.000  1.282 0.000  1.351 0.000  1.421 0.000  1.490 0.000  1.559 0.000  1.628 0.000  1.698 0.000
3#app#app14#app1481/.  -1.156 -1.214  -1.077 -1.214  -0.999 -1.214  -0.921 -1.214  -0.860 -1.173  -0.804 -1.117  -0.749 -1.062  -0.693 -1.007  -0.638 -0.951  -0.583 -0.896  -0.527 -0.840  -0.472 -0.785  -0.416 -0.730  -0.392 -0.662  -0.392 -0.583  -0.392 -0.505  -0.375 -0.433  -0.320 -0.378  -0.264 -0.323  -0.209 -0.267  -0.153 -0.212  -0.137 -0.140  -0.137 -0.062  -0.137 0.016  -0.137 0.095  -0.137 0.173  -0.137 0.251  -0.126 0.325  -0.070 0.381  -0.015 0.436  0.040 0.491  0.096 0.547  0.151 0.602  0.207 0.657  0.262 0.713  0.317 0.768  0.373 0.823  0.451 0.823  0.530 0.823  0.608 0.823  0.686 0.823  0.765 0.823  0.843 0.823  0.921 0.823  1.000 0.823  1.078 0.823  1.156 0.823  1.235 0.823  1.313 0.823  1.391 0.823
1d#apa#apa00#app0040/.  0.526 -1.579  0.526 -1.403  0.526 -1.228  0.526 -1.052  0.526 -0.877  0.526 -0.702  0.526 -0.526  0.526 -0.351  0.526 -0.175  0.526 -0.000  0.526 0.175  0.526 0.351  0.526 0.526  0.395 0.570  0.219 0.570  0.044 0.570  -0.132 0.570  -0.307 0.570  -0.482 0.570  -0.658 0.570  -0.833 0.570  -1.009 0.570  -1.184 0.570  -1.359 0.570  -1.535 0.570  -1.535 0.570  -1.359 0.570  -1.184 0.570  -1.009 0.570  -0.833 0.570  -0.658 0.570  -0.482 0.570  -0.307 0.570  -0.132 0.570  0.044 0.570  0.219 0.570  0.395 0.570  0.526 0.526  0.526 0.351  0.526 0.175  0.526 -0.000  0.526 -0.175  0.526 -0.351  0.526 -0.526  0.526 -0.702  0.526 -0.877  0.526 -1.052  0.526 -1.228  0.526 -1.403  0.526 -1.579
3#apa#apa01#app0156/.  -0.832 -0.573  -0.640 -0.573  -0.447 -0.573  -0.254 -0.573  -0.062 -0.573  0.131 -0.573  0.324 -0.573  0.517 -0.573  0.709 -0.573  0.902 -0.573  1.095 -0.573  1.287 -0.573  1.133 -0.573  0.941 -0.573  0.748 -0.573  0.555 -0.573  0.363 -0.573  0.170 -0.573  -0.023 -0.573  -0.215 -0.573  -0.408 -0.573  -0.601 -0.573  -0.794 -0.573  -0.832 -0.419  -0.832 -0.226  -0.832 -0.034  -0.832 0.159  -0.832 0.352  -0.832 0.545  -0.832 0.737  -0.832 0.930  -0.832 1.123  -0.832 1.315  -0.832 1.508  -0.737 1.471  -0.601 1.335  -0.465 1.199  -0.328 1.062  -0.192 0.926  -0.056 0.790  0.080 0.653  0.217 0.517  0.353 0.381  0.489 0.245  0.625 0.108  0.762 -0.028  0.898 -0.164  1.034 -0.300  1.170 -0.437  1.307 -0.573
2#ced#mwbk4038_s_1l/.  -0.021 0.422  -0.170 0.372  -0.320 0.322  -0.469 0.273  -0.408 0.384  -0.320 0.515  -0.233 0.646  -0.121 0.732  0.036 0.732  0.194 0.732  0.348 0.752  0.498 0.801  0.647 0.851  0.799 0.887  0.956 0.887  1.114 0.887  1.219 0.834  1.219 0.677  1.219 0.519  1.186 0.372  1.098 0.241  1.011 0.110  0.923 -0.022  0.836 -0.153  0.749 -0.284  0.661 -0.415  0.561 -0.533  0.430 -0.621  0.299 -0.708  0.168 -0.795  0.029 -0.870  -0.112 -0.941  -0.253 -1.011  -0.394 -1.082  -0.540 -1.128  -0.698 -1.128  -0.856 -1.128  -0.951 -1.065  -0.951 -0.908  -0.951 -0.750  -0.951 -0.592  -0.951 -0.435  -0.951 -0.277  -0.951 -0.120  -0.951 0.038  -0.951 0.195  -0.879 0.315  -0.748 0.402  -0.617 0.490  -0.486 0.577
3#app#app19#app1916/.  0.548 -1.600  0.548 -1.512  0.548 -1.425  0.548 -1.337  0.548 -1.249  0.548 -1.162  0.548 -1.074  0.548 -0.986  0.548 -0.899  0.548 -0.811  0.548 -0.723  0.548 -0.636  0.548 -0.548  0.548 -0.460  0.548 -0.373  0.548 -0.285  0.548 -0.197  0.548 -0.110  0.548 -0.022  0.548 0.066  0.548 0.153  0.548 0.241  0.548 0.329  0.548 0.416  0.548 0.504  0.504 0.548  0.416 0.548  0.329 0.548  0.241 0.548  0.153 0.548  0.066 0.548  -0.022 0.548  -0.110 0.548  -0.197 0.548  -0.285 0.548  -0.373 0.548  -0.460 0.548  -0.548 0.548  -0.636 0.548  -0.723 0.548  -0.811 0.548  -0.899 0.548  -0.986 0.548  -1.074 0.548  -1.161 0.548  -1.249 0.548  -1.337 0.548  -1.425 0.548  -1.512 0.548  -1.600 0.548
2#app#app06#app0634/.  -0.548 -1.600  -0.548 -1.512  -0.548 -1.425  -0.548 -1.337  -0.548 -1.249  -0.548 -1.162  -0.548 -1.074  -0.548 -0.986  -0.548 -0.899  -0.548 -0.811  -0.548 -0.723  -0.548 -0.636  -0.548 -0.548  -0.548 -0.460  -0.548 -0.373  -0.548 -0.285  -0.548 -0.197  -0.548 -0.110  -0.548 -0.022  -0.548 0.066  -0.548 0.153  -0.548 0.241  -0.548 0.329  -0.548 0.416  -0.548 0.504  -0.504 0.548  -0.416 0.548  -0.329 0.548  -0.241 0.548  -0.153 0.548  -0.066 0.548  0.022 0.548  0.110 0.548  0.197 0.548  0.285 0.548  0.373 0.548  0.460 0.548  0.548 0.548  0.636 0.548  0.723 0.548  0.811 0.548  0.899 0.548  0.986 0.548  1.074 0.548  1.161 0.548  1.249 0.548  1.337 0.548  1.425 0.548  1.512 0.548  1.600 0.548
1d#app#app07#app0790/.  1.281 -0.322  1.281 -0.223  1.281 -0.124  1.281 -0.025  1.281 0.074  1.281 0.174  1.281 0.273  1.281 0.372  1.281 0.471  1.199 0.488  1.099 0.488  1.000 0.488  0.901 0.488  0.802 0.488  0.703 0.488  0.603 0.488  0.504 0.488  0.405 0.488  0.306 0.488  0.207 0.488  0.107 0.488  0.008 0.488  -0.091 0.488  -0.190 0.488  -0.289 0.488  -0.339 0.438  -0.339 0.339  -0.339 0.240  -0.339 0.141  -0.339 0.041  -0.339 -0.058  -0.339 -0.157  -0.339 -0.256  -0.372 -0.322  -0.471 -0.322  -0.570 -0.322  -0.670 -0.322  -0.769 -0.322  -0.868 -0.322  -0.967 -0.322  -1.066 -0.322  -1.149 -0.339  -1.149 -0.438  -1.149 -0.537  -1.149 -0.637  -1.149 -0.736  -1.149 -0.835  -1.149 -0.934  -1.149 -1.033  -1.149 -1.133
2#tos#t1#t1020062/.  0.126 1.866  0.126 1.781  0.126 1.697  0.126 1.613  0.126 1.528  0.126 1.444  0.126 1.360  0.126 1.275  0.126 1.191  0.126 1.107  0.126 1.022  0.126 0.938  0.126 0.854  0.126 0.769  0.126 0.685  0.126 0.601  0.126 0.516  0.126 0.432  0.126 0.348  0.126 0.264  0.126 0.179  0.126 0.095  0.126 0.011  0.126 -0.074  0.126 -0.158  0.126 -0.242  0.126 -0.327  0.126 -0.411  0.126 -0.495  0.126 -0.580  0.126 -0.664  0.095 -0.717  0.011 -0.717  -0.074 -0.717  -0.158 -0.717  -0.242 -0.717  -0.327 -0.717  -0.390 -0.738  -0.390 -0.822  -0.390 -0.906  -0.390 -0.991  -0.390 -1.075  -0.390 -1.159  -0.379 -1.233  -0.295 -1.233  -0.211 -1.233  -0.126 -1.233  -0.042 -1.233  0.042 -1.233  0.126 -1.233
1d#ced#snsn5548_s_j5/.  0.816 -1.846  0.967 -1.695  0.952 -1.543  0.816 -1.386  0.816 -1.172  0.816 -0.959  0.816 -0.745  0.816 -0.531  0.602 -0.531  0.596 -0.323  0.596 -0.109  0.399 -0.093  0.377 0.099  0.191 0.127  0.030 0.254  -0.061 0.430  -0.117 0.621  -0.268 0.772  -0.477 0.784  -0.691 0.784  -0.904 0.784  -0.938 0.604  -0.938 0.390  -0.938 0.176  -0.938 -0.037  -0.825 -0.205  -0.656 -0.312  -0.459 -0.352  -0.308 -0.503  -0.106 -0.531  -0.061 -0.700  0.055 -0.634  0.225 -0.531  0.377 -0.469  0.434 -0.312  0.596 -0.261  0.596 -0.047  0.596 0.167  0.572 0.370  0.421 0.522  0.377 0.717  0.230 0.784  0.032 0.847  -0.160 0.943  -0.359 1.003  -0.573 1.003  -0.787 1.003  -0.994 0.975  -1.185 0.880  -1.376 0.784
1d#ced#snsn5548_s_j5/.  -0.707 -1.658  -0.546 -1.496  -0.444 -1.310  -0.444 -1.082  -0.430 -0.868  -0.201 -0.868  -0.180 -0.660  -0.180 -0.432  -0.180 -0.204  -0.253 -0.005  -0.414 0.156  -0.444 0.372  -0.444 0.600  -0.361 0.630  -0.200 0.468  0.021 0.449  0.249 0.449  0.477 0.449  0.706 0.449  0.916 0.406  1.077 0.244  1.136 0.331  1.246 0.449  1.475 0.449  1.663 0.489  1.658 0.712  1.430 0.712  1.201 0.712  0.973 0.712  0.745 0.712  0.516 0.712  0.288 0.712  0.060 0.712  -0.169 0.712  -0.334 0.559  -0.444 0.376  -0.481 0.185  -0.707 0.183  -0.707 -0.045  -0.846 -0.216  -0.970 -0.393  -0.970 -0.621  -0.970 -0.850  -0.760 -0.868  -0.532 -0.868  -0.444 -0.728  -0.444 -0.500  -0.444 -0.271  -0.479 -0.078  -0.707 -0.078
1d#ced#snsn5548_s_j5/.  -1.430 -1.452  -1.305 -1.441  -1.282 -1.328  -1.181 -1.293  -1.181 -1.157  -1.140 -1.038  -1.044 -0.942  -0.948 -0.846  -0.881 -0.728  -0.820 -0.606  -0.807 -0.473  -0.723 -0.372  -0.683 -0.253  -0.619 -0.143  -0.558 -0.032  -0.558 0.104  -0.558 0.240  -0.473 0.291  -0.434 0.388  -0.325 0.415  -0.309 0.535  -0.302 0.415  -0.166 0.415  -0.060 0.385  -0.019 0.291  0.064 0.237  0.129 0.166  0.265 0.166  0.401 0.166  0.537 0.166  0.641 0.245  0.687 0.362  0.769 0.415  0.811 0.509  0.811 0.645  0.811 0.782  0.811 0.909  0.795 0.789  0.687 0.761  0.687 0.625  0.722 0.504  0.811 0.404  0.811 0.268  0.835 0.142  0.931 0.046  1.027 -0.050  1.060 0.007  0.959 0.042  0.936 0.155  0.811 0.166
2#cea#Kaeslingk/.  -0.478 1.653  -0.418 1.526  -0.359 1.399  -0.299 1.272  -0.239 1.145  -0.179 1.018  -0.119 0.891  -0.059 0.764  0.001 0.638  0.061 0.511  0.120 0.384  0.180 0.257  0.240 0.130  0.300 0.003  0.360 -0.124  0.420 -0.251  0.480 -0.378  0.540 -0.505  0.599 -0.632  0.659 -0.759  0.719 -0.886  0.652 -0.969  0.570 -1.081  0.467 -1.172  0.372 -1.269  0.309 -1.395  0.215 -1.498  0.154 -1.504  0.154 -1.364  0.154 -1.224  0.154 -1.083  0.144 -0.945  0.097 -0.812  0.050 -0.680  0.004 -0.548  -0.043 -0.415  -0.090 -0.283  -0.137 -0.151  -0.189 -0.021  -0.242 0.109  -0.295 0.239  -0.348 0.370  -0.401 0.500  -0.453 0.630  -0.506 0.760  -0.559 0.890  -0.612 1.020  -0.665 1.150  -0.717 1.280  -0.770 1.410
2#cea#Kaeslingk/.  -0.656 0.641  -0.715 0.761  -0.630 0.776  -0.511 0.716  -0.467 0.591  -0.420 0.466  -0.361 0.346  -0.301 0.227  -0.249 0.104  -0.199 -0.020  -0.150 -0.144  -0.106 -0.270  -0.064 -0.397  -0.022 -0.524  0.014 -0.652  0.036 -0.784  0.058 -0.915  0.080 -1.047  0.081 -1.181  0.081 -1.314  0.081 -1.448  0.081 -1.581  0.081 -1.570  0.081 -1.437  0.081 -1.303  0.081 -1.170  0.110 -1.041  0.152 -0.914  0.194 -0.788  0.230 -0.660  0.240 -0.526  0.249 -0.393  0.259 -0.260  0.268 -0.127  0.278 0.006  0.287 0.140  0.297 0.273  0.289 0.405  0.259 0.535  0.230 0.665  0.200 0.795  0.171 0.926  0.141 1.056  0.111 1.186  0.082 1.316  0.052 1.447  0.023 1.577  -0.007 1.707  -0.037 1.837  -0.066 1.968
2#cea#Kaeslingk/.  0.664 -1.113  0.590 -1.115  0.538 -1.168  0.486 -1.220  0.427 -1.256  0.355 -1.268  0.289 -1.301  0.235 -1.314  0.235 -1.240  0.235 -1.166  0.235 -1.092  0.235 -1.018  0.235 -0.944  0.235 -0.870  0.227 -0.796  0.209 -0.724  0.191 -0.653  0.173 -0.581  0.155 -0.509  0.137 -0.437  0.119 -0.365  0.101 -0.293  0.083 -0.221  0.065 -0.149  0.047 -0.077  0.029 -0.005  0.008 0.066  -0.016 0.136  -0.041 0.206  -0.065 0.276  -0.089 0.346  -0.114 0.416  -0.138 0.486  -0.162 0.556  -0.187 0.626  -0.211 0.696  -0.235 0.766  -0.260 0.836  -0.284 0.906  -0.308 0.976  -0.333 1.046  -0.357 1.116  -0.382 1.186  -0.406 1.256  -0.430 1.326  -0.455 1.396  -0.479 1.466  -0.503 1.536  -0.528 1.606  -0.552 1.676
2#cea#Kaeslingk/.  1.234 -0.701  1.171 -0.743  1.108 -0.785  1.046 -0.827  0.978 -0.858  0.905 -0.877  0.832 -0.895  0.758 -0.913  0.684 -0.925  0.609 -0.925  0.533 -0.925  0.458 -0.925  0.382 -0.925  0.340 -0.891  0.329 -0.818  0.305 -0.746  0.281 -0.674  0.253 -0.605  0.216 -0.539  0.180 -0.473  0.143 -0.407  0.106 -0.341  0.070 -0.274  0.033 -0.208  -0.004 -0.142  -0.040 -0.076  -0.077 -0.010  -0.114 0.055  -0.155 0.119  -0.195 0.183  -0.235 0.247  -0.276 0.311  -0.316 0.375  -0.356 0.438  -0.397 0.502  -0.437 0.566  -0.477 0.630  -0.518 0.694  -0.558 0.758  -0.598 0.822  -0.639 0.885  -0.679 0.949  -0.719 1.013  -0.760 1.077  -0.800 1.141  -0.840 1.205  -0.881 1.269  -0.921 1.332  -0.961 1.396  -1.002 1.460
1d#app#app06#app0653/.  1.076 1.381  1.076 1.271  1.076 1.161  1.076 1.051  1.076 0.942  1.076 0.832  1.076 0.722  1.076 0.612  1.076 0.503  1.076 0.393  1.054 0.305  0.944 0.305  0.834 0.305  0.724 0.305  0.615 0.305  0.505 0.305  0.395 0.305  0.285 0.305  0.176 0.305  0.066 0.305  0.000 0.261  0.000 0.151  0.000 0.042  0.000 -0.068  0.000 -0.178  0.000 -0.288  0.000 -0.397  0.000 -0.507  0.000 -0.617  0.000 -0.727  -0.066 -0.770  -0.176 -0.770  -0.285 -0.770  -0.395 -0.770  -0.505 -0.770  -0.615 -0.770  -0.724 -0.770  -0.834 -0.770  -0.944 -0.770  -1.054 -0.770  -1.076 -0.683  -1.076 -0.573  -1.076 -0.463  -1.076 -0.353  -1.076 -0.244  -1.076 -0.134  -1.076 -0.024  -1.076 0.086  -1.076 0.195  -1.076 0.305
3#apa#apa14#app1401/.  0.000 1.698  0.000 1.628  0.000 1.559  0.000 1.490  0.000 1.421  0.000 1.351  0.000 1.282  0.000 1.213  0.000 1.143  0.000 1.074  0.000 1.005  0.000 0.936  0.000 0.866  0.000 0.797  0.000 0.728  0.000 0.658  0.000 0.589  0.000 0.520  0.000 0.450  0.000 0.381  0.000 0.312  0.000 0.243  0.000 0.173  0.000 0.104  0.000 0.035  0.000 -0.035  0.000 -0.104  0.000 -0.173  0.000 -0.243  0.000 -0.312  0.000 -0.381  0.000 -0.450  0.000 -0.520  0.000 -0.589  0.000 -0.658  0.000 -0.728  0.000 -0.797  0.000 -0.866  0.000 -0.936  0.000 -1.005  0.000 -1.074  0.000 -1.143  0.000 -1.213  0.000 -1.282  0.000 -1.351  0.000 -1.421  0.000 -1.490  0.000 -1.559  0.000 -1.628  0.000 -1.698
3#apa#apa10#app1033/.  0.000 -1.698  0.000 -1.628  0.000 -1.559  0.000 -1.490  0.000 -1.421  0.000 -1.351  0.000 -1.282  0.000 -1.213  0.000 -1.143  0.000 -1.074  0.000 -1.005  0.000 -0.936  0.000 -0.866  0.000 -0.797  0.000 -0.728  0.000 -0.658  0.000 -0.589  0.000 -0.520  0.000 -0.450  0.000 -0.381  0.000 -0.312  0.000 -0.243  0.000 -0.173  0.000 -0.104  0.000 -0.035  0.000 0.035  0.000 0.104  0.000 0.173  0.000 0.243  0.000 0.312  0.000 0.381  0.000 0.450  0.000 0.520  0.000 0.589  0.000 0.658  0.000 0.728  0.000 0.797  0.000 0.866  0.000 0.936  0.000 1.005  0.000 1.074  0.000 1.143  0.000 1.213  0.000 1.282  0.000 1.351  0.000 1.421  0.000 1.490  0.000 1.559  0.000 1.628  0.000 1.698
3#apb#apb08#app0888/.  0.615 1.191  0.491 1.191  0.368 1.191  0.244 1.191  0.135 1.138  0.029 1.074  -0.077 1.011  -0.155 0.918  -0.224 0.815  -0.293 0.712  -0.361 0.609  -0.430 0.506  -0.498 0.403  -0.567 0.300  -0.635 0.196  -0.695 0.088  -0.755 -0.020  -0.815 -0.128  -0.875 -0.236  -0.935 -0.345  -0.953 -0.464  -0.953 -0.587  -0.953 -0.711  -0.953 -0.835  -0.953 -0.958  -0.836 -0.965  -0.712 -0.965  -0.589 -0.965  -0.465 -0.965  -0.351 -0.925  -0.240 -0.870  -0.129 -0.815  -0.019 -0.759  0.092 -0.704  0.203 -0.649  0.298 -0.571  0.390 -0.488  0.482 -0.405  0.574 -0.323  0.666 -0.240  0.758 -0.157  0.850 -0.074  0.927 0.021  0.999 0.122  1.071 0.223  1.143 0.323  1.224 0.407  1.334 0.421  1.327 0.538  1.203 0.538
3#app#app31#app3196/.  1.698 0.000  1.628 0.000  1.559 0.000  1.490 0.000  1.421 0.000  1.351 0.000  1.282 0.000  1.213 0.000  1.143 0.000  1.074 0.000  1.005 0.000  0.936 0.000  0.866 0.000  0.797 0.000  0.728 0.000  0.658 0.000  0.589 0.000  0.520 0.000  0.450 0.000  0.381 0.000  0.312 0.000  0.243 0.000  0.173 0.000  0.104 0.000  0.035 0.000  -0.035 0.000  -0.104 0.000  -0.173 0.000  -0.243 0.000  -0.312 0.000  -0.381 0.000  -0.450 0.000  -0.520 0.000  -0.589 0.000  -0.658 0.000  -0.728 0.000  -0.797 0.000  -0.866 0.000  -0.936 0.000  -1.005 0.000  -1.074 0.000  -1.143 0.000  -1.213 0.000  -1.282 0.000  -1.351 0.000  -1.421 0.000  -1.490 0.000  -1.559 0.000  -1.628 0.000  -1.698 0.000
