2#app#app25#app2545/j  0.633 0.672  0.633 0.517  0.633 0.362  0.633 0.208  0.491 0.195  0.474 0.057  0.474 -0.098  0.345 -0.123  0.315 -0.248  0.229 -0.367  0.156 -0.491  0.156 -0.646  0.114 -0.759  -0.003 -0.796  -0.036 -0.918  -0.162 -0.947  -0.187 -1.077  -0.342 -1.077  -0.496 -1.077  -0.639 -1.065  -0.647 -0.918  -0.798 -0.915  -0.798 -0.760  -0.798 -0.606  -0.947 -0.600  -0.957 -0.455  -1.098 -0.441  -0.980 -0.441  -0.825 -0.441  -0.670 -0.441  -0.639 -0.318  -0.520 -0.282  -0.365 -0.282  -0.263 -0.188  -0.182 -0.056  -0.101 0.075  -0.020 0.207  0.061 0.339  0.142 0.471  0.223 0.602  0.304 0.734  0.385 0.866  0.466 0.998  0.547 1.129  0.628 1.261  0.710 1.393  0.791 1.525  0.872 1.656  0.955 1.784  1.109 1.784
1c#gmd#kast/j  0.115 1.831  0.174 1.768  0.179 1.681  0.184 1.593  0.189 1.506  0.194 1.418  0.199 1.331  0.205 1.243  0.210 1.156  0.215 1.068  0.220 0.981  0.225 0.893  0.230 0.806  0.232 0.718  0.232 0.630  0.232 0.543  0.238 0.456  0.259 0.371  0.281 0.286  0.291 0.199  0.291 0.112  0.260 0.037  0.232 -0.039  0.232 -0.127  0.232 -0.215  0.232 -0.302  0.232 -0.390  0.232 -0.478  0.232 -0.565  0.199 -0.645  0.173 -0.727  0.173 -0.814  0.113 -0.877  0.073 -0.956  0.022 -1.025  -0.003 -1.102  -0.085 -1.108  -0.172 -1.108  -0.260 -1.108  -0.348 -1.108  -0.412 -1.052  -0.490 -1.012  -0.573 -0.991  -0.622 -0.929  -0.661 -0.850  -0.700 -0.772  -0.716 -0.689  -0.761 -0.625  -0.721 -0.546  -0.709 -0.462
1c#gmd#kast/j  0.018 1.752  0.075 1.696  0.085 1.619  0.121 1.547  0.134 1.470  0.134 1.390  0.134 1.311  0.153 1.234  0.178 1.158  0.192 1.080  0.192 1.000  0.192 0.920  0.192 0.840  0.192 0.760  0.192 0.681  0.192 0.601  0.216 0.525  0.241 0.449  0.249 0.370  0.249 0.290  0.249 0.210  0.248 0.131  0.229 0.053  0.210 -0.024  0.192 -0.102  0.192 -0.182  0.192 -0.262  0.192 -0.342  0.192 -0.422  0.191 -0.502  0.156 -0.573  0.134 -0.648  0.134 -0.728  0.100 -0.800  0.064 -0.871  0.029 -0.943  0.018 -1.020  -0.054 -1.036  -0.114 -1.088  -0.186 -1.124  -0.262 -1.137  -0.342 -1.137  -0.422 -1.137  -0.485 -1.096  -0.558 -1.079  -0.636 -1.070  -0.707 -1.035  -0.756 -0.976  -0.790 -0.905  -0.733 -0.848
1c#gmd#kast/j  0.173 1.805  0.173 1.724  0.173 1.644  0.173 1.564  0.173 1.484  0.173 1.404  0.173 1.324  0.173 1.244  0.173 1.164  0.173 1.084  0.173 1.003  0.173 0.923  0.173 0.843  0.173 0.763  0.173 0.683  0.173 0.603  0.173 0.523  0.173 0.443  0.173 0.362  0.173 0.282  0.173 0.202  0.173 0.122  0.169 0.043  0.133 -0.029  0.120 -0.106  0.120 -0.186  0.120 -0.266  0.120 -0.346  0.120 -0.426  0.120 -0.506  0.120 -0.586  0.120 -0.667  0.120 -0.747  0.108 -0.824  0.072 -0.896  0.056 -0.970  0.013 -1.033  -0.019 -1.099  -0.076 -1.156  -0.149 -1.173  -0.229 -1.173  -0.309 -1.173  -0.386 -1.159  -0.458 -1.123  -0.530 -1.088  -0.595 -1.043  -0.642 -0.979  -0.678 -0.908  -0.678 -0.828  -0.678 -0.748
1c#gmd#kast/j  -0.043 1.746  0.014 1.689  0.020 1.612  0.037 1.539  0.084 1.478  0.093 1.400  0.119 1.324  0.144 1.248  0.147 1.168  0.147 1.088  0.147 1.008  0.165 0.931  0.191 0.855  0.210 0.778  0.210 0.698  0.210 0.618  0.210 0.537  0.210 0.457  0.210 0.377  0.210 0.297  0.210 0.217  0.210 0.137  0.210 0.057  0.210 -0.023  0.210 -0.103  0.210 -0.183  0.190 -0.259  0.154 -0.330  0.147 -0.409  0.147 -0.489  0.147 -0.569  0.147 -0.649  0.147 -0.729  0.147 -0.809  0.121 -0.878  0.084 -0.943  0.052 -1.010  -0.004 -1.067  -0.068 -1.106  -0.144 -1.124  -0.216 -1.160  -0.294 -1.169  -0.366 -1.135  -0.439 -1.106  -0.519 -1.106  -0.585 -1.071  -0.653 -1.042  -0.717 -1.003  -0.740 -0.932  -0.740 -0.852
1c#gmd#kast/j  0.056 1.643  0.066 1.701  0.123 1.644  0.123 1.563  0.123 1.483  0.123 1.402  0.140 1.324  0.166 1.247  0.190 1.170  0.190 1.090  0.190 1.009  0.190 0.928  0.190 0.847  0.190 0.766  0.190 0.686  0.190 0.605  0.190 0.524  0.190 0.443  0.190 0.363  0.190 0.282  0.198 0.202  0.218 0.124  0.237 0.045  0.257 -0.033  0.233 -0.110  0.207 -0.186  0.190 -0.264  0.190 -0.345  0.190 -0.426  0.190 -0.507  0.186 -0.587  0.160 -0.663  0.135 -0.740  0.123 -0.819  0.097 -0.894  0.061 -0.966  0.007 -1.025  -0.050 -1.082  -0.119 -1.111  -0.194 -1.135  -0.266 -1.171  -0.342 -1.157  -0.419 -1.132  -0.496 -1.111  -0.569 -1.091  -0.626 -1.034  -0.683 -0.976  -0.728 -0.909  -0.773 -0.842  -0.817 -0.775
1c#gmd#kast/j  -0.050 1.654  -0.038 1.705  0.013 1.647  0.013 1.567  0.013 1.488  0.013 1.409  0.013 1.330  0.018 1.252  0.034 1.174  0.049 1.097  0.065 1.019  0.075 0.941  0.075 0.862  0.087 0.784  0.102 0.707  0.118 0.629  0.133 0.552  0.137 0.473  0.137 0.394  0.137 0.315  0.137 0.236  0.138 0.157  0.173 0.087  0.200 0.014  0.200 -0.065  0.200 -0.144  0.200 -0.223  0.200 -0.302  0.200 -0.381  0.200 -0.460  0.200 -0.539  0.200 -0.619  0.200 -0.698  0.180 -0.773  0.155 -0.848  0.137 -0.925  0.109 -0.992  0.061 -1.054  0.026 -1.124  -0.031 -1.173  -0.102 -1.208  -0.180 -1.214  -0.259 -1.214  -0.336 -1.201  -0.411 -1.176  -0.486 -1.151  -0.542 -1.096  -0.598 -1.040  -0.638 -0.973  -0.673 -0.902
1c#gmd#kast/j  0.047 1.518  0.047 1.593  -0.000 1.602  -0.028 1.538  -0.047 1.470  -0.047 1.395  -0.047 1.320  -0.019 1.256  -0.000 1.189  -0.000 1.113  0.002 1.038  0.017 0.964  0.032 0.890  0.046 0.816  0.047 0.741  0.047 0.666  0.047 0.590  0.067 0.518  0.091 0.447  0.093 0.372  0.093 0.297  0.093 0.221  0.093 0.146  0.093 0.071  0.093 -0.005  0.095 -0.080  0.119 -0.151  0.140 -0.223  0.140 -0.298  0.140 -0.374  0.140 -0.449  0.136 -0.524  0.124 -0.598  0.111 -0.673  0.099 -0.747  0.093 -0.822  0.089 -0.897  0.074 -0.971  0.059 -1.044  0.043 -1.118  0.019 -1.189  -0.010 -1.257  -0.063 -1.311  -0.126 -1.341  -0.201 -1.337  -0.272 -1.313  -0.344 -1.290  -0.415 -1.266  -0.487 -1.248  -0.563 -1.248
1c#gmd#kast/j  0.427 1.392  0.425 1.471  0.368 1.528  0.295 1.545  0.232 1.502  0.198 1.436  0.198 1.356  0.198 1.276  0.167 1.208  0.122 1.147  0.122 1.067  0.122 0.986  0.122 0.906  0.122 0.826  0.122 0.746  0.122 0.666  0.122 0.585  0.122 0.505  0.122 0.425  0.122 0.345  0.122 0.265  0.122 0.184  0.122 0.104  0.122 0.024  0.122 -0.056  0.122 -0.137  0.122 -0.217  0.118 -0.296  0.082 -0.368  0.047 -0.440  0.045 -0.520  0.045 -0.600  0.041 -0.679  0.006 -0.751  -0.030 -0.823  -0.031 -0.903  -0.031 -0.983  -0.038 -1.060  -0.095 -1.117  -0.151 -1.174  -0.208 -1.230  -0.267 -1.283  -0.346 -1.278  -0.417 -1.242  -0.489 -1.207  -0.546 -1.150  -0.603 -1.093  -0.642 -1.030  -0.623 -0.957  -0.566 -0.901
1c#gmd#kast/j  0.298 1.381  0.361 1.407  0.361 1.497  0.298 1.523  0.256 1.571  0.235 1.503  0.235 1.413  0.194 1.340  0.171 1.260  0.171 1.170  0.171 1.080  0.171 0.991  0.171 0.901  0.171 0.811  0.171 0.722  0.171 0.632  0.178 0.544  0.218 0.464  0.235 0.378  0.179 0.311  0.171 0.225  0.171 0.135  0.171 0.045  0.171 -0.044  0.171 -0.134  0.171 -0.224  0.138 -0.300  0.108 -0.377  0.108 -0.467  0.108 -0.556  0.108 -0.646  0.082 -0.710  0.045 -0.762  0.045 -0.852  0.003 -0.900  -0.019 -0.968  -0.041 -1.048  -0.104 -1.112  -0.168 -1.175  -0.240 -1.216  -0.330 -1.216  -0.420 -1.216  -0.495 -1.183  -0.559 -1.119  -0.622 -1.056  -0.652 -0.979  -0.652 -0.889  -0.652 -0.799  -0.652 -0.710  -0.589 -0.646
1c#gmd#kast/j  0.128 1.619  0.119 1.675  0.063 1.620  0.063 1.542  0.045 1.471  -0.003 1.412  -0.003 1.334  -0.003 1.255  -0.003 1.177  -0.003 1.099  -0.003 1.020  -0.003 0.942  0.014 0.867  0.049 0.797  0.063 0.722  0.063 0.644  0.063 0.565  0.069 0.488  0.094 0.414  0.119 0.340  0.128 0.263  0.128 0.184  0.128 0.106  0.128 0.028  0.128 -0.051  0.163 -0.115  0.193 -0.181  0.193 -0.259  0.193 -0.337  0.193 -0.416  0.193 -0.494  0.193 -0.572  0.193 -0.651  0.193 -0.729  0.141 -0.786  0.128 -0.859  0.095 -0.929  0.059 -0.998  0.003 -1.054  -0.007 -1.127  -0.077 -1.162  -0.144 -1.201  -0.200 -1.256  -0.278 -1.256  -0.357 -1.256  -0.435 -1.256  -0.513 -1.256  -0.526 -1.190  -0.581 -1.134  -0.591 -1.060
1c#gmd#kast/j  0.157 1.760  0.214 1.703  0.230 1.629  0.230 1.548  0.230 1.468  0.230 1.387  0.230 1.307  0.230 1.226  0.230 1.145  0.230 1.065  0.230 0.984  0.230 0.904  0.230 0.823  0.230 0.742  0.230 0.662  0.230 0.581  0.230 0.501  0.230 0.420  0.230 0.339  0.230 0.259  0.230 0.178  0.230 0.098  0.230 0.017  0.230 -0.064  0.230 -0.144  0.230 -0.225  0.230 -0.305  0.221 -0.384  0.196 -0.461  0.170 -0.537  0.157 -0.616  0.157 -0.696  0.132 -0.771  0.096 -0.843  0.036 -0.891  -0.036 -0.927  -0.098 -0.977  -0.155 -1.034  -0.214 -1.086  -0.295 -1.086  -0.375 -1.086  -0.456 -1.086  -0.536 -1.086  -0.617 -1.086  -0.669 -1.040  -0.705 -0.968  -0.769 -0.940  -0.791 -0.883  -0.791 -0.802  -0.791 -0.721
1c#gmd#kast/j  0.209 1.661  0.230 1.692  0.261 1.623  0.214 1.561  0.209 1.481  0.209 1.399  0.209 1.317  0.211 1.236  0.237 1.158  0.261 1.080  0.261 0.998  0.261 0.916  0.261 0.834  0.261 0.752  0.261 0.671  0.261 0.589  0.261 0.507  0.261 0.425  0.234 0.349  0.209 0.273  0.209 0.191  0.209 0.109  0.209 0.028  0.209 -0.054  0.209 -0.136  0.209 -0.218  0.209 -0.300  0.171 -0.367  0.157 -0.442  0.130 -0.513  0.104 -0.584  0.104 -0.666  0.067 -0.733  0.025 -0.802  -0.012 -0.875  -0.049 -0.949  -0.104 -1.008  -0.162 -1.066  -0.220 -1.124  -0.284 -1.167  -0.366 -1.167  -0.440 -1.146  -0.508 -1.114  -0.571 -1.068  -0.650 -1.062  -0.704 -1.016  -0.734 -0.941  -0.734 -0.859  -0.734 -0.777  -0.734 -0.695
1c#gmd#kast/j  0.226 1.634  0.226 1.668  0.178 1.634  0.162 1.564  0.126 1.491  0.111 1.413  0.111 1.332  0.111 1.250  0.111 1.169  0.111 1.087  0.111 1.006  0.111 0.924  0.111 0.843  0.114 0.762  0.139 0.684  0.165 0.607  0.168 0.526  0.168 0.445  0.196 0.369  0.226 0.295  0.226 0.214  0.226 0.132  0.226 0.051  0.226 -0.031  0.226 -0.112  0.226 -0.194  0.226 -0.276  0.226 -0.357  0.226 -0.439  0.226 -0.520  0.205 -0.597  0.169 -0.670  0.168 -0.751  0.147 -0.828  0.111 -0.900  0.094 -0.975  0.036 -1.033  -0.028 -1.074  -0.105 -1.095  -0.178 -1.131  -0.259 -1.131  -0.341 -1.131  -0.419 -1.108  -0.496 -1.083  -0.573 -1.057  -0.651 -1.031  -0.720 -0.992  -0.777 -0.934  -0.811 -0.867  -0.811 -0.785
1c#gmd#kast/j  0.090 1.684  0.146 1.737  0.146 1.654  0.146 1.572  0.146 1.489  0.146 1.406  0.146 1.324  0.146 1.241  0.146 1.158  0.161 1.078  0.187 1.000  0.202 0.919  0.202 0.837  0.202 0.754  0.202 0.671  0.212 0.590  0.238 0.512  0.258 0.432  0.258 0.350  0.258 0.267  0.258 0.184  0.258 0.102  0.258 0.019  0.258 -0.064  0.258 -0.146  0.255 -0.229  0.229 -0.307  0.202 -0.386  0.202 -0.468  0.202 -0.551  0.167 -0.625  0.146 -0.703  0.142 -0.784  0.083 -0.842  0.034 -0.905  0.006 -0.976  -0.053 -1.034  -0.120 -1.081  -0.194 -1.116  -0.268 -1.137  -0.326 -1.148  -0.396 -1.116  -0.479 -1.116  -0.551 -1.091  -0.609 -1.033  -0.668 -0.974  -0.694 -0.903  -0.727 -0.828  -0.750 -0.750  -0.750 -0.668
1c#gmd#kast/j  0.018 1.752  0.075 1.696  0.085 1.619  0.121 1.547  0.134 1.470  0.134 1.390  0.134 1.311  0.153 1.234  0.178 1.158  0.192 1.080  0.192 1.000  0.192 0.920  0.192 0.840  0.192 0.760  0.192 0.681  0.192 0.601  0.216 0.525  0.241 0.449  0.249 0.370  0.249 0.290  0.249 0.210  0.248 0.131  0.229 0.053  0.210 -0.024  0.192 -0.102  0.192 -0.182  0.192 -0.262  0.192 -0.342  0.192 -0.422  0.191 -0.502  0.156 -0.573  0.134 -0.648  0.134 -0.728  0.100 -0.800  0.064 -0.871  0.029 -0.943  0.018 -1.020  -0.054 -1.036  -0.114 -1.088  -0.186 -1.124  -0.262 -1.137  -0.342 -1.137  -0.422 -1.137  -0.485 -1.096  -0.558 -1.079  -0.636 -1.070  -0.707 -1.035  -0.756 -0.976  -0.790 -0.905  -0.733 -0.848
1c#gmd#kast/j  0.106 1.719  0.173 1.707  0.173 1.627  0.146 1.558  0.106 1.496  0.106 1.416  0.106 1.336  0.106 1.257  0.106 1.177  0.106 1.097  0.106 1.017  0.106 0.938  0.106 0.858  0.106 0.778  0.106 0.699  0.113 0.620  0.138 0.545  0.164 0.469  0.173 0.391  0.173 0.311  0.173 0.231  0.173 0.152  0.173 0.072  0.153 -0.003  0.117 -0.074  0.106 -0.151  0.106 -0.231  0.106 -0.311  0.106 -0.390  0.106 -0.470  0.106 -0.550  0.106 -0.630  0.106 -0.709  0.106 -0.789  0.106 -0.869  0.106 -0.948  0.049 -0.972  0.037 -1.039  -0.029 -1.053  -0.056 -1.106  -0.135 -1.106  -0.200 -1.143  -0.267 -1.173  -0.346 -1.173  -0.426 -1.173  -0.504 -1.169  -0.561 -1.113  -0.637 -1.104  -0.693 -1.048  -0.702 -0.972
1c#gmd#kast/j  0.260 1.691  0.302 1.676  0.260 1.615  0.260 1.537  0.260 1.460  0.252 1.383  0.228 1.309  0.204 1.236  0.204 1.158  0.204 1.080  0.204 1.002  0.204 0.924  0.204 0.847  0.181 0.773  0.156 0.699  0.147 0.623  0.147 0.545  0.147 0.467  0.147 0.389  0.147 0.312  0.147 0.234  0.147 0.156  0.135 0.081  0.100 0.012  0.090 -0.064  0.090 -0.142  0.090 -0.219  0.090 -0.297  0.090 -0.375  0.090 -0.453  0.090 -0.530  0.067 -0.598  0.034 -0.662  0.034 -0.740  0.022 -0.813  -0.023 -0.872  -0.023 -0.950  -0.063 -1.011  -0.118 -1.066  -0.136 -1.136  -0.205 -1.153  -0.264 -1.197  -0.342 -1.197  -0.419 -1.197  -0.491 -1.182  -0.551 -1.141  -0.617 -1.112  -0.683 -1.084  -0.744 -1.042  -0.759 -0.971
1c#gmd#kast/j  0.173 1.805  0.173 1.724  0.173 1.644  0.173 1.564  0.173 1.484  0.173 1.404  0.173 1.324  0.173 1.244  0.173 1.164  0.173 1.084  0.173 1.003  0.173 0.923  0.173 0.843  0.173 0.763  0.173 0.683  0.173 0.603  0.173 0.523  0.173 0.443  0.173 0.362  0.173 0.282  0.173 0.202  0.173 0.122  0.169 0.043  0.133 -0.029  0.120 -0.106  0.120 -0.186  0.120 -0.266  0.120 -0.346  0.120 -0.426  0.120 -0.506  0.120 -0.586  0.120 -0.667  0.120 -0.747  0.108 -0.824  0.072 -0.896  0.056 -0.970  0.013 -1.033  -0.019 -1.099  -0.076 -1.156  -0.149 -1.173  -0.229 -1.173  -0.309 -1.173  -0.386 -1.159  -0.458 -1.123  -0.530 -1.088  -0.595 -1.043  -0.642 -0.979  -0.678 -0.908  -0.678 -0.828  -0.678 -0.748
1c#gmd#kast/j  -0.043 1.746  0.014 1.689  0.020 1.612  0.037 1.539  0.084 1.478  0.093 1.400  0.119 1.324  0.144 1.248  0.147 1.168  0.147 1.088  0.147 1.008  0.165 0.931  0.191 0.855  0.210 0.778  0.210 0.698  0.210 0.618  0.210 0.537  0.210 0.457  0.210 0.377  0.210 0.297  0.210 0.217  0.210 0.137  0.210 0.057  0.210 -0.023  0.210 -0.103  0.210 -0.183  0.190 -0.259  0.154 -0.330  0.147 -0.409  0.147 -0.489  0.147 -0.569  0.147 -0.649  0.147 -0.729  0.147 -0.809  0.121 -0.878  0.084 -0.943  0.052 -1.010  -0.004 -1.067  -0.068 -1.106  -0.144 -1.124  -0.216 -1.160  -0.294 -1.169  -0.366 -1.135  -0.439 -1.106  -0.519 -1.106  -0.585 -1.071  -0.653 -1.042  -0.717 -1.003  -0.740 -0.932  -0.740 -0.852
1c#gmd#kast/j  -0.050 1.654  -0.038 1.705  0.013 1.647  0.013 1.567  0.013 1.488  0.013 1.409  0.013 1.330  0.018 1.252  0.034 1.174  0.049 1.097  0.065 1.019  0.075 0.941  0.075 0.862  0.087 0.784  0.102 0.707  0.118 0.629  0.133 0.552  0.137 0.473  0.137 0.394  0.137 0.315  0.137 0.236  0.138 0.157  0.173 0.087  0.200 0.014  0.200 -0.065  0.200 -0.144  0.200 -0.223  0.200 -0.302  0.200 -0.381  0.200 -0.460  0.200 -0.539  0.200 -0.619  0.200 -0.698  0.180 -0.773  0.155 -0.848  0.137 -0.925  0.109 -0.992  0.061 -1.054  0.026 -1.124  -0.031 -1.173  -0.102 -1.208  -0.180 -1.214  -0.259 -1.214  -0.336 -1.201  -0.411 -1.176  -0.486 -1.151  -0.542 -1.096  -0.598 -1.040  -0.638 -0.973  -0.673 -0.902
1c#gmd#kast/j  0.478 1.699  0.546 1.632  0.542 1.550  0.478 1.519  0.478 1.423  0.478 1.328  0.478 1.232  0.478 1.137  0.478 1.042  0.478 0.946  0.478 0.851  0.478 0.755  0.478 0.660  0.478 0.565  0.478 0.469  0.478 0.374  0.478 0.279  0.478 0.183  0.478 0.088  0.478 -0.008  0.464 -0.089  0.404 -0.124  0.404 -0.219  0.350 -0.292  0.329 -0.379  0.316 -0.461  0.255 -0.495  0.200 -0.536  0.180 -0.611  0.112 -0.679  0.023 -0.693  -0.045 -0.761  -0.112 -0.828  -0.205 -0.834  -0.291 -0.858  -0.365 -0.908  -0.460 -0.908  -0.556 -0.908  -0.651 -0.908  -0.737 -0.885  -0.811 -0.834  -0.894 -0.803  -0.937 -0.726  -0.976 -0.646  -1.012 -0.566  -1.012 -0.470  -0.937 -0.450  -0.937 -0.354  -0.937 -0.259  -0.863 -0.238
1c#gmd#kast/j  0.306 1.372  0.306 1.454  0.248 1.512  0.177 1.537  0.140 1.491  0.140 1.409  0.160 1.332  0.197 1.259  0.223 1.183  0.223 1.101  0.223 1.019  0.223 0.937  0.223 0.855  0.223 0.773  0.223 0.691  0.223 0.609  0.223 0.527  0.235 0.450  0.293 0.392  0.306 0.316  0.306 0.234  0.306 0.152  0.306 0.070  0.286 -0.009  0.260 -0.087  0.235 -0.165  0.223 -0.245  0.223 -0.327  0.223 -0.409  0.203 -0.486  0.167 -0.559  0.140 -0.635  0.125 -0.711  0.067 -0.768  0.027 -0.839  -0.010 -0.913  -0.059 -0.977  -0.121 -1.025  -0.203 -1.025  -0.284 -1.031  -0.357 -1.067  -0.430 -1.104  -0.511 -1.108  -0.593 -1.108  -0.675 -1.108  -0.736 -1.058  -0.805 -1.025  -0.877 -1.000  -0.935 -0.943  -1.017 -0.943
1c#gmd#kast/j  0.333 1.761  0.333 1.675  0.333 1.589  0.333 1.503  0.333 1.417  0.333 1.331  0.333 1.245  0.333 1.159  0.333 1.073  0.333 0.987  0.333 0.901  0.333 0.815  0.333 0.729  0.333 0.643  0.333 0.557  0.360 0.475  0.387 0.394  0.400 0.310  0.400 0.224  0.400 0.138  0.400 0.052  0.400 -0.034  0.400 -0.120  0.400 -0.206  0.367 -0.279  0.333 -0.351  0.333 -0.437  0.330 -0.522  0.303 -0.604  0.276 -0.685  0.216 -0.739  0.139 -0.777  0.062 -0.816  -0.015 -0.854  -0.092 -0.893  -0.173 -0.914  -0.259 -0.914  -0.345 -0.914  -0.431 -0.914  -0.514 -0.900  -0.596 -0.872  -0.677 -0.845  -0.759 -0.818  -0.840 -0.791  -0.919 -0.757  -0.996 -0.718  -1.072 -0.704  -1.072 -0.618  -1.072 -0.532  -1.072 -0.446
1c#gmd#kast/j  0.210 1.595  0.194 1.663  0.142 1.630  0.142 1.547  0.142 1.463  0.142 1.379  0.152 1.297  0.178 1.217  0.205 1.138  0.226 1.057  0.246 0.976  0.267 0.894  0.278 0.812  0.278 0.728  0.278 0.644  0.278 0.560  0.289 0.478  0.316 0.399  0.342 0.319  0.345 0.236  0.345 0.152  0.345 0.069  0.345 -0.015  0.345 -0.099  0.345 -0.183  0.345 -0.266  0.329 -0.348  0.303 -0.427  0.276 -0.506  0.238 -0.581  0.201 -0.656  0.163 -0.731  0.142 -0.810  0.095 -0.864  0.020 -0.902  -0.042 -0.957  -0.118 -0.976  -0.194 -1.009  -0.270 -1.044  -0.354 -1.044  -0.437 -1.044  -0.515 -1.019  -0.590 -0.982  -0.673 -0.976  -0.751 -0.962  -0.810 -0.903  -0.869 -0.844  -0.908 -0.770  -0.949 -0.697  -1.008 -0.638
1c#gmd#kast/j  0.186 1.359  0.184 1.437  0.108 1.440  0.104 1.515  0.030 1.510  0.030 1.431  0.030 1.352  0.033 1.274  0.058 1.199  0.083 1.124  0.108 1.049  0.108 0.970  0.108 0.891  0.124 0.814  0.139 0.736  0.155 0.659  0.170 0.581  0.186 0.504  0.201 0.426  0.217 0.349  0.232 0.272  0.248 0.194  0.263 0.117  0.263 0.038  0.263 -0.041  0.263 -0.120  0.263 -0.199  0.263 -0.278  0.262 -0.357  0.243 -0.434  0.223 -0.510  0.204 -0.587  0.185 -0.663  0.150 -0.734  0.114 -0.804  0.062 -0.863  0.006 -0.919  -0.050 -0.975  -0.105 -1.030  -0.161 -1.086  -0.222 -1.134  -0.297 -1.159  -0.372 -1.184  -0.447 -1.206  -0.526 -1.206  -0.605 -1.206  -0.683 -1.199  -0.753 -1.164  -0.824 -1.129  -0.825 -1.050
1c#gmd#kast/j  0.370 1.557  0.312 1.615  0.249 1.602  0.249 1.521  0.249 1.440  0.249 1.359  0.249 1.278  0.249 1.197  0.253 1.117  0.273 1.038  0.292 0.959  0.309 0.880  0.309 0.799  0.309 0.718  0.309 0.637  0.309 0.556  0.309 0.475  0.309 0.394  0.309 0.313  0.309 0.232  0.309 0.151  0.309 0.070  0.309 -0.011  0.309 -0.092  0.309 -0.173  0.309 -0.254  0.309 -0.335  0.309 -0.416  0.291 -0.494  0.266 -0.571  0.230 -0.641  0.172 -0.698  0.115 -0.756  0.055 -0.808  -0.022 -0.833  -0.099 -0.859  -0.172 -0.893  -0.245 -0.928  -0.322 -0.954  -0.399 -0.979  -0.479 -0.985  -0.560 -0.985  -0.641 -0.985  -0.722 -0.985  -0.803 -0.985  -0.872 -0.955  -0.940 -0.925  -0.989 -0.872  -1.026 -0.800  -1.083 -0.743
1c#gmd#kast/j  0.267 1.564  0.252 1.630  0.200 1.600  0.221 1.524  0.257 1.451  0.267 1.372  0.267 1.291  0.267 1.210  0.279 1.131  0.304 1.054  0.330 0.977  0.333 0.896  0.333 0.815  0.333 0.734  0.333 0.652  0.333 0.571  0.333 0.490  0.333 0.409  0.333 0.328  0.333 0.246  0.330 0.166  0.304 0.089  0.278 0.012  0.267 -0.068  0.267 -0.149  0.243 -0.226  0.217 -0.303  0.188 -0.379  0.152 -0.451  0.134 -0.529  0.109 -0.604  0.073 -0.676  0.046 -0.753  0.020 -0.830  -0.015 -0.901  -0.073 -0.958  -0.130 -1.016  -0.210 -1.023  -0.282 -1.059  -0.358 -1.082  -0.439 -1.082  -0.514 -1.056  -0.587 -1.019  -0.666 -1.013  -0.739 -0.976  -0.808 -0.934  -0.865 -0.877  -0.922 -0.819  -0.933 -0.743  -0.990 -0.685
1c#gmd#kast/j  0.414 1.408  0.414 1.487  0.381 1.532  0.303 1.532  0.291 1.466  0.291 1.388  0.291 1.309  0.291 1.231  0.291 1.152  0.291 1.074  0.291 0.995  0.291 0.917  0.291 0.839  0.291 0.760  0.291 0.682  0.291 0.603  0.291 0.525  0.285 0.447  0.272 0.369  0.259 0.292  0.246 0.214  0.233 0.137  0.229 0.059  0.229 -0.020  0.229 -0.098  0.229 -0.177  0.205 -0.249  0.170 -0.320  0.140 -0.392  0.111 -0.465  0.082 -0.538  0.053 -0.611  0.014 -0.679  -0.029 -0.744  -0.073 -0.809  -0.116 -0.875  -0.160 -0.940  -0.203 -1.005  -0.258 -1.061  -0.333 -1.070  -0.411 -1.076  -0.485 -1.101  -0.560 -1.126  -0.637 -1.132  -0.712 -1.107  -0.786 -1.082  -0.852 -1.043  -0.887 -0.979  -0.887 -0.900  -0.887 -0.822
1c#gmd#kast/j  0.030 1.633  0.030 1.700  0.030 1.617  0.040 1.536  0.077 1.462  0.104 1.385  0.118 1.305  0.155 1.231  0.179 1.154  0.179 1.071  0.179 0.988  0.217 0.920  0.254 0.853  0.254 0.769  0.254 0.686  0.254 0.603  0.283 0.527  0.320 0.453  0.329 0.372  0.329 0.289  0.329 0.206  0.329 0.123  0.323 0.041  0.297 -0.038  0.271 -0.117  0.254 -0.197  0.254 -0.280  0.254 -0.363  0.215 -0.430  0.169 -0.497  0.143 -0.575  0.117 -0.654  0.085 -0.731  0.048 -0.805  -0.001 -0.871  -0.054 -0.934  -0.091 -1.008  -0.137 -1.074  -0.211 -1.111  -0.282 -1.153  -0.341 -1.211  -0.422 -1.215  -0.496 -1.178  -0.570 -1.141  -0.629 -1.082  -0.645 -1.006  -0.676 -0.930  -0.713 -0.856  -0.720 -0.774  -0.720 -0.691
