3#apa#apa13#app1334/~  -0.928 -0.333  -0.928 -0.444  -0.967 -0.517  -1.079 -0.517  -1.035 -0.517  -0.928 -0.512  -0.928 -0.401  -0.928 -0.289  -0.928 -0.178  -0.928 -0.066  -0.928 0.046  -0.928 0.157  -0.928 0.269  -0.928 0.380  -0.867 0.466  -0.788 0.545  -0.744 0.639  -0.744 0.750  -0.656 0.773  -0.544 0.773  -0.432 0.773  -0.321 0.773  -0.209 0.773  -0.098 0.773  0.008 0.759  0.087 0.680  0.166 0.601  0.178 0.494  0.178 0.383  0.178 0.271  0.220 0.177  0.299 0.098  0.362 0.013  0.362 -0.099  0.406 -0.192  0.485 -0.271  0.546 -0.357  0.546 -0.469  0.609 -0.517  0.721 -0.517  0.832 -0.517  0.944 -0.517  1.056 -0.517  1.167 -0.517  1.279 -0.517  1.390 -0.517  1.502 -0.517  1.613 -0.517  1.725 -0.517  1.837 -0.517
2#apa#apa14#app1479/~  -1.149 -0.605  -1.240 -0.605  -1.331 -0.605  -1.366 -0.550  -1.366 -0.460  -1.352 -0.375  -1.288 -0.310  -1.224 -0.246  -1.160 -0.182  -1.096 -0.118  -1.032 -0.054  -0.968 0.010  -0.904 0.074  -0.839 0.138  -0.775 0.202  -0.709 0.262  -0.619 0.262  -0.528 0.262  -0.455 0.306  -0.391 0.370  -0.327 0.434  -0.255 0.479  -0.164 0.479  -0.074 0.479  0.017 0.479  0.108 0.479  0.198 0.479  0.289 0.479  0.380 0.479  0.470 0.479  0.561 0.479  0.586 0.413  0.586 0.323  0.586 0.232  0.586 0.141  0.586 0.051  0.646 -0.015  0.710 -0.079  0.774 -0.143  0.839 -0.207  0.903 -0.272  0.967 -0.336  1.036 -0.388  1.126 -0.388  1.217 -0.388  1.308 -0.388  1.398 -0.388  1.489 -0.388  1.580 -0.388  1.670 -0.388
2#apa#apa14#app1479/~  -1.104 -0.763  -1.199 -0.763  -1.250 -0.719  -1.250 -0.625  -1.250 -0.530  -1.250 -0.435  -1.250 -0.340  -1.215 -0.253  -1.173 -0.168  -1.130 -0.084  -1.068 -0.031  -0.973 -0.031  -0.922 0.040  -0.879 0.125  -0.837 0.210  -0.778 0.278  -0.693 0.321  -0.608 0.363  -0.523 0.406  -0.429 0.408  -0.334 0.408  -0.239 0.408  -0.144 0.408  -0.049 0.408  0.046 0.408  0.067 0.334  0.089 0.262  0.184 0.262  0.213 0.196  0.213 0.101  0.213 0.006  0.271 -0.031  0.365 -0.034  0.450 -0.076  0.535 -0.119  0.620 -0.161  0.711 -0.177  0.806 -0.177  0.901 -0.177  0.995 -0.177  1.090 -0.177  1.185 -0.177  1.268 -0.148  1.335 -0.080  1.402 -0.013  1.469 0.054  1.531 0.123  1.531 0.218  1.531 0.313  1.531 0.408
2#tos#t3#t3073065/~  -1.024 -0.495  -1.100 -0.571  -1.190 -0.610  -1.196 -0.509  -1.196 -0.402  -1.196 -0.296  -1.196 -0.189  -1.196 -0.082  -1.139 -0.033  -1.139 0.074  -1.107 0.176  -1.055 0.260  -0.954 0.294  -0.850 0.310  -0.775 0.386  -0.737 0.477  -0.737 0.584  -0.642 0.595  -0.535 0.595  -0.452 0.539  -0.403 0.481  -0.318 0.445  -0.262 0.358  -0.166 0.310  -0.106 0.229  -0.039 0.184  0.009 0.097  0.083 0.029  0.172 -0.030  0.277 -0.036  0.310 -0.121  0.362 -0.211  0.463 -0.245  0.548 -0.300  0.608 -0.389  0.688 -0.438  0.795 -0.438  0.902 -0.438  1.000 -0.401  1.102 -0.380  1.209 -0.380  1.272 -0.337  1.272 -0.230  1.331 -0.147  1.379 -0.052  1.387 0.053  1.387 0.160  1.387 0.267  1.387 0.374  1.387 0.481
2#apa#apa01#app0156/~  -1.201 -0.777  -1.201 -0.667  -1.201 -0.558  -1.201 -0.448  -1.201 -0.338  -1.201 -0.228  -1.201 -0.118  -1.201 -0.008  -1.201 0.101  -1.120 0.130  -1.019 0.140  -1.019 0.249  -0.972 0.312  -0.862 0.312  -0.752 0.312  -0.646 0.301  -0.569 0.224  -0.491 0.146  -0.475 0.043  -0.459 -0.051  -0.350 -0.051  -0.293 -0.105  -0.293 -0.215  -0.202 -0.233  -0.092 -0.233  0.018 -0.233  0.070 -0.291  0.070 -0.401  0.166 -0.414  0.276 -0.414  0.386 -0.414  0.496 -0.414  0.606 -0.414  0.614 -0.313  0.644 -0.233  0.754 -0.233  0.844 -0.185  0.921 -0.107  0.999 -0.029  1.077 0.048  1.154 0.126  1.158 0.234  1.158 0.344  1.158 0.454  1.208 0.543  1.286 0.621  1.340 0.708  1.340 0.818  1.340 0.928  1.340 1.037
1d#app#app32#app3283/~  -1.558 0.088  -1.445 0.088  -1.332 0.088  -1.219 0.088  -1.154 0.136  -1.154 0.249  -1.082 0.290  -0.969 0.290  -0.952 0.387  -0.944 0.492  -0.831 0.492  -0.750 0.524  -0.750 0.637  -0.694 0.695  -0.581 0.695  -0.547 0.615  -0.547 0.502  -0.444 0.492  -0.345 0.478  -0.345 0.365  -0.345 0.252  -0.345 0.139  -0.283 0.088  -0.170 0.088  -0.143 0.002  -0.143 -0.111  -0.143 -0.224  -0.122 -0.316  -0.009 -0.316  0.059 -0.361  0.059 -0.474  0.128 -0.518  0.241 -0.518  0.354 -0.518  0.467 -0.518  0.580 -0.518  0.693 -0.518  0.806 -0.518  0.919 -0.518  1.033 -0.518  1.146 -0.518  1.259 -0.518  1.342 -0.447  1.422 -0.367  1.473 -0.275  1.473 -0.162  1.473 -0.049  1.473 0.064  1.473 0.177  1.473 0.290
1d#app#app32#app3283/~  -1.619 -0.136  -1.505 -0.136  -1.392 -0.136  -1.302 -0.112  -1.302 0.002  -1.209 0.023  -1.143 0.071  -1.140 0.181  -1.026 0.181  -0.984 0.253  -0.965 0.359  -0.885 0.440  -0.804 0.520  -0.724 0.601  -0.633 0.658  -0.520 0.658  -0.436 0.585  -0.355 0.505  -0.244 0.499  -0.191 0.438  -0.191 0.325  -0.191 0.211  -0.191 0.097  -0.163 -0.005  -0.082 -0.086  -0.032 -0.179  -0.032 -0.293  -0.032 -0.407  0.035 -0.454  0.127 -0.475  0.127 -0.589  0.218 -0.612  0.332 -0.612  0.445 -0.612  0.559 -0.612  0.653 -0.563  0.733 -0.482  0.827 -0.421  0.929 -0.370  1.031 -0.319  1.079 -0.235  1.094 -0.136  1.208 -0.136  1.238 -0.053  1.265 0.050  1.346 0.130  1.426 0.211  1.507 0.291  1.556 0.385  1.556 0.499
1d#app#app06#app0639/~  -1.021 -0.078  -1.021 -0.198  -1.021 -0.318  -1.021 -0.437  -0.971 -0.537  -0.886 -0.621  -0.885 -0.741  -0.783 -0.759  -0.749 -0.844  -0.749 -0.964  -0.696 -1.031  -0.613 -1.068  -0.592 -1.167  -0.477 -1.163  -0.477 -1.043  -0.369 -1.031  -0.340 -0.940  -0.307 -0.828  -0.253 -0.721  -0.204 -0.612  -0.204 -0.492  -0.204 -0.372  -0.135 -0.281  -0.068 -0.189  -0.068 -0.069  -0.068 0.051  0.011 0.138  0.068 0.234  0.085 0.347  0.169 0.432  0.204 0.537  0.204 0.657  0.231 0.766  0.316 0.851  0.341 0.961  0.341 1.080  0.393 1.148  0.502 1.123  0.587 1.038  0.613 0.929  0.680 0.876  0.749 0.825  0.784 0.739  0.898 0.727  0.983 0.642  1.022 0.538  1.071 0.467  1.190 0.467  1.310 0.467  1.430 0.467
2#apa#apa09#app0997/~  -1.471 -0.325  -1.471 -0.417  -1.471 -0.510  -1.426 -0.493  -1.361 -0.428  -1.295 -0.362  -1.227 -0.301  -1.155 -0.243  -1.083 -0.185  -1.011 -0.128  -0.939 -0.070  -0.867 -0.013  -0.796 0.045  -0.724 0.102  -0.652 0.160  -0.580 0.218  -0.508 0.275  -0.436 0.333  -0.364 0.390  -0.292 0.448  -0.220 0.505  -0.141 0.552  -0.059 0.593  0.024 0.635  0.106 0.676  0.189 0.717  0.271 0.717  0.354 0.676  0.436 0.635  0.518 0.593  0.601 0.552  0.663 0.494  0.685 0.405  0.707 0.316  0.730 0.226  0.752 0.137  0.774 0.047  0.797 -0.042  0.819 -0.131  0.841 -0.221  0.864 -0.310  0.868 -0.402  0.868 -0.494  0.902 -0.572  0.967 -0.637  1.032 -0.702  1.097 -0.768  1.162 -0.833  1.228 -0.898  1.293 -0.963
2#apa#apa09#app0997/~  -0.952 -0.245  -1.055 -0.245  -1.157 -0.245  -1.260 -0.245  -1.362 -0.245  -1.465 -0.245  -1.516 -0.245  -1.413 -0.245  -1.311 -0.245  -1.212 -0.227  -1.121 -0.181  -1.029 -0.136  -0.937 -0.090  -0.846 -0.044  -0.754 0.002  -0.662 0.048  -0.589 0.119  -0.517 0.191  -0.444 0.264  -0.372 0.336  -0.277 0.373  -0.180 0.406  -0.083 0.438  0.014 0.470  0.111 0.503  0.209 0.535  0.306 0.568  0.403 0.600  0.500 0.632  0.602 0.639  0.704 0.639  0.807 0.639  0.815 0.544  0.815 0.442  0.815 0.339  0.815 0.237  0.815 0.134  0.815 0.032  0.815 -0.070  0.815 -0.173  0.815 -0.275  0.815 -0.378  0.815 -0.480  0.854 -0.559  0.945 -0.604  1.037 -0.650  1.129 -0.696  1.220 -0.742  1.312 -0.788  1.404 -0.834
2#apa#apa09#app0997/~  -0.987 -0.151  -1.084 -0.151  -1.182 -0.151  -1.279 -0.151  -1.321 -0.207  -1.321 -0.304  -1.321 -0.402  -1.311 -0.475  -1.242 -0.406  -1.173 -0.337  -1.104 -0.268  -1.035 -0.199  -0.966 -0.130  -0.897 -0.061  -0.828 0.008  -0.759 0.077  -0.690 0.146  -0.613 0.203  -0.525 0.247  -0.438 0.290  -0.351 0.334  -0.264 0.378  -0.176 0.421  -0.089 0.465  -0.002 0.509  0.094 0.518  0.191 0.518  0.289 0.518  0.386 0.518  0.484 0.518  0.581 0.518  0.679 0.518  0.685 0.426  0.685 0.328  0.685 0.231  0.685 0.133  0.685 0.036  0.685 -0.062  0.692 -0.155  0.779 -0.198  0.867 -0.242  0.954 -0.286  1.041 -0.329  1.128 -0.373  1.216 -0.416  1.303 -0.460  1.395 -0.485  1.492 -0.485  1.590 -0.485  1.687 -0.485
3#app#app18#app1850/~  -1.432 -0.190  -1.432 -0.094  -1.432 0.003  -1.432 0.099  -1.432 0.195  -1.354 0.213  -1.257 0.213  -1.161 0.213  -1.065 0.213  -1.029 0.274  -1.029 0.370  -0.977 0.415  -0.881 0.415  -0.784 0.415  -0.688 0.415  -0.591 0.415  -0.495 0.415  -0.399 0.415  -0.302 0.415  -0.222 0.399  -0.222 0.303  -0.215 0.213  -0.118 0.213  -0.022 0.213  -0.020 0.119  -0.020 0.022  -0.020 -0.074  -0.020 -0.170  0.057 -0.190  0.153 -0.190  0.230 -0.238  0.298 -0.306  0.366 -0.374  0.455 -0.392  0.551 -0.392  0.648 -0.392  0.744 -0.392  0.841 -0.392  0.937 -0.392  1.033 -0.392  1.130 -0.392  1.190 -0.356  1.190 -0.260  1.217 -0.190  1.314 -0.190  1.410 -0.190  1.506 -0.190  1.594 -0.181  1.594 -0.085  1.594 0.011
1d#app#app25#app2576/~  -1.648 -0.040  -1.525 -0.040  -1.401 -0.040  -1.313 0.044  -1.225 0.131  -1.138 0.218  -1.051 0.306  -0.964 0.393  -0.894 0.488  -0.894 0.611  -0.873 0.714  -0.750 0.714  -0.626 0.714  -0.503 0.714  -0.392 0.701  -0.392 0.578  -0.392 0.454  -0.392 0.331  -0.389 0.208  -0.302 0.121  -0.215 0.034  -0.153 -0.053  -0.241 -0.141  -0.328 -0.228  -0.392 -0.325  -0.392 -0.449  -0.363 -0.543  -0.239 -0.543  -0.116 -0.543  0.008 -0.543  0.131 -0.543  0.255 -0.543  0.378 -0.543  0.502 -0.543  0.625 -0.543  0.748 -0.543  0.865 -0.536  0.865 -0.412  0.867 -0.292  0.991 -0.292  1.114 -0.292  1.116 -0.170  1.116 -0.047  1.233 -0.040  1.357 -0.040  1.367 0.073  1.367 0.196  1.444 0.288  1.531 0.375  1.619 0.462
1d#apa#apa00#app0035/~  -1.494 -0.481  -1.494 -0.375  -1.410 -0.353  -1.365 -0.292  -1.348 -0.190  -1.301 -0.095  -1.253 -0.001  -1.168 0.033  -1.076 0.065  -1.001 0.140  -0.904 0.161  -0.851 0.215  -0.820 0.290  -0.714 0.290  -0.608 0.290  -0.529 0.355  -0.450 0.419  -0.344 0.419  -0.238 0.419  -0.208 0.342  -0.208 0.236  -0.208 0.131  -0.208 0.025  -0.208 -0.081  -0.208 -0.187  -0.160 -0.273  -0.085 -0.348  -0.080 -0.452  -0.003 -0.481  0.103 -0.481  0.208 -0.481  0.314 -0.481  0.420 -0.481  0.499 -0.416  0.579 -0.353  0.685 -0.353  0.762 -0.282  0.836 -0.207  0.911 -0.133  0.986 -0.058  1.061 0.017  1.136 0.092  1.211 0.167  1.286 0.242  1.361 0.317  1.435 0.392  1.462 0.486  1.508 0.547  1.591 0.570  1.591 0.676
1d#app#app32#app3269/~  -1.126 -0.786  -1.236 -0.786  -1.297 -0.738  -1.297 -0.629  -1.202 -0.615  -1.126 -0.581  -1.126 -0.472  -1.090 -0.372  -1.041 -0.274  -0.993 -0.176  -0.955 -0.076  -0.955 0.033  -0.903 0.121  -0.826 0.198  -0.734 0.240  -0.625 0.240  -0.614 0.337  -0.578 0.410  -0.468 0.410  -0.443 0.327  -0.427 0.224  -0.350 0.147  -0.273 0.070  -0.272 -0.039  -0.239 -0.135  -0.162 -0.212  -0.078 -0.273  0.031 -0.273  0.140 -0.273  0.249 -0.273  0.358 -0.273  0.411 -0.217  0.411 -0.108  0.515 -0.102  0.624 -0.102  0.733 -0.102  0.816 -0.039  0.894 0.038  0.990 0.069  1.095 0.073  1.095 0.182  1.147 0.240  1.256 0.240  1.266 0.339  1.292 0.437  1.370 0.514  1.437 0.596  1.437 0.705  1.437 0.814  1.437 0.923
1d#apa#apa15#app1520/~  -1.291 -0.852  -1.291 -0.739  -1.291 -0.626  -1.291 -0.513  -1.270 -0.406  -1.220 -0.305  -1.169 -0.204  -1.119 -0.103  -1.056 -0.010  -0.976 0.069  -0.896 0.149  -0.887 0.258  -0.880 0.368  -0.800 0.448  -0.720 0.528  -0.640 0.608  -0.560 0.687  -0.479 0.765  -0.367 0.765  -0.254 0.765  -0.141 0.765  -0.028 0.765  0.085 0.765  0.123 0.690  0.123 0.577  0.123 0.464  0.130 0.354  0.210 0.274  0.289 0.194  0.325 0.096  0.325 -0.016  0.325 -0.129  0.325 -0.242  0.325 -0.355  0.340 -0.462  0.419 -0.542  0.499 -0.622  0.601 -0.650  0.713 -0.650  0.798 -0.582  0.878 -0.502  0.968 -0.448  1.081 -0.448  1.176 -0.405  1.256 -0.325  1.336 -0.246  1.387 -0.145  1.437 -0.044  1.488 0.057  1.538 0.158
1d#tos#f2#f2034065/~  -0.866 -0.345  -0.996 -0.388  -1.128 -0.429  -1.266 -0.429  -1.289 -0.315  -1.289 -0.177  -1.289 -0.039  -1.289 0.099  -1.289 0.237  -1.168 0.267  -1.044 0.329  -1.005 0.449  -0.907 0.546  -0.809 0.644  -0.683 0.673  -0.545 0.673  -0.442 0.638  -0.357 0.585  -0.357 0.447  -0.280 0.341  -0.272 0.206  -0.264 0.071  -0.187 -0.035  -0.187 -0.173  -0.103 -0.226  -0.103 -0.364  -0.030 -0.429  0.011 -0.543  0.126 -0.599  0.180 -0.684  0.318 -0.684  0.456 -0.684  0.594 -0.684  0.732 -0.684  0.830 -0.644  0.872 -0.516  0.944 -0.400  1.059 -0.345  1.169 -0.317  1.169 -0.179  1.169 -0.041  1.187 0.079  1.254 0.151  1.151 0.200  1.090 0.323  1.084 0.460  1.084 0.598  1.084 0.736  0.968 0.757  0.915 0.842
2#tos#t1#t1052060/~  -1.252 -0.274  -1.277 -0.193  -1.333 -0.143  -1.333 -0.037  -1.333 0.069  -1.302 0.162  -1.252 0.247  -1.202 0.326  -1.114 0.385  -1.026 0.443  -0.948 0.515  -0.929 0.613  -0.826 0.616  -0.720 0.616  -0.614 0.616  -0.513 0.605  -0.436 0.535  -0.362 0.503  -0.362 0.397  -0.281 0.372  -0.281 0.266  -0.281 0.160  -0.205 0.130  -0.168 0.034  -0.135 -0.066  -0.120 -0.170  -0.118 -0.274  -0.012 -0.274  0.094 -0.274  0.123 -0.351  0.144 -0.436  0.250 -0.436  0.348 -0.467  0.443 -0.515  0.548 -0.517  0.654 -0.517  0.760 -0.517  0.864 -0.510  0.959 -0.463  1.059 -0.436  1.165 -0.436  1.256 -0.421  1.274 -0.320  1.321 -0.225  1.387 -0.143  1.418 -0.050  1.418 0.056  1.418 0.161  1.418 0.267  1.418 0.373
2#apa#apa19#app1991/~  -1.342 -0.477  -1.342 -0.362  -1.342 -0.248  -1.342 -0.133  -1.342 -0.018  -1.342 0.097  -1.315 0.184  -1.200 0.184  -1.085 0.184  -1.011 0.225  -1.011 0.340  -1.011 0.454  -0.957 0.515  -0.842 0.515  -0.728 0.515  -0.613 0.515  -0.498 0.515  -0.383 0.515  -0.350 0.434  -0.350 0.319  -0.350 0.205  -0.255 0.184  -0.141 0.184  -0.026 0.184  -0.019 0.076  -0.019 -0.038  -0.012 -0.146  0.102 -0.146  0.217 -0.146  0.312 -0.167  0.312 -0.281  0.312 -0.396  0.345 -0.477  0.460 -0.477  0.575 -0.477  0.690 -0.477  0.804 -0.477  0.919 -0.477  1.034 -0.477  1.148 -0.477  1.263 -0.477  1.304 -0.403  1.304 -0.288  1.304 -0.173  1.304 -0.059  1.304 0.056  1.304 0.171  1.304 0.286  1.304 0.400  1.304 0.515
1d#pri#pri0#150/~  -1.242 -0.496  -1.254 -0.422  -1.296 -0.357  -1.304 -0.281  -1.304 -0.202  -1.304 -0.124  -1.273 -0.056  -1.226 0.007  -1.169 0.060  -1.108 0.109  -1.047 0.158  -0.986 0.207  -0.924 0.256  -0.857 0.295  -0.787 0.330  -0.717 0.365  -0.641 0.386  -0.566 0.408  -0.490 0.425  -0.412 0.425  -0.333 0.425  -0.255 0.425  -0.177 0.425  -0.103 0.399  -0.031 0.370  0.040 0.337  0.110 0.301  0.171 0.252  0.232 0.203  0.294 0.154  0.355 0.105  0.416 0.057  0.477 0.008  0.538 -0.041  0.599 -0.090  0.661 -0.139  0.722 -0.188  0.796 -0.213  0.870 -0.238  0.944 -0.264  1.018 -0.292  1.091 -0.319  1.165 -0.345  1.241 -0.362  1.318 -0.379  1.394 -0.396  1.471 -0.409  1.549 -0.417  1.627 -0.426  1.705 -0.434
2#app#app25#app2576/~  -1.648 -0.040  -1.525 -0.040  -1.401 -0.040  -1.313 0.044  -1.225 0.131  -1.138 0.218  -1.051 0.306  -0.964 0.393  -0.894 0.488  -0.894 0.611  -0.873 0.714  -0.750 0.714  -0.626 0.714  -0.503 0.714  -0.392 0.701  -0.392 0.578  -0.392 0.454  -0.392 0.331  -0.389 0.208  -0.302 0.121  -0.215 0.034  -0.153 -0.053  -0.241 -0.141  -0.328 -0.228  -0.392 -0.325  -0.392 -0.449  -0.363 -0.543  -0.239 -0.543  -0.116 -0.543  0.008 -0.543  0.131 -0.543  0.255 -0.543  0.378 -0.543  0.502 -0.543  0.625 -0.543  0.748 -0.543  0.865 -0.536  0.865 -0.412  0.867 -0.292  0.991 -0.292  1.114 -0.292  1.116 -0.170  1.116 -0.047  1.233 -0.040  1.357 -0.040  1.367 0.073  1.367 0.196  1.444 0.288  1.531 0.375  1.619 0.462
1d#app#app14#app1440/~  -1.387 -0.200  -1.387 -0.321  -1.387 -0.443  -1.311 -0.488  -1.189 -0.488  -1.099 -0.457  -1.099 -0.336  -1.099 -0.214  -0.992 -0.200  -0.870 -0.200  -0.783 -0.144  -0.728 -0.036  -0.674 0.073  -0.620 0.182  -0.565 0.290  -0.497 0.377  -0.376 0.377  -0.254 0.377  -0.234 0.478  -0.234 0.599  -0.194 0.705  -0.108 0.791  -0.023 0.877  0.067 0.954  0.189 0.954  0.310 0.954  0.432 0.954  0.553 0.954  0.631 0.911  0.631 0.789  0.631 0.668  0.631 0.546  0.631 0.424  0.631 0.303  0.631 0.181  0.631 0.060  0.631 -0.062  0.631 -0.183  0.631 -0.305  0.631 -0.426  0.631 -0.548  0.631 -0.669  0.631 -0.791  0.631 -0.912  0.631 -1.034  0.722 -1.065  0.843 -1.065  0.965 -1.065  1.087 -1.065  1.208 -1.065
1d#app#app14#app1440/~  -1.499 -0.079  -1.418 0.002  -1.337 0.083  -1.256 0.164  -1.166 0.222  -1.051 0.222  -0.937 0.222  -0.844 0.275  -0.763 0.356  -0.682 0.437  -0.601 0.518  -0.520 0.599  -0.439 0.680  -0.358 0.761  -0.269 0.823  -0.155 0.823  -0.040 0.823  0.005 0.893  0.005 1.007  0.005 1.122  0.005 1.012  0.005 0.898  0.005 0.783  0.005 0.668  0.005 0.554  0.005 0.439  0.005 0.325  0.013 0.214  0.094 0.133  0.175 0.051  0.256 -0.030  0.306 -0.123  0.306 -0.238  0.306 -0.353  0.306 -0.467  0.306 -0.582  0.306 -0.696  0.306 -0.811  0.306 -0.925  0.364 -0.982  0.478 -0.982  0.593 -0.982  0.707 -0.982  0.822 -0.982  0.937 -0.982  1.051 -0.982  1.166 -0.982  1.280 -0.982  1.395 -0.982  1.509 -0.982
1d#app#app14#app1440/~  -1.343 -0.026  -1.217 -0.026  -1.090 -0.026  -1.054 0.064  -1.054 0.191  -1.000 0.264  -0.874 0.264  -0.765 0.281  -0.765 0.407  -0.765 0.534  -0.658 0.553  -0.531 0.553  -0.475 0.624  -0.475 0.750  -0.441 0.842  -0.315 0.842  -0.188 0.842  -0.186 0.966  -0.186 1.093  -0.186 1.044  -0.186 0.917  -0.186 0.791  -0.186 0.664  -0.186 0.538  -0.186 0.411  -0.186 0.285  -0.186 0.159  -0.186 0.032  -0.118 -0.026  0.009 -0.026  0.103 -0.058  0.103 -0.184  0.103 -0.311  0.190 -0.401  0.279 -0.491  0.368 -0.580  0.393 -0.697  0.393 -0.823  0.448 -0.894  0.575 -0.894  0.701 -0.894  0.828 -0.894  0.954 -0.894  1.080 -0.894  1.207 -0.894  1.333 -0.894  1.460 -0.894  1.550 -0.857  1.550 -0.731  1.550 -0.604
2#pri#pri0#000/~  -1.557 -0.142  -1.526 -0.073  -1.474 -0.016  -1.421 0.040  -1.372 0.099  -1.312 0.148  -1.246 0.188  -1.185 0.236  -1.124 0.283  -1.059 0.325  -0.990 0.359  -0.921 0.394  -0.848 0.415  -0.771 0.419  -0.694 0.412  -0.620 0.394  -0.549 0.363  -0.486 0.318  -0.424 0.272  -0.363 0.225  -0.302 0.178  -0.241 0.130  -0.181 0.082  -0.123 0.030  -0.065 -0.021  -0.005 -0.069  0.055 -0.117  0.120 -0.159  0.187 -0.198  0.256 -0.233  0.326 -0.265  0.398 -0.293  0.471 -0.318  0.545 -0.340  0.621 -0.353  0.697 -0.365  0.773 -0.354  0.850 -0.343  0.925 -0.328  1.001 -0.312  1.076 -0.296  1.142 -0.256  1.208 -0.215  1.273 -0.174  1.336 -0.129  1.399 -0.084  1.461 -0.039  1.520 0.011  1.579 0.061  1.638 0.111
1d#app#app07#app0732/~  -1.364 -0.619  -1.364 -0.532  -1.364 -0.445  -1.319 -0.377  -1.257 -0.315  -1.195 -0.253  -1.167 -0.178  -1.167 -0.091  -1.150 -0.011  -1.088 0.051  -1.027 0.112  -0.963 0.169  -0.876 0.169  -0.789 0.169  -0.772 0.240  -0.772 0.327  -0.724 0.367  -0.637 0.367  -0.550 0.367  -0.463 0.367  -0.376 0.367  -0.289 0.367  -0.201 0.367  -0.114 0.367  -0.027 0.367  0.047 0.336  0.109 0.274  0.170 0.213  0.240 0.169  0.327 0.169  0.411 0.166  0.411 0.079  0.411 -0.008  0.478 -0.028  0.566 -0.028  0.640 -0.059  0.701 -0.121  0.763 -0.183  0.832 -0.225  0.920 -0.225  1.007 -0.225  1.094 -0.225  1.181 -0.225  1.268 -0.225  1.355 -0.225  1.443 -0.225  1.530 -0.225  1.617 -0.225  1.704 -0.225  1.791 -0.225
1d#app#app07#app0732/~  -1.617 -0.036  -1.617 0.043  -1.604 0.110  -1.525 0.110  -1.446 0.110  -1.366 0.110  -1.287 0.110  -1.208 0.110  -1.129 0.110  -1.050 0.110  -0.970 0.110  -0.891 0.110  -0.812 0.110  -0.743 0.099  -0.743 0.020  -0.720 -0.036  -0.641 -0.036  -0.562 -0.036  -0.483 -0.036  -0.409 -0.058  -0.338 -0.093  -0.267 -0.129  -0.196 -0.164  -0.121 -0.182  -0.042 -0.182  0.037 -0.182  0.117 -0.182  0.196 -0.182  0.275 -0.182  0.354 -0.182  0.433 -0.182  0.512 -0.182  0.592 -0.182  0.671 -0.182  0.739 -0.155  0.795 -0.099  0.851 -0.043  0.927 -0.036  1.006 -0.036  1.086 -0.036  1.150 -0.021  1.150 0.058  1.178 0.110  1.257 0.110  1.295 0.150  1.295 0.230  1.349 0.255  1.428 0.255  1.507 0.255  1.586 0.255
1d#app#app07#app0732/~  -1.448 -0.625  -1.353 -0.625  -1.320 -0.562  -1.290 -0.497  -1.194 -0.497  -1.192 -0.403  -1.149 -0.326  -1.082 -0.258  -1.014 -0.191  -0.947 -0.123  -0.936 -0.032  -0.888 0.015  -0.797 0.026  -0.730 0.094  -0.662 0.161  -0.595 0.229  -0.553 0.306  -0.550 0.399  -0.454 0.399  -0.425 0.465  -0.425 0.493  -0.424 0.399  -0.328 0.399  -0.297 0.335  -0.275 0.249  -0.207 0.181  -0.140 0.114  -0.072 0.046  0.010 0.015  0.106 0.015  0.201 0.015  0.297 0.015  0.378 -0.020  0.445 -0.087  0.530 -0.113  0.625 -0.113  0.721 -0.113  0.816 -0.113  0.912 -0.113  1.000 -0.096  1.067 -0.028  1.145 0.015  1.240 0.015  1.336 0.015  1.431 0.015  1.523 0.029  1.608 0.072  1.694 0.115  1.783 0.143  1.878 0.143
1d#app#app14#app1423/~  -1.345 -0.128  -1.345 -0.236  -1.345 -0.343  -1.345 -0.337  -1.345 -0.229  -1.339 -0.128  -1.231 -0.128  -1.123 -0.128  -1.079 -0.065  -1.079 0.043  -1.067 0.138  -0.959 0.138  -0.851 0.138  -0.813 0.207  -0.813 0.315  -0.794 0.404  -0.687 0.404  -0.579 0.404  -0.471 0.404  -0.364 0.404  -0.256 0.404  -0.148 0.404  -0.041 0.404  -0.015 0.322  -0.015 0.215  0.016 0.138  0.124 0.138  0.231 0.138  0.251 0.050  0.251 -0.058  0.251 -0.165  0.251 -0.273  0.251 -0.380  0.345 -0.394  0.453 -0.394  0.561 -0.394  0.668 -0.394  0.776 -0.394  0.854 -0.323  0.930 -0.247  1.006 -0.171  1.096 -0.128  1.204 -0.128  1.312 -0.128  1.389 -0.054  1.465 0.022  1.541 0.098  1.632 0.138  1.740 0.138  1.847 0.138
1d#tos#f2#f2044065/~  -1.004 -0.316  -1.123 -0.352  -1.202 -0.410  -1.330 -0.410  -1.333 -0.285  -1.333 -0.157  -1.328 -0.034  -1.286 0.051  -1.286 0.179  -1.244 0.290  -1.133 0.319  -1.048 0.388  -0.978 0.461  -0.859 0.482  -0.778 0.529  -0.650 0.529  -0.522 0.529  -0.394 0.529  -0.313 0.482  -0.223 0.422  -0.206 0.298  -0.137 0.226  -0.112 0.109  -0.033 0.060  -0.018 -0.053  0.019 -0.165  0.029 -0.289  0.083 -0.363  0.183 -0.402  0.231 -0.518  0.346 -0.551  0.427 -0.598  0.554 -0.598  0.682 -0.598  0.810 -0.598  0.938 -0.598  0.972 -0.504  1.091 -0.466  1.156 -0.396  1.203 -0.316  1.203 -0.188  1.203 -0.060  1.203 0.068  1.203 0.196  1.203 0.324  1.203 0.452  1.109 0.486  1.034 0.567  0.955 0.623  0.827 0.623
