1c#apb#apb09#app0910/q  0.483 1.131  0.429 1.268  0.301 1.330  0.155 1.313  0.035 1.227  -0.084 1.140  -0.199 1.046  -0.310 0.950  -0.376 0.818  -0.442 0.685  -0.498 0.548  -0.551 0.410  -0.583 0.268  -0.583 0.120  -0.535 -0.015  -0.434 -0.114  -0.296 -0.136  -0.153 -0.098  -0.023 -0.029  0.102 0.049  0.199 0.158  0.289 0.276  0.364 0.403  0.427 0.536  0.493 0.669  0.563 0.799  0.600 0.924  0.512 0.807  0.442 0.677  0.375 0.545  0.310 0.412  0.258 0.273  0.206 0.135  0.153 -0.003  0.099 -0.141  0.045 -0.279  -0.012 -0.415  -0.078 -0.548  -0.144 -0.680  -0.191 -0.818  -0.215 -0.964  -0.238 -1.111  -0.253 -1.258  -0.265 -1.405  -0.263 -1.551  -0.227 -1.695  -0.160 -1.823  -0.052 -1.917  0.088 -1.958  0.236 -1.958
1c#gmd#kast/q  0.202 0.970  0.082 1.004  0.015 1.090  -0.138 1.090  -0.292 1.090  -0.446 1.090  -0.591 1.054  -0.729 0.985  -0.759 0.851  -0.828 0.713  -0.880 0.572  -0.880 0.418  -0.880 0.264  -0.782 0.151  -0.705 0.019  -0.632 -0.112  -0.490 -0.140  -0.375 -0.232  -0.221 -0.232  -0.158 -0.141  -0.047 -0.056  0.089 0.015  0.197 0.124  0.306 0.232  0.381 0.365  0.443 0.504  0.443 0.658  0.443 0.812  0.443 0.966  0.443 0.821  0.415 0.674  0.346 0.536  0.323 0.388  0.323 0.234  0.323 0.081  0.323 -0.073  0.323 -0.227  0.323 -0.381  0.323 -0.534  0.323 -0.688  0.323 -0.842  0.323 -0.995  0.299 -1.145  0.250 -1.291  0.204 -1.436  0.313 -1.545  0.323 -1.695  0.323 -1.848  0.323 -2.002  0.323 -2.156
1c#gmd#kast/q  0.103 0.967  0.082 1.091  -0.021 1.133  -0.084 1.215  -0.229 1.215  -0.374 1.215  -0.395 1.090  -0.524 1.025  -0.651 0.956  -0.754 0.854  -0.764 0.713  -0.764 0.568  -0.764 0.423  -0.764 0.279  -0.724 0.143  -0.659 0.014  -0.594 -0.116  -0.529 -0.246  -0.400 -0.271  -0.270 -0.210  -0.140 -0.147  -0.013 -0.122  0.033 0.015  0.079 0.153  0.134 0.286  0.199 0.416  0.285 0.530  0.351 0.648  0.351 0.793  0.351 0.749  0.351 0.604  0.351 0.459  0.351 0.314  0.351 0.169  0.351 0.025  0.351 -0.120  0.351 -0.265  0.351 -0.410  0.351 -0.555  0.351 -0.700  0.351 -0.845  0.351 -0.990  0.351 -1.135  0.351 -1.280  0.351 -1.425  0.369 -1.567  0.415 -1.704  0.461 -1.841  0.474 -1.984  0.474 -2.129
1c#gmd#kast/q  0.343 0.738  0.343 0.890  0.302 1.025  0.183 1.107  0.038 1.136  -0.098 1.205  -0.217 1.161  -0.324 1.054  -0.442 0.960  -0.578 0.892  -0.677 0.786  -0.745 0.650  -0.814 0.514  -0.882 0.377  -0.877 0.228  -0.809 0.092  -0.728 -0.035  -0.612 -0.123  -0.459 -0.123  -0.307 -0.123  -0.155 -0.123  -0.018 -0.057  0.114 0.017  0.222 0.125  0.329 0.232  0.437 0.340  0.466 0.480  0.466 0.633  0.466 0.785  0.466 0.784  0.433 0.637  0.385 0.493  0.343 0.347  0.343 0.195  0.324 0.045  0.287 -0.103  0.250 -0.251  0.220 -0.399  0.220 -0.552  0.220 -0.704  0.220 -0.856  0.220 -1.009  0.220 -1.161  0.200 -1.311  0.163 -1.459  0.126 -1.606  0.097 -1.755  0.097 -1.908  0.097 -2.060  0.097 -2.212
1c#gmd#kast/q  0.101 0.877  0.205 0.776  0.253 0.877  0.308 0.970  0.210 1.079  0.078 1.147  -0.044 1.229  -0.167 1.290  -0.315 1.288  -0.420 1.183  -0.523 1.076  -0.589 0.943  -0.622 0.802  -0.622 0.653  -0.622 0.504  -0.622 0.355  -0.622 0.207  -0.592 0.063  -0.545 -0.078  -0.452 -0.157  -0.336 -0.236  -0.198 -0.260  -0.080 -0.210  -0.014 -0.076  0.085 0.034  0.190 0.139  0.295 0.244  0.308 0.387  0.359 0.515  0.411 0.642  0.326 0.585  0.308 0.444  0.308 0.295  0.286 0.148  0.257 0.003  0.228 -0.143  0.205 -0.290  0.205 -0.439  0.205 -0.587  0.205 -0.736  0.205 -0.885  0.205 -1.034  0.205 -1.182  0.205 -1.331  0.205 -1.480  0.205 -1.629  0.205 -1.777  0.205 -1.926  0.205 -2.075  0.205 -2.224
1c#gmd#kast/q  0.349 0.797  0.349 0.941  0.293 1.061  0.192 1.163  0.070 1.215  -0.074 1.215  -0.217 1.212  -0.353 1.167  -0.460 1.082  -0.539 0.962  -0.630 0.853  -0.665 0.714  -0.696 0.574  -0.696 0.430  -0.696 0.287  -0.688 0.145  -0.642 0.008  -0.560 -0.105  -0.425 -0.153  -0.285 -0.178  -0.161 -0.131  -0.060 -0.029  0.042 0.072  0.128 0.187  0.207 0.306  0.287 0.426  0.349 0.551  0.396 0.683  0.418 0.772  0.374 0.639  0.349 0.502  0.331 0.360  0.303 0.219  0.279 0.077  0.279 -0.066  0.279 -0.210  0.268 -0.352  0.222 -0.488  0.209 -0.630  0.209 -0.773  0.209 -0.917  0.209 -1.061  0.209 -1.204  0.209 -1.348  0.191 -1.488  0.145 -1.625  0.140 -1.768  0.140 -1.911  0.140 -2.055  0.070 -2.129
1c#gmd#kast/q  0.157 0.790  0.241 0.832  0.241 0.958  0.212 1.071  0.123 1.160  0.019 1.211  -0.107 1.211  -0.227 1.187  -0.340 1.131  -0.430 1.044  -0.518 0.954  -0.574 0.842  -0.600 0.722  -0.600 0.596  -0.600 0.470  -0.600 0.345  -0.553 0.238  -0.464 0.149  -0.352 0.117  -0.226 0.117  -0.109 0.153  0.001 0.213  0.090 0.302  0.179 0.391  0.268 0.480  0.325 0.582  0.325 0.705  0.325 0.579  0.325 0.453  0.306 0.332  0.250 0.219  0.241 0.096  0.241 -0.030  0.241 -0.156  0.241 -0.282  0.241 -0.408  0.231 -0.533  0.210 -0.657  0.190 -0.781  0.169 -0.905  0.148 -1.029  0.128 -1.153  0.107 -1.277  0.086 -1.401  0.073 -1.526  0.073 -1.651  0.073 -1.777  0.073 -1.903  0.073 -2.029  0.073 -2.155
1c#gmd#kast/q  -0.022 0.588  0.084 0.710  0.084 0.876  0.084 1.042  -0.005 1.118  -0.167 1.137  -0.315 1.212  -0.463 1.162  -0.599 1.071  -0.684 0.933  -0.737 0.776  -0.800 0.623  -0.870 0.474  -0.870 0.308  -0.870 0.142  -0.844 -0.020  -0.792 -0.177  -0.708 -0.316  -0.591 -0.433  -0.442 -0.472  -0.276 -0.472  -0.165 -0.369  -0.073 -0.231  0.030 -0.102  0.134 0.026  0.226 0.164  0.296 0.309  0.296 0.475  0.367 0.624  0.402 0.782  0.444 0.906  0.508 0.804  0.469 0.643  0.429 0.482  0.402 0.320  0.402 0.154  0.402 -0.012  0.402 -0.178  0.402 -0.344  0.402 -0.510  0.402 -0.676  0.402 -0.842  0.402 -1.007  0.402 -1.173  0.402 -1.339  0.402 -1.505  0.402 -1.671  0.402 -1.837  0.402 -2.003  0.402 -2.169
1c#gmd#kast/q  0.010 0.873  0.126 0.792  0.173 0.895  0.173 1.045  0.118 1.172  -0.009 1.248  -0.151 1.279  -0.301 1.279  -0.436 1.218  -0.551 1.124  -0.653 1.016  -0.736 0.891  -0.802 0.761  -0.802 0.612  -0.802 0.462  -0.802 0.312  -0.802 0.163  -0.781 0.018  -0.710 -0.113  -0.604 -0.219  -0.498 -0.325  -0.363 -0.384  -0.222 -0.421  -0.088 -0.354  0.021 -0.254  0.127 -0.148  0.220 -0.031  0.303 0.093  0.376 0.224  0.417 0.364  0.417 0.513  0.417 0.595  0.417 0.446  0.417 0.296  0.417 0.146  0.417 -0.003  0.408 -0.152  0.384 -0.300  0.359 -0.448  0.335 -0.595  0.335 -0.745  0.346 -0.894  0.370 -1.042  0.395 -1.189  0.417 -1.337  0.417 -1.487  0.417 -1.637  0.417 -1.786  0.450 -1.922  0.498 -2.052
1c#gmd#kast/q  0.204 0.670  0.267 0.796  0.294 0.930  0.276 1.067  0.213 1.193  0.086 1.222  -0.048 1.266  -0.183 1.303  -0.302 1.249  -0.402 1.149  -0.521 1.076  -0.610 0.990  -0.610 0.849  -0.655 0.716  -0.699 0.582  -0.700 0.441  -0.669 0.305  -0.624 0.171  -0.557 0.048  -0.479 -0.069  -0.429 -0.195  -0.327 -0.234  -0.190 -0.215  -0.056 -0.170  0.064 -0.103  0.136 0.014  0.181 0.148  0.234 0.278  0.299 0.403  0.385 0.508  0.385 0.510  0.385 0.369  0.385 0.228  0.378 0.087  0.355 -0.052  0.332 -0.191  0.309 -0.330  0.294 -0.470  0.294 -0.611  0.284 -0.751  0.260 -0.890  0.237 -1.029  0.214 -1.168  0.204 -1.308  0.204 -1.449  0.204 -1.590  0.204 -1.731  0.204 -1.872  0.177 -2.007  0.114 -2.133
1c#gmd#kast/q  0.307 0.567  0.399 0.662  0.399 0.794  0.399 0.927  0.313 1.023  0.220 1.117  0.089 1.123  -0.043 1.123  -0.175 1.123  -0.291 1.081  -0.396 1.003  -0.514 0.944  -0.579 0.831  -0.619 0.708  -0.619 0.576  -0.619 0.443  -0.619 0.311  -0.540 0.211  -0.425 0.147  -0.302 0.105  -0.170 0.105  -0.072 0.189  0.021 0.282  0.115 0.376  0.177 0.493  0.214 0.616  0.277 0.723  0.266 0.672  0.214 0.552  0.214 0.419  0.214 0.287  0.214 0.154  0.214 0.022  0.210 -0.110  0.191 -0.242  0.172 -0.373  0.153 -0.504  0.135 -0.635  0.121 -0.766  0.121 -0.899  0.121 -1.031  0.121 -1.164  0.117 -1.296  0.075 -1.421  0.034 -1.547  0.029 -1.679  0.029 -1.811  0.029 -1.944  0.029 -2.076  0.029 -2.208
1c#gmd#kast/q  0.353 0.845  0.353 0.992  0.314 1.124  0.200 1.204  0.052 1.204  -0.094 1.195  -0.234 1.149  -0.374 1.102  -0.468 1.002  -0.534 0.870  -0.600 0.738  -0.624 0.595  -0.660 0.451  -0.666 0.305  -0.666 0.157  -0.630 0.015  -0.554 -0.107  -0.424 -0.174  -0.281 -0.146  -0.147 -0.088  -0.024 -0.006  0.077 0.100  0.158 0.223  0.227 0.353  0.276 0.493  0.334 0.628  0.400 0.760  0.413 0.904  0.325 0.789  0.293 0.649  0.293 0.502  0.276 0.356  0.240 0.213  0.233 0.066  0.204 -0.078  0.175 -0.223  0.173 -0.370  0.173 -0.518  0.173 -0.665  0.173 -0.813  0.173 -0.961  0.166 -1.107  0.137 -1.252  0.113 -1.397  0.113 -1.545  0.107 -1.691  0.060 -1.831  0.053 -1.978  0.053 -2.061  0.113 -1.973
1c#gmd#kast/q  0.206 1.045  0.268 1.182  0.140 1.244  -0.013 1.237  -0.159 1.188  -0.290 1.111  -0.405 1.014  -0.478 0.879  -0.563 0.751  -0.637 0.616  -0.654 0.466  -0.654 0.312  -0.654 0.159  -0.654 0.005  -0.604 -0.128  -0.495 -0.237  -0.358 -0.277  -0.204 -0.277  -0.113 -0.161  -0.028 -0.033  0.058 0.095  0.147 0.215  0.185 0.365  0.253 0.497  0.303 0.638  0.338 0.788  0.338 0.942  0.288 1.045  0.270 0.908  0.206 0.769  0.206 0.615  0.206 0.462  0.206 0.308  0.196 0.156  0.148 0.010  0.165 -0.140  0.196 -0.291  0.190 -0.442  0.164 -0.594  0.141 -0.746  0.171 -0.896  0.201 -1.047  0.206 -1.200  0.206 -1.354  0.206 -1.508  0.206 -1.662  0.206 -1.816  0.206 -1.969  0.263 -2.110  0.272 -2.129
1c#gmd#kast/q  0.358 0.920  0.358 1.082  0.296 1.183  0.134 1.183  -0.029 1.183  -0.159 1.104  -0.279 0.996  -0.424 0.923  -0.541 0.810  -0.656 0.695  -0.771 0.580  -0.848 0.438  -0.921 0.293  -0.958 0.139  -0.929 -0.017  -0.842 -0.148  -0.696 -0.221  -0.574 -0.293  -0.428 -0.222  -0.266 -0.222  -0.122 -0.175  -0.007 -0.060  0.113 0.042  0.212 0.130  0.264 0.284  0.366 0.408  0.439 0.553  0.446 0.714  0.491 0.832  0.449 0.917  0.396 0.782  0.358 0.635  0.315 0.483  0.271 0.330  0.271 0.168  0.271 0.005  0.271 -0.158  0.227 -0.310  0.199 -0.460  0.238 -0.618  0.271 -0.777  0.271 -0.939  0.271 -1.102  0.271 -1.265  0.271 -1.427  0.271 -1.590  0.271 -1.753  0.271 -1.915  0.271 -2.078  0.271 -2.065
1c#gmd#kast/q  0.008 0.886  0.078 1.027  0.031 1.149  -0.022 1.268  -0.153 1.203  -0.286 1.121  -0.416 1.036  -0.527 0.924  -0.639 0.813  -0.717 0.677  -0.778 0.532  -0.828 0.383  -0.851 0.229  -0.835 0.074  -0.785 -0.076  -0.726 -0.222  -0.650 -0.354  -0.493 -0.354  -0.339 -0.336  -0.198 -0.266  -0.083 -0.159  0.028 -0.047  0.140 0.064  0.222 0.194  0.272 0.344  0.333 0.488  0.389 0.633  0.389 0.791  0.389 0.948  0.294 0.953  0.294 0.795  0.294 0.638  0.294 0.480  0.294 0.322  0.294 0.164  0.294 0.007  0.294 -0.151  0.294 -0.309  0.294 -0.466  0.294 -0.624  0.294 -0.782  0.294 -0.939  0.312 -1.095  0.350 -1.248  0.389 -1.401  0.389 -1.558  0.389 -1.716  0.429 -1.864  0.485 -2.009  0.485 -2.167
1c#gmd#kast/q  0.264 0.833  0.337 0.960  0.241 1.077  0.130 1.188  -0.022 1.201  -0.179 1.200  -0.328 1.151  -0.467 1.081  -0.598 0.994  -0.678 0.862  -0.780 0.745  -0.891 0.634  -0.953 0.492  -0.986 0.341  -0.986 0.184  -0.986 0.027  -0.937 -0.122  -0.856 -0.252  -0.740 -0.356  -0.597 -0.417  -0.440 -0.417  -0.289 -0.380  -0.150 -0.315  -0.027 -0.218  0.104 -0.131  0.180 0.004  0.285 0.119  0.364 0.250  0.416 0.397  0.484 0.526  0.484 0.683  0.484 0.679  0.411 0.596  0.411 0.439  0.411 0.282  0.411 0.125  0.411 -0.032  0.411 -0.189  0.411 -0.346  0.411 -0.503  0.411 -0.660  0.419 -0.816  0.457 -0.969  0.484 -1.122  0.484 -1.280  0.484 -1.437  0.484 -1.594  0.492 -1.748  0.558 -1.877  0.558 -1.887
1c#gmd#kast/q  0.184 0.731  0.226 0.882  0.252 1.037  0.154 1.139  -0.007 1.139  -0.160 1.103  -0.304 1.031  -0.430 0.934  -0.543 0.820  -0.682 0.740  -0.763 0.606  -0.835 0.462  -0.875 0.306  -0.905 0.149  -0.886 -0.009  -0.832 -0.160  -0.700 -0.245  -0.547 -0.291  -0.393 -0.267  -0.259 -0.177  -0.125 -0.088  0.005 0.007  0.118 0.121  0.207 0.255  0.288 0.394  0.369 0.532  0.456 0.667  0.456 0.828  0.456 0.989  0.388 0.924  0.372 0.767  0.320 0.618  0.287 0.461  0.252 0.304  0.252 0.143  0.252 -0.018  0.252 -0.179  0.252 -0.340  0.252 -0.501  0.252 -0.662  0.252 -0.823  0.252 -0.984  0.252 -1.145  0.278 -1.303  0.309 -1.461  0.320 -1.621  0.320 -1.782  0.320 -1.943  0.320 -2.104  0.320 -1.992
1c#gmd#kast/q  0.104 1.118  0.178 1.195  0.172 1.340  0.020 1.340  -0.127 1.331  -0.234 1.224  -0.341 1.117  -0.408 0.982  -0.476 0.846  -0.569 0.730  -0.625 0.590  -0.681 0.449  -0.710 0.304  -0.710 0.152  -0.708 0.002  -0.660 -0.142  -0.584 -0.267  -0.447 -0.327  -0.306 -0.346  -0.175 -0.272  -0.079 -0.156  0.005 -0.030  0.089 0.095  0.173 0.221  0.264 0.338  0.311 0.482  0.359 0.625  0.400 0.770  0.375 0.896  0.326 0.793  0.279 0.653  0.252 0.508  0.252 0.357  0.252 0.206  0.252 0.055  0.252 -0.097  0.252 -0.248  0.252 -0.399  0.252 -0.550  0.252 -0.701  0.252 -0.852  0.252 -1.004  0.252 -1.155  0.252 -1.306  0.252 -1.457  0.252 -1.608  0.252 -1.760  0.252 -1.911  0.252 -2.062  0.252 -2.065
1c#gmd#kast/q  -0.030 0.865  -0.030 1.014  -0.030 1.162  -0.100 1.241  -0.248 1.241  -0.372 1.181  -0.477 1.076  -0.582 0.971  -0.687 0.866  -0.688 0.717  -0.722 0.574  -0.769 0.433  -0.778 0.287  -0.731 0.146  -0.678 0.009  -0.573 -0.096  -0.455 -0.169  -0.306 -0.169  -0.157 -0.169  -0.042 -0.088  0.063 0.017  0.164 0.125  0.231 0.258  0.297 0.391  0.346 0.528  0.346 0.677  0.346 0.825  0.269 0.942  0.252 0.834  0.252 0.686  0.208 0.544  0.161 0.403  0.221 0.270  0.252 0.129  0.252 -0.020  0.252 -0.168  0.252 -0.317  0.252 -0.466  0.252 -0.614  0.259 -0.762  0.295 -0.906  0.331 -1.050  0.346 -1.197  0.346 -1.346  0.346 -1.494  0.346 -1.643  0.346 -1.792  0.346 -1.940  0.386 -2.050  0.440 -1.956
1c#gmd#kast/q  0.101 0.534  0.182 0.695  0.296 0.831  0.257 1.002  0.149 1.118  -0.032 1.118  -0.212 1.118  -0.381 1.072  -0.519 0.965  -0.619 0.816  -0.711 0.661  -0.795 0.502  -0.895 0.353  -0.969 0.195  -0.969 0.015  -0.969 -0.165  -0.924 -0.335  -0.827 -0.484  -0.668 -0.536  -0.488 -0.536  -0.326 -0.458  -0.165 -0.378  -0.038 -0.259  0.062 -0.109  0.178 0.027  0.302 0.157  0.383 0.318  0.443 0.488  0.511 0.652  0.588 0.800  0.588 0.980  0.491 0.979  0.403 0.835  0.393 0.659  0.345 0.487  0.296 0.315  0.296 0.135  0.296 -0.045  0.296 -0.225  0.296 -0.405  0.296 -0.585  0.296 -0.765  0.296 -0.945  0.296 -1.125  0.296 -1.306  0.319 -1.482  0.376 -1.653  0.393 -1.830  0.393 -2.010  0.393 -2.190
1c#gmd#kast/q  0.085 0.584  0.200 0.699  0.239 0.845  0.316 0.975  0.236 1.087  0.083 1.123  -0.079 1.121  -0.236 1.082  -0.389 1.034  -0.503 0.920  -0.618 0.805  -0.722 0.682  -0.812 0.548  -0.889 0.406  -0.916 0.250  -0.880 0.094  -0.839 -0.062  -0.757 -0.190  -0.625 -0.262  -0.471 -0.217  -0.317 -0.166  -0.164 -0.114  -0.050 -0.003  0.040 0.132  0.142 0.256  0.257 0.371  0.316 0.508  0.377 0.645  0.393 0.800  0.324 0.892  0.239 0.770  0.239 0.608  0.239 0.446  0.239 0.284  0.239 0.122  0.239 -0.040  0.239 -0.202  0.239 -0.364  0.257 -0.524  0.284 -0.684  0.311 -0.844  0.316 -1.005  0.316 -1.167  0.316 -1.329  0.349 -1.483  0.393 -1.635  0.393 -1.797  0.463 -1.942  0.470 -2.102  0.470 -1.956
1c#gmd#kast/q  0.399 0.707  0.453 0.845  0.429 0.981  0.315 1.084  0.184 1.173  0.049 1.160  -0.099 1.099  -0.252 1.048  -0.397 0.979  -0.519 0.877  -0.633 0.763  -0.726 0.634  -0.791 0.487  -0.841 0.335  -0.907 0.188  -0.941 0.035  -0.941 -0.126  -0.823 -0.231  -0.677 -0.297  -0.517 -0.295  -0.373 -0.223  -0.222 -0.169  -0.078 -0.104  0.024 0.019  0.113 0.153  0.202 0.287  0.292 0.421  0.368 0.562  0.399 0.716  0.396 0.874  0.315 0.795  0.282 0.641  0.231 0.492  0.231 0.332  0.231 0.171  0.231 0.010  0.231 -0.151  0.231 -0.312  0.253 -0.470  0.293 -0.626  0.315 -0.785  0.315 -0.945  0.315 -1.106  0.315 -1.267  0.346 -1.424  0.385 -1.581  0.399 -1.740  0.399 -1.901  0.399 -2.062  0.399 -2.055
1c#gmd#kast/q  0.152 0.749  0.266 0.863  0.309 1.007  0.283 1.142  0.122 1.142  -0.034 1.106  -0.188 1.063  -0.317 0.987  -0.431 0.873  -0.545 0.759  -0.659 0.645  -0.773 0.531  -0.834 0.384  -0.869 0.228  -0.869 0.067  -0.869 -0.094  -0.807 -0.193  -0.653 -0.239  -0.504 -0.246  -0.355 -0.193  -0.207 -0.160  -0.093 -0.046  -0.002 0.087  0.091 0.218  0.194 0.341  0.283 0.475  0.309 0.629  0.387 0.757  0.379 0.915  0.309 0.922  0.244 0.777  0.230 0.619  0.230 0.457  0.230 0.296  0.230 0.135  0.230 -0.026  0.230 -0.187  0.230 -0.349  0.246 -0.508  0.278 -0.666  0.309 -0.824  0.309 -0.986  0.309 -1.147  0.309 -1.308  0.328 -1.467  0.360 -1.625  0.387 -1.784  0.387 -1.945  0.387 -2.106  0.466 -2.078
1c#gmd#kast/q  0.241 0.450  0.357 0.566  0.438 0.709  0.476 0.828  0.355 0.938  0.208 1.012  0.055 1.064  -0.110 1.064  -0.271 1.038  -0.431 0.998  -0.558 0.896  -0.695 0.804  -0.778 0.665  -0.851 0.517  -0.919 0.369  -0.919 0.204  -0.918 0.039  -0.827 -0.098  -0.706 -0.202  -0.549 -0.232  -0.384 -0.232  -0.244 -0.171  -0.128 -0.055  -0.011 0.062  0.105 0.178  0.222 0.295  0.274 0.448  0.324 0.602  0.417 0.735  0.445 0.894  0.377 0.825  0.336 0.667  0.309 0.506  0.299 0.343  0.259 0.183  0.241 0.020  0.241 -0.145  0.241 -0.310  0.241 -0.474  0.241 -0.639  0.241 -0.804  0.241 -0.969  0.241 -1.134  0.241 -1.299  0.241 -1.463  0.248 -1.627  0.288 -1.787  0.309 -1.950  0.309 -2.114  0.241 -2.211
1c#gmd#kast/q  0.268 0.498  0.317 0.586  0.317 0.724  0.302 0.856  0.205 0.953  0.096 1.037  -0.027 1.085  -0.164 1.085  -0.299 1.071  -0.411 0.994  -0.508 0.896  -0.621 0.819  -0.702 0.712  -0.711 0.576  -0.669 0.456  -0.605 0.335  -0.523 0.232  -0.400 0.171  -0.266 0.156  -0.131 0.183  0.002 0.218  0.108 0.300  0.190 0.410  0.259 0.529  0.333 0.644  0.391 0.768  0.415 0.877  0.395 0.741  0.368 0.606  0.326 0.475  0.298 0.341  0.273 0.205  0.248 0.070  0.224 -0.066  0.203 -0.202  0.184 -0.338  0.163 -0.474  0.141 -0.610  0.118 -0.746  0.095 -0.882  0.073 -1.018  0.050 -1.153  0.028 -1.289  0.003 -1.425  -0.021 -1.560  -0.046 -1.696  -0.071 -1.831  -0.074 -1.969  -0.074 -2.106  -0.074 -2.244
1c#gmd#kast/q  0.306 0.326  0.371 0.473  0.399 0.636  0.399 0.805  0.332 0.953  0.195 1.041  0.030 1.072  -0.138 1.072  -0.296 1.027  -0.446 0.952  -0.585 0.857  -0.714 0.750  -0.808 0.613  -0.883 0.462  -0.934 0.302  -0.949 0.136  -0.874 -0.014  -0.764 -0.140  -0.607 -0.186  -0.438 -0.186  -0.276 -0.158  -0.119 -0.095  0.016 0.004  0.154 0.101  0.272 0.218  0.371 0.354  0.461 0.496  0.536 0.647  0.629 0.787  0.667 0.932  0.586 0.818  0.532 0.666  0.474 0.511  0.439 0.347  0.398 0.183  0.345 0.024  0.292 -0.136  0.247 -0.298  0.214 -0.463  0.181 -0.628  0.148 -0.793  0.114 -0.958  0.077 -1.123  0.041 -1.287  0.002 -1.451  -0.031 -1.616  -0.055 -1.782  -0.083 -1.948  -0.113 -2.113  -0.113 -2.189
1c#gmd#kast/q  0.266 1.057  0.181 1.154  0.048 1.202  -0.083 1.165  -0.206 1.095  -0.329 1.025  -0.431 0.930  -0.515 0.816  -0.585 0.693  -0.630 0.559  -0.661 0.421  -0.680 0.281  -0.638 0.146  -0.590 0.015  -0.478 -0.068  -0.346 -0.111  -0.216 -0.060  -0.106 0.028  -0.006 0.128  0.091 0.231  0.161 0.354  0.233 0.477  0.316 0.588  0.361 0.722  0.415 0.853  0.448 0.991  0.420 0.993  0.390 0.856  0.364 0.717  0.334 0.578  0.303 0.440  0.271 0.301  0.239 0.163  0.207 0.025  0.182 -0.115  0.162 -0.255  0.143 -0.396  0.126 -0.537  0.108 -0.678  0.091 -0.818  0.083 -0.960  0.083 -1.102  0.078 -1.243  0.068 -1.385  0.058 -1.527  0.048 -1.668  0.047 -1.810  0.047 -1.952  0.047 -2.094  0.083 -2.227
1c#gmd#kast/q  0.180 0.582  0.227 0.713  0.253 0.849  0.181 0.965  0.071 1.040  -0.068 1.058  -0.208 1.032  -0.349 1.022  -0.464 0.946  -0.573 0.855  -0.674 0.755  -0.758 0.641  -0.773 0.504  -0.773 0.361  -0.726 0.231  -0.625 0.141  -0.494 0.086  -0.357 0.086  -0.219 0.119  -0.088 0.173  0.039 0.237  0.146 0.329  0.247 0.429  0.341 0.534  0.414 0.656  0.484 0.775  0.537 0.903  0.496 0.825  0.438 0.698  0.396 0.562  0.368 0.423  0.342 0.283  0.316 0.144  0.291 0.004  0.262 -0.135  0.232 -0.274  0.202 -0.413  0.175 -0.552  0.155 -0.693  0.134 -0.833  0.114 -0.974  0.094 -1.115  0.074 -1.255  0.052 -1.396  0.028 -1.536  0.002 -1.675  -0.023 -1.815  -0.040 -1.956  -0.040 -2.098  -0.040 -2.240
1c#gmd#kast/q  0.195 0.769  0.235 0.901  0.200 1.042  0.073 1.114  -0.070 1.124  -0.208 1.069  -0.323 0.979  -0.424 0.871  -0.504 0.746  -0.571 0.613  -0.621 0.475  -0.642 0.328  -0.654 0.180  -0.605 0.041  -0.545 -0.095  -0.415 -0.149  -0.279 -0.114  -0.159 -0.029  -0.063 0.083  0.030 0.199  0.113 0.323  0.195 0.447  0.277 0.571  0.324 0.712  0.371 0.853  0.434 0.986  0.518 1.081  0.506 0.934  0.463 0.792  0.427 0.648  0.391 0.503  0.355 0.359  0.319 0.215  0.283 0.071  0.247 -0.073  0.211 -0.218  0.178 -0.362  0.146 -0.508  0.115 -0.653  0.084 -0.799  0.060 -0.945  0.039 -1.092  0.010 -1.238  -0.021 -1.384  -0.052 -1.529  -0.083 -1.674  -0.109 -1.821  -0.132 -1.968  -0.150 -2.115  -0.169 -2.263
1c#gmd#kast/q  0.031 0.555  0.158 0.641  0.231 0.781  0.198 0.926  0.104 1.054  -0.052 1.092  -0.214 1.092  -0.368 1.058  -0.513 0.986  -0.634 0.881  -0.749 0.766  -0.838 0.634  -0.910 0.489  -0.922 0.329  -0.954 0.170  -0.910 0.019  -0.844 -0.129  -0.735 -0.247  -0.589 -0.311  -0.432 -0.273  -0.280 -0.219  -0.135 -0.147  -0.008 -0.052  0.093 0.075  0.185 0.208  0.275 0.342  0.363 0.478  0.419 0.629  0.490 0.775  0.527 0.931  0.486 0.854  0.476 0.692  0.453 0.532  0.434 0.371  0.418 0.210  0.401 0.049  0.375 -0.111  0.355 -0.271  0.343 -0.433  0.331 -0.594  0.320 -0.756  0.320 -0.918  0.315 -1.079  0.302 -1.241  0.288 -1.402  0.279 -1.564  0.279 -1.726  0.279 -1.888  0.279 -2.050  0.279 -2.211
1c#gmd#kast/q  0.184 0.695  0.261 0.786  0.261 0.930  0.183 1.043  0.057 1.114  -0.072 1.142  -0.212 1.103  -0.342 1.042  -0.467 0.967  -0.567 0.864  -0.658 0.750  -0.720 0.623  -0.740 0.481  -0.736 0.337  -0.691 0.199  -0.637 0.065  -0.520 -0.012  -0.386 -0.065  -0.245 -0.053  -0.115 0.001  -0.002 0.092  0.088 0.204  0.156 0.331  0.221 0.461  0.269 0.598  0.322 0.732  0.363 0.871  0.377 0.916  0.377 0.771  0.359 0.627  0.341 0.484  0.338 0.339  0.331 0.194  0.318 0.050  0.305 -0.094  0.288 -0.238  0.267 -0.381  0.246 -0.524  0.224 -0.668  0.202 -0.811  0.180 -0.954  0.157 -1.097  0.135 -1.240  0.113 -1.383  0.090 -1.526  0.067 -1.669  0.051 -1.813  0.035 -1.957  -0.012 -2.092  -0.047 -2.233
