2#app#app11#app1169/E  0.377 1.098  0.544 1.098  0.711 1.098  0.584 1.098  0.417 1.098  0.250 1.098  0.082 1.098  -0.085 1.098  -0.206 0.987  -0.370 0.980  -0.512 0.918  -0.656 0.862  -0.783 0.765  -0.901 0.647  -0.922 0.488  -0.922 0.321  -0.922 0.154  -0.804 0.105  -0.804 -0.062  -0.804 -0.230  -0.804 -0.397  -0.804 -0.564  -0.804 -0.731  -0.729 -0.867  -0.686 -1.017  -0.568 -1.066  -0.481 -1.146  -0.314 -1.146  -0.147 -1.146  0.020 -1.146  0.139 -1.030  0.306 -1.028  0.473 -1.028  0.522 -0.910  0.689 -0.910  0.744 -0.785  0.760 -0.619  0.777 -0.453  0.794 -0.286  0.810 -0.120  0.827 0.046  0.843 0.213  0.849 0.380  0.810 0.271  0.643 0.271  0.516 0.174  0.357 0.153  0.210 0.104  0.072 0.035  -0.096 0.035
1b#ibm#ibm0#r0007/E  0.892 1.548  0.730 1.548  0.567 1.548  0.405 1.548  0.242 1.548  0.086 1.523  -0.060 1.450  -0.215 1.422  -0.242 1.286  -0.242 1.124  -0.242 0.961  -0.242 0.799  -0.242 0.636  -0.242 0.474  -0.242 0.311  -0.242 0.149  -0.264 -0.009  -0.337 -0.154  -0.368 -0.309  -0.369 -0.471  -0.442 -0.617  -0.494 -0.767  -0.494 -0.929  -0.494 -1.092  -0.339 -1.099  -0.176 -1.099  -0.014 -1.099  0.142 -1.055  0.296 -1.003  0.453 -0.973  0.616 -0.973  0.777 -0.967  0.922 -0.895  0.969 -0.822  0.824 -0.749  0.678 -0.677  0.533 -0.604  0.388 -0.531  0.242 -0.459  0.097 -0.386  -0.048 -0.313  -0.194 -0.241  -0.339 -0.168  -0.484 -0.095  -0.630 -0.023  -0.723 0.058  -0.603 0.162  -0.441 0.162  -0.278 0.162  -0.116 0.162
1b#ibm#ibm0#r0007/E  0.736 1.215  0.649 1.215  0.562 1.215  0.475 1.215  0.388 1.215  0.302 1.214  0.218 1.191  0.134 1.168  0.050 1.145  -0.033 1.120  -0.114 1.090  -0.195 1.059  -0.267 1.010  -0.338 0.960  -0.370 0.880  -0.395 0.798  -0.395 0.711  -0.395 0.624  -0.395 0.537  -0.395 0.450  -0.386 0.364  -0.377 0.277  -0.368 0.191  -0.359 0.104  -0.349 0.018  -0.338 -0.068  -0.328 -0.154  -0.317 -0.241  -0.308 -0.327  -0.300 -0.413  -0.289 -0.500  -0.276 -0.585  -0.263 -0.671  -0.248 -0.757  -0.233 -0.843  -0.213 -0.927  -0.189 -1.010  -0.122 -1.060  -0.046 -1.102  0.032 -1.138  0.118 -1.148  0.204 -1.158  0.291 -1.151  0.377 -1.142  0.463 -1.133  0.549 -1.120  0.635 -1.108  0.721 -1.093  0.806 -1.076  0.891 -1.059
1b#ibm#ibm0#r0007/E  -1.688 -0.183  -1.619 -0.175  -1.550 -0.167  -1.481 -0.160  -1.412 -0.152  -1.344 -0.145  -1.275 -0.137  -1.206 -0.130  -1.137 -0.122  -1.068 -0.115  -0.999 -0.107  -0.930 -0.099  -0.861 -0.092  -0.792 -0.084  -0.724 -0.076  -0.655 -0.068  -0.586 -0.061  -0.517 -0.053  -0.448 -0.045  -0.379 -0.037  -0.310 -0.029  -0.242 -0.021  -0.173 -0.014  -0.104 -0.006  -0.035 0.002  0.034 0.010  0.103 0.018  0.172 0.026  0.241 0.034  0.309 0.041  0.378 0.049  0.447 0.057  0.516 0.065  0.585 0.073  0.654 0.081  0.723 0.088  0.791 0.096  0.860 0.103  0.930 0.107  0.999 0.110  1.068 0.114  1.137 0.118  1.206 0.122  1.276 0.126  1.345 0.130  1.414 0.134  1.483 0.138  1.552 0.141  1.622 0.145  1.691 0.149
1b#app#app31#app3125/E  -0.259 0.949  -0.230 0.863  -0.316 0.661  -0.374 0.449  -0.407 0.226  -0.543 0.036  -0.675 -0.157  -0.797 -0.357  -0.834 -0.585  -0.855 -0.817  -0.950 -1.031  -0.928 -1.259  -0.730 -1.352  -0.541 -1.467  -0.304 -1.467  -0.067 -1.467  0.149 -1.378  0.361 -1.308  0.562 -1.222  0.729 -1.054  0.891 -0.952  0.855 -0.727  0.715 -0.536  0.575 -0.345  0.435 -0.155  0.295 0.036  0.155 0.227  0.015 0.418  -0.125 0.609  -0.265 0.800  -0.411 0.986  -0.478 1.179  -0.241 1.179  -0.005 1.179  0.232 1.179  0.469 1.179  0.590 1.064  0.780 0.949  0.980 0.860  0.834 0.733  0.630 0.614  0.425 0.495  0.221 0.375  0.016 0.256  -0.188 0.137  -0.374 0.007  -0.347 0.028  -0.110 0.028  0.127 0.028  0.316 -0.087
2#tos#t3#t3012065/E  -0.525 1.377  -0.515 1.110  -0.420 0.895  -0.420 0.622  -0.420 0.348  -0.420 0.075  -0.420 -0.199  -0.420 -0.472  -0.420 -0.745  -0.420 -1.019  -0.430 -1.004  -0.449 -0.731  -0.469 -0.459  -0.488 -0.186  -0.508 0.087  -0.527 0.360  -0.547 0.633  -0.566 0.905  -0.577 1.178  -0.345 1.219  -0.071 1.219  0.198 1.183  0.469 1.167  0.742 1.167  0.883 1.053  0.654 0.904  0.425 0.754  0.197 0.604  -0.032 0.455  -0.261 0.305  -0.472 0.146  -0.230 0.115  0.044 0.115  0.317 0.115  0.591 0.115  0.790 0.010  0.593 -0.179  0.396 -0.368  0.198 -0.557  0.001 -0.746  -0.197 -0.935  -0.395 -1.124  -0.391 -1.148  -0.118 -1.148  0.156 -1.148  0.428 -1.160  0.698 -1.201  0.971 -1.201  1.245 -1.201  1.474 -1.306
2#app#app32#app3283/E  -0.014 1.283  -0.068 1.175  -0.121 1.066  -0.146 0.910  -0.219 0.766  -0.252 0.615  -0.336 0.488  -0.336 0.326  -0.384 0.172  -0.435 0.019  -0.444 -0.142  -0.444 -0.304  -0.444 -0.466  -0.444 -0.628  -0.444 -0.790  -0.444 -0.952  -0.444 -1.114  -0.444 -1.276  -0.344 -1.396  -0.185 -1.404  -0.023 -1.404  0.139 -1.404  0.272 -1.333  0.418 -1.294  0.523 -1.176  0.571 -1.034  0.572 -0.924  0.449 -0.818  0.326 -0.713  0.203 -0.607  0.081 -0.502  -0.042 -0.397  -0.080 -0.288  0.034 -0.173  0.172 -0.114  0.295 -0.020  0.268 0.130  0.221 0.285  0.174 0.440  0.128 0.595  0.081 0.750  0.035 0.905  -0.012 1.061  -0.121 1.115  -0.050 1.247  0.096 1.286  0.211 1.400  0.332 1.498  0.486 1.533  0.631 1.605
2#app#app32#app3283/E  -0.093 1.145  -0.093 0.974  -0.093 0.803  -0.167 0.649  -0.262 0.510  -0.362 0.374  -0.439 0.221  -0.494 0.059  -0.548 -0.103  -0.560 -0.273  -0.611 -0.422  -0.676 -0.567  -0.676 -0.738  -0.676 -0.909  -0.676 -1.080  -0.612 -1.187  -0.558 -1.304  -0.387 -1.304  -0.216 -1.304  -0.044 -1.304  0.127 -1.304  0.286 -1.274  0.349 -1.146  0.265 -0.997  0.180 -0.849  0.095 -0.700  0.010 -0.551  -0.075 -0.403  -0.192 -0.371  -0.093 -0.299  0.033 -0.254  0.204 -0.254  0.363 -0.201  0.519 -0.138  0.690 -0.138  0.665 -0.012  0.593 0.143  0.521 0.299  0.450 0.454  0.378 0.610  0.306 0.765  0.235 0.920  0.163 1.076  0.091 1.231  0.032 1.378  0.140 1.442  0.257 1.496  0.381 1.612  0.552 1.612  0.723 1.612
2#app#app32#app3283/E  -0.379 1.141  -0.509 1.004  -0.509 0.814  -0.599 0.660  -0.642 0.488  -0.777 0.353  -0.899 0.213  -0.899 0.022  -0.899 -0.168  -0.899 -0.359  -0.899 -0.549  -0.856 -0.722  -0.769 -0.877  -0.640 -0.939  -0.504 -1.069  -0.313 -1.069  -0.123 -1.069  0.068 -1.069  0.259 -1.069  0.449 -1.069  0.640 -1.069  0.700 -0.939  0.891 -0.939  0.785 -0.852  0.625 -0.750  0.464 -0.648  0.303 -0.546  0.142 -0.443  -0.018 -0.341  -0.179 -0.239  -0.340 -0.136  -0.501 -0.034  -0.328 -0.029  -0.137 -0.029  0.053 -0.029  0.244 -0.029  0.434 -0.029  0.501 0.060  0.441 0.241  0.381 0.422  0.320 0.602  0.260 0.783  0.200 0.964  0.144 1.144  0.282 1.271  0.451 1.321  0.609 1.401  0.800 1.401  0.990 1.401  1.181 1.401
2#apb#apb32#app3252/E  -0.712 0.824  -0.743 0.784  -0.821 0.608  -0.867 0.423  -0.907 0.235  -0.945 0.047  -0.996 -0.138  -1.018 -0.325  -1.002 -0.516  -1.014 -0.707  -0.975 -0.867  -0.784 -0.851  -0.594 -0.863  -0.415 -0.928  -0.230 -0.955  -0.039 -0.940  0.153 -0.940  0.345 -0.940  0.536 -0.960  0.719 -1.014  0.906 -1.016  0.802 -0.904  0.654 -0.781  0.507 -0.658  0.360 -0.535  0.213 -0.412  0.066 -0.289  -0.081 -0.165  -0.145 -0.143  0.004 -0.253  0.187 -0.312  0.379 -0.312  0.386 -0.204  0.290 -0.038  0.195 0.129  0.100 0.295  0.005 0.462  -0.090 0.629  -0.186 0.795  -0.281 0.962  -0.251 1.084  -0.065 1.130  0.126 1.128  0.317 1.118  0.509 1.103  0.700 1.086  0.891 1.069  1.081 1.044  1.271 1.018  1.461 0.993
2#app#app08#app0860/E  -1.142 0.768  -1.142 0.834  -1.142 0.606  -1.075 0.407  -0.996 0.212  -0.996 -0.015  -0.996 -0.242  -0.950 -0.451  -0.849 -0.637  -0.732 -0.815  -0.528 -0.872  -0.350 -0.991  -0.123 -0.991  0.044 -1.138  0.272 -1.138  0.499 -1.138  0.726 -1.138  0.954 -1.138  0.955 -1.067  0.768 -0.938  0.581 -0.808  0.394 -0.679  0.207 -0.549  0.020 -0.420  -0.167 -0.290  -0.354 -0.161  -0.541 -0.032  -0.728 0.098  -0.769 0.182  -0.541 0.182  -0.319 0.212  -0.103 0.284  0.117 0.328  0.344 0.328  0.572 0.328  0.799 0.328  0.801 0.369  0.588 0.449  0.375 0.529  0.162 0.609  -0.051 0.688  -0.262 0.768  -0.034 0.768  0.145 0.883  0.360 0.915  0.587 0.915  0.814 0.915  1.042 0.915  1.269 0.915  1.497 0.915
2#app#app08#app0860/E  -0.716 0.888  -0.716 0.937  -0.716 0.703  -0.716 0.469  -0.778 0.261  -0.857 0.060  -0.857 -0.174  -0.857 -0.408  -0.775 -0.608  -0.610 -0.773  -0.444 -0.938  -0.238 -1.004  -0.040 -1.091  0.172 -1.182  0.394 -1.233  0.628 -1.233  0.862 -1.233  1.096 -1.233  0.945 -1.124  0.746 -1.001  0.547 -0.879  0.348 -0.756  0.148 -0.633  -0.051 -0.511  -0.250 -0.388  -0.449 -0.266  -0.648 -0.143  -0.703 0.040  -0.480 0.087  -0.268 0.181  -0.034 0.181  0.200 0.181  0.428 0.168  0.609 0.040  0.843 0.040  1.077 0.040  0.966 0.144  0.771 0.274  0.576 0.404  0.382 0.533  0.187 0.663  -0.007 0.793  -0.202 0.923  -0.397 1.052  -0.560 1.185  -0.379 1.312  -0.145 1.312  0.089 1.312  0.323 1.312  0.557 1.312
2#app#app08#app0860/E  -0.809 0.033  -0.931 -0.051  -0.931 -0.256  -0.931 -0.462  -0.838 -0.575  -0.760 -0.722  -0.576 -0.814  -0.421 -0.940  -0.216 -0.940  -0.131 -1.062  0.074 -1.062  0.246 -1.144  0.436 -1.184  0.642 -1.184  0.847 -1.184  0.771 -1.085  0.610 -0.956  0.450 -0.828  0.289 -0.699  0.128 -0.571  -0.033 -0.442  -0.193 -0.313  -0.282 -0.210  -0.113 -0.122  0.079 -0.088  0.285 -0.088  0.487 -0.115  0.682 -0.180  0.883 -0.210  0.738 -0.095  0.572 0.026  0.406 0.148  0.240 0.270  0.074 0.392  -0.092 0.513  -0.258 0.635  -0.424 0.757  -0.590 0.879  -0.756 1.000  -0.922 1.122  -0.788 1.251  -0.582 1.251  -0.376 1.251  -0.170 1.251  0.036 1.251  0.231 1.188  0.428 1.129  0.634 1.129  0.832 1.099  1.017 1.007
3#apa#apa00#app0017/E  -0.705 1.334  -0.705 1.117  -0.705 0.899  -0.705 0.681  -0.705 0.464  -0.671 0.254  -0.578 0.058  -0.578 -0.160  -0.452 -0.325  -0.452 -0.542  -0.325 -0.708  -0.325 -0.925  -0.325 -1.143  -0.290 -1.326  -0.109 -1.237  0.093 -1.199  0.273 -1.108  0.476 -1.072  0.693 -1.072  0.911 -1.072  1.013 -1.049  0.813 -0.963  0.613 -0.877  0.413 -0.791  0.212 -0.706  0.012 -0.620  -0.188 -0.534  -0.388 -0.448  -0.588 -0.363  -0.705 -0.222  -0.540 -0.147  -0.368 -0.017  -0.171 0.068  0.034 0.121  0.233 0.207  0.444 0.260  0.655 0.313  0.820 0.448  0.856 0.490  0.661 0.588  0.467 0.685  0.272 0.782  0.077 0.880  -0.117 0.977  -0.312 1.074  -0.174 1.208  0.010 1.289  0.201 1.353  0.367 1.490  0.562 1.588
3#apa#apa00#app0017/E  -0.330 1.142  -0.416 1.013  -0.503 0.885  -0.587 0.753  -0.587 0.538  -0.587 0.323  -0.587 0.108  -0.587 -0.108  -0.460 -0.270  -0.399 -0.460  -0.330 -0.647  -0.201 -0.808  -0.201 -1.024  -0.073 -1.110  -0.055 -1.283  0.114 -1.172  0.201 -1.043  0.416 -1.043  0.631 -1.043  0.847 -1.043  1.062 -1.043  1.258 -0.998  1.252 -0.876  1.055 -0.789  0.858 -0.703  0.661 -0.617  0.463 -0.531  0.266 -0.445  0.069 -0.358  -0.128 -0.272  -0.325 -0.186  -0.522 -0.100  -0.715 -0.020  -0.715 -0.052  -0.552 0.020  -0.375 0.113  -0.210 0.233  0.002 0.242  0.166 0.268  0.041 0.443  -0.084 0.618  -0.209 0.793  -0.335 0.969  -0.456 1.143  -0.294 1.270  -0.114 1.357  0.083 1.399  0.299 1.399  0.493 1.488  0.699 1.527
3#app#app31#app3117/E  0.003 0.742  -0.096 0.525  -0.115 0.276  -0.293 0.093  -0.468 -0.092  -0.490 -0.339  -0.589 -0.555  -0.703 -0.765  -0.821 -0.973  -0.821 -1.230  -0.624 -1.337  -0.383 -1.375  -0.126 -1.375  0.119 -1.298  0.365 -1.248  0.577 -1.140  0.717 -1.023  0.965 -1.001  1.182 -0.905  1.279 -0.770  1.097 -0.588  0.915 -0.406  0.734 -0.225  0.552 -0.043  0.370 0.139  0.188 0.321  0.007 0.502  -0.175 0.684  -0.350 0.868  -0.319 1.094  -0.111 1.212  0.146 1.212  0.403 1.212  0.660 1.212  0.747 1.166  0.526 1.035  0.304 0.905  0.083 0.775  -0.139 0.645  -0.360 0.514  -0.582 0.384  -0.803 0.254  -1.025 0.123  -1.089 0.036  -0.863 0.111  -0.624 0.153  -0.367 0.153  -0.110 0.153  0.147 0.153  0.356 0.036
2#apa#apa19#app1979/E  -0.623 0.697  -0.681 0.554  -0.681 0.353  -0.681 0.152  -0.646 -0.043  -0.623 -0.241  -0.605 -0.437  -0.515 -0.617  -0.508 -0.816  -0.508 -1.018  -0.450 -1.195  -0.378 -1.209  -0.190 -1.179  -0.024 -1.093  0.177 -1.093  0.378 -1.093  0.579 -1.093  0.780 -1.093  0.898 -1.070  0.727 -0.964  0.557 -0.858  0.386 -0.752  0.215 -0.646  0.044 -0.541  -0.127 -0.435  -0.277 -0.317  -0.219 -0.174  -0.036 -0.111  0.165 -0.111  0.366 -0.111  0.567 -0.111  0.551 -0.040  0.389 0.080  0.227 0.199  0.066 0.319  -0.096 0.438  -0.258 0.558  -0.419 0.677  -0.581 0.797  -0.681 0.947  -0.590 1.077  -0.417 1.176  -0.227 1.235  -0.029 1.268  0.172 1.275  0.363 1.333  0.564 1.333  0.765 1.333  0.966 1.333  1.167 1.333
2#apa#apa19#app1979/E  -0.313 0.697  -0.319 0.892  -0.451 0.948  -0.507 0.771  -0.507 0.571  -0.529 0.374  -0.572 0.181  -0.572 -0.019  -0.572 -0.219  -0.572 -0.419  -0.572 -0.619  -0.572 -0.819  -0.507 -0.993  -0.453 -1.170  -0.321 -1.245  -0.121 -1.245  0.079 -1.245  0.279 -1.245  0.479 -1.245  0.679 -1.245  0.830 -1.229  0.669 -1.110  0.508 -0.991  0.347 -0.873  0.186 -0.754  0.025 -0.635  -0.136 -0.516  -0.298 -0.398  -0.434 -0.274  -0.261 -0.209  -0.091 -0.130  0.097 -0.080  0.298 -0.080  0.498 -0.080  0.519 -0.005  0.378 0.136  0.236 0.278  0.095 0.419  -0.047 0.561  -0.188 0.702  -0.330 0.844  -0.376 1.023  -0.231 1.159  -0.052 1.249  0.127 1.338  0.326 1.345  0.519 1.373  0.711 1.410  0.911 1.410  1.111 1.410
2#apa#apa19#app1979/E  -0.455 1.157  -0.529 1.002  -0.582 0.828  -0.603 0.647  -0.603 0.460  -0.603 0.274  -0.603 0.088  -0.603 -0.099  -0.603 -0.285  -0.603 -0.471  -0.553 -0.646  -0.529 -0.827  -0.529 -1.013  -0.468 -1.138  -0.356 -1.212  -0.200 -1.138  -0.017 -1.116  0.161 -1.064  0.341 -1.037  0.516 -0.990  0.702 -0.990  0.889 -0.990  0.984 -0.967  0.821 -0.876  0.658 -0.786  0.495 -0.695  0.332 -0.605  0.170 -0.514  0.007 -0.424  -0.156 -0.333  -0.292 -0.250  -0.106 -0.250  0.054 -0.186  0.236 -0.176  0.329 -0.121  0.238 0.041  0.147 0.204  0.055 0.366  -0.036 0.528  -0.127 0.691  -0.219 0.853  -0.307 1.017  -0.274 1.190  -0.121 1.269  0.036 1.366  0.215 1.405  0.393 1.454  0.580 1.454  0.766 1.454  0.952 1.454
2#apa#apa19#app1979/E  -0.603 0.187  -0.471 0.134  -0.471 -0.050  -0.471 -0.234  -0.471 -0.418  -0.471 -0.602  -0.471 -0.786  -0.471 -0.970  -0.471 -1.153  -0.471 -1.337  -0.468 -1.256  -0.284 -1.256  -0.100 -1.256  0.075 -1.234  0.213 -1.125  0.397 -1.125  0.581 -1.125  0.667 -1.087  0.530 -0.965  0.392 -0.843  0.255 -0.721  0.117 -0.599  -0.020 -0.477  -0.158 -0.354  -0.295 -0.232  -0.433 -0.110  -0.340 -0.075  -0.287 0.056  -0.103 0.056  0.081 0.056  0.265 0.056  0.445 0.058  0.348 0.214  0.250 0.370  0.153 0.526  0.055 0.682  -0.042 0.838  -0.140 0.994  -0.209 1.052  -0.284 1.048  -0.340 1.209  -0.315 1.367  -0.131 1.367  0.053 1.367  0.237 1.367  0.421 1.367  0.605 1.367  0.765 1.311  0.918 1.236  0.971 1.105
2#apa#apa19#app1979/E  -0.697 0.943  -0.565 0.811  -0.539 0.636  -0.539 0.450  -0.539 0.263  -0.484 0.099  -0.381 -0.044  -0.381 -0.231  -0.381 -0.417  -0.381 -0.603  -0.272 -0.744  -0.223 -0.911  -0.223 -1.097  -0.206 -1.267  -0.020 -1.267  0.166 -1.267  0.353 -1.267  0.539 -1.267  0.725 -1.267  0.859 -1.247  0.719 -1.124  0.579 -1.001  0.439 -0.879  0.298 -0.756  0.158 -0.633  0.018 -0.511  -0.122 -0.388  -0.263 -0.265  -0.352 -0.162  -0.165 -0.162  0.021 -0.162  0.207 -0.162  0.394 -0.162  0.558 -0.150  0.455 0.005  0.352 0.160  0.248 0.315  0.145 0.470  0.041 0.625  -0.062 0.780  -0.165 0.935  -0.269 1.090  -0.372 1.245  -0.381 1.429  -0.340 1.575  -0.154 1.575  0.033 1.575  0.213 1.535  0.389 1.476  0.566 1.417
2#apa#apa19#app1979/E  -0.587 1.052  -0.587 1.107  -0.587 0.922  -0.587 0.736  -0.587 0.551  -0.587 0.365  -0.587 0.180  -0.587 -0.006  -0.587 -0.192  -0.587 -0.377  -0.587 -0.563  -0.587 -0.748  -0.544 -0.916  -0.467 -1.070  -0.325 -1.113  -0.227 -1.200  -0.074 -1.233  0.112 -1.233  0.289 -1.182  0.465 -1.123  0.649 -1.113  0.834 -1.113  1.007 -1.082  1.053 -0.953  0.914 -0.830  0.775 -0.707  0.637 -0.584  0.498 -0.460  0.359 -0.337  0.221 -0.214  0.082 -0.090  -0.081 -0.030  -0.066 0.090  0.119 0.090  0.305 0.090  0.490 0.090  0.573 0.133  0.442 0.264  0.310 0.395  0.179 0.526  0.048 0.658  -0.083 0.789  -0.214 0.920  -0.346 1.051  -0.467 1.187  -0.411 1.349  -0.252 1.413  -0.078 1.441  0.069 1.534  0.255 1.534
3#app#app08#app0841/E  -0.753 1.022  -0.753 1.140  -0.762 0.930  -0.836 0.748  -0.836 0.536  -0.836 0.323  -0.836 0.110  -0.820 -0.100  -0.753 -0.302  -0.732 -0.509  -0.671 -0.708  -0.588 -0.886  -0.487 -1.053  -0.292 -1.127  -0.083 -1.136  0.099 -1.210  0.312 -1.210  0.525 -1.210  0.737 -1.210  0.950 -1.210  1.137 -1.200  0.981 -1.054  0.826 -0.909  0.670 -0.764  0.515 -0.619  0.359 -0.474  0.204 -0.329  0.048 -0.184  -0.113 -0.053  -0.106 0.030  0.072 0.112  0.285 0.113  0.497 0.113  0.710 0.113  0.879 0.123  0.691 0.222  0.503 0.322  0.314 0.421  0.126 0.520  -0.062 0.619  -0.250 0.718  -0.438 0.817  -0.627 0.916  -0.590 1.022  -0.378 1.022  -0.168 1.029  0.014 1.104  0.226 1.104  0.439 1.104  0.652 1.104
3#app#app08#app0841/E  -0.918 0.504  -0.740 0.581  -0.617 0.682  -0.516 0.619  -0.617 0.450  -0.645 0.247  -0.717 0.054  -0.717 -0.156  -0.717 -0.366  -0.717 -0.577  -0.586 -0.732  -0.437 -0.881  -0.279 -1.012  -0.075 -1.063  0.125 -1.123  0.316 -1.204  0.522 -1.221  0.713 -1.305  0.923 -1.305  1.133 -1.305  1.082 -1.202  0.928 -1.058  0.775 -0.915  0.621 -0.772  0.467 -0.628  0.314 -0.485  0.160 -0.342  0.007 -0.198  -0.147 -0.055  -0.301 0.088  -0.125 0.102  0.085 0.102  0.295 0.102  0.505 0.102  0.670 0.119  0.508 0.253  0.347 0.388  0.186 0.522  0.024 0.656  -0.137 0.791  -0.299 0.925  -0.460 1.060  -0.653 1.107  -0.671 1.207  -0.461 1.207  -0.251 1.207  -0.041 1.207  0.169 1.207  0.379 1.207  0.589 1.207
3#apb#apb31#app3189/E  0.510 1.317  0.460 1.060  0.369 0.814  0.269 0.572  0.161 0.334  0.048 0.097  -0.066 -0.139  -0.191 -0.369  -0.317 -0.599  -0.473 -0.810  -0.629 -1.020  -0.793 -1.223  -0.912 -1.317  -0.803 -1.079  -0.694 -0.840  -0.585 -0.602  -0.476 -0.364  -0.367 -0.125  -0.258 0.113  -0.149 0.351  -0.040 0.590  0.069 0.828  0.277 0.958  0.496 1.101  0.736 1.207  0.980 1.301  1.231 1.377  1.248 1.321  1.054 1.146  0.859 0.970  0.665 0.794  0.470 0.619  0.276 0.443  0.081 0.267  -0.113 0.092  -0.307 -0.084  -0.486 -0.253  -0.254 -0.135  0.001 -0.077  0.245 0.020  0.322 -0.011  0.168 -0.223  0.013 -0.435  -0.141 -0.647  -0.295 -0.858  -0.449 -1.070  -0.603 -1.282  -0.757 -1.491  -0.547 -1.367  -0.302 -1.272
1b#app#app34#app3480/E  0.809 1.377  0.695 1.491  0.546 1.470  0.424 1.377  0.262 1.377  0.101 1.377  -0.015 1.267  -0.129 1.153  -0.284 1.139  -0.427 1.093  -0.500 0.961  -0.600 0.901  -0.720 0.800  -0.737 0.646  -0.737 0.484  -0.665 0.353  -0.551 0.239  -0.411 0.187  -0.288 0.095  -0.138 0.068  0.023 0.068  0.095 -0.021  0.227 -0.051  0.388 -0.051  0.549 -0.051  0.556 0.054  0.438 -0.051  0.277 -0.051  0.144 -0.120  0.004 -0.170  -0.039 -0.289  -0.183 -0.329  -0.297 -0.443  -0.424 -0.527  -0.500 -0.612  -0.590 -0.736  -0.618 -0.886  -0.618 -1.047  -0.531 -1.121  -0.370 -1.121  -0.209 -1.121  -0.047 -1.121  0.114 -1.121  0.275 -1.121  0.406 -1.048  0.549 -1.002  0.710 -1.002  0.865 -0.974  1.009 -0.902  1.166 -0.883
1b#app#app34#app3480/E  0.916 1.359  0.773 1.359  0.629 1.359  0.485 1.359  0.342 1.359  0.209 1.312  0.081 1.248  -0.026 1.153  -0.153 1.114  -0.265 1.037  -0.389 0.991  -0.433 0.891  -0.519 0.783  -0.556 0.655  -0.556 0.511  -0.545 0.378  -0.402 0.378  -0.264 0.355  -0.135 0.290  0.000 0.255  0.144 0.255  0.287 0.255  0.431 0.255  0.522 0.255  0.426 0.208  0.357 0.133  0.240 0.069  0.138 -0.032  0.037 -0.134  -0.065 -0.235  -0.188 -0.256  -0.217 -0.387  -0.322 -0.481  -0.433 -0.513  -0.433 -0.657  -0.508 -0.726  -0.556 -0.822  -0.556 -0.965  -0.556 -1.109  -0.520 -1.217  -0.376 -1.217  -0.233 -1.217  -0.089 -1.217  0.055 -1.217  0.198 -1.217  0.342 -1.217  0.485 -1.217  0.629 -1.217  0.773 -1.217  0.794 -1.094
1b#app#app34#app3480/E  0.826 1.168  0.793 1.305  0.689 1.369  0.593 1.441  0.461 1.350  0.312 1.305  0.183 1.208  0.031 1.168  -0.130 1.160  -0.159 1.003  -0.283 0.895  -0.404 0.847  -0.475 0.723  -0.626 0.647  -0.677 0.510  -0.669 0.349  -0.540 0.309  -0.468 0.212  -0.404 0.108  -0.267 0.076  -0.098 0.076  0.071 0.076  0.239 0.076  0.408 0.076  0.577 0.076  0.746 0.076  0.737 0.076  0.568 0.076  0.404 0.064  0.285 -0.055  0.126 -0.078  0.006 -0.197  -0.130 -0.230  -0.195 -0.334  -0.335 -0.402  -0.404 -0.543  -0.508 -0.607  -0.637 -0.704  -0.677 -0.856  -0.677 -1.025  -0.648 -1.182  -0.525 -1.290  -0.356 -1.290  -0.187 -1.290  -0.018 -1.290  0.151 -1.290  0.319 -1.290  0.488 -1.290  0.657 -1.290  0.826 -1.290
1b#app#app34#app3480/E  0.685 1.479  0.548 1.479  0.410 1.479  0.305 1.401  0.198 1.327  0.066 1.313  -0.031 1.216  -0.152 1.176  -0.270 1.128  -0.367 1.031  -0.374 0.896  -0.374 0.758  -0.374 0.621  -0.286 0.571  -0.222 0.497  -0.162 0.420  -0.038 0.387  0.059 0.289  0.188 0.268  0.325 0.268  0.463 0.268  0.601 0.268  0.633 0.268  0.507 0.241  0.409 0.143  0.283 0.117  0.145 0.117  0.029 0.066  -0.068 -0.032  -0.166 -0.129  -0.263 -0.226  -0.360 -0.324  -0.457 -0.421  -0.555 -0.518  -0.652 -0.615  -0.676 -0.743  -0.676 -0.881  -0.622 -0.996  -0.525 -1.093  -0.388 -1.093  -0.374 -1.217  -0.264 -1.245  -0.126 -1.245  0.011 -1.245  0.149 -1.245  0.286 -1.245  0.424 -1.245  0.562 -1.245  0.699 -1.245  0.837 -1.245
1b#app#app34#app3480/E  0.552 1.540  0.389 1.525  0.360 1.376  0.183 1.376  0.005 1.376  -0.152 1.326  -0.283 1.213  -0.450 1.190  -0.576 1.064  -0.590 0.893  -0.753 0.878  -0.753 0.701  -0.753 0.523  -0.717 0.361  -0.591 0.235  -0.427 0.221  -0.400 0.071  -0.222 0.071  -0.045 0.071  0.133 0.071  0.310 0.071  0.488 0.071  0.665 0.071  0.843 0.071  0.736 0.071  0.559 0.071  0.383 0.065  0.258 -0.060  0.094 -0.092  -0.084 -0.092  -0.214 -0.206  -0.371 -0.256  -0.513 -0.342  -0.590 -0.487  -0.673 -0.582  -0.753 -0.679  -0.753 -0.857  -0.627 -0.908  -0.450 -0.908  -0.318 -1.018  -0.162 -1.071  0.015 -1.071  0.193 -1.071  0.370 -1.071  0.548 -1.071  0.722 -1.064  0.848 -0.939  1.013 -0.908  1.190 -0.908  1.368 -0.908
