1c#apa#apa03#app0358/k  0.098 1.882  -0.025 1.778  -0.209 1.698  -0.283 1.501  -0.396 1.319  -0.473 1.110  -0.520 0.893  -0.643 0.716  -0.643 0.488  -0.655 0.265  -0.766 0.083  -0.766 -0.145  -0.776 -0.372  -0.849 -0.588  -0.890 -0.809  -0.890 -1.037  -0.831 -1.206  -0.736 -1.056  -0.564 -0.906  -0.393 -0.756  -0.221 -0.605  -0.050 -0.455  0.122 -0.305  0.294 -0.155  0.465 -0.005  0.637 0.145  0.808 0.295  0.980 0.446  1.151 0.596  1.086 0.620  0.957 0.518  0.778 0.400  0.674 0.276  0.453 0.260  0.291 0.099  0.092 0.029  -0.103 -0.049  -0.301 -0.123  -0.490 -0.218  -0.643 -0.292  -0.464 -0.341  -0.283 -0.455  -0.059 -0.465  0.162 -0.497  0.368 -0.588  0.595 -0.591  0.773 -0.712  0.963 -0.750  1.086 -0.854  1.086 -1.082
3#apa#apa15#app1527/k  -0.295 1.322  -0.442 1.470  -0.590 1.617  -0.641 1.531  -0.641 1.322  -0.641 1.113  -0.641 0.904  -0.641 0.695  -0.641 0.486  -0.606 0.281  -0.565 0.076  -0.524 -0.129  -0.483 -0.334  -0.468 -0.541  -0.468 -0.750  -0.468 -0.959  -0.468 -1.168  -0.366 -1.275  -0.240 -1.148  -0.158 -0.956  -0.076 -0.764  0.007 -0.572  0.089 -0.380  0.171 -0.188  0.253 0.004  0.336 0.196  0.418 0.388  0.500 0.580  0.583 0.772  0.665 0.964  0.738 1.143  0.591 0.995  0.443 0.848  0.317 0.682  0.201 0.508  0.085 0.334  -0.015 0.151  -0.108 -0.036  -0.295 -0.068  -0.295 -0.277  -0.218 -0.409  -0.042 -0.489  0.129 -0.582  0.304 -0.662  0.452 -0.810  0.608 -0.947  0.794 -1.040  0.968 -1.152  1.116 -1.300  1.263 -1.448
1c#tos#f1#f1007061/k  -0.090 1.784  -0.039 1.930  -0.118 1.742  -0.191 1.555  -0.249 1.370  -0.394 1.222  -0.394 1.013  -0.438 0.812  -0.495 0.615  -0.501 0.408  -0.631 0.245  -0.698 0.059  -0.698 -0.149  -0.698 -0.358  -0.698 -0.567  -0.698 -0.776  -0.698 -0.985  -0.698 -1.193  -0.504 -1.208  -0.301 -1.160  -0.190 -0.986  -0.082 -0.807  0.032 -0.634  0.195 -0.504  0.358 -0.373  0.521 -0.243  0.688 -0.118  0.773 0.066  0.773 0.275  0.665 0.415  0.456 0.415  0.247 0.415  0.039 0.415  -0.170 0.415  -0.379 0.415  -0.445 0.271  -0.586 0.165  -0.597 -0.037  -0.495 -0.183  -0.301 -0.233  -0.109 -0.311  0.079 -0.400  0.283 -0.441  0.492 -0.448  0.670 -0.548  0.878 -0.549  1.082 -0.588  1.263 -0.690  1.457 -0.727  1.635 -0.803
3#apb#apb18#app1834/k  -0.048 1.504  0.003 1.351  -0.038 1.141  -0.117 0.940  -0.174 0.732  -0.225 0.522  -0.280 0.313  -0.347 0.108  -0.413 -0.098  -0.480 -0.303  -0.545 -0.509  -0.610 -0.715  -0.668 -0.923  -0.719 -1.133  -0.767 -1.344  -0.785 -1.540  -0.653 -1.376  -0.527 -1.201  -0.400 -1.026  -0.274 -0.850  -0.147 -0.675  -0.021 -0.500  0.106 -0.325  0.232 -0.150  0.359 0.025  0.485 0.200  0.612 0.375  0.738 0.551  0.865 0.726  0.991 0.901  1.118 1.076  1.201 1.221  0.991 1.175  0.781 1.125  0.576 1.072  0.406 0.941  0.239 0.804  0.089 0.649  -0.064 0.496  -0.225 0.353  -0.366 0.190  -0.493 0.015  -0.551 -0.187  -0.466 -0.384  -0.318 -0.541  -0.154 -0.681  0.027 -0.799  0.197 -0.932  0.357 -1.077  0.503 -1.236
1c#ibm#ibm0#r0107/k  -0.631 2.210  -0.510 2.090  -0.418 1.957  -0.418 1.786  -0.418 1.615  -0.418 1.445  -0.418 1.274  -0.398 1.108  -0.322 0.955  -0.245 0.802  -0.206 0.641  -0.206 0.470  -0.206 0.299  -0.206 0.129  -0.206 -0.042  -0.206 -0.213  -0.206 -0.384  -0.206 -0.554  -0.206 -0.725  -0.206 -0.896  -0.206 -1.067  -0.206 -1.237  -0.203 -1.395  -0.134 -1.239  -0.064 -1.083  0.005 -0.927  0.074 -0.771  0.144 -0.615  0.213 -0.459  0.282 -0.303  0.352 -0.146  0.421 0.010  0.490 0.166  0.560 0.322  0.629 0.478  0.523 0.451  0.371 0.374  0.218 0.298  0.097 0.177  0.007 0.044  0.007 -0.127  0.007 -0.298  0.007 -0.468  0.007 -0.639  0.048 -0.784  0.200 -0.861  0.353 -0.937  0.515 -0.976  0.686 -0.976  0.856 -0.976
1c#ibm#ibm0#r0107/k  -0.221 2.308  -0.221 2.137  -0.221 1.966  -0.177 1.805  -0.101 1.652  -0.024 1.499  -0.014 1.330  -0.014 1.159  -0.014 0.988  -0.014 0.817  -0.014 0.646  -0.014 0.474  -0.014 0.303  -0.059 0.143  -0.136 -0.010  -0.212 -0.163  -0.221 -0.333  -0.221 -0.504  -0.221 -0.675  -0.221 -0.846  -0.221 -1.017  -0.221 -1.188  -0.187 -1.081  -0.145 -0.915  -0.104 -0.749  -0.062 -0.583  -0.021 -0.417  0.021 -0.251  0.062 -0.085  0.104 0.081  0.145 0.247  0.187 0.414  0.066 0.378  -0.087 0.301  -0.236 0.219  -0.357 0.098  -0.429 -0.044  -0.429 -0.215  -0.429 -0.386  -0.309 -0.508  -0.180 -0.617  -0.027 -0.693  0.127 -0.770  0.262 -0.871  0.383 -0.992  0.546 -1.011  0.717 -1.011  0.889 -1.011  1.060 -1.011  1.231 -1.011
1c#ibm#ibm0#r0107/k  -0.153 1.690  -0.140 1.621  -0.128 1.553  -0.116 1.485  -0.103 1.416  -0.091 1.348  -0.078 1.280  -0.066 1.211  -0.054 1.143  -0.041 1.074  -0.034 1.005  -0.030 0.936  -0.025 0.867  -0.020 0.797  -0.015 0.728  -0.010 0.659  -0.005 0.589  0.000 0.520  0.005 0.451  0.010 0.382  0.015 0.312  0.020 0.243  0.026 0.174  0.033 0.105  0.039 0.035  0.045 -0.034  0.052 -0.103  0.058 -0.172  0.064 -0.242  0.070 -0.311  0.076 -0.380  0.070 -0.449  0.064 -0.518  0.057 -0.588  0.051 -0.657  0.045 -0.726  0.038 -0.795  0.032 -0.864  0.026 -0.934  0.020 -1.003  0.019 -1.072  0.019 -1.142  0.019 -1.211  0.019 -1.281  0.019 -1.350  0.019 -1.420  0.019 -1.489  0.019 -1.559  0.019 -1.628  0.019 -1.698
1c#ibm#ibm0#r0107/k  0.585 1.392  0.508 1.345  0.430 1.298  0.352 1.252  0.275 1.205  0.197 1.158  0.119 1.112  0.042 1.065  -0.036 1.019  -0.114 0.972  -0.191 0.925  -0.266 0.875  -0.330 0.811  -0.394 0.747  -0.459 0.683  -0.523 0.619  -0.587 0.555  -0.651 0.491  -0.674 0.411  -0.674 0.320  -0.674 0.229  -0.674 0.139  -0.674 0.048  -0.674 -0.042  -0.674 -0.133  -0.674 -0.223  -0.653 -0.302  -0.577 -0.353  -0.502 -0.403  -0.427 -0.453  -0.351 -0.503  -0.276 -0.554  -0.200 -0.604  -0.122 -0.648  -0.041 -0.689  0.040 -0.730  0.121 -0.770  0.202 -0.811  0.283 -0.852  0.367 -0.883  0.456 -0.899  0.545 -0.915  0.634 -0.932  0.724 -0.948  0.813 -0.964  0.902 -0.980  0.991 -0.996  1.080 -1.012  1.169 -1.029  1.258 -1.045
1c#ibm#ibm0#r0411/k  -0.417 1.029  -0.417 1.272  -0.417 1.515  -0.563 1.609  -0.518 1.376  -0.412 1.158  -0.335 0.928  -0.272 0.695  -0.272 0.452  -0.272 0.208  -0.272 -0.035  -0.272 -0.278  -0.272 -0.521  -0.272 -0.764  -0.272 -1.007  -0.272 -1.250  -0.409 -1.436  -0.417 -1.676  -0.417 -1.553  -0.417 -1.310  -0.340 -1.080  -0.259 -0.850  -0.178 -0.621  -0.097 -0.392  -0.016 -0.163  0.065 0.066  0.146 0.296  0.227 0.525  0.308 0.754  0.388 0.983  0.427 1.146  0.241 0.994  0.023 0.885  -0.150 0.714  -0.321 0.543  -0.493 0.371  -0.563 0.156  -0.349 0.087  -0.152 0.070  0.071 0.156  0.315 0.156  0.456 0.054  0.601 -0.044  0.607 -0.281  0.820 -0.354  0.892 -0.567  0.999 -0.785  1.148 -0.973  1.183 -1.106  1.183 -1.154
1c#ibm#ibm0#r0411/k  -0.139 1.188  -0.139 1.424  -0.008 1.294  -0.008 1.059  -0.041 0.828  -0.116 0.604  -0.178 0.377  -0.236 0.148  -0.300 -0.078  -0.374 -0.302  -0.401 -0.533  -0.401 -0.769  -0.504 -0.981  -0.532 -1.210  -0.532 -1.413  -0.410 -1.298  -0.401 -1.072  -0.401 -0.836  -0.401 -0.600  -0.401 -0.365  -0.401 -0.129  -0.401 0.107  -0.338 0.304  -0.128 0.411  0.068 0.541  0.263 0.674  0.430 0.841  0.618 0.978  0.829 1.083  1.039 1.189  1.133 1.282  0.966 1.116  0.771 0.989  0.573 0.863  0.396 0.708  0.218 0.552  0.041 0.397  -0.136 0.242  -0.314 0.087  -0.401 0.130  -0.359 -0.074  -0.253 -0.285  -0.148 -0.496  -0.043 -0.707  0.042 -0.926  0.117 -1.150  0.220 -1.362  0.274 -1.581  0.464 -1.691  0.384 -1.560
1c#ibm#ibm0#r0411/k  -0.373 1.449  -0.527 1.294  -0.534 1.078  -0.534 0.859  -0.534 0.640  -0.534 0.421  -0.534 0.202  -0.534 -0.017  -0.534 -0.236  -0.534 -0.455  -0.545 -0.671  -0.643 -0.867  -0.695 -1.074  -0.695 -1.293  -0.850 -1.448  -0.823 -1.260  -0.695 -1.094  -0.695 -0.875  -0.695 -0.656  -0.695 -0.437  -0.695 -0.218  -0.692 -0.001  -0.496 0.097  -0.315 0.216  -0.147 0.352  0.049 0.450  0.245 0.548  0.441 0.646  0.637 0.744  0.817 0.864  0.971 1.018  1.079 1.060  1.203 0.965  1.093 0.859  0.914 0.732  0.736 0.605  0.558 0.477  0.380 0.350  0.202 0.223  0.111 0.266  0.228 0.203  0.383 0.048  0.434 -0.150  0.434 -0.369  0.434 -0.588  0.434 -0.807  0.489 -0.971  0.595 -1.084  0.763 -1.126  0.918 -0.971
1c#ibm#ibm0#r0411/k  -0.670 1.767  -0.625 1.501  -0.501 1.253  -0.495 0.977  -0.495 0.699  -0.495 0.422  -0.495 0.145  -0.495 -0.133  -0.495 -0.410  -0.495 -0.687  -0.495 -0.965  -0.637 -1.183  -0.638 -1.347  -0.477 -1.121  -0.316 -0.896  -0.155 -0.670  0.006 -0.444  0.168 -0.218  0.329 0.007  0.490 0.233  0.651 0.459  0.812 0.684  0.974 0.910  1.171 1.065  1.085 1.053  0.970 0.890  0.756 0.737  0.560 0.541  0.383 0.390  0.254 0.539  0.044 0.376  -0.203 0.304  -0.399 0.108  -0.595 -0.088  -0.791 -0.284  -0.987 -0.480  -1.021 -0.636  -0.911 -0.404  -0.692 -0.236  -0.461 -0.082  -0.319 0.119  -0.286 0.012  -0.048 -0.083  0.148 -0.279  0.368 -0.446  0.599 -0.600  0.843 -0.726  1.106 -0.814  1.363 -0.917  1.611 -1.041
1c#ibm#ibm0#r0411/k  -0.122 2.081  -0.135 1.843  -0.193 1.610  -0.252 1.377  -0.306 1.144  -0.306 0.904  -0.306 0.663  -0.306 0.423  -0.306 0.183  -0.306 -0.057  -0.306 -0.297  -0.377 -0.525  -0.453 -0.753  -0.490 -0.987  -0.490 -1.227  -0.543 -1.414  -0.674 -1.304  -0.674 -1.064  -0.574 -0.847  -0.506 -0.630  -0.582 -0.402  -0.657 -0.174  -0.852 -0.126  -0.618 -0.099  -0.404 0.009  -0.189 0.116  0.026 0.224  0.203 0.383  0.373 0.552  0.572 0.681  0.787 0.788  0.959 0.955  0.963 0.780  0.767 0.640  0.572 0.501  0.377 0.361  0.181 0.222  -0.014 0.082  -0.210 -0.057  -0.306 -0.004  -0.127 0.058  0.098 0.022  0.260 -0.153  0.367 -0.368  0.500 -0.564  0.670 -0.734  0.825 -0.915  0.932 -1.129  0.982 -1.358  1.166 -1.414
1c#ibm#ibm0#r0411/k  -0.193 1.599  -0.208 1.556  -0.232 1.344  -0.236 1.130  -0.265 0.919  -0.300 0.708  -0.330 0.496  -0.352 0.284  -0.375 0.071  -0.397 -0.141  -0.440 -0.350  -0.496 -0.556  -0.541 -0.764  -0.564 -0.977  -0.617 -1.182  -0.692 -1.382  -0.699 -1.567  -0.647 -1.359  -0.612 -1.149  -0.597 -0.936  -0.583 -0.723  -0.569 -0.510  -0.555 -0.296  -0.540 -0.083  -0.450 0.086  -0.272 0.205  -0.091 0.318  0.097 0.420  0.284 0.523  0.464 0.639  0.645 0.752  0.830 0.858  1.011 0.970  1.149 1.077  1.092 0.928  0.912 0.816  0.742 0.685  0.573 0.555  0.403 0.425  0.234 0.295  0.065 0.164  -0.105 0.034  0.042 -0.103  0.168 -0.276  0.294 -0.449  0.371 -0.647  0.468 -0.835  0.587 -1.013  0.705 -1.190  0.823 -1.368
1c#ibm#ibm0#r0411/k  -0.268 1.597  -0.354 1.339  -0.407 1.076  -0.407 0.803  -0.407 0.531  -0.407 0.259  -0.407 -0.013  -0.407 -0.285  -0.407 -0.557  -0.407 -0.830  -0.381 -1.096  -0.268 -1.341  -0.268 -1.613  -0.268 -1.594  -0.277 -1.322  -0.295 -1.050  -0.313 -0.779  -0.332 -0.507  -0.350 -0.235  -0.368 0.036  -0.386 0.308  -0.404 0.579  -0.319 0.763  -0.047 0.763  0.162 0.611  0.355 0.418  0.547 0.226  0.566 -0.038  0.566 -0.311  0.640 -0.571  0.726 -0.829  0.812 -1.087  0.983 -1.215  0.983 -1.157  0.970 -0.890  0.787 -0.689  0.604 -0.488  0.421 -0.286  0.238 -0.085  0.055 0.116  -0.129 0.318  -0.312 0.519  -0.537 0.624  -0.685 0.749  -0.488 0.922  -0.230 1.008  0.019 1.115  0.239 1.270  0.433 1.458  0.427 1.458
1c#ibm#ibm0#r0411/k  -0.657 1.496  -0.459 1.472  -0.311 1.325  -0.310 1.117  -0.310 0.909  -0.310 0.700  -0.353 0.499  -0.419 0.301  -0.485 0.104  -0.578 -0.082  -0.657 -0.272  -0.657 -0.480  -0.657 -0.689  -0.657 -0.897  -0.778 -1.055  -0.831 -1.242  -0.831 -1.450  -0.831 -1.311  -0.831 -1.391  -0.732 -1.282  -0.603 -1.160  -0.518 -0.969  -0.433 -0.779  -0.349 -0.589  -0.264 -0.398  -0.180 -0.208  -0.095 -0.017  -0.010 0.173  0.101 0.345  0.259 0.478  0.445 0.571  0.631 0.665  0.818 0.758  1.015 0.802  1.224 0.802  1.075 0.799  0.908 0.674  0.742 0.549  0.575 0.424  0.408 0.299  0.385 0.449  0.385 0.321  0.438 0.402  0.559 0.244  0.559 0.035  0.559 -0.173  0.559 -0.381  0.683 -0.538  0.871 -0.587  0.906 -0.761
1c#ibm#ibm0#r0411/k  0.422 1.625  0.390 1.529  0.358 1.432  0.326 1.335  0.293 1.238  0.261 1.142  0.229 1.045  0.161 0.974  0.079 0.913  -0.002 0.851  -0.084 0.790  -0.165 0.729  -0.240 0.659  -0.312 0.587  -0.384 0.515  -0.456 0.443  -0.528 0.371  -0.600 0.298  -0.672 0.226  -0.754 0.166  -0.839 0.109  -0.923 0.052  -0.981 -0.007  -0.908 -0.079  -0.836 -0.151  -0.764 -0.223  -0.692 -0.295  -0.593 -0.273  -0.494 -0.248  -0.395 -0.223  -0.296 -0.199  -0.208 -0.243  -0.120 -0.295  -0.033 -0.347  0.055 -0.400  0.142 -0.452  0.228 -0.507  0.300 -0.579  0.372 -0.651  0.447 -0.720  0.529 -0.781  0.611 -0.842  0.692 -0.904  0.774 -0.965  0.840 -1.037  0.878 -1.132  0.916 -1.227  0.954 -1.322  0.992 -1.416  1.029 -1.511
1c#ibm#ibm0#r0411/k  0.136 1.682  0.114 1.616  0.092 1.550  0.070 1.483  0.048 1.417  0.026 1.351  0.004 1.285  -0.018 1.219  -0.023 1.150  -0.023 1.080  -0.023 1.011  -0.023 0.941  -0.023 0.871  -0.023 0.801  -0.023 0.732  -0.023 0.662  -0.023 0.592  -0.023 0.523  -0.023 0.453  -0.023 0.383  -0.023 0.314  -0.023 0.244  -0.023 0.174  -0.023 0.104  -0.023 0.035  -0.023 -0.035  -0.023 -0.105  -0.023 -0.174  -0.023 -0.244  -0.023 -0.314  -0.023 -0.384  -0.023 -0.453  -0.023 -0.523  -0.023 -0.593  -0.023 -0.662  -0.023 -0.732  -0.023 -0.802  -0.023 -0.872  -0.023 -0.941  -0.023 -1.011  -0.023 -1.081  -0.023 -1.150  -0.023 -1.220  -0.023 -1.290  -0.019 -1.359  0.012 -1.421  0.043 -1.483  0.074 -1.546  0.105 -1.608  0.136 -1.670
1c#ibm#ibm0#r0411/k  -0.127 1.523  -0.062 1.491  0.003 1.458  0.068 1.425  0.134 1.393  0.199 1.360  0.248 1.317  0.248 1.244  0.248 1.171  0.248 1.098  0.248 1.025  0.248 0.952  0.248 0.879  0.248 0.806  0.248 0.733  0.248 0.660  0.248 0.587  0.226 0.518  0.203 0.448  0.180 0.379  0.157 0.310  0.134 0.241  0.111 0.171  0.088 0.102  0.064 0.033  0.033 -0.033  0.001 -0.099  -0.032 -0.164  -0.065 -0.229  -0.097 -0.295  -0.127 -0.361  -0.127 -0.434  -0.127 -0.507  -0.127 -0.580  -0.127 -0.653  -0.127 -0.726  -0.127 -0.799  -0.127 -0.872  -0.127 -0.945  -0.127 -1.018  -0.127 -1.091  -0.168 -1.147  -0.219 -1.199  -0.271 -1.250  -0.315 -1.305  -0.315 -1.378  -0.315 -1.451  -0.315 -1.524  -0.315 -1.597  -0.315 -1.670
1c#ibm#ibm0#r0411/k  -1.393 -0.949  -1.343 -0.900  -1.294 -0.851  -1.245 -0.801  -1.196 -0.752  -1.146 -0.703  -1.097 -0.654  -1.048 -0.604  -0.999 -0.555  -0.949 -0.506  -0.900 -0.457  -0.851 -0.407  -0.798 -0.362  -0.736 -0.331  -0.674 -0.300  -0.611 -0.269  -0.549 -0.238  -0.487 -0.207  -0.425 -0.175  -0.362 -0.144  -0.300 -0.113  -0.238 -0.082  -0.175 -0.051  -0.113 -0.020  -0.051 0.011  0.012 0.043  0.074 0.074  0.136 0.105  0.199 0.136  0.261 0.167  0.323 0.198  0.385 0.230  0.448 0.261  0.510 0.292  0.572 0.323  0.635 0.354  0.697 0.386  0.759 0.417  0.821 0.448  0.884 0.479  0.946 0.510  1.008 0.542  1.071 0.573  1.133 0.604  1.195 0.635  1.257 0.666  1.320 0.698  1.382 0.729  1.444 0.760  1.507 0.791
1c#ibm#ibm0#r0411/k  0.218 1.684  0.208 1.615  0.198 1.546  0.188 1.478  0.179 1.409  0.169 1.340  0.165 1.271  0.165 1.201  0.165 1.132  0.165 1.063  0.156 0.994  0.145 0.925  0.134 0.857  0.122 0.788  0.111 0.720  0.099 0.651  0.088 0.583  0.077 0.514  0.065 0.446  0.055 0.377  0.048 0.308  0.041 0.239  0.034 0.170  0.026 0.101  0.019 0.032  0.012 -0.037  0.004 -0.107  -0.003 -0.176  -0.010 -0.245  -0.017 -0.314  -0.025 -0.383  -0.032 -0.452  -0.039 -0.521  -0.046 -0.590  -0.062 -0.658  -0.080 -0.725  -0.098 -0.792  -0.116 -0.859  -0.135 -0.926  -0.153 -0.993  -0.171 -1.060  -0.189 -1.127  -0.208 -1.194  -0.216 -1.263  -0.223 -1.332  -0.231 -1.401  -0.239 -1.470  -0.246 -1.539  -0.254 -1.608  -0.262 -1.677
1c#ibm#ibm0#r0411/k  -1.445 -0.892  -1.387 -0.853  -1.329 -0.815  -1.272 -0.776  -1.214 -0.738  -1.156 -0.700  -1.098 -0.661  -1.041 -0.623  -0.983 -0.584  -0.925 -0.546  -0.867 -0.507  -0.810 -0.469  -0.750 -0.434  -0.689 -0.401  -0.628 -0.368  -0.567 -0.335  -0.506 -0.301  -0.445 -0.268  -0.384 -0.235  -0.324 -0.201  -0.263 -0.168  -0.202 -0.135  -0.141 -0.101  -0.080 -0.068  -0.019 -0.035  0.039 0.003  0.097 0.041  0.154 0.079  0.212 0.118  0.270 0.156  0.328 0.195  0.385 0.233  0.444 0.270  0.504 0.305  0.564 0.339  0.625 0.373  0.685 0.408  0.745 0.442  0.806 0.476  0.866 0.511  0.926 0.545  0.983 0.585  1.039 0.625  1.095 0.666  1.152 0.706  1.208 0.747  1.265 0.787  1.321 0.827  1.377 0.868  1.434 0.908
1c#ibm#ibm0#r0411/k  -0.973 1.391  -0.928 1.337  -0.883 1.284  -0.838 1.230  -0.794 1.176  -0.749 1.122  -0.704 1.069  -0.659 1.015  -0.615 0.961  -0.570 0.907  -0.525 0.854  -0.481 0.800  -0.436 0.746  -0.391 0.692  -0.346 0.639  -0.302 0.585  -0.257 0.531  -0.212 0.477  -0.167 0.424  -0.123 0.370  -0.097 0.305  -0.075 0.239  -0.053 0.173  -0.031 0.106  -0.009 0.040  0.013 -0.026  0.035 -0.093  0.059 -0.158  0.098 -0.216  0.137 -0.274  0.176 -0.333  0.214 -0.391  0.253 -0.449  0.292 -0.507  0.331 -0.565  0.369 -0.624  0.408 -0.682  0.447 -0.740  0.485 -0.798  0.524 -0.856  0.563 -0.915  0.602 -0.973  0.641 -1.031  0.679 -1.089  0.718 -1.147  0.757 -1.205  0.796 -1.264  0.835 -1.322  0.873 -1.380  0.912 -1.438
2#lav#lav2#cl_0001/k  -0.736 1.541  -0.715 1.330  -0.683 1.121  -0.631 0.915  -0.567 0.713  -0.510 0.509  -0.493 0.298  -0.478 0.086  -0.485 -0.126  -0.491 -0.338  -0.495 -0.550  -0.495 -0.762  -0.495 -0.974  -0.513 -1.185  -0.545 -1.394  -0.564 -1.532  -0.466 -1.343  -0.368 -1.155  -0.270 -0.967  -0.172 -0.779  -0.075 -0.591  0.023 -0.403  0.121 -0.214  0.219 -0.026  0.317 0.162  0.415 0.350  0.513 0.538  0.610 0.727  0.708 0.915  0.806 1.103  0.904 1.291  0.969 1.435  0.819 1.285  0.669 1.135  0.519 0.985  0.382 0.825  0.271 0.644  0.157 0.465  0.039 0.289  -0.068 0.107  -0.149 -0.089  -0.197 -0.295  -0.245 -0.501  -0.242 -0.684  -0.071 -0.810  0.129 -0.816  0.340 -0.801  0.552 -0.794  0.763 -0.801  0.972 -0.840
2#lav#lav2#cl_0001/k  -0.606 1.540  -0.685 1.360  -0.677 1.161  -0.669 0.963  -0.650 0.765  -0.638 0.567  -0.638 0.368  -0.643 0.169  -0.657 -0.029  -0.668 -0.227  -0.655 -0.425  -0.641 -0.624  -0.638 -0.822  -0.638 -1.021  -0.668 -1.217  -0.679 -1.327  -0.580 -1.155  -0.482 -0.982  -0.383 -0.810  -0.284 -0.637  -0.186 -0.465  -0.087 -0.292  0.012 -0.120  0.111 0.053  0.209 0.225  0.308 0.398  0.407 0.570  0.505 0.743  0.604 0.916  0.703 1.088  0.802 1.261  0.844 1.328  0.755 1.150  0.671 0.970  0.589 0.788  0.514 0.605  0.444 0.419  0.303 0.280  0.158 0.143  0.061 -0.027  -0.067 -0.176  -0.082 -0.352  -0.003 -0.528  0.133 -0.672  0.292 -0.785  0.474 -0.865  0.654 -0.948  0.832 -1.037  1.017 -1.110  1.204 -1.176
2#lav#lav2#cl_0001/k  -0.727 1.358  -0.706 1.141  -0.689 0.924  -0.681 0.706  -0.672 0.487  -0.660 0.270  -0.647 0.052  -0.648 -0.166  -0.667 -0.384  -0.686 -0.601  -0.705 -0.818  -0.725 -1.036  -0.781 -1.246  -0.763 -1.276  -0.653 -1.088  -0.543 -0.899  -0.433 -0.711  -0.323 -0.522  -0.213 -0.333  -0.103 -0.145  0.007 0.044  0.117 0.232  0.226 0.421  0.336 0.609  0.446 0.798  0.556 0.986  0.666 1.175  0.776 1.363  0.884 1.546  0.820 1.337  0.744 1.133  0.652 0.935  0.554 0.740  0.473 0.538  0.367 0.349  0.237 0.173  0.107 -0.002  -0.026 -0.175  -0.152 -0.353  -0.282 -0.525  -0.474 -0.629  -0.291 -0.560  -0.076 -0.572  0.140 -0.601  0.356 -0.630  0.573 -0.659  0.788 -0.690  0.971 -0.809  1.164 -0.908  1.370 -0.980
2#lav#lav2#cl_0001/k  -0.794 1.371  -0.806 1.166  -0.778 0.965  -0.750 0.764  -0.760 0.559  -0.749 0.354  -0.733 0.149  -0.748 -0.055  -0.772 -0.259  -0.796 -0.463  -0.826 -0.666  -0.856 -0.869  -0.868 -1.074  -0.857 -1.228  -0.725 -1.071  -0.594 -0.913  -0.462 -0.756  -0.330 -0.598  -0.198 -0.441  -0.066 -0.283  0.066 -0.125  0.197 0.032  0.329 0.190  0.461 0.347  0.593 0.505  0.725 0.663  0.857 0.820  0.988 0.978  1.120 1.135  1.151 1.204  0.977 1.095  0.822 0.963  0.682 0.812  0.543 0.661  0.392 0.522  0.232 0.394  0.076 0.260  -0.074 0.120  -0.234 -0.009  -0.395 -0.137  -0.403 -0.247  -0.218 -0.335  -0.036 -0.430  0.142 -0.534  0.317 -0.641  0.493 -0.747  0.662 -0.863  0.826 -0.988  1.000 -1.096  1.176 -1.202
2#lav#lav2#cl_0001/k  -0.629 1.409  -0.692 1.206  -0.750 1.002  -0.798 0.797  -0.788 0.585  -0.787 0.373  -0.794 0.161  -0.789 -0.050  -0.750 -0.258  -0.722 -0.468  -0.722 -0.680  -0.725 -0.892  -0.731 -1.087  -0.589 -0.929  -0.447 -0.771  -0.305 -0.614  -0.164 -0.456  -0.022 -0.298  0.120 -0.141  0.262 0.017  0.404 0.175  0.545 0.332  0.687 0.490  0.829 0.648  0.971 0.805  1.113 0.963  1.254 1.121  1.255 1.155  1.080 1.035  0.910 0.909  0.741 0.780  0.567 0.660  0.387 0.547  0.207 0.435  0.042 0.303  -0.117 0.163  -0.281 0.028  -0.451 -0.099  -0.609 -0.237  -0.729 -0.411  -0.676 -0.598  -0.526 -0.722  -0.321 -0.775  -0.111 -0.801  0.099 -0.828  0.307 -0.871  0.514 -0.917  0.716 -0.981  0.912 -1.061  1.101 -1.156
2#lav#lav2#cl_0001/k  -0.882 1.324  -0.806 1.118  -0.749 0.908  -0.722 0.691  -0.712 0.473  -0.687 0.256  -0.670 0.038  -0.694 -0.179  -0.717 -0.397  -0.732 -0.615  -0.741 -0.833  -0.743 -1.052  -0.774 -1.267  -0.696 -1.193  -0.568 -1.016  -0.440 -0.838  -0.312 -0.661  -0.184 -0.483  -0.056 -0.306  0.072 -0.128  0.200 0.049  0.328 0.227  0.455 0.404  0.583 0.581  0.711 0.759  0.839 0.936  0.967 1.114  1.095 1.291  1.174 1.391  1.055 1.209  0.905 1.050  0.736 0.911  0.582 0.757  0.442 0.589  0.301 0.422  0.160 0.255  0.031 0.078  -0.100 -0.097  -0.244 -0.262  -0.385 -0.429  -0.556 -0.556  -0.538 -0.577  -0.323 -0.537  -0.105 -0.526  0.109 -0.561  0.320 -0.616  0.509 -0.727  0.690 -0.848  0.845 -1.003  1.027 -1.123
