1c#apa#apa03#app0358/x  -1.011 0.751  -1.011 0.575  -0.892 0.448  -0.826 0.299  -0.774 0.144  -0.650 0.020  -0.641 -0.152  -0.487 -0.174  -0.353 -0.277  -0.271 -0.419  -0.220 -0.544  -0.056 -0.573  0.068 -0.698  0.231 -0.729  0.407 -0.729  0.583 -0.729  0.673 -0.626  0.704 -0.453  0.736 -0.280  0.767 -0.106  0.799 0.067  0.830 0.240  0.862 0.413  0.893 0.586  0.925 0.759  0.956 0.932  0.988 1.106  1.019 1.279  1.024 1.157  0.884 1.121  0.747 1.028  0.622 0.904  0.498 0.779  0.373 0.655  0.239 0.543  0.082 0.465  -0.075 0.386  -0.086 0.216  -0.155 0.057  -0.234 -0.101  -0.337 -0.241  -0.461 -0.365  -0.586 -0.489  -0.710 -0.614  -0.826 -0.742  -0.828 -0.917  -0.953 -1.041  -1.077 -1.166  -1.195 -1.293  -1.195 -1.469
1c#tos#t2#t2067066/x  -0.861 0.397  -1.094 0.362  -1.320 0.287  -1.321 0.269  -1.182 0.443  -1.117 0.655  -0.931 0.782  -0.693 0.782  -0.508 0.910  -0.269 0.910  -0.031 0.910  0.100 0.803  0.164 0.629  0.164 0.390  0.056 0.188  -0.083 -0.005  -0.215 -0.204  -0.365 -0.388  -0.504 -0.564  -0.683 -0.706  -0.797 -0.909  -0.755 -1.021  -0.612 -0.830  -0.469 -0.639  -0.326 -0.449  -0.183 -0.258  -0.040 -0.068  0.103 0.123  0.246 0.314  0.389 0.504  0.532 0.695  0.675 0.886  0.804 1.038  0.825 0.899  0.613 0.827  0.549 0.652  0.443 0.490  0.356 0.314  0.241 0.147  0.228 -0.083  0.228 -0.321  0.228 -0.559  0.228 -0.798  0.417 -0.885  0.620 -0.963  0.769 -1.138  0.988 -1.205  1.226 -1.205  1.464 -1.205  1.702 -1.205
1c#ced#bngm-227_s_i5/x  -1.048 1.263  -1.182 1.329  -1.201 1.281  -1.089 1.199  -0.959 1.107  -0.834 1.007  -0.703 0.915  -0.606 0.787  -0.486 0.681  -0.369 0.572  -0.265 0.451  -0.145 0.343  -0.032 0.230  0.082 0.116  0.196 0.002  0.310 -0.112  0.423 -0.225  0.539 -0.337  0.666 -0.436  0.762 -0.564  0.876 -0.678  0.990 -0.792  1.113 -0.892  1.231 -1.000  1.249 -1.058  1.093 -1.017  0.938 -0.976  0.782 -0.935  0.627 -0.894  0.471 -0.853  0.315 -0.812  0.160 -0.771  0.004 -0.730  -0.151 -0.689  -0.305 -0.643  -0.455 -0.586  -0.599 -0.531  -0.710 -0.461  -0.654 -0.319  -0.570 -0.184  -0.488 -0.046  -0.384 0.076  -0.295 0.210  -0.206 0.343  -0.102 0.466  0.002 0.587  0.086 0.722  0.200 0.836  0.301 0.960  0.424 1.060
1c#apa#apa02#app0240/x  -1.080 0.662  -0.936 0.618  -0.848 0.518  -0.673 0.458  -0.505 0.374  -0.371 0.241  -0.340 0.066  -0.214 -0.070  -0.175 -0.243  -0.069 -0.388  -0.011 -0.552  0.075 -0.705  0.075 -0.893  0.086 -1.071  0.220 -1.126  0.318 -1.216  0.404 -1.079  0.457 -0.898  0.511 -0.717  0.564 -0.536  0.617 -0.356  0.670 -0.175  0.723 0.006  0.777 0.187  0.830 0.368  0.883 0.549  0.936 0.730  0.989 0.910  1.043 1.091  1.053 1.240  0.864 1.240  0.797 1.118  0.638 1.080  0.504 0.947  0.371 0.814  0.196 0.783  0.062 0.649  -0.071 0.516  -0.175 0.359  -0.280 0.202  -0.392 0.051  -0.525 -0.082  -0.658 -0.216  -0.791 -0.349  -0.925 -0.482  -0.956 -0.658  -1.080 -0.795  -1.137 -0.927  -1.225 -1.027  -1.225 -1.216
2#apa#apa14#app1420/x  -0.738 0.433  -0.916 0.522  -1.095 0.611  -1.273 0.700  -1.202 0.731  -1.036 0.697  -1.036 0.498  -0.916 0.373  -0.738 0.284  -0.559 0.195  -0.385 0.099  -0.220 -0.012  -0.054 -0.122  0.112 -0.233  0.277 -0.343  0.443 -0.454  0.585 -0.593  0.726 -0.734  0.867 -0.874  1.008 -1.015  1.023 -0.912  0.990 -0.715  0.957 -0.519  0.925 -0.322  0.892 -0.126  0.859 0.070  0.826 0.267  0.794 0.463  0.761 0.660  0.659 0.821  0.518 0.962  0.452 1.133  0.452 1.319  0.452 1.120  0.376 0.952  0.235 0.811  0.127 0.650  0.064 0.461  0.001 0.272  -0.062 0.083  -0.125 -0.106  -0.143 -0.302  -0.173 -0.489  -0.314 -0.630  -0.455 -0.771  -0.596 -0.912  -0.736 -1.052  -0.738 -1.251  -0.837 -1.352  -1.036 -1.352
1c#tos#t3#t3014060/x  -0.432 0.804  -0.608 0.690  -0.375 0.495  -0.204 0.193  0.049 0.037  0.230 -0.219  0.334 -0.564  0.590 -0.735  0.823 -0.963  0.986 -0.967  0.960 -0.574  0.935 -0.181  0.909 0.213  0.884 0.606  0.708 0.551  0.480 0.385  0.309 0.114  0.040 -0.076  -0.182 -0.314  -0.476 -0.537  -0.664 -0.800  -0.936 -0.963  -0.966 -0.580  -0.987 -0.186  -1.009 0.207  -1.030 0.601  -1.051 0.994  -1.173 1.018  -0.879 0.918  -0.542 0.861  -0.155 0.910  0.222 1.023  0.600 1.136  0.708 1.154  0.922 0.975  0.743 0.769  0.439 0.519  0.135 0.268  -0.170 0.018  -0.474 -0.233  -0.778 -0.483  -1.119 -0.627  -0.964 -0.845  -0.571 -0.846  -0.179 -0.802  0.212 -0.759  0.604 -0.715  0.875 -0.678  0.954 -0.849  1.278 -0.963
2#app#app31#app3103/x  -1.436 0.788  -1.270 0.788  -1.103 0.788  -0.968 0.713  -0.825 0.630  -0.676 0.555  -0.532 0.474  -0.415 0.356  -0.297 0.239  -0.179 0.121  -0.036 0.039  0.076 -0.072  0.158 -0.216  0.275 -0.334  0.408 -0.430  0.552 -0.512  0.669 -0.629  0.728 -0.772  0.835 -0.893  0.929 -0.943  0.949 -0.778  0.968 -0.613  0.988 -0.447  1.007 -0.282  1.026 -0.117  1.046 0.048  1.065 0.214  1.085 0.379  1.104 0.544  1.101 0.689  0.935 0.689  0.768 0.689  0.602 0.689  0.435 0.689  0.312 0.580  0.164 0.505  0.015 0.431  -0.129 0.347  -0.267 0.255  -0.398 0.153  -0.516 0.036  -0.633 -0.082  -0.751 -0.200  -0.869 -0.317  -0.971 -0.446  -1.047 -0.594  -1.164 -0.711  -1.239 -0.847  -1.239 -1.013  -1.239 -1.180
3#apb#apb23#app2359/x  -0.353 0.790  -0.471 0.907  -0.471 0.835  -0.417 0.678  -0.361 0.522  -0.304 0.367  -0.236 0.216  -0.158 0.070  -0.079 -0.076  0.001 -0.220  0.101 -0.353  0.200 -0.485  0.305 -0.614  0.411 -0.741  0.542 -0.842  0.601 -0.731  0.642 -0.570  0.683 -0.410  0.724 -0.249  0.764 -0.089  0.805 0.072  0.846 0.233  0.887 0.393  0.928 0.554  0.969 0.714  1.010 0.875  1.051 1.035  0.973 1.057  0.820 0.991  0.682 0.901  0.546 0.806  0.411 0.711  0.276 0.614  0.141 0.518  0.006 0.422  -0.127 0.324  -0.219 0.186  -0.311 0.048  -0.402 -0.090  -0.494 -0.228  -0.604 -0.352  -0.716 -0.473  -0.829 -0.595  -0.941 -0.717  -1.045 -0.846  -1.146 -0.977  -1.247 -1.108  -1.348 -1.240  -1.464 -1.357  -1.582 -1.475
3#apb#apb23#app2359/x  -1.300 0.456  -1.331 0.614  -1.411 0.755  -1.422 0.768  -1.330 0.702  -1.235 0.571  -1.137 0.443  -1.037 0.316  -0.937 0.188  -0.846 0.055  -0.754 -0.079  -0.659 -0.209  -0.550 -0.328  -0.440 -0.447  -0.318 -0.553  -0.187 -0.647  -0.055 -0.741  0.073 -0.839  0.201 -0.938  0.342 -1.016  0.491 -1.078  0.645 -1.125  0.804 -1.148  0.811 -0.989  0.814 -0.828  0.818 -0.666  0.821 -0.504  0.825 -0.342  0.828 -0.181  0.832 -0.019  0.835 0.143  0.839 0.304  0.842 0.466  0.846 0.628  0.849 0.790  0.853 0.951  0.823 1.067  0.672 1.010  0.550 0.904  0.431 0.795  0.335 0.666  0.247 0.530  0.159 0.394  0.063 0.264  -0.035 0.136  -0.133 0.007  -0.233 -0.121  -0.333 -0.248  -0.433 -0.375  -0.533 -0.502
3#app#app14#app1469/x  2.118 0.589  1.947 0.589  1.776 0.589  1.647 0.487  1.526 0.366  1.405 0.245  1.244 0.219  1.073 0.219  0.902 0.219  0.731 0.219  0.560 0.219  0.389 0.219  0.233 0.182  0.112 0.061  -0.009 -0.060  -0.142 -0.150  -0.313 -0.150  -0.468 -0.166  -0.468 -0.337  -0.468 -0.509  -0.628 -0.519  -0.799 -0.519  -0.931 -0.613  -1.052 -0.734  -1.173 -0.855  -1.161 -0.774  -1.097 -0.615  -1.034 -0.456  -0.970 -0.297  -0.907 -0.139  -0.843 0.020  -0.780 0.179  -0.716 0.338  -0.653 0.497  -0.589 0.656  -0.525 0.814  -0.468 0.942  -0.468 0.771  -0.468 0.600  -0.355 0.476  -0.234 0.355  -0.113 0.234  -0.031 0.084  0.045 -0.069  0.122 -0.222  0.198 -0.375  0.277 -0.526  0.398 -0.647  0.519 -0.768  0.640 -0.889
2#tos#t1#t1052060/x  1.127 1.111  1.031 0.948  0.926 0.777  0.785 0.632  0.672 0.463  0.621 0.269  0.574 0.073  0.483 -0.109  0.341 -0.245  0.249 -0.398  0.249 -0.601  0.092 -0.675  -0.097 -0.728  -0.187 -0.909  -0.272 -1.073  -0.465 -1.116  -0.493 -1.291  -0.493 -1.494  -0.563 -1.414  -0.568 -1.211  -0.573 -1.009  -0.578 -0.806  -0.583 -0.603  -0.588 -0.400  -0.593 -0.198  -0.598 0.005  -0.603 0.208  -0.608 0.411  -0.613 0.613  -0.618 0.816  -0.623 1.019  -0.628 1.221  -0.806 1.246  -0.815 1.179  -0.637 1.120  -0.468 1.061  -0.322 0.950  -0.148 0.878  -0.099 0.681  0.063 0.588  0.150 0.427  0.255 0.301  0.417 0.236  0.508 0.054  0.585 -0.133  0.654 -0.323  0.778 -0.441  0.925 -0.544  1.029 -0.718  1.127 -0.846
1c#kai#kai0#swlee1/x  1.236 1.283  1.089 1.185  0.972 1.055  0.866 0.914  0.742 0.789  0.618 0.664  0.520 0.517  0.384 0.407  0.254 0.291  0.139 0.157  0.024 0.023  -0.094 -0.108  -0.219 -0.233  -0.343 -0.358  -0.468 -0.483  -0.593 -0.607  -0.718 -0.732  -0.843 -0.857  -0.967 -0.982  -1.092 -1.106  -1.155 -0.967  -1.066 -0.834  -0.991 -0.677  -0.927 -0.512  -0.864 -0.348  -0.800 -0.183  -0.736 -0.019  -0.672 0.146  -0.609 0.310  -0.545 0.475  -0.481 0.640  -0.418 0.804  -0.354 0.969  -0.287 1.064  -0.208 0.906  -0.153 0.740  -0.096 0.575  0.010 0.434  0.112 0.290  0.212 0.145  0.323 0.007  0.433 -0.130  0.539 -0.272  0.649 -0.409  0.774 -0.534  0.903 -0.654  1.044 -0.760  1.163 -0.887  1.274 -1.021  1.420 -1.119
1c#kai#kai0#swlee1/x  1.277 1.539  1.180 1.394  1.083 1.249  0.987 1.105  0.890 0.960  0.794 0.815  0.697 0.670  0.600 0.525  0.504 0.380  0.371 0.271  0.227 0.174  0.109 0.049  0.004 -0.091  -0.100 -0.230  -0.220 -0.356  -0.343 -0.480  -0.466 -0.603  -0.589 -0.726  -0.713 -0.849  -0.771 -1.012  -0.829 -1.176  -0.907 -1.332  -0.893 -1.208  -0.863 -1.037  -0.834 -0.865  -0.804 -0.693  -0.774 -0.522  -0.744 -0.350  -0.714 -0.179  -0.684 -0.007  -0.655 0.165  -0.625 0.336  -0.595 0.508  -0.565 0.680  -0.535 0.851  -0.473 0.871  -0.377 0.726  -0.269 0.590  -0.146 0.467  -0.023 0.344  0.100 0.221  0.224 0.098  0.347 -0.026  0.482 -0.135  0.621 -0.239  0.761 -0.344  0.905 -0.442  1.050 -0.538  1.122 -0.690  1.177 -0.856
2#app#app11#app1162/x  -1.559 1.138  -1.428 1.103  -1.378 0.957  -1.245 0.876  -1.127 0.797  -1.052 0.648  -0.944 0.523  -0.826 0.405  -0.773 0.261  -0.683 0.131  -0.565 0.013  -0.447 -0.105  -0.330 -0.223  -0.225 -0.350  -0.151 -0.499  -0.052 -0.631  0.066 -0.749  0.194 -0.853  0.343 -0.928  0.407 -1.054  0.500 -1.183  0.539 -1.333  0.643 -1.457  0.663 -1.356  0.655 -1.190  0.647 -1.023  0.638 -0.857  0.630 -0.690  0.622 -0.524  0.613 -0.357  0.605 -0.191  0.597 -0.024  0.588 0.142  0.580 0.309  0.572 0.475  0.563 0.642  0.555 0.808  0.547 0.975  0.539 1.135  0.500 1.007  0.407 0.933  0.346 0.784  0.254 0.646  0.162 0.507  0.048 0.385  -0.070 0.267  -0.188 0.150  -0.274 0.012  -0.327 -0.146  -0.379 -0.304
1c#apb#apb21#app2157/x  -1.680 -0.338  -1.607 -0.272  -1.518 -0.129  -1.409 0.000  -1.304 0.133  -1.208 0.273  -1.081 0.375  -0.925 0.441  -0.770 0.510  -0.606 0.540  -0.503 0.429  -0.503 0.260  -0.489 0.091  -0.468 -0.077  -0.394 -0.226  -0.302 -0.369  -0.168 -0.467  -0.022 -0.554  0.141 -0.584  0.310 -0.593  0.471 -0.561  0.624 -0.488  0.778 -0.415  0.914 -0.316  1.046 -0.210  1.178 -0.103  1.294 0.019  1.399 0.152  1.504 0.285  1.432 0.395  1.297 0.497  1.161 0.599  1.025 0.700  0.890 0.802  0.754 0.904  0.679 0.794  0.570 0.665  0.459 0.537  0.347 0.410  0.234 0.283  0.122 0.156  0.011 0.027  -0.097 -0.103  -0.206 -0.233  -0.315 -0.364  -0.423 -0.494  -0.520 -0.633  -0.614 -0.774  -0.708 -0.915  -0.802 -1.056
2#aga#shrncrtr/x  1.422 1.390  1.283 1.308  1.159 1.207  1.030 1.111  0.896 1.022  0.784 0.906  0.675 0.788  0.544 0.694  0.411 0.603  0.282 0.507  0.154 0.409  0.033 0.304  -0.075 0.185  -0.187 0.069  -0.301 -0.044  -0.411 -0.162  -0.520 -0.280  -0.613 -0.411  -0.708 -0.541  -0.821 -0.655  -0.935 -0.769  -1.046 -0.885  -0.980 -0.936  -0.819 -0.941  -0.658 -0.946  -0.497 -0.951  -0.336 -0.956  -0.175 -0.961  -0.014 -0.966  0.147 -0.971  0.308 -0.976  0.469 -0.981  0.630 -0.986  0.647 -0.843  0.562 -0.708  0.474 -0.573  0.378 -0.444  0.277 -0.319  0.186 -0.187  0.103 -0.049  0.013 0.084  -0.081 0.215  -0.175 0.346  -0.267 0.478  -0.348 0.617  -0.430 0.755  -0.506 0.897  -0.569 1.045  -0.654 1.182  -0.739 1.318
2#aga#shrncrtr/x  1.095 1.147  1.033 1.005  0.945 0.879  0.836 0.770  0.723 0.665  0.609 0.560  0.495 0.457  0.376 0.359  0.249 0.270  0.120 0.186  -0.009 0.102  -0.131 0.008  -0.254 -0.086  -0.377 -0.178  -0.482 -0.290  -0.579 -0.410  -0.683 -0.524  -0.784 -0.641  -0.872 -0.767  -0.820 -0.857  -0.681 -0.925  -0.543 -0.993  -0.404 -1.061  -0.266 -1.129  -0.127 -1.197  0.011 -1.266  0.149 -1.334  0.270 -1.347  0.344 -1.212  0.408 -1.076  0.414 -0.922  0.421 -0.769  0.397 -0.617  0.354 -0.470  0.299 -0.326  0.263 -0.176  0.230 -0.025  0.172 0.118  0.115 0.261  0.058 0.405  0.000 0.548  -0.049 0.694  -0.098 0.840  -0.172 0.975  -0.249 1.109  -0.343 1.231  -0.442 1.349  -0.558 1.451  -0.673 1.554  -0.788 1.656
2#aga#shrncrtr/x  1.238 1.641  1.163 1.507  1.073 1.379  0.978 1.253  0.876 1.135  0.760 1.028  0.645 0.922  0.534 0.811  0.423 0.699  0.311 0.589  0.194 0.484  0.078 0.379  -0.039 0.274  -0.156 0.169  -0.273 0.064  -0.382 -0.049  -0.487 -0.165  -0.593 -0.282  -0.698 -0.399  -0.796 -0.521  -0.894 -0.644  -0.988 -0.770  -0.878 -0.820  -0.725 -0.853  -0.571 -0.887  -0.418 -0.921  -0.265 -0.955  -0.111 -0.989  0.042 -1.023  0.195 -1.057  0.349 -1.091  0.502 -1.124  0.624 -1.119  0.556 -0.984  0.495 -0.841  0.416 -0.705  0.335 -0.571  0.269 -0.428  0.196 -0.290  0.101 -0.165  0.008 -0.038  -0.084 0.089  -0.175 0.217  -0.266 0.345  -0.360 0.471  -0.449 0.600  -0.537 0.730  -0.645 0.843  -0.737 0.970  -0.835 1.091
2#aga#shrncrtr/x  1.600 1.248  1.454 1.195  1.314 1.126  1.170 1.066  1.033 0.992  0.904 0.904  0.775 0.816  0.646 0.729  0.517 0.641  0.388 0.553  0.260 0.464  0.141 0.363  0.022 0.262  -0.096 0.161  -0.216 0.060  -0.335 -0.040  -0.455 -0.140  -0.569 -0.247  -0.679 -0.357  -0.799 -0.457  -0.919 -0.557  -1.036 -0.659  -1.133 -0.781  -1.073 -0.846  -0.920 -0.876  -0.767 -0.905  -0.614 -0.935  -0.460 -0.964  -0.307 -0.994  -0.154 -1.023  -0.001 -1.053  0.152 -1.082  0.306 -1.111  0.331 -0.986  0.342 -0.831  0.350 -0.675  0.343 -0.520  0.315 -0.366  0.283 -0.213  0.247 -0.062  0.186 0.082  0.122 0.224  0.052 0.364  -0.035 0.492  -0.134 0.612  -0.233 0.733  -0.359 0.824  -0.506 0.876  -0.651 0.934  -0.803 0.960
3#app#app25#app2596/x  -1.325 1.110  -1.126 1.099  -0.982 0.955  -0.839 0.811  -0.695 0.667  -0.542 0.545  -0.384 0.499  -0.341 0.314  -0.197 0.170  -0.054 0.026  0.090 -0.118  0.180 -0.284  0.272 -0.396  0.369 -0.502  0.490 -0.584  0.557 -0.721  0.709 -0.773  0.745 -0.940  0.745 -1.143  0.933 -1.140  0.929 -0.937  0.896 -0.736  0.862 -0.535  0.829 -0.335  0.795 -0.134  0.762 0.067  0.729 0.267  0.695 0.468  0.662 0.669  0.628 0.869  0.595 1.070  0.561 1.270  0.478 1.140  0.387 0.959  0.369 0.760  0.244 0.608  0.100 0.464  -0.044 0.320  -0.188 0.176  -0.200 -0.020  -0.398 -0.033  -0.542 -0.177  -0.572 -0.368  -0.747 -0.396  -0.763 -0.584  -0.949 -0.602  -0.972 -0.795  -1.116 -0.939  -1.310 -0.961  -1.325 -1.149
1c#app#app06#app0601/x  -0.145 1.328  -0.145 1.143  -0.145 0.957  -0.145 0.772  -0.145 0.587  -0.145 0.401  -0.145 0.216  -0.145 0.030  -0.145 -0.155  -0.145 -0.340  -0.145 -0.526  -0.145 -0.711  -0.216 -0.880  -0.243 -1.059  -0.243 -1.244  -0.240 -1.427  -0.172 -1.341  -0.229 -1.164  -0.285 -0.988  -0.342 -0.811  -0.398 -0.634  -0.455 -0.458  -0.511 -0.281  -0.568 -0.105  -0.624 0.072  -0.681 0.249  -0.737 0.425  -0.794 0.602  -0.850 0.778  -0.907 0.955  -0.828 1.033  -0.643 1.033  -0.457 1.033  -0.292 0.984  -0.132 0.923  0.017 0.836  0.159 0.730  0.275 0.588  0.364 0.426  0.495 0.295  0.626 0.164  0.757 0.033  0.888 -0.098  0.945 -0.261  1.028 -0.427  1.163 -0.541  1.315 -0.623  1.395 -0.738  1.528 -0.848  1.626 -0.935
1c#app#app25#app2544/x  -1.115 1.003  -0.904 1.003  -0.692 1.003  -0.679 0.806  -0.544 0.650  -0.461 0.474  -0.399 0.288  -0.250 0.139  -0.243 -0.070  -0.105 -0.224  -0.025 -0.402  0.066 -0.522  0.277 -0.522  0.411 -0.599  0.411 -0.811  0.475 -0.958  0.628 -1.015  0.679 -1.176  0.846 -1.132  0.846 -0.921  0.846 -0.710  0.846 -0.498  0.846 -0.287  0.846 -0.076  0.846 0.135  0.846 0.346  0.846 0.557  0.846 0.769  0.846 0.980  0.846 1.191  0.719 1.093  0.628 0.919  0.551 0.785  0.411 0.715  0.347 0.568  0.152 0.527  0.003 0.378  -0.025 0.179  -0.190 0.132  -0.243 -0.026  -0.394 -0.086  -0.461 -0.230  -0.598 -0.304  -0.810 -0.304  -1.021 -0.304  -1.115 -0.421  -1.193 -0.600  -1.346 -0.740  -1.551 -0.747  -1.551 -0.958
3#apa#apa15#app1597/x  -1.414 0.434  -1.298 0.319  -1.183 0.203  -1.068 0.088  -0.953 -0.027  -0.838 -0.142  -0.712 -0.240  -0.558 -0.291  -0.403 -0.343  -0.249 -0.394  -0.095 -0.446  0.060 -0.497  0.214 -0.548  0.369 -0.600  0.523 -0.651  0.684 -0.665  0.792 -0.603  0.812 -0.441  0.832 -0.280  0.852 -0.118  0.872 0.043  0.893 0.205  0.913 0.366  0.933 0.528  0.953 0.689  0.973 0.851  0.994 1.012  0.946 1.150  0.831 1.266  0.716 1.245  0.601 1.129  0.486 1.014  0.371 0.899  0.305 0.754  0.253 0.599  0.202 0.445  0.150 0.290  0.067 0.156  -0.048 0.041  -0.164 -0.074  -0.279 -0.189  -0.394 -0.305  -0.509 -0.420  -0.624 -0.535  -0.739 -0.650  -0.833 -0.783  -0.923 -0.918  -1.013 -1.053  -1.103 -1.189  -1.194 -1.324
2#lav#lav2#py_0012/x  -0.787 1.824  -0.717 1.659  -0.646 1.495  -0.576 1.330  -0.554 1.153  -0.541 0.975  -0.528 0.796  -0.515 0.617  -0.503 0.438  -0.490 0.259  -0.466 0.082  -0.442 -0.096  -0.418 -0.274  -0.326 -0.424  -0.224 -0.572  -0.122 -0.719  -0.005 -0.854  0.122 -0.981  0.249 -1.108  0.376 -1.234  0.522 -1.331  0.689 -1.398  0.804 -1.399  0.778 -1.222  0.752 -1.045  0.726 -0.867  0.700 -0.690  0.673 -0.513  0.647 -0.335  0.621 -0.158  0.595 0.019  0.569 0.197  0.543 0.374  0.517 0.551  0.491 0.729  0.465 0.906  0.438 1.079  0.358 0.918  0.278 0.758  0.197 0.598  0.117 0.437  0.009 0.295  -0.104 0.156  -0.218 0.018  -0.353 -0.100  -0.491 -0.214  -0.628 -0.329  -0.749 -0.460  -0.861 -0.600  -0.973 -0.740
2#lav#lav2#py_0012/x  -0.908 1.315  -0.797 1.161  -0.687 1.006  -0.576 0.851  -0.552 0.665  -0.536 0.476  -0.520 0.286  -0.505 0.097  -0.475 -0.091  -0.436 -0.277  -0.397 -0.463  -0.353 -0.647  -0.268 -0.817  -0.181 -0.986  -0.072 -1.142  0.037 -1.297  0.215 -1.347  0.391 -1.370  0.419 -1.182  0.446 -0.994  0.473 -0.806  0.500 -0.618  0.527 -0.430  0.555 -0.241  0.582 -0.053  0.609 0.135  0.636 0.323  0.663 0.511  0.691 0.699  0.718 0.887  0.745 1.075  0.772 1.264  0.799 1.452  0.684 1.301  0.568 1.151  0.453 0.999  0.359 0.834  0.264 0.669  0.168 0.506  0.061 0.349  -0.047 0.192  -0.154 0.035  -0.261 -0.122  -0.350 -0.290  -0.439 -0.458  -0.528 -0.626  -0.637 -0.780  -0.761 -0.924  -0.886 -1.068  -1.010 -1.211
2#lav#lav2#py_0012/x  -1.794 0.574  -1.651 0.673  -1.507 0.773  -1.359 0.864  -1.206 0.947  -1.043 0.979  -0.870 0.963  -0.696 0.946  -0.540 0.905  -0.467 0.747  -0.393 0.590  -0.330 0.428  -0.275 0.262  -0.218 0.098  -0.140 -0.058  -0.063 -0.214  -0.012 -0.380  0.035 -0.548  0.115 -0.700  0.214 -0.843  0.321 -0.977  0.483 -1.042  0.646 -1.101  0.813 -1.152  0.930 -1.145  0.910 -0.972  0.889 -0.799  0.869 -0.626  0.848 -0.453  0.828 -0.280  0.807 -0.107  0.787 0.066  0.766 0.239  0.746 0.412  0.725 0.585  0.705 0.758  0.672 0.885  0.563 0.749  0.454 0.613  0.347 0.476  0.259 0.326  0.171 0.175  0.082 0.025  -0.021 -0.115  -0.124 -0.255  -0.227 -0.395  -0.334 -0.532  -0.453 -0.660  -0.572 -0.787  -0.691 -0.914
1c#apb#apb29#app2975/x  -0.896 -0.356  -1.032 -0.384  -1.157 -0.505  -1.313 -0.575  -1.332 -0.477  -1.230 -0.322  -1.090 -0.203  -0.949 -0.083  -0.812 0.042  -0.649 0.131  -0.499 0.241  -0.338 0.330  -0.163 0.394  0.017 0.426  0.082 0.279  0.055 0.095  0.034 -0.090  0.042 -0.275  0.095 -0.448  0.279 -0.466  0.464 -0.450  0.644 -0.406  0.813 -0.327  0.976 -0.239  1.132 -0.138  1.275 -0.019  1.415 0.103  1.461 0.269  1.395 0.443  1.330 0.617  1.265 0.792  1.200 0.966  1.072 1.027  0.919 0.934  0.784 0.807  0.663 0.665  0.525 0.543  0.374 0.434  0.225 0.323  0.078 0.210  -0.070 0.096  -0.217 -0.017  -0.365 -0.130  -0.514 -0.242  -0.661 -0.355  -0.808 -0.469  -0.955 -0.583  -1.083 -0.718  -1.201 -0.860  -1.278 -1.030
2#ced#hrts4205_s_i8/x  -1.197 0.711  -1.206 0.673  -1.063 0.734  -0.891 0.756  -0.723 0.716  -0.576 0.623  -0.464 0.489  -0.362 0.348  -0.296 0.188  -0.262 0.016  -0.228 -0.155  -0.198 -0.328  -0.121 -0.485  -0.049 -0.644  0.042 -0.783  0.209 -0.822  0.379 -0.785  0.535 -0.709  0.682 -0.618  0.722 -0.448  0.762 -0.278  0.802 -0.107  0.843 0.063  0.883 0.233  0.923 0.403  0.963 0.574  1.003 0.744  1.043 0.914  1.018 1.079  0.903 1.200  0.742 1.145  0.621 1.020  0.512 0.883  0.414 0.738  0.314 0.595  0.212 0.454  0.118 0.306  0.021 0.160  -0.076 0.015  -0.170 -0.133  -0.260 -0.283  -0.360 -0.426  -0.453 -0.574  -0.537 -0.727  -0.632 -0.874  -0.727 -1.021  -0.820 -1.169  -0.912 -1.318  -0.999 -1.470  -1.086 -1.622
2#ced#hrts4205_s_i8/x  1.228 0.678  1.376 0.767  1.511 0.871  1.535 0.896  1.399 0.793  1.266 0.686  1.144 0.564  0.996 0.474  0.873 0.353  0.751 0.230  0.628 0.108  0.506 -0.014  0.385 -0.138  0.274 -0.271  0.147 -0.387  0.016 -0.500  -0.107 -0.620  -0.203 -0.764  -0.335 -0.875  -0.473 -0.980  -0.596 -1.101  -0.705 -1.234  -0.796 -1.380  -0.769 -1.401  -0.727 -1.233  -0.685 -1.065  -0.643 -0.898  -0.601 -0.730  -0.559 -0.562  -0.517 -0.394  -0.475 -0.226  -0.434 -0.059  -0.392 0.109  -0.350 0.277  -0.350 0.446  -0.361 0.618  -0.390 0.787  -0.416 0.957  -0.449 1.122  -0.533 1.159  -0.539 0.988  -0.504 0.821  -0.414 0.677  -0.342 0.520  -0.276 0.361  -0.211 0.200  -0.122 0.052  -0.033 -0.096  0.083 -0.225  0.189 -0.362
3#ced#jban4624_s_1h/x  1.646 1.158  1.524 1.028  1.373 0.928  1.252 0.796  1.107 0.687  1.065 0.517  0.923 0.421  0.778 0.313  0.656 0.183  0.534 0.053  0.409 -0.067  0.263 -0.151  0.134 -0.256  0.027 -0.311  -0.037 -0.456  -0.204 -0.483  -0.336 -0.602  -0.506 -0.637  -0.607 -0.718  -0.726 -0.805  -0.886 -0.869  -0.911 -0.855  -0.906 -0.674  -0.900 -0.492  -0.895 -0.310  -0.890 -0.129  -0.885 0.053  -0.880 0.235  -0.875 0.416  -0.870 0.598  -0.864 0.779  -0.859 0.961  -0.832 1.065  -0.739 0.911  -0.655 0.769  -0.553 0.618  -0.434 0.491  -0.340 0.338  -0.274 0.184  -0.122 0.083  0.015 -0.031  0.140 -0.156  0.224 -0.315  0.357 -0.424  0.454 -0.512  0.566 -0.629  0.687 -0.763  0.835 -0.856  0.983 -0.959  1.035 -1.125
